,Player,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG,Goals,Assists,SpG,KeyP,Drb,Fouled,Off,Disp,UnsTch,Assists,KeyP,AvgP,PS%,Crosses,LongB,ThrB
29,Sol Bamba,2.6,2.9,1.3,0.2,6.3,0.9,1.1,0.0,4.0,1.0,0.8,0.1,0.5,0.4,0.1,0.4,0.7,1.0,0.1,19.6,69.1,0.0,1.6,0.0
30,Idrissa Gueye,4.3,2.2,1.6,0.0,1.3,1.2,0.2,0.0,0.0,2.0,0.6,0.5,0.7,1.2,0.0,0.9,1.0,2.0,0.5,52.8,84.3,0.1,3.2,0.1
31,Youri Tielemans,1.3,0.4,0.8,0.0,0.8,0.9,0.2,0.0,3.0,4.0,2.4,1.2,0.9,1.2,0.0,1.2,1.4,4.0,1.2,49.3,85.0,0.2,3.4,0.5
32,Paulo Gazzaniga,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,31.7,64.2,0.0,6.0,0.0
33,Michael Keane,1.2,1.3,0.7,0.8,5.5,0.4,0.7,0.0,1.0,2.0,0.9,0.3,0.2,0.2,0.0,0.1,0.3,2.0,0.3,48.3,80.8,0.0,3.1,0.0
34,Etienne Capoue,2.8,2.6,1.4,0.1,2.8,1.6,0.4,0.0,1.0,3.0,0.5,0.3,1.0,1.8,0.0,0.6,0.5,3.0,0.3,53.0,84.4,0.0,3.5,0.1
35,Matt Doherty,1.8,1.6,0.8,0.1,2.2,0.6,0.2,1.0,4.0,5.0,1.2,1.0,0.5,0.6,0.1,0.6,1.2,5.0,1.0,36.8,71.6,0.4,1.4,0.1
36,Willy Boly,2.4,2.0,0.8,0.1,4.8,0.6,0.9,0.0,4.0,0.0,0.7,0.3,0.4,0.4,0.1,0.4,0.3,0.0,0.3,47.6,81.0,0.0,2.4,0.0
37,Andrew Robertson,2.2,0.8,0.5,0.5,1.3,0.9,0.2,0.0,0.0,11.0,0.4,1.4,0.8,0.4,0.0,0.6,0.9,11.0,1.4,66.6,83.2,0.6,2.2,0.0
38,James Tarkowski,2.0,1.2,1.0,0.3,6.7,0.6,1.6,0.0,3.0,1.0,0.6,0.2,0.2,0.9,0.1,0.3,0.7,1.0,0.2,32.4,69.5,0.0,3.1,0.0
39,Shane Duffy,1.0,1.0,0.6,0.1,6.9,0.3,1.3,0.0,5.0,1.0,1.1,0.2,0.1,0.3,0.1,0.1,0.5,1.0,0.2,37.3,75.2,0.0,3.1,0.0
40,Troy Deeney,0.8,0.2,1.3,0.0,0.9,0.8,0.1,0.0,9.0,5.0,2.0,1.3,0.2,1.1,0.4,1.1,1.9,5.0,1.3,25.8,60.7,0.1,0.4,0.1
41,Joel Matip,1.8,1.5,0.5,0.8,3.5,0.5,0.3,0.0,1.0,0.0,0.4,0.1,0.3,0.8,0.0,0.0,0.3,0.0,0.1,61.0,86.9,0.0,2.1,0.0
42,Kieran Trippier,2.5,0.9,0.7,0.6,2.3,0.9,0.2,1.0,1.0,3.0,0.3,1.8,0.3,0.9,0.2,0.5,0.7,3.0,1.8,57.1,78.9,2.0,2.6,0.1
43,Pierre-Emerick Aubameyang,0.6,0.2,0.4,0.0,0.5,0.6,0.0,0.0,22.0,5.0,2.6,0.9,0.8,0.6,0.6,0.9,1.7,5.0,0.9,19.2,74.0,0.3,0.3,0.0
44,Son Heung-Min,0.7,0.3,0.4,0.0,0.1,0.8,0.1,0.0,12.0,6.0,2.4,1.1,1.5,0.6,0.7,1.4,1.9,6.0,1.1,24.3,85.6,0.2,0.4,0.1
45,Ilkay Gündogan,0.6,0.9,0.4,0.0,0.6,0.8,0.1,0.0,6.0,3.0,1.4,1.4,0.6,0.7,0.0,0.5,0.9,3.0,1.4,64.4,90.8,0.9,2.4,0.1
46,Ryan Fraser,0.5,0.6,0.2,0.0,0.5,0.6,0.2,0.0,7.0,14.0,1.3,2.4,0.6,1.8,0.3,0.7,1.4,14.0,2.4,31.4,76.9,2.0,0.7,0.1
47,Christian Eriksen,1.2,0.4,0.5,0.0,0.2,1.2,0.1,0.0,8.0,12.0,2.4,2.1,0.5,0.5,0.1,0.8,1.7,12.0,2.1,53.5,81.0,0.9,2.3,0.3
48,Dejan Lovren,1.2,0.8,0.2,1.2,3.9,0.6,0.5,0.0,1.0,0.0,0.5,0.1,0.0,0.8,0.0,0.1,0.2,0.0,0.1,63.2,86.6,0.2,2.6,0.1
49,David Luiz,1.1,1.0,0.9,0.7,4.0,0.2,0.5,0.0,3.0,2.0,0.9,0.6,0.3,0.8,0.0,0.1,0.4,2.0,0.6,72.8,88.0,0.0,6.0,0.3
50,Philip Billing,2.7,2.0,1.4,0.2,1.5,0.9,0.6,0.0,2.0,0.0,1.6,0.8,0.7,1.1,0.1,1.0,2.0,0.0,0.8,39.8,78.6,0.3,2.9,0.0
51,Mark Travers,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.5,65.1,0.0,3.5,0.0
52,Raúl Jiménez,0.8,0.7,1.1,0.0,1.0,0.4,0.1,0.0,13.0,7.0,2.9,1.1,0.9,1.0,0.9,1.8,2.5,7.0,1.1,27.9,72.8,0.2,0.9,0.1
53,Jannik Vestergaard,2.3,1.5,0.7,0.9,7.4,0.7,0.9,0.0,0.0,0.0,0.6,0.2,0.4,0.6,0.0,0.2,0.4,0.0,0.2,36.7,76.9,0.0,2.3,0.1
54,João Moutinho,3.0,1.1,1.4,0.0,1.1,2.2,0.3,0.0,1.0,8.0,0.5,2.2,0.3,1.0,0.0,0.7,0.4,8.0,2.2,49.0,84.8,1.7,3.3,0.0
55,Ciaran Clark,1.8,1.1,0.5,0.4,5.2,0.3,0.6,0.0,3.0,0.0,0.6,0.2,0.0,0.5,0.0,0.2,0.2,0.0,0.2,27.6,75.0,0.0,1.5,0.0
56,Willian,1.1,0.4,0.4,0.0,0.3,0.5,0.0,0.0,3.0,6.0,1.9,2.5,1.2,1.0,0.3,1.2,1.6,6.0,2.5,38.4,85.7,1.2,1.2,0.1
57,Shkodran Mustafi,2.0,1.9,1.4,0.7,5.2,0.3,0.5,0.0,2.0,0.0,0.6,0.2,0.3,0.3,0.1,0.2,0.4,0.0,0.2,56.9,81.9,0.0,3.2,0.1
58,Petr Cech,0.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,32.0,68.3,0.0,5.4,0.0
59,Aymeric Laporte,1.2,1.1,0.6,0.4,2.7,0.3,0.3,0.0,3.0,3.0,0.7,0.4,0.1,0.5,0.1,0.1,0.3,3.0,0.4,85.6,92.3,0.0,4.9,0.0
60,Salomón Rondón,0.3,0.2,0.7,0.0,1.2,0.6,0.1,0.0,11.0,7.0,2.8,1.0,0.6,0.8,0.6,2.4,3.1,7.0,1.0,23.0,69.9,0.1,0.3,0.1
61,Kevin De Bruyne,1.2,0.2,0.5,0.1,0.1,0.7,0.1,0.0,2.0,2.0,1.6,1.9,1.0,0.8,0.1,0.7,1.2,2.0,1.9,38.2,83.7,1.1,2.4,0.2
62,Ben Chilwell,1.5,1.1,0.9,0.3,3.6,0.9,0.2,0.0,0.0,4.0,0.6,1.3,1.4,1.2,0.1,1.3,2.0,4.0,1.3,46.8,72.3,0.6,1.2,0.0
63,Jan Bednarek,1.6,2.8,0.9,0.8,6.7,0.6,1.1,0.0,0.0,1.0,0.2,0.4,0.0,0.2,0.0,0.2,0.2,1.0,0.4,32.8,70.5,0.0,1.7,0.1
64,Dwight McNeil,1.7,0.6,0.7,0.0,1.5,1.5,0.1,0.0,3.0,5.0,1.3,1.2,1.5,0.5,0.0,1.1,1.5,5.0,1.2,21.6,75.7,1.6,0.9,0.0
65,Granit Xhaka,1.8,1.2,1.6,0.2,1.9,1.2,0.3,0.0,4.0,2.0,1.0,1.4,0.2,1.8,0.0,0.6,0.6,2.0,1.4,77.4,85.3,1.1,5.5,0.1
66,Aleksandar Mitrovic,0.5,0.2,1.6,0.0,1.4,0.3,0.2,0.0,11.0,3.0,3.5,0.8,0.6,1.6,0.9,2.6,3.0,3.0,0.8,27.7,72.0,0.0,0.4,0.1
67,Lukasz Fabianski,0.0,0.0,0.0,0.0,0.7,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.0,0.0,0.0,0.0,0.1,28.2,49.7,0.0,8.5,0.0
68,César Azpilicueta,2.8,1.1,1.0,0.4,2.0,0.8,0.4,0.0,1.0,5.0,0.4,0.7,0.3,0.4,0.1,0.2,0.9,5.0,0.7,65.3,87.0,0.6,1.3,0.1
69,Harry Maguire,1.0,1.2,0.6,0.8,4.9,0.2,0.6,0.0,3.0,0.0,1.0,0.4,0.5,0.5,0.1,0.2,0.7,0.0,0.4,56.4,85.6,0.0,6.2,0.0
70,Danilo,1.8,1.4,0.9,0.3,1.8,0.5,0.0,0.0,1.0,0.0,1.3,0.4,0.7,0.7,0.0,0.5,0.7,0.0,0.4,69.7,87.0,0.2,1.7,0.0
71,José Holebas,2.4,0.8,1.2,0.4,2.9,0.9,0.3,0.0,3.0,6.0,0.6,1.4,0.8,0.5,0.1,0.9,1.0,6.0,1.4,29.8,68.5,1.5,1.6,0.0
72,Callum Wilson,0.3,0.1,1.4,0.0,0.5,0.3,0.1,0.0,14.0,9.0,2.2,1.0,0.6,1.1,0.6,1.5,3.2,9.0,1.0,14.7,67.1,0.2,0.1,0.0
73,Fabián Balbuena,1.7,2.3,0.8,0.6,7.5,1.1,0.6,0.0,1.0,0.0,0.8,0.1,0.0,0.2,0.0,0.1,0.2,0.0,0.1,36.2,79.4,0.0,2.2,0.0
74,Nicolás Otamendi,1.4,1.6,0.4,0.6,3.1,0.2,0.2,0.0,0.0,0.0,0.8,0.1,0.1,0.2,0.0,0.0,0.1,0.0,0.1,69.0,92.7,0.0,2.6,0.0
75,Andros Townsend,1.6,1.0,0.3,0.0,0.4,1.4,0.1,0.0,6.0,4.0,1.7,1.6,1.5,1.5,0.2,2.0,2.1,4.0,1.6,27.0,78.8,1.0,0.8,0.0
76,Pedro,0.9,0.6,0.5,0.0,0.3,0.8,0.1,0.0,8.0,2.0,1.8,0.9,1.4,0.8,0.3,1.1,1.0,2.0,0.9,34.4,86.5,0.3,1.2,0.1
77,Leander Dendoncker,2.8,1.2,0.6,0.1,1.5,1.6,0.3,0.0,2.0,0.0,0.9,0.4,0.6,0.6,0.1,0.4,0.9,0.0,0.4,31.9,79.4,0.1,0.8,0.0
78,Nacho Monreal,1.6,1.4,0.8,0.5,2.5,0.5,0.5,0.0,1.0,3.0,0.3,0.5,0.3,1.0,0.0,0.1,0.5,3.0,0.5,53.1,87.6,0.2,1.4,0.0
79,Jefferson Lerma,1.5,1.8,1.4,0.0,2.8,1.3,0.6,1.0,2.0,0.0,1.0,0.5,0.7,1.7,0.1,0.7,0.8,0.0,0.5,52.0,83.2,0.1,2.3,0.1
80,Steve Cook,1.2,1.6,0.6,0.7,6.4,0.2,0.7,1.0,1.0,1.0,0.7,0.4,0.2,0.9,0.0,0.0,0.2,1.0,0.4,48.4,79.3,0.1,3.4,0.0
81,Sean Morrison,1.0,1.5,0.9,0.3,5.9,0.4,0.9,0.0,1.0,3.0,1.0,0.6,0.2,0.6,0.3,0.3,0.4,3.0,0.6,21.7,62.8,0.0,1.1,0.0
82,Kyle Walker,1.2,1.1,0.5,0.2,1.5,0.4,0.2,0.0,1.0,1.0,0.6,0.7,0.5,0.4,0.1,0.4,0.8,1.0,0.7,72.4,90.1,0.1,3.5,0.0
83,Ander Herrera,2.5,1.7,1.0,0.0,1.0,1.8,0.3,0.0,2.0,3.0,1.0,0.7,0.5,0.9,0.0,0.4,0.6,3.0,0.7,44.5,87.8,0.0,1.5,0.1
84,Joshua King,0.9,0.2,1.5,0.0,0.4,0.6,0.1,0.0,12.0,3.0,2.1,1.1,1.9,1.3,0.2,2.7,3.2,3.0,1.1,23.0,72.0,0.2,0.3,0.1
85,Riyad Mahrez,0.5,0.3,0.4,0.0,0.1,0.4,0.0,0.0,7.0,4.0,2.0,0.9,0.9,0.6,0.3,1.0,1.0,4.0,0.9,29.5,84.7,0.6,1.4,0.2
86,Hugo Lloris,0.0,0.0,0.0,0.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,31.7,73.6,0.0,6.7,0.0
87,Lucas Moura,1.1,0.8,0.8,0.0,0.8,0.6,0.0,0.0,10.0,0.0,1.4,0.8,1.4,1.5,0.4,1.1,2.1,0.0,0.8,22.6,76.1,0.0,0.4,0.0
88,Isaac Hayden,2.9,1.6,1.3,0.1,1.1,0.7,0.2,0.0,1.0,4.0,0.9,0.9,0.5,0.6,0.0,1.0,1.3,4.0,0.9,28.8,79.4,0.2,1.0,0.1
89,Fabinho,2.1,1.0,1.0,0.2,0.9,1.3,0.2,0.0,1.0,2.0,0.6,0.6,0.4,1.1,0.0,0.6,0.4,2.0,0.6,57.5,85.3,0.1,2.6,0.0
90,Kyle Walker-Peters,1.2,0.7,0.7,0.0,0.7,0.2,0.2,0.0,0.0,3.0,0.3,1.2,1.5,1.7,0.2,0.5,0.5,3.0,1.2,31.3,83.0,0.7,0.5,0.0
91,Florian Lejeune,2.1,1.8,0.9,0.3,3.7,1.1,0.4,0.0,0.0,0.0,0.6,0.5,0.3,0.4,0.0,0.0,0.8,0.0,0.5,46.9,76.2,0.1,6.8,0.1
92,Marcus Rashford,0.7,0.1,0.8,0.0,0.7,0.7,0.0,0.0,10.0,6.0,2.5,1.2,1.3,1.6,0.5,1.4,2.5,6.0,1.2,20.2,78.1,0.3,0.5,0.0
93,Matt Ritchie,1.9,1.4,1.5,0.1,1.7,0.8,0.3,0.0,2.0,8.0,1.1,1.7,0.4,1.1,0.0,0.5,1.3,8.0,1.7,30.5,73.1,1.9,1.6,0.0
94,Ayoze Pérez,1.6,1.1,1.2,0.0,0.8,1.2,0.1,0.0,12.0,2.0,1.5,1.2,1.2,1.1,0.2,2.1,2.7,2.0,1.2,21.1,75.9,0.1,0.7,0.1
95,Dele Alli,1.3,0.8,0.9,0.0,0.7,0.8,0.2,0.0,5.0,3.0,1.6,1.1,1.2,0.8,0.1,1.2,2.0,3.0,1.1,41.1,80.3,0.1,1.0,0.1
96,Jamie Vardy,0.4,0.2,0.6,0.0,0.8,0.4,0.0,0.0,18.0,4.0,2.3,0.9,0.4,0.6,1.1,0.6,1.5,4.0,0.9,12.2,65.6,0.2,0.2,0.0
97,Romain Saïss,2.1,1.4,1.4,0.1,3.1,0.9,0.6,0.0,2.0,0.0,0.6,0.2,0.3,0.4,0.0,0.1,0.1,0.0,0.2,38.8,77.1,0.1,3.2,0.0
98,Vincent Kompany,0.9,0.9,1.0,0.6,3.2,0.1,0.5,0.0,1.0,0.0,0.3,0.1,0.2,0.0,0.1,0.0,0.3,0.0,0.1,72.2,93.0,0.0,3.7,0.0
99,Juan Foyth,2.6,0.8,1.3,0.8,4.0,0.4,0.4,0.0,1.0,0.0,0.3,0.3,1.6,0.8,0.0,0.8,0.9,0.0,0.3,48.8,85.2,0.0,1.8,0.1
100,Declan Rice,2.9,1.5,0.5,0.0,1.6,1.5,0.4,0.0,2.0,0.0,0.6,0.3,0.8,0.2,0.0,0.6,0.6,0.0,0.3,44.6,86.4,0.0,2.9,0.0
101,N'Golo Kanté,2.1,1.2,1.0,0.0,0.7,1.2,0.2,0.0,4.0,4.0,0.8,1.3,0.9,0.4,0.2,1.5,1.6,4.0,1.3,56.2,87.9,0.2,1.0,0.1
102,Michail Antonio,0.7,0.5,1.0,0.1,0.6,0.2,0.1,0.0,6.0,4.0,2.0,0.7,1.8,1.3,0.3,2.1,2.5,4.0,0.7,20.2,68.1,0.2,0.8,0.1
103,Laurent Koscielny,1.1,1.8,0.5,0.8,4.1,0.4,0.9,0.0,3.0,0.0,0.3,0.1,0.1,0.8,0.0,0.2,0.2,0.0,0.1,52.4,91.9,0.0,3.5,0.0
104,Kevin Long,3.0,1.2,0.5,0.5,5.7,1.7,0.8,0.0,0.0,1.0,0.2,0.2,0.2,0.8,0.0,0.2,0.0,1.0,0.2,28.0,81.0,0.0,3.5,0.0
105,James Milner,1.4,0.6,0.9,0.2,0.7,0.8,0.2,0.0,5.0,4.0,0.8,1.4,0.5,0.9,0.0,0.3,1.0,4.0,1.4,45.2,84.6,1.2,2.6,0.1
106,Luke Shaw,1.9,0.7,1.4,0.1,2.8,0.7,0.4,0.0,1.0,4.0,0.7,1.1,0.9,0.6,0.0,0.5,1.0,4.0,1.1,57.2,83.3,0.5,1.6,0.1
107,Nathan Redmond,1.2,0.5,0.8,0.0,0.6,0.7,0.1,0.0,6.0,4.0,1.9,1.4,2.4,0.7,0.4,2.1,2.2,4.0,1.4,29.6,75.4,0.6,1.3,0.0
108,Bernardo,2.8,1.5,0.8,0.2,3.0,0.6,0.6,0.0,0.0,1.0,0.4,0.5,0.6,1.0,0.1,0.5,1.2,1.0,0.5,35.7,72.7,0.3,1.0,0.0
109,Anthony Martial,0.3,0.1,0.5,0.0,0.3,0.4,0.0,0.0,10.0,2.0,1.4,1.3,1.2,1.0,0.2,1.2,1.7,2.0,1.3,26.2,79.3,0.1,0.1,0.1
110,Arthur Masuaku,2.5,1.6,0.7,0.7,2.4,1.1,0.3,0.0,0.0,1.0,0.2,0.6,1.6,0.2,0.0,1.2,1.0,1.0,0.6,38.3,83.3,0.2,2.2,0.0
111,Diogo Jota,0.8,0.4,1.3,0.0,0.3,0.8,0.0,0.0,9.0,5.0,1.8,0.8,1.7,1.7,0.2,1.5,2.3,5.0,0.8,22.6,75.6,0.2,0.5,0.1
112,Matt Targett,1.7,1.7,0.4,0.3,1.9,0.9,0.2,0.0,1.0,3.0,0.7,1.4,0.1,0.6,0.1,0.4,0.4,3.0,1.4,27.6,69.9,1.4,1.4,0.1
113,Gonzalo Higuaín,0.7,0.1,0.4,0.0,0.4,0.6,0.0,0.0,5.0,0.0,3.3,1.1,0.6,0.1,0.8,1.4,1.4,0.0,1.1,22.6,77.2,0.0,0.9,0.0
114,Jan Vertonghen,1.8,1.5,0.5,0.9,3.3,0.5,0.5,0.0,1.0,0.0,0.7,0.2,0.4,0.5,0.0,0.1,0.5,0.0,0.2,69.6,87.5,0.2,3.1,0.0
115,Richarlison,1.4,0.5,0.9,0.0,1.1,0.5,0.1,0.0,13.0,1.0,2.4,0.6,1.1,2.1,0.5,2.6,3.2,1.0,0.6,22.7,68.5,0.1,0.6,0.0
116,Issa Diop,2.1,1.9,0.5,1.1,4.7,0.6,1.1,1.0,1.0,0.0,0.4,0.1,0.2,0.5,0.1,0.0,0.4,0.0,0.1,34.4,86.0,0.0,1.6,0.0
117,Georginio Wijnaldum,1.2,0.6,0.5,0.0,0.7,0.4,0.2,0.0,3.0,0.0,0.9,0.7,0.8,0.9,0.1,1.1,1.5,0.0,0.7,50.5,91.1,0.1,1.6,0.0
118,Jorginho,2.1,1.7,0.9,0.0,0.9,1.4,0.2,0.0,2.0,0.0,0.5,0.8,0.4,0.6,0.0,0.8,0.9,0.0,0.8,84.3,89.3,0.0,2.5,0.4
119,Daryl Janmaat,2.0,1.8,0.9,0.4,3.3,0.5,0.3,0.0,0.0,2.0,0.6,0.7,0.7,0.1,0.1,0.6,0.8,2.0,0.7,33.3,75.8,0.8,2.6,0.0
120,Nathaniel Mendez-Laing,1.7,0.7,0.4,0.0,0.7,0.7,0.1,0.0,4.0,1.0,1.0,1.0,1.5,0.2,0.2,1.0,1.3,1.0,1.0,12.8,62.0,0.5,0.3,0.1
121,Henrikh Mkhitaryan,1.1,0.6,1.1,0.0,0.4,0.6,0.1,0.0,6.0,4.0,2.0,1.2,0.8,0.4,0.1,1.0,2.0,4.0,1.2,31.8,79.9,0.3,0.8,0.2
122,Jonny Evans,1.0,1.4,0.9,0.8,6.1,0.2,0.4,0.0,1.0,0.0,0.5,0.2,0.0,0.7,0.0,0.2,0.3,0.0,0.2,42.9,84.7,0.0,2.8,0.0
123,Séamus Coleman,1.5,0.9,0.8,0.2,2.6,0.4,0.2,1.0,2.0,2.0,0.5,0.8,0.7,0.7,0.1,0.8,1.5,2.0,0.8,41.2,78.1,0.6,1.4,0.0
124,Pierre-Emile Højbjerg,2.3,1.9,1.5,0.1,0.9,1.6,0.3,0.0,4.0,3.0,1.7,0.9,0.7,1.5,0.0,1.5,1.8,3.0,0.9,57.8,82.9,0.3,3.5,0.1
125,James Ward-Prowse,1.4,1.0,0.8,0.0,2.0,1.1,0.2,1.0,7.0,0.0,1.2,1.8,0.2,0.4,0.1,0.6,1.0,0.0,1.8,27.7,76.5,1.5,1.0,0.0
126,Ashley Young,1.7,1.8,1.2,0.3,1.9,0.6,0.3,0.0,2.0,2.0,0.4,1.3,0.6,1.1,0.1,0.6,0.8,2.0,1.3,45.9,77.5,1.4,3.7,0.0
127,Wes Morgan,1.2,1.5,0.8,0.7,4.7,0.0,0.5,0.0,3.0,0.0,0.6,0.1,0.1,0.3,0.1,0.0,0.6,0.0,0.1,40.5,80.8,0.0,1.6,0.0
