,Player,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG,Rating
0,Neymar,0.8,0.5,1.8,0.0,0.0,1.6,0.0,0.0,7.69
1,Kylian Mbappé,0.1,0.1,0.7,0.0,0.1,0.2,0.0,0.0,7.68
2,Andy Delort,0.4,0.1,1.8,0.0,1.1,0.3,0.0,0.0,7.6
3,Memphis Depay,0.1,0.1,0.8,0.0,0.1,0.5,0.0,0.0,7.56
4,Baptiste Santamaría,3.0,2.3,2.3,0.0,2.3,1.7,0.0,0.0,7.38
5,Yvann Maçon,5.0,1.5,1.8,0.3,1.5,2.0,0.3,0.0,7.33
6,Ángel Di María,1.0,0.2,0.4,0.0,0.2,1.3,0.0,0.0,7.33
7,Karl Toko Ekambi,0.5,0.7,0.8,0.0,0.2,0.7,0.0,0.0,7.32
8,Benjamin André,3.3,2.2,2.0,0.0,1.2,2.0,0.3,0.0,7.27
9,Téji Savanier,1.8,1.4,2.1,0.0,0.6,1.9,0.2,0.0,7.26
10,Gaëtan Laborde,1.1,0.4,1.6,0.0,0.6,1.2,0.1,0.0,7.25
11,Marco Verratti,2.5,1.2,1.3,0.0,0.1,2.3,0.2,0.0,7.24
12,Fabien Centonze,2.9,3.1,1.2,0.1,3.1,0.8,0.5,0.0,7.23
13,Ludovic Ajorque,0.9,0.3,1.1,0.0,1.5,0.7,0.1,0.0,7.22
14,Farid Boulaya,0.7,0.4,0.6,0.0,0.2,1.2,0.1,0.0,7.22
15,Lucas Paquetá,2.3,0.7,2.2,0.0,0.4,1.4,0.1,0.0,7.22
16,Zinedine Ferhat,1.1,1.0,0.7,0.1,1.0,0.6,0.0,0.0,7.21
17,Frédéric Guilbert,2.8,2.5,1.4,0.0,1.8,1.0,0.1,0.0,7.2
18,Romain Faivre,1.5,0.8,1.0,0.0,0.4,0.9,0.0,1,7.18
19,Aleksandr Golovin,1.3,0.5,0.9,0.0,0.1,1.5,0.0,0.0,7.16
20,Steve Mounié,0.4,0.3,1.9,0.0,1.1,0.7,0.1,0.0,7.16
21,Aurelien Tchouameni,3.5,1.7,1.6,0.0,1.2,1.2,0.3,0.0,7.16
22,Raphinha,0.8,0.5,1,0.2,0.5,0.5,0.0,0.0,7.15
23,Marçal,1,2.0,1,1,0.0,0.0,0.0,0.0,7.14
24,Burak Yilmaz,0.5,0.2,1.2,0.0,0.8,0.9,0.0,0.0,7.14
25,Angelo Fulgini,0.7,0.5,0.9,0.0,0.3,0.7,0.0,0.0,7.13
26,Amine Gouiri,0.9,0.5,1.3,0.0,0.5,0.9,0.2,0.0,7.13
27,Kiki Kouyate,2.4,2.4,1.6,0.4,5.2,1,1.1,0.0,7.1
28,Romain Philippoteaux,0.3,0.7,0.3,0.0,0.0,1.3,0.0,0.0,7.09
29,Dimitry Bertaud,0.0,0.1,0.0,0.0,0.7,0.0,0.0,0.0,7.09
30,Jérémy Doku,1.5,0.4,1.2,0.0,0.0,0.5,0.0,0.0,7.07
31,Wesley Fofana,1.5,2,1.5,0.3,3.3,0.3,0.8,0.0,7.07
32,Jonathan Bamba,1.2,0.6,0.7,0.0,0.3,1.6,0.1,0.0,7.07
