,Player,Tackles,Inter,Fouls,Clear,Blocks,OwnG,Goals,Assists,SpG,KeyP,Drb,Fouled,Off,Disp,UnsTch,Assists,KeyP,AvgP,PS%,Crosses,LongB,ThrB
12,Lucas Vázquez,2.5,0.8,1.3,1.0,0.0,0.0,2.0,5.0,0.9,1.8,1.3,1.3,0.1,0.9,1.9,5.0,1.8,51.0,87.7,1.0,2.7,0.0
13,Geoffrey Kondogbia,3.2,1.6,1.6,1.6,0.2,0.0,0.0,0.0,0.8,0.0,2.2,2.0,0.0,0.2,0.4,0.0,0.0,37.4,85.6,0.0,4.6,0.0
14,Diego Llorente,1.0,2.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,82.8,0.0,3.0,0.0
15,Antoine Griezmann,1.0,0.3,0.4,0.3,0.0,0.0,13.0,7.0,2.0,1.2,0.7,0.9,0.4,0.6,0.9,7.0,1.2,36.6,87.3,0.3,1.1,0.0
16,Javi Galán,2.4,1.1,1.6,1.4,0.1,0.0,1.0,2.0,0.2,1.1,3.3,2.6,0.1,1.1,1.8,2.0,1.1,35.4,80.2,1.3,1.8,0.0
17,Yannick Carrasco,0.9,0.6,1.0,0.3,0.0,0.0,6.0,10.0,1.4,1.6,2.2,1.1,0.1,1.7,2.0,10.0,1.6,28.2,80.7,0.6,0.7,0.1
18,Luis Suárez,0.3,0.2,0.7,0.4,0.0,0.0,21.0,3.0,3.3,0.8,0.4,1.3,1.0,0.8,1.9,3.0,0.8,18.0,71.8,0.1,0.6,0.1
19,Luka Modric,1.1,1.4,0.9,0.3,0.1,0.0,5.0,3.0,1.3,1.4,1.6,0.9,0.0,0.9,1.2,3.0,1.4,63.1,88.1,0.4,4.7,0.1
20,Frenkie de Jong,1.2,1.0,0.7,0.7,0.1,0.0,3.0,4.0,0.5,1.3,1.6,1.2,0.1,0.7,0.9,4.0,1.3,75.3,91.9,0.0,2.1,0.0
21,Nabil Fekir,1.4,0.2,2.4,0.0,0.1,0.0,5.0,5.0,2.6,1.5,2.6,2.8,0.4,2.5,2.4,5.0,1.5,35.6,85.3,1.0,1.0,0.1
22,José Campaña,1.6,1.4,0.8,0.4,0.0,0.0,1.0,2.0,1.4,1.6,2.6,1.4,0.1,1.4,1.9,2.0,1.6,51.4,82.5,1.3,2.3,0.1
23,Daniel Parejo,1.8,1.3,0.9,0.5,0.2,0.0,3.0,4.0,0.8,1.2,1.0,1.7,0.0,0.6,0.6,4.0,1.2,74.1,90.2,1.2,4.9,0.0
24,Thomas Partey,2.3,0.7,1.7,0.3,0.3,0.0,0.0,0.0,1.7,0.0,2.3,0.3,0.0,0.3,0.0,0.0,0.0,73.3,89.1,0.3,6.7,0.0
25,Jony Álamo,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,0.0,1.0,1.0,0.0,0.0,16.0,87.5,0.0,2.0,0.0
26,Carlos Soler,1.3,0.7,0.8,1.3,0.3,0.0,11.0,8.0,1.2,1.4,0.8,1.2,0.0,0.4,0.9,8.0,1.4,44.7,85.8,1.2,3.1,0.1
27,Mikel Oyarzabal,0.9,0.5,0.7,0.4,0.2,0.0,11.0,8.0,1.9,1.5,0.7,1.2,0.5,1.3,1.4,8.0,1.5,24.6,76.7,1.3,0.7,0.0
28,Alexander Isak,0.3,0.1,0.8,0.2,0.0,0.0,17.0,2.0,2.4,0.3,1.1,1.0,0.6,0.8,1.6,2.0,0.3,12.6,72.7,0.2,0.3,0.1
29,Rober Correa,1.1,1.3,0.5,1.9,0.1,0.0,0.0,2.0,0.4,0.7,0.9,1.3,0.1,0.4,1.2,2.0,0.7,30.5,70.7,1.0,1.6,0.0
30,Ousmane Dembélé,0.5,0.3,0.5,0.0,0.0,0.0,6.0,3.0,1.8,1.3,2.1,0.9,0.4,1.0,1.7,3.0,1.3,30.7,85.8,0.7,0.7,0.0
31,Jules Koundé,0.8,1.2,0.6,2.9,0.5,0.0,2.0,1.0,0.6,0.3,0.9,0.7,0.1,0.3,0.8,1.0,0.3,69.3,90.1,0.1,2.9,0.0
32,Fernando,1.7,1.3,1.3,2.0,0.4,0.0,3.0,4.0,0.2,0.6,0.4,0.5,0.0,0.3,0.8,4.0,0.6,50.8,89.7,0.0,2.8,0.1
33,Jordi Alba,1.3,1.4,0.6,0.9,0.1,1.0,3.0,5.0,0.8,1.5,0.5,0.4,0.3,0.4,0.9,5.0,1.5,73.4,86.9,0.7,1.8,0.0
34,David Silva,0.9,0.6,1.1,0.3,0.0,0.0,2.0,5.0,1.0,1.3,1.5,1.0,0.0,0.8,0.8,5.0,1.3,39.7,85.0,0.4,1.9,0.2
35,Emerson Royal,2.7,1.8,1.7,2.5,0.2,1.0,1.0,4.0,0.3,1.0,0.7,2.1,0.1,1.0,1.6,4.0,1.0,45.0,81.2,0.6,1.2,0.0
36,Bryan Gil,1.0,0.6,0.9,0.2,0.0,0.0,4.0,3.0,1.4,1.8,2.4,1.7,0.4,1.3,3.1,3.0,1.8,28.2,78.0,1.5,0.5,0.0
37,Manu Sánchez,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,25.0,76.0,0.0,0.0,0.0
38,Sergio Barcia,1.0,3.0,2.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,47.8,0.0,1.0,0.0
39,Sergio Ramos,1.0,1.3,1.1,2.6,0.3,0.0,2.0,0.0,1.1,0.3,0.3,0.3,0.1,0.0,0.3,0.0,0.3,73.5,91.9,0.1,7.6,0.0
40,Sergio Canales,0.5,0.4,0.5,0.2,0.0,0.0,8.0,6.0,1.5,1.9,1.0,0.7,0.1,0.8,1.4,6.0,1.9,53.4,87.4,1.2,4.0,0.0
41,Guido Rodríguez,2.8,1.9,1.7,1.5,0.4,0.0,1.0,0.0,0.9,0.3,1.0,1.3,0.0,0.6,0.7,0.0,0.3,46.6,84.0,0.0,2.6,0.0
42,Kike García,0.6,0.2,1.8,0.8,0.0,0.0,12.0,2.0,2.4,0.7,1.0,2.5,0.4,1.7,3.8,2.0,0.7,22.5,68.1,0.2,0.5,0.0
43,Ángel Correa,1.0,0.6,1.0,0.3,0.0,0.0,9.0,8.0,1.4,1.0,1.4,0.8,0.3,1.5,2.0,8.0,1.0,22.5,80.0,0.2,0.5,0.0
44,Daniel Carvajal,2.1,1.0,1.3,1.4,0.1,0.0,0.0,2.0,0.7,0.7,0.6,0.8,0.0,0.2,1.5,2.0,0.7,51.4,84.7,0.5,2.9,0.0
45,Lucas Ocampos,1.1,0.6,1.0,0.8,0.0,0.0,5.0,4.0,2.0,1.0,2.0,2.2,0.1,1.4,2.1,4.0,1.0,26.0,77.3,0.2,0.8,0.0
46,Stefan Savic,1.2,1.3,0.8,3.1,0.6,0.0,1.0,0.0,0.2,0.1,0.2,0.5,0.1,0.1,0.2,0.0,0.1,52.7,85.2,0.0,3.4,0.0
47,Koke,1.7,1.0,1.2,1.0,0.2,0.0,1.0,2.0,0.5,1.0,0.7,1.2,0.0,0.9,1.1,2.0,1.0,65.2,89.3,0.5,3.4,0.1
48,Maximiliano Gómez,0.4,0.1,1.7,1.1,0.1,0.0,7.0,1.0,1.7,0.4,0.5,2.3,1.0,0.7,1.8,1.0,0.4,17.7,65.8,0.1,0.8,0.0
49,Suso,0.6,0.2,0.7,0.2,0.0,0.0,3.0,4.0,1.4,1.3,1.7,1.1,0.2,1.1,1.5,4.0,1.3,32.1,86.0,0.8,2.1,0.0
50,Jesús Navas,0.8,1.1,0.3,1.6,0.1,0.0,0.0,6.0,0.4,1.9,0.7,0.6,0.1,0.4,0.6,6.0,1.9,48.3,82.1,1.6,3.1,0.0
51,Sergio Busquets,1.8,1.5,1.3,0.5,0.1,0.0,0.0,5.0,0.1,0.8,0.2,1.7,0.0,0.3,0.7,5.0,0.8,74.5,91.3,0.0,3.0,0.2
52,Renato Tapia,2.9,1.7,2.0,2.1,0.4,0.0,0.0,1.0,0.5,0.3,0.9,1.5,0.0,0.8,0.8,1.0,0.3,49.6,81.2,0.0,3.6,0.0
53,Youssef En-Nesyri,0.4,0.2,0.7,0.6,0.0,0.0,18.0,0.0,2.1,0.4,0.4,0.9,0.7,0.6,1.6,0.0,0.4,9.9,68.2,0.0,0.2,0.0
54,Jan Oblak,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,22.9,58.9,0.0,6.3,0.0
55,Santi Mina,0.9,0.2,1.9,0.5,0.1,0.0,12.0,3.0,1.3,0.4,0.3,1.8,0.3,0.9,2.1,3.0,0.4,17.6,72.0,0.0,0.4,0.0
56,Eder Militão,1.4,1.4,1.1,2.9,0.4,0.0,1.0,0.0,0.9,0.0,0.1,0.9,0.0,0.1,0.6,0.0,0.0,55.6,90.6,0.1,4.7,0.0
57,Fidel,1.5,0.5,1.0,0.4,0.1,0.0,6.0,3.0,0.6,1.5,1.7,1.4,0.2,1.3,2.1,3.0,1.5,32.6,77.8,1.6,1.8,0.0
58,Mauro Arambarri,1.9,1.2,1.7,0.7,0.1,0.0,3.0,0.0,1.4,0.6,1.1,2.1,0.0,0.9,1.1,0.0,0.6,28.3,73.2,1.0,2.7,0.1
59,Raphaël Varane,0.7,1.2,0.5,3.5,0.6,1.0,2.0,0.0,0.5,0.1,0.2,0.3,0.0,0.2,0.5,0.0,0.1,57.0,89.6,0.0,3.6,0.0
60,Jasper Cillessen,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,27.8,54.7,0.0,7.6,0.0
61,Marcos Acuña,2.1,0.8,1.5,0.8,0.1,0.0,1.0,2.0,0.6,1.1,1.4,1.1,0.1,1.0,1.3,2.0,1.1,48.0,84.2,1.1,3.3,0.0
62,Ferland Mendy,1.0,1.0,0.8,0.9,0.2,0.0,1.0,0.0,0.5,0.7,1.7,1.5,0.2,1.0,1.7,0.0,0.7,48.7,90.3,0.2,1.8,0.0
63,David García,0.7,1.7,1.3,4.9,0.5,1.0,1.0,0.0,0.4,0.1,0.1,0.7,0.0,0.1,0.1,0.0,0.1,39.1,71.9,0.0,3.9,0.0
64,Jawad El Yamiq,1.1,2.4,0.7,5.2,0.5,0.0,0.0,1.0,0.4,0.1,0.1,0.8,0.1,0.0,0.4,1.0,0.1,33.1,78.5,0.0,2.5,0.0
65,Gonçalo Guedes,0.6,0.3,0.9,0.1,0.0,0.0,5.0,5.0,1.6,1.1,2.1,2.2,0.1,1.6,1.7,5.0,1.1,23.8,75.0,0.4,1.2,0.1
66,Thomas Lemar,1.1,0.4,0.6,0.2,0.0,0.0,1.0,3.0,0.9,0.8,1.6,0.9,0.0,0.8,0.9,3.0,0.8,26.7,85.6,0.6,1.3,0.1
67,Yeray Álvarez,0.8,2.3,0.9,3.1,0.2,0.0,1.0,0.0,0.4,0.3,0.5,0.7,0.0,0.1,0.3,0.0,0.3,47.6,82.4,0.1,4.7,0.0
68,Alex Berenguer,1.3,0.5,1.4,0.5,0.1,0.0,8.0,4.0,1.4,1.1,1.0,1.3,0.5,1.1,1.6,4.0,1.1,21.5,75.3,0.7,0.3,0.0
69,Nolito,1.9,0.6,1.4,0.5,0.1,0.0,7.0,5.0,1.5,1.0,0.8,1.1,0.3,0.9,1.3,5.0,1.0,26.1,75.5,0.3,1.2,0.2
70,Adnan Januzaj,0.3,0.1,0.3,0.1,0.1,0.0,4.0,5.0,1.2,0.9,1.7,1.3,0.1,0.8,1.3,5.0,0.9,17.6,76.3,0.8,0.9,0.0
71,Iker Muniain,0.7,0.4,0.6,0.1,0.0,0.0,5.0,3.0,0.8,1.3,1.5,2.5,0.1,1.2,1.7,3.0,1.3,33.8,86.0,0.5,1.4,0.1
72,Carlos Domínguez,1.3,1.5,1.8,6.0,0.8,0.0,0.0,0.0,0.3,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,39.3,80.3,0.0,2.5,0.0
73,Joan Jordán,1.5,0.8,1.5,0.7,0.1,0.0,1.0,6.0,0.7,1.1,0.9,1.2,0.0,0.6,0.9,6.0,1.1,56.4,88.2,0.7,4.8,0.1
74,Sergio Escudero,1.3,1.0,0.9,0.7,0.2,0.0,1.0,0.0,0.7,0.7,0.2,0.8,0.1,0.2,0.8,0.0,0.7,36.4,88.4,0.8,1.3,0.1
75,Gabriel Paulista,0.5,1.9,0.6,4.2,0.9,0.0,4.0,1.0,0.5,0.2,0.2,0.8,0.0,0.1,0.3,1.0,0.2,48.4,88.0,0.0,4.3,0.0
76,Florian Lejeune,1.3,1.5,1.0,4.3,0.7,0.0,1.0,1.0,0.7,0.2,0.3,0.5,0.1,0.1,0.4,1.0,0.2,43.0,77.0,0.0,4.5,0.0
77,Aridane Hernández,0.8,1.4,0.9,5.0,0.8,0.0,0.0,0.0,0.1,0.2,0.2,0.8,0.0,0.2,0.5,0.0,0.2,29.9,78.8,0.0,3.2,0.0
78,Daniel Wass,1.5,1.3,1.0,1.8,0.4,0.0,4.0,1.0,1.1,1.1,0.3,0.9,0.2,0.4,0.8,1.0,1.1,41.3,77.9,0.3,2.0,0.0
79,Luis Milla,1.4,1.5,1.0,0.9,0.0,0.0,1.0,1.0,0.6,1.1,1.3,1.3,0.0,0.8,0.6,1.0,1.1,31.4,80.5,0.8,2.3,0.1
80,Mario Hermoso,1.8,1.2,1.0,2.0,0.3,1.0,1.0,1.0,0.6,0.3,0.3,1.0,0.1,0.3,0.8,1.0,0.3,57.1,84.2,0.1,3.1,0.0
81,Aritz Elustondo,1.3,0.7,1.0,2.7,0.2,1.0,1.0,0.0,0.2,0.1,0.2,1.2,0.0,0.1,0.4,0.0,0.1,53.2,85.4,0.0,3.3,0.0
82,Gerard Piqué,0.8,1.4,0.7,2.4,0.2,0.0,0.0,0.0,0.5,0.1,0.1,0.3,0.1,0.1,0.4,0.0,0.1,65.2,94.1,0.0,3.6,0.0
83,Yangel Herrera,1.8,0.8,2.2,0.9,0.5,0.0,3.0,1.0,1.0,0.3,0.7,1.8,0.2,0.6,1.3,1.0,0.3,27.2,67.3,0.1,0.8,0.0
84,Lucas Torró,1.3,1.1,1.1,1.7,0.3,0.0,0.0,1.0,0.7,0.2,0.4,1.0,0.1,0.4,0.8,1.0,0.2,26.7,75.4,0.0,1.0,0.0
85,Ante Budimir,0.7,0.1,1.0,0.5,0.1,0.0,11.0,0.0,1.6,0.3,0.4,1.0,0.6,1.1,2.3,0.0,0.3,13.0,60.1,0.0,0.1,0.0
86,Antonio Sivera,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,38.9,0.0,4.0,0.0
87,Philippe Coutinho,0.7,0.2,0.8,0.1,0.0,0.0,2.0,2.0,2.3,0.5,0.9,1.1,0.1,0.6,0.8,2.0,0.5,40.4,89.1,0.4,0.7,0.0
88,Nacho,1.1,1.7,1.6,2.3,0.4,0.0,1.0,0.0,0.5,0.2,0.3,1.0,0.1,0.2,0.4,0.0,0.2,50.0,90.5,0.2,2.8,0.0
89,Federico Valverde,1.0,0.9,0.5,0.1,0.1,0.0,3.0,1.0,0.9,0.9,1.0,0.4,0.1,0.3,0.8,1.0,0.9,31.0,89.0,0.2,2.0,0.0
90,Rubén García,1.4,0.8,1.1,0.4,0.1,0.0,3.0,5.0,0.8,1.4,0.7,1.1,0.2,0.9,1.7,5.0,1.4,27.4,69.2,1.4,1.9,0.0
91,José Giménez,1.0,1.0,0.9,2.9,0.5,0.0,0.0,0.0,0.7,0.2,0.0,0.8,0.1,0.0,0.1,0.0,0.2,52.5,87.5,0.0,4.1,0.0
92,Pablo Maffeo,1.0,1.4,0.5,0.8,0.2,0.0,1.0,4.0,0.4,0.7,1.2,1.7,0.1,0.8,1.0,4.0,0.7,31.0,71.9,0.9,1.6,0.0
93,Thibaut Courtois,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,28.3,78.3,0.0,3.4,0.0
94,Mario Gaspar,2.2,1.2,0.8,1.7,0.2,0.0,0.0,2.0,0.6,0.5,0.4,0.4,0.0,0.2,0.8,2.0,0.5,35.4,82.5,0.4,1.4,0.0
95,Óscar Mingueza,1.9,0.7,0.7,1.6,0.2,0.0,2.0,2.0,0.4,0.3,0.3,0.6,0.0,0.3,0.3,2.0,0.3,59.1,92.9,0.1,1.4,0.0
96,Sandro Ramírez,0.7,0.5,0.9,0.1,0.1,0.0,5.0,1.0,1.5,0.5,1.0,2.6,0.6,0.9,2.0,1.0,0.5,15.0,80.3,0.2,0.9,0.0
97,Iza,2.1,1.5,0.5,1.9,0.4,0.0,0.0,1.0,0.3,0.4,1.1,1.6,0.0,0.8,0.8,1.0,0.4,24.4,74.2,0.4,1.6,0.0
98,Unai Núñez,0.9,1.3,0.9,4.2,0.6,0.0,1.0,1.0,0.5,0.2,0.2,0.4,0.0,0.3,0.3,1.0,0.2,47.4,83.0,0.0,5.0,0.0
99,Hugo Mallo,1.9,1.2,1.8,2.0,0.4,0.0,3.0,1.0,0.6,0.5,0.5,0.9,0.2,0.5,1.1,1.0,0.5,43.6,76.1,0.4,1.8,0.0
100,Pau Torres,0.5,0.7,0.4,3.3,0.8,1.0,2.0,2.0,0.2,0.2,0.8,0.5,0.1,0.2,0.6,2.0,0.2,62.4,87.8,0.0,4.5,0.0
101,Dimitrios Siovas,1.3,1.7,1.1,3.3,0.5,0.0,2.0,0.0,0.8,0.2,0.3,0.3,0.0,0.1,0.4,0.0,0.2,51.4,81.1,0.0,3.0,0.0
102,Papu Gómez,0.5,0.4,0.8,0.2,0.1,0.0,3.0,1.0,1.0,0.9,0.7,1.2,0.1,0.9,0.7,1.0,0.9,30.6,88.9,0.6,1.6,0.0
103,Claudio Bravo,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.2,28.3,60.5,0.0,6.7,0.0
104,Saúl Ñíguez,1.7,0.6,1.3,0.9,0.1,0.0,2.0,1.0,1.0,0.7,0.5,0.5,0.2,0.4,1.0,1.0,0.7,33.9,84.4,0.1,0.7,0.1
105,Álex Moreno,1.8,1.5,0.9,2.0,0.2,0.0,0.0,2.0,0.5,0.7,1.1,1.0,0.0,0.5,1.4,2.0,0.7,41.1,78.5,0.3,1.6,0.0
106,Pedri,1.2,0.9,0.5,0.1,0.0,0.0,3.0,3.0,0.7,1.1,0.8,1.1,0.0,0.9,1.7,3.0,1.1,45.8,87.7,0.1,1.6,0.1
107,Brais Méndez,1.7,0.9,2.3,0.8,0.1,0.0,9.0,0.0,1.5,0.5,0.4,1.8,0.1,1.3,2.3,0.0,0.5,33.7,78.6,0.2,1.2,0.1
108,Álvaro Negredo,0.3,0.1,0.6,0.5,0.1,0.0,8.0,4.0,1.4,0.6,0.8,1.1,0.2,0.6,1.8,4.0,0.6,16.0,57.3,0.0,0.6,0.1
109,Sergio Herrera,0.0,0.1,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.2,0.0,0.0,32.4,49.8,0.0,12.5,0.0
110,David Ferreiro,0.7,0.7,1.4,0.2,0.0,0.0,2.0,4.0,0.7,2.0,1.2,1.0,0.4,1.0,1.1,4.0,2.0,22.2,75.8,1.8,1.4,0.0
111,Ronald Araujo,0.9,0.8,0.5,1.8,0.6,0.0,2.0,1.0,0.5,0.1,0.3,0.7,0.1,0.1,0.3,1.0,0.1,44.4,91.8,0.0,1.4,0.0
112,Paulo Oliveira,1.4,1.9,0.9,3.5,0.5,0.0,0.0,1.0,0.4,0.1,0.2,0.3,0.0,0.1,0.2,1.0,0.1,39.3,68.3,0.0,4.7,0.0
113,Alberto Perea,1.0,0.8,0.2,0.2,0.0,0.0,2.0,3.0,1.0,0.5,2.3,1.2,0.0,1.3,0.9,3.0,0.5,16.7,79.0,0.4,0.9,0.0
114,Denis Suárez,1.8,0.6,1.3,0.4,0.1,0.0,0.0,9.0,0.5,1.3,1.0,1.1,0.0,0.7,1.6,9.0,1.3,54.3,84.4,0.9,2.1,0.1
115,João Félix,0.3,0.2,0.5,0.1,0.0,0.0,7.0,5.0,1.3,0.7,1.0,1.5,0.2,1.1,1.3,5.0,0.7,21.5,84.0,0.0,0.9,0.1
116,Sergi Roberto,0.6,0.7,0.5,1.1,0.4,0.0,1.0,2.0,0.3,0.9,0.5,0.7,0.1,0.3,0.3,2.0,0.9,53.3,90.1,0.3,0.7,0.0
117,Darwin Machís,0.9,0.7,1.0,0.3,0.1,0.0,5.0,5.0,1.5,0.8,1.4,1.4,0.3,1.3,2.0,5.0,0.8,13.6,69.3,0.7,0.7,0.0
118,Yuri Berchiche,1.0,0.5,0.7,1.1,0.0,0.0,1.0,3.0,0.7,0.7,0.7,1.3,0.0,0.6,1.0,3.0,0.7,37.1,82.9,0.8,2.1,0.0
119,Rafa Mir,0.4,0.4,1.6,0.6,0.1,0.0,13.0,1.0,3.2,0.2,0.4,0.5,0.9,0.5,2.2,1.0,0.2,11.1,57.4,0.1,0.2,0.0
120,Rubén Sobrino,1.8,0.9,1.1,0.7,0.0,0.0,1.0,0.0,0.6,0.7,1.1,1.8,0.3,0.6,2.7,0.0,0.7,15.3,74.3,0.1,0.3,0.0
121,Felipe,0.9,1.2,0.9,4.1,0.5,1.0,0.0,0.0,0.4,0.1,0.1,0.5,0.0,0.0,0.1,0.0,0.1,33.7,84.8,0.0,2.1,0.0
122,Antonio Blanco,1.8,0.8,1.5,1.3,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.3,0.0,0.0,0.5,41.8,93.4,0.3,1.0,0.0
123,Juan Iglesias,2.7,1.7,1.5,1.4,0.1,0.0,0.0,0.0,0.4,0.4,0.5,1.6,0.1,0.5,0.7,0.0,0.4,15.2,56.6,0.4,0.6,0.0
124,Mathías Olivera,2.0,1.0,0.9,1.6,0.1,0.0,0.0,0.0,0.6,0.7,0.8,0.8,0.1,0.8,1.2,0.0,0.7,26.8,65.7,0.5,1.0,0.0
125,Edu Expósito,1.6,0.7,0.9,0.4,0.1,0.0,0.0,3.0,1.4,1.4,1.3,0.9,0.0,1.1,1.5,3.0,1.4,34.4,77.5,0.8,2.4,0.0
126,José Gayà,1.8,1.2,0.9,1.5,0.1,0.0,1.0,7.0,0.7,1.1,1.0,0.9,0.4,0.5,1.2,7.0,1.1,35.5,82.1,0.5,2.2,0.0
127,Juan Foyth,2.5,1.2,1.3,1.2,0.4,0.0,0.0,0.0,0.1,0.2,1.4,0.9,0.0,0.6,0.5,0.0,0.2,43.3,87.3,0.1,1.8,0.1
128,Lucas Olaza,1.4,1.3,1.0,1.6,0.1,1.0,0.0,2.0,0.6,0.8,0.3,1.0,0.1,0.3,0.3,2.0,0.8,44.9,78.0,0.8,1.9,0.0
129,Jaume Doménech,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.1,64.9,0.0,9.4,0.0
130,Rubén Duarte,1.8,2.1,1.3,1.9,0.2,0.0,1.0,1.0,0.5,0.9,0.2,1.3,0.0,0.3,0.5,1.0,0.9,32.1,71.4,1.1,2.7,0.0
131,Yassine Bounou,0.0,0.0,0.0,0.8,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,28.7,75.7,0.0,6.1,0.0
132,Renan Lodi,1.3,0.7,0.8,0.7,0.0,0.0,1.0,2.0,0.5,0.5,1.0,1.2,0.1,0.4,0.9,2.0,0.5,25.0,83.0,0.7,1.2,0.0
133,Alfonso Espino,2.9,1.3,1.0,1.8,0.2,0.0,0.0,3.0,0.3,0.5,0.5,0.7,0.1,0.5,1.0,3.0,0.5,22.3,64.1,0.5,1.9,0.0
134,Marcelo,1.6,0.6,0.6,0.6,0.1,0.0,0.0,2.0,0.8,1.0,0.8,0.9,0.3,0.3,0.9,2.0,1.0,45.8,82.7,0.8,2.0,0.1
135,Andoni Gorosabel,2.4,0.7,1.1,1.1,0.1,0.0,0.0,1.0,0.3,0.7,0.3,0.9,0.0,0.4,1.0,1.0,0.7,34.4,80.8,0.6,1.1,0.0
136,Thierry Correia,1.6,1.4,1.2,1.9,0.2,0.0,1.0,1.0,0.3,0.6,0.9,1.3,0.1,0.4,0.7,1.0,0.6,32.3,74.7,0.4,2.0,0.0
137,Vicente Iborra,1.4,1.1,1.2,1.8,0.5,0.0,0.0,0.0,0.2,0.2,0.3,0.6,0.0,0.3,0.3,0.0,0.2,46.0,90.1,0.0,2.8,0.0
138,Marc Cucurella,1.7,1.1,1.9,0.5,0.1,0.0,3.0,2.0,0.7,1.1,0.6,1.6,0.2,1.1,2.2,2.0,1.1,29.8,73.0,0.7,0.8,0.0
139,Javier Ontiveros,1.1,0.5,1.4,0.3,0.0,0.0,2.0,1.0,1.8,0.9,1.8,1.6,0.0,0.7,1.0,1.0,0.9,21.4,79.2,0.5,0.9,0.1
