,Player,Assists,KeyP,AvgP,PS%,Crosses,LongB,ThrB,Rating
0,Lionel Messi,9,2.2,64.2,85.1,1,2,0.2,8.52
1,Ángel Jiménez,0.0,0.0,31.0,45.2,0.0,9,0.0,8.24
2,Gerard Moreno,7,1.3,32.0,69.7,0.4,1.8,0.2,7.62
3,Karim Benzema,9,1.1,35.6,84.6,0.1,1.3,0.1,7.57
4,Ansu Fati,0.0,1.3,28.1,83.8,0.3,0.0,0.1,7.38
5,Casemiro,4,0.7,56.8,83.9,0.1,4.4,0.0,7.36
6,Iago Aspas,13,1.9,37.1,78.8,0.2,1.5,0.2,7.32
7,Marcos Llorente,11,1.2,33.6,84.6,0.4,1.3,0.1,7.26
8,Mikel Merino,4,1.1,45.3,76.7,0.1,2.1,0.2,7.24
9,Toni Kroos,10,2.4,72.2,93.6,1.3,8.2,0.1,7.22
10,Joselu,3,0.8,27.4,58.6,0.1,0.9,0.0,7.22
11,Kieran Trippier,6,1.2,53.2,79.4,1.2,2.4,0.1,7.2
12,Lucas Vázquez,5,1.8,51.0,87.7,1,2.7,0.0,7.2
13,Geoffrey Kondogbia,0.0,0.0,37.4,85.6,0.0,4.6,0.0,7.19
14,Diego Llorente,0.0,0.0,58.0,82.8,0.0,3.0,0.0,7.18
15,Antoine Griezmann,7,1.2,36.6,87.3,0.3,1.1,0.0,7.17
16,Javi Galán,2,1.1,35.4,80.2,1.3,1.8,0.0,7.16
17,Yannick Carrasco,10,1.6,28.2,80.7,0.6,0.7,0.1,7.16
18,Luis Suárez,3,0.8,18.0,71.8,0.1,0.6,0.1,7.16
19,Luka Modric,3,1.4,63.1,88.1,0.4,4.7,0.1,7.15
20,Frenkie de Jong,4,1.3,75.3,91.9,0.0,2.1,0.0,7.13
21,Nabil Fekir,5,1.5,35.6,85.3,1,1.0,0.1,7.12
22,José Campaña,2,1.6,51.4,82.5,1.3,2.3,0.1,7.12
23,Daniel Parejo,4,1.2,74.1,90.2,1.2,4.9,0.0,7.1
24,Thomas Partey,0.0,0.0,73.3,89.1,0.3,6.7,0.0,7.09
25,Jony Álamo,0.0,0.0,16.0,87.5,0.0,2.0,0.0,7.09
26,Carlos Soler,8,1.4,44.7,85.8,1.2,3.1,0.1,7.05
27,Mikel Oyarzabal,8,1.5,24.6,76.7,1.3,0.7,0.0,7.05
28,Alexander Isak,2,0.3,12.6,72.7,0.2,0.3,0.1,7.03
29,Rober Correa,2,0.7,30.5,70.7,1,1.6,0.0,7.01
30,Ousmane Dembélé,3,1.3,30.7,85.8,0.7,0.7,0.0,7.01
31,Jules Koundé,1,0.3,69.3,90.1,0.1,2.9,0.0,7.01
