,Player,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG,Rating
141,Diego Carlos,0.7,0.9,1.5,0.2,3.2,0.2,0.8,1,6.69
142,Jorge de Frutos,1.3,0.4,1,,0.3,0.8,0.1,,6.69
143,José Luis Morales,0.5,0.3,0.4,,0.2,0.7,,,6.68
144,Robin Le Normand,1.0,1.1,1.2,0.8,2.5,0.3,0.7,,6.68
145,Asier Illarramendi,0.8,0.8,1,,1.2,0.7,,,6.68
146,Aarón Escandell,0.2,,,,1.6,,,,6.68
147,Uros Racic,1.2,0.8,1.4,,1.7,1.2,0.4,,6.68
148,Etienne Capoue,1.3,1.3,1.6,0.1,1.3,0.6,0.1,,6.68
149,Marco Asensio,0.3,0.3,0.2,,0.2,0.6,,,6.67
150,Aïssa Mandi,1.1,1.4,0.7,0.8,3.1,0.2,0.5,,6.67
151,José Mari,1.5,1.2,1.2,,1.5,0.8,0.3,,6.67
152,Djené Dakonam,1.8,1.2,1.0,0.7,2.8,0.2,0.3,,6.67
153,Lucas Boyé,1.4,0.6,2.8,,0.6,1.1,0.1,,6.66
154,Nacho Monreal,1.2,1.2,1.0,0.2,1.3,0.5,0.1,,6.66
155,Eden Hazard,0.2,0.2,0.1,,,0.2,,,6.66
156,Manu Trigueros,1.5,0.5,1.7,,0.5,1.6,0.1,,6.66
157,Miguel Ángel Rubio,,1.5,1.0,1,5,,1,,6.66
158,Raúl García,1.3,1.1,0.6,0.1,1.3,1.8,0.1,,6.66
159,Rubén Peña,1.3,0.7,1.2,0.1,0.7,0.7,0.1,,6.66
160,Guido Carrillo,0.4,0.2,1.3,,0.7,0.3,,,6.66
161,Iñaki Williams,0.3,0.1,0.4,,0.6,0.3,,,6.65
162,Gonzalo Melero,0.8,0.6,0.9,,0.8,1,0.2,,6.65
163,Anaitz Arbilla,1.3,2,1.1,0.9,2.0,0.8,0.3,,6.65
164,Edgar Badia,,,,,0.9,0.1,,,6.65
165,Kenedy,0.8,0.9,1.1,,0.4,0.7,0.1,,6.65
166,Joaquín,0.3,0.6,0.4,,0.3,0.3,,,6.65
167,Alfonso Pedraza,1.2,1.2,1.4,0.2,1.1,0.7,0.2,1,6.64
168,Sergi Gómez,0.4,0.7,0.1,,3.6,,0.4,,6.64
169,Álvaro Fernández,,0.1,,,0.7,0.1,,,6.64
170,Ander Capa,1.3,0.9,0.9,0.3,1.6,0.7,0.3,,6.64
171,Rodrygo,0.7,0.3,0.7,,,0.7,,,6.64
172,Victor Chust,0.5,0.5,0.5,0.5,2.5,1.0,1,,6.64
173,Lucas Olaza,1.4,1.1,0.6,0.6,2.1,0.6,0.5,,6.64
174,Marc Bartra,1.4,2.1,1.5,1.4,3.8,0.5,0.3,,6.64
175,Jonathan Calleri,0.6,,1.7,,0.4,0.6,0.1,,6.64
176,Carlos Clerc,1.6,1.1,1.1,0.5,1.2,0.5,0.1,,6.64
177,Rubén Rochina,1.5,0.9,1.6,,0.2,0.9,0.1,,6.64
178,Neto,,,,,0.9,0.1,,,6.64
179,Lucas Pérez,0.2,0.1,0.4,,0.1,0.3,,,6.63
180,Sergiño Dest,1,0.3,0.5,,0.6,0.5,0.1,,6.63
181,Carlos Akapo,1.4,1.5,0.8,0.2,2.1,0.6,0.2,,6.63
182,Juan Miranda,1.2,1.3,1.1,0.5,2.1,0.7,0.1,,6.63
183,Ilaix Moriba,1,0.4,1.1,,0.3,0.4,0.1,,6.63
184,Gonzalo Verdú,1,1.6,0.9,0.5,3.3,0.4,0.9,,6.63
185,Marc-André ter Stegen,,,,,0.7,0.1,,,6.63
186,Víctor Ruiz,0.4,1.6,0.9,0.7,3.0,0.3,0.5,2,6.63
187,Álvaro Odriozola,1.1,0.5,0.4,0.1,0.7,0.2,0.2,,6.63
188,Ramiro Funes Mori,1.2,0.8,0.7,0.4,4.1,0.4,0.5,,6.63
189,Vinícius Júnior,0.9,0.2,0.7,,0.1,0.9,,,6.62
190,Roque Mesa,1.8,0.6,1.2,,0.8,1.1,0.1,,6.62
191,Martín Zubimendi,1.3,1.3,1.2,,1.2,0.5,0.3,,6.62
192,Antonio Sanabria,0.3,0.2,1.1,,0.6,0.1,0.1,,6.62
193,Aleix Vidal,0.8,1.0,0.4,,0.5,0.6,0.1,,6.61
194,Óscar Plano,1.2,0.9,1.2,,1.1,0.9,0.2,,6.61
195,Lee Kang-In,0.6,0.1,0.6,,,1.2,,,6.61
196,Nemanja Maksimovic,1.4,1.7,0.7,0.1,1.2,0.8,0.3,,6.61
197,Moi Gómez,0.6,0.3,0.6,,0.4,0.6,0.1,,6.6
198,Álex Fernández,0.8,0.9,0.4,0.1,0.6,0.9,,,6.6
199,Nacho Vidal,1.6,1.3,1.3,0.4,1.7,0.3,0.3,,6.6
200,Joaquín Fernández,1.2,1.7,1.1,0.5,4.4,0.4,0.6,,6.6
201,Sime Vrsaljko,2.0,0.9,0.9,0.1,1.0,0.4,,,6.6
202,Tete Morente,1.0,0.4,0.9,,0.9,1.0,,,6.6
203,Cucho Hernández,0.8,0.3,1.5,,0.3,0.9,,,6.6
204,Saidy Janko,1.0,0.9,0.7,0.2,2.1,0.3,0.1,,6.6
205,Jeison Murillo,1.5,1.2,1.5,0.4,3.0,0.6,0.5,,6.59
206,Ivan Rakitic,0.9,0.7,0.9,,0.8,0.8,0.1,,6.59
207,Roger Martí,0.3,0.1,1.3,,0.2,0.5,0.1,,6.59
208,Raúl García,1.0,0.4,1.5,,0.5,0.4,,,6.59
209,Héctor Herrera,0.8,0.9,0.6,,0.4,0.4,0.1,,6.59
210,Íñigo Martínez,0.8,1,1.1,0.6,3.4,0.6,0.3,,6.59
211,Clément Lenglet,1.1,1,1.5,0.2,2.0,0.3,0.4,1,6.59
212,Borja Iglesias,,0.1,0.7,,0.3,0.3,0.1,,6.58
213,Ximo Navarro,1.7,1.5,1.1,0.2,2.1,0.5,0.1,,6.58
214,Hugo Guillamón,0.9,1.1,1.3,0.5,4.1,0.5,0.6,1,6.58
215,Aarón Martín,1.8,0.7,1.3,0.1,1.8,1.2,0.2,,6.58
216,Willian José,0.2,,0.2,,0.5,0.2,0.1,,6.58
217,Esteban Burgos,0.5,1.6,1,0.8,3.9,0.3,0.5,,6.58
218,Sergi Enrich,0.8,0.2,1.1,0.1,0.2,0.5,,,6.58
219,Daniel Cárdenas,,0.4,,,1.0,0.1,,,6.58
220,Jorge Pulido,1.2,1.6,1.1,0.5,2.8,0.4,0.5,,6.57
221,Kike Barja,0.3,0.5,0.5,,0.2,0.6,,,6.57
222,Raúl Albiol,0.6,0.6,0.4,0.7,4.0,0.1,0.6,,6.57
223,Pablo Hervías,0.7,0.4,0.3,0.1,0.3,0.6,,,6.57
224,Igor Zubeldia,1,0.5,1.3,0.5,1.8,0.3,0.5,,6.57
225,Josema,1.5,1.3,0.8,0.3,2.9,0.3,0.2,,6.57
226,Sergio Asenjo,,,,,0.6,,,,6.57
227,Jorge Miramón,1.2,1,0.6,0.2,1.7,0.5,0.1,,6.57
228,Aihen Muñoz,1.4,0.6,1.1,0.2,1.7,0.5,0.1,,6.57
229,Óscar Duarte,0.8,1.2,1.2,0.9,3.3,0.3,0.5,,6.56
230,Samuel Chukwueze,0.4,0.4,0.5,,0.1,0.5,,,6.56
231,Enis Bardhi,1.1,0.8,1.0,,0.5,1.0,0.1,,6.56
232,Augusto Solari,1.1,0.4,1.0,,0.3,1.3,0.1,,6.56
233,Josan,1.0,0.6,0.7,0.2,0.6,0.8,,,6.56
234,Mickaël Malsa,1.6,1.2,1.1,0.1,1.0,0.8,0.3,,6.56
235,Álvaro Tejero,0.5,1.5,0.5,,3.0,1.0,,,6.56
236,Juan Cala,0.8,1.3,1.1,0.7,3.1,0.4,0.3,,6.56
237,Rúben Vezo,1.1,1.4,0.8,0.6,3.1,0.5,0.3,1,6.56
238,Karim Rekik,0.6,0.5,1.6,0.2,1.4,0.3,0.3,,6.56
239,Jorge Molina,0.3,0.1,0.8,,0.6,0.4,,,6.55
240,Óliver Torres,1,0.5,0.6,,0.2,1,,,6.55
241,Carles Aleñá,0.7,0.1,0.9,,,0.8,,,6.55
242,Toni Villa,1.5,0.2,0.8,,0.1,1.3,,,6.55
243,Iván Villar,,,,,1.7,,,,6.55
244,Luis Suárez,0.7,0.3,1,,0.3,0.4,,,6.55
245,Enes Ünal,0.4,0.1,1.4,,0.5,0.4,,,6.55
246,Paco Alcácer,0.2,0.3,0.3,,0.2,0.1,,,6.55
247,Samuel Umtiti,0.4,0.7,1.1,0.2,1.1,0.1,0.5,,6.55
248,Unai López,1,0.7,0.8,,0.3,0.7,0.2,1,6.55
249,Aitor Ruibal,1.1,0.4,1.3,,0.2,0.9,,,6.54
250,Raúl Guti,1.3,1.4,0.9,,0.6,1.0,0.1,,6.54
251,Luis Rioja,0.6,0.6,0.5,,0.8,0.9,,,6.54
252,Jaime Seoane,1.7,0.6,1.5,0.1,0.4,1.4,0.2,,6.54
253,Junior Firpo,0.1,0.6,1.3,,1.0,0.1,0.4,,6.54
254,Fabián Orellana,1.1,0.5,0.9,,0.2,1.4,,,6.54
255,Rubén Alcaraz,1.8,1.0,1.6,,0.8,1.7,0.3,,6.53
256,Pervis Estupiñán,1.5,1.4,1.0,,0.5,0.4,0.1,,6.53
257,Jens Jonsson,1.6,1.5,1.0,,1.3,0.9,0.2,,6.53
258,Antonio Barragán,1.0,1.2,1.3,0.3,2.2,0.3,0.3,,6.53
259,Yeremi Pino,0.8,0.4,0.9,,0.2,0.8,,,6.53
260,Cristian Tello,0.6,0.4,0.2,,0.1,0.6,,,6.53
261,Pablo Ínsua,1.9,1.2,1.4,0.6,3.2,0.9,0.4,,6.53
262,Pape Diop,1.3,1.2,1.2,,1.0,0.9,0.2,,6.53
263,Munir El Haddadi,0.5,0.2,0.9,,0.3,0.4,,,6.53
264,Dani García,1.4,1.2,1.1,,1.3,1.1,0.3,,6.53
265,Rafa Soares,1.5,1.1,0.4,0.5,1.5,0.3,0.2,,6.52
266,Edgar Méndez,1.2,0.6,1.6,,0.4,1.0,0.1,,6.52
267,Maxime Gonalons,2.1,1.0,1.2,,0.8,0.9,,,6.52
268,Germán Sánchez,0.7,1.1,0.9,0.3,3.8,0.4,0.8,,6.52
269,Antonio Puertas,0.8,0.3,0.9,0.1,0.5,0.6,0.1,,6.51
270,Diego Costa,0.1,,1,,0.3,0.3,,,6.51
271,Álex Remiro,,0.1,,,0.5,,,,6.51
272,Ángel Montoro,0.7,1,1,,0.8,0.5,0.1,,6.51
273,Ander Guevara,1.1,0.8,1,,1.1,0.5,0.2,,6.51
274,Facundo Roncaglia,1.5,1.5,0.9,0.4,1.4,0.5,0.4,,6.51
275,Damián Suárez,1.9,1,1.7,0.1,1.1,1.6,0.1,,6.51
276,Alberto Moreno,1.4,0.6,0.6,0.4,0.2,0.6,0.2,,6.5
277,Pere Milla,0.8,0.4,1,,0.5,0.9,0.2,,6.5
278,Marcos de Sousa,0.3,0.1,1.1,0.1,0.4,0.3,0.1,,6.5
279,Bruno González,1,1.4,1.1,0.7,4.0,0.5,0.5,,6.5
280,Fali,1.2,0.9,0.6,0.6,3.4,0.6,0.4,,6.5
281,David Soria,0.1,,,,0.9,0.1,,,6.5
282,Manu Sánchez,1.7,0.5,1,,0.7,0.9,,,6.5
283,Mouctar Diakhaby,0.6,1,0.8,0.7,3.8,0.2,0.8,,6.49
284,Vicente Esquerdo,1.8,2,0.8,,0.3,0.5,0.5,,6.49
285,Quini,1.7,0.8,0.9,0.2,1.9,0.9,0.3,,6.49
286,Portu,0.5,0.2,0.9,,0.1,0.8,0.1,,6.49
287,Domingos Quina,0.6,0.3,0.6,,,0.4,,,6.49
288,Rodrigo Ely,0.6,0.9,1,1,2.9,0.1,0.1,,6.49
289,Tomás Pina,1.2,1.1,2.1,,1.3,0.8,0.2,,6.48
290,Diego Lainez,0.4,0.5,0.7,,0.2,0.5,,,6.48
291,Marvin Park,0.8,0.5,0.3,0.3,0.8,0.3,,,6.48
292,Ivan Saponjic,0.1,0.1,1.6,,0.4,0.2,,,6.48
293,Joseph Aidoo,1.0,1.0,0.5,0.4,3.4,0.4,0.2,,6.48
294,Néstor Araújo,0.7,1.3,0.9,0.3,2.7,0.2,0.5,,6.47
295,Pedro Mosquera,1.4,1.1,1,0.1,1.3,1.5,0.2,,6.47
296,Fernando Pacheco,0.1,0.1,,,0.8,0.1,,,6.47
297,Sidnei,0.8,1.5,0.6,0.6,2.3,0.5,0.4,,6.47
298,Jon Moncayola,1.7,0.6,1.1,,1.0,1.2,0.3,,6.47
299,Jon Morcillo,0.5,0.5,0.7,,0.2,0.8,,,6.46
300,Andrés Guardado,1,0.8,0.9,,0.7,0.6,0.1,,6.46
301,Rubén Yáñez,,0.2,0.1,,0.5,0.1,,,6.46
302,Luuk de Jong,0.3,0.1,0.6,,0.4,0.2,0.1,,6.46
303,Isco,0.5,0.1,0.7,,0.1,0.5,,,6.46
304,Jeremías Ledesma,,,,,1.2,,,,6.46
305,Jon Guridi,1.1,0.6,0.6,0.1,0.5,0.8,0.1,,6.46
306,Allan-Roméo Nyom,1.2,0.7,1.4,0.3,1.0,0.5,0.1,,6.45
307,Sergio Postigo,0.7,1.5,0.7,0.6,3.7,0.5,0.5,1,6.45
308,Rui Silva,,0.1,0.1,,0.6,0.1,,,6.45
309,Roberto Torres,0.4,0.5,0.4,,0.3,0.6,,,6.44
310,Óscar De Marcos,1.1,0.5,0.5,0.1,1,0.6,,,6.44
311,Mikel Vesga,0.9,0.9,1.4,,1.2,1.3,0.3,,6.44
312,Carlos Bacca,0.4,0.1,0.4,,,0.1,,,6.44
313,Rodrigo Battaglia,1.2,0.9,1.1,,1.2,1.1,0.4,,6.44
314,Diego González,0.6,1.1,1.0,0.3,2.5,0.3,0.5,1,6.44
315,Dani Calvo,0.9,0.5,0.8,0.3,3,0.1,0.5,,6.44
316,Pedro López,1.0,0.7,0.6,,1,0.3,0.2,,6.44
317,Borja García,0.6,0.5,0.1,,0.2,0.3,,,6.43
318,Rober Pier,0.7,1.8,1.0,0.1,2.5,0.5,0.8,,6.43
319,Marcos Mauro,1.0,0.9,0.5,0.5,3.1,0.4,0.5,,6.43
320,Pepe Sanchez,1.3,1.3,2.3,,2.7,0.3,0.7,,6.43
321,Mikel Rico,0.8,0.7,0.6,,0.6,0.7,0.1,,6.43
322,Anthony Lozano,0.4,0.1,1.7,,0.3,0.4,,,6.43
323,Marko Dmitrovic,0.1,,,,0.6,0.1,,,6.43
324,Mikel Balenziaga,1.1,0.3,0.7,0.1,1.7,0.4,0.3,,6.42
325,Denis Cheryshev,0.9,0.6,1.2,,0.7,1,,,6.42
326,Aitor Fernández,,0.1,,,1.0,,,,6.42
327,Eugeni Valderrama,0.7,1.7,,,1.0,0.3,,,6.42
328,Kevin Vázquez,1.4,1.1,0.8,0.1,1.3,0.8,,,6.42
329,Denis Vavro,0.6,1,0.8,0.3,1.8,0.3,,1,6.42
330,Ander Barrenetxea,0.9,0.2,1.3,,0.2,0.5,,,6.42
331,Joseba Zaldua,1.3,0.5,1.2,,1.1,1.0,0.2,,6.42
332,Helibelton Palacios,1.8,0.5,0.5,0.2,1.7,0.5,0.1,,6.41
333,Pedro Bigas,0.5,1.1,1.0,1.4,2.5,0.3,0.3,,6.41
334,Nacho,1.9,1.3,0.6,0.1,1.5,1.2,,,6.41
335,Shon Weissman,0.4,0.3,0.9,,0.2,0.7,0.1,,6.41
336,Víctor Laguardia,0.6,1.2,0.8,0.7,3.0,0.5,0.4,,6.41
337,Unai García,1.1,0.8,0.8,0.6,2.2,0.4,0.5,1,6.41
338,Oihan Sancet,0.3,0.2,0.8,,0.3,0.2,,,6.41
339,Oier Sanjurjo,1.2,0.9,1.8,,1.2,1.3,0.2,,6.41
340,Cote,1.1,0.9,0.6,0.3,1.1,0.3,,,6.41
341,Nemanja Radoja,1.1,0.9,0.8,,0.6,0.7,0.1,,6.41
342,Fernando Niño,0.5,0.1,0.4,,0.1,0.4,,,6.41
343,Jordi Masip,,0.1,,,0.7,0.1,,,6.41
344,Jorge Pombo,0.6,0.2,0.8,,0.3,0.6,,,6.41
345,Miralem Pjanic,0.7,0.6,0.2,,0.3,0.3,0.1,,6.41
346,Juan Cruz,1.4,0.6,0.5,0.3,1.6,0.6,0.2,,6.4
347,Domingos Duarte,1.1,1.0,0.8,0.3,2.9,0.2,0.7,,6.4
348,Johan Mojica,1.2,0.9,1,0.2,1.3,0.6,0.2,,6.4
349,Carlos Neva,0.5,1.2,0.3,0.2,1.7,0.2,0.2,,6.4
