,Player,age,position,Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer,Tackles,Inter,Fouls,Clear,Drb,Blocks,OwnG,Goals,Assists,SpG,KeyP,Drb.1,Fouled,Off,Disp,UnsTch,Assists.1,KeyP.1,AvgP,PS%,Crosses,LongB,ThrB
147,Florian Grillitsch,25,Midfielder,Hoffenheim,2412,1180,1232,Austria,31,16,15,0,0,0,3,2,1,0,0,6,2,4,42,30,12,3,0,0.11,0.11,0,0,0,0,1.57,57,78,804,804,0.11,276,147,-1,20,1.9,1.6,0.8,1.1,1,0.2,0,0,3,0.5,0.6,0.9,1.6,0,1,0.9,3,0.6,56.2,88.8,0.1,3.6,0.1
148,Florian Hübner,30,Defender,Union Berlin,849,360,489,Germany,11,4,7,0,0,0,0,0,0,0,0,2,1,1,12,4,8,2,0,0,0,0,0,0,0,1.27,71,77,425,0,0.21,239,264,51,26,1.5,1.5,1.3,3.5,0.9,0.6,1,0,0,0.5,0.5,0.1,1.2,0.1,0.1,0.5,0,0.5,25.9,80,0,1.6,0.1
149,Florian Kainz,28,Midfielder,Köln,1560,720,840,Austria,28,13,15,5,2,3,6,2,4,1,0,4,3,1,33,16,17,5,0,0.63,0.35,0.29,0.25,0.32,312,1.9,47,56,312,260,0.29,69,17,-1,4,0.8,0.5,0.6,0.4,0.6,0.1,0,5,6,1.5,1.6,0.8,1.3,0,0.8,1,6,1.6,19,70.1,1.4,1.3,0
150,Florian Kastenmeier,23,Goalkeeper,Fortuna Düsseldorf,1530,810,720,Germany,17,9,8,0,0,0,0,0,0,0,0,2,1,1,27,12,15,0,0,0,0,0,0,0,0,1.59,57,90,0,0,0,339,338,82,21,0.1,0.1,0.1,0.6,0,0,1,0,0,0,0.1,0.2,0.1,0,0,0,0,0.1,33.2,67.6,0,8.8,0
151,Florian Müller,23,Goalkeeper,Mainz 05,1124,494,630,Germany,13,6,7,0,0,0,0,0,0,0,0,2,0,2,25,12,13,0,0,0,0,0,0,0,0,2,45,86,0,0,0,295,320,132,17,0,0.2,0,0.6,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,30.7,66.9,0,5.8,0
152,Florian Neuhaus,24,Midfielder,Borussia M'gladbach,2362,1088,1274,Germany,30,14,16,4,2,2,2,1,1,0,0,7,3,4,26,13,13,6,0,0.23,0.08,0.15,0.17,0.14,591,0.99,91,79,394,1181,0.23,124,188,-1,8,1.4,0.9,0.7,0.2,1.4,0.1,0,4,2,1.9,1,1.6,1.7,0.1,0.8,1.2,2,1,40.8,83.8,0.1,1.9,0.1
153,Florian Niederlechner,30,Forward,Augsburg,2731,1314,1417,Germany,33,16,17,13,6,7,6,2,4,1,1,7,3,4,50,22,28,1,0,0.63,0.2,0.43,0.41,0.44,210,1.65,55,83,2731,455,0.03,35,73,-1,1,0.6,0.2,1.4,1.2,0.5,0.2,1,13,6,2.4,0.9,0.8,1.9,1.2,1.2,1.9,6,0.9,14.4,73.4,0.1,0.5,0.1
154,Florian Wirtz,18,Midfielder,Bayer Leverkusen,365,204,161,Germany,7,4,3,1,1,0,0,0,0,0,0,2,1,1,5,4,1,0,0,0.25,0,0.25,0.44,0,365,1.23,73,52,0,0,0,89,394,-1,13,0.6,0.3,1,0.1,0.3,0,0,1,0,0.6,0.4,2.9,0.3,0.1,1,2.3,0,0.4,26.7,81.8,0,0.4,0.1
155,Frederik Jäkel,20,Defender,RB Leipzig,0,0,0,Germany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,Frederik Rønnow,28,Goalkeeper,Eintracht Frankfurt,810,360,450,Denmark,9,4,5,0,0,0,0,0,0,0,0,1,1,0,13,4,9,0,0,0,0,0,0,0,0,1.44,62,90,0,0,0,288,281,65,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,Fredrik Jensen,23,Midfielder,Augsburg,455,273,182,Finland,10,4,6,1,0,1,0,0,0,0,0,1,1,0,12,5,7,0,0,0.2,0,0.2,0,0.49,455,2.37,38,46,0,0,0,106,316,-1,10,0.3,0.1,0.3,0.3,0.5,0.1,0,1,0,0.6,0.2,0.4,0.3,0.6,0.6,0.8,0,0.2,8.3,67.5,0,0.2,0
158,Gelson Fernandes,34,Midfielder,Eintracht Frankfurt,779,412,367,Switzerland,11,5,6,0,0,0,0,0,0,0,0,2,2,0,15,4,11,5,1,0,0,0,0,0,0,1.73,52,71,156,0,0.58,357,370,-1,26,2.7,1.5,2.3,0.8,1.3,0.3,0,0,0,0,0.2,0.1,0.2,0,0.1,0.4,0,0.2,23.8,79.4,0.1,0.7,0
159,Georg Teigl,30,Midfielder,Augsburg,109,11,98,Austria,3,1,2,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,4.13,22,36,0,0,0,-1,-1,-1,17,1,1,0.7,0.3,0.7,0,0,0,0,0.3,0,0.7,0.3,0.3,0.3,1.3,0,0,7.7,78.3,0,0.3,0
160,Gerrit Holtmann,26,Midfielder,Paderborn,1065,486,579,Germany,24,11,13,1,0,1,0,0,0,0,0,5,1,4,19,9,10,2,1,0.08,0,0.08,0,0.16,1065,1.61,56,44,355,0,0.25,176,372,-1,13,1,0.3,0.6,0.2,0.9,0,0,1,0,1,0.5,0.8,0.2,0,0.9,1.4,0,0.5,13,75.3,0.3,0.2,0
161,Gian-Luca Itter,22,Defender,Freiburg,32,4,28,Germany,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,-1,-1,-1,16,0.3,0.3,0,1.3,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,6.3,89.5,0.7,0,0
162,Gian-Luca Waldschmidt,25,Forward,Freiburg,1269,766,503,Germany,23,13,10,7,5,2,1,1,0,3,0,6,5,1,16,7,9,3,0,0.57,0.07,0.5,0.59,0.36,181,1.13,79,55,423,1269,0.21,23,206,-1,3,0.4,0.2,0.7,0.2,0.7,0.1,0,7,1,1.9,0.5,0.6,0.5,0.3,0.7,1.4,1,0.5,16.4,75.3,0.1,0.3,0.1
163,Giovanni Reyna,18,Midfielder,Borussia Dortmund,343,143,200,USA,15,7,8,0,0,0,1,0,1,0,0,8,4,4,6,4,2,2,0,0.26,0.26,0,0,0,0,1.57,57,23,172,343,0.52,259,42,-1,25,0.4,0,0.3,0.1,0.2,0,0,0,1,0.3,0.3,0.9,0.9,0,0.5,0.5,1,0.3,14.1,85.4,0.1,0.3,0
164,Gonçalo Mendes Paciencia,26,Forward,Eintracht Frankfurt,1280,821,459,Portugal,23,13,10,7,5,2,3,3,0,1,0,4,4,0,21,12,9,4,0,0.7,0.21,0.49,0.55,0.39,183,1.48,61,56,320,427,0.28,26,61,-1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,Grischa Prömel,26,Midfielder,Union Berlin,919,408,511,Germany,16,8,8,0,0,0,0,0,0,0,0,3,2,1,24,8,16,2,0,0,0,0,0,0,0,2.35,38,57,460,0,0.2,362,361,-1,22,0.9,0.9,1.3,0.6,0.8,0.1,0,0,0,0.7,0.3,0.4,1.8,0.1,0.5,1.3,0,0.3,20.9,77.8,0,0.6,0
166,Guido Burgstaller,32,Forward,Schalke 04,1230,554,676,Austria,21,10,11,0,0,0,1,0,1,0,0,5,4,1,16,5,11,3,0,0.07,0.07,0,0,0,0,1.17,77,59,410,1230,0.22,393,197,-1,23,0.3,0.2,1,0.5,0.5,0.1,0,0,1,1.7,0.4,0.6,0.9,0.8,1.5,2.1,1,0.4,13.3,70.3,0,0.1,0
167,Hannes Wolf,22,Midfielder,RB Leipzig,53,24,29,Austria,5,3,2,0,0,0,0,0,0,0,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,3.4,27,11,0,0,0,-1,-1,-1,17,0.6,0,0.4,0,0.6,0,0,0,0,0,0.2,0,0.2,0,0,0.8,0,0.2,5.4,66.7,0,0,0
168,Håvard Nordtveit,30,Midfielder,Hoffenheim,698,308,390,Norway,11,4,7,0,0,0,1,0,1,0,0,3,0,3,15,10,5,2,0,0.13,0.13,0,0,0,0,1.93,47,63,349,698,0.26,355,124,-1,16,0.4,1.2,0.3,3.6,0.4,1.1,0,0,1,0.2,0.1,0.4,0.5,0,0.2,0.1,1,0.1,44.4,86.9,0.1,3.9,0
169,Iago Amaral Borduchi,24,Defender,Augsburg,671,293,378,Brazil,10,5,5,1,0,1,1,1,0,0,0,2,1,1,12,5,7,0,0,0.27,0.13,0.13,0,0.24,671,1.61,56,67,0,671,0,144,126,86,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,Iba May,22,Midfielder,Wolfsburg,0,0,0,Germany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,Ibrahima Konaté,22,Defender,RB Leipzig,568,196,372,France,8,3,5,0,0,0,0,0,0,0,0,3,0,3,3,2,1,2,0,0,0,0,0,0,0,0.48,189,71,284,0,0.32,367,365,2,26,1.4,0.6,0.5,4.1,0.6,0.5,0,0,0,0.1,0.1,0.4,0.8,0,0.1,0.5,0,0.1,42.8,88.6,0.3,1.1,0
172,Ibrahima Traoré,33,Midfielder,Borussia M'gladbach,147,118,29,Guinea,7,4,3,0,0,0,1,1,0,0,0,2,2,0,0,0,0,0,0,0.61,0.61,0,0,0,0,0,0,21,0,147,0,-1,-1,-1,19,0.6,0.1,0.3,0.4,0.9,0,0,0,1,0.6,0.4,0.6,0.4,0.1,0.3,0.7,1,0.4,7.9,80,0,0.3,0.1
173,Ihlas Bebou,27,Forward,Hoffenheim,2095,1027,1068,Togo,32,15,17,6,3,3,1,0,1,0,0,8,3,5,35,25,10,1,0,0.3,0.04,0.26,0.26,0.25,349,1.5,60,65,2095,2095,0.04,85,228,-1,3,0.8,0.3,0.8,0.8,0.5,0.1,0,6,1,1.1,1,1.6,0.9,0.2,1.8,2.1,1,1,18.2,70.1,0.3,0.3,0.1
174,Ilay Eliyau Elmkies,21,Midfielder,Hoffenheim,0,0,0,Israel,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,Ilia Gruev,21,Midfielder,Werder Bremen,0,0,0,Bulgaria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,Ishak Belfodil,29,Forward,Hoffenheim,269,118,151,Algeria,5,2,3,0,0,0,0,0,0,0,0,1,0,1,5,4,1,0,0,0,0,0,0,0,0,1.67,54,54,0,0,0,-1,-1,-1,19,0,0,0.8,0.4,0.2,0,0,0,0,2,1,1.8,0.2,1,1.2,1.8,0,1,11.6,77.6,0,0.2,0
177,Ismail Azzaoui,23,Midfielder,Wolfsburg,0,0,0,Belgium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,Ismail Jakobs,21,Defender,Köln,1679,913,766,Germany,20,11,9,2,1,1,2,0,2,0,0,5,4,1,37,13,24,4,0,0.21,0.11,0.11,0.1,0.12,840,1.98,45,84,420,840,0.21,161,142,128,9,1.7,1.2,0.9,1.4,0.7,0.2,0,2,2,0.9,0.6,0.4,0.3,0.5,0.9,2.4,2,0.6,23.6,66.7,0.8,0.6,0.1
179,Ivan Perišić,32,Midfielder,Bayern München,1202,728,474,Croatia,22,12,10,4,2,2,3,2,1,0,0,11,5,6,11,7,4,1,0,0.52,0.22,0.3,0.25,0.38,301,0.82,109,55,1202,401,0.07,66,59,-1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,Jacob Bruun Larsen,22,Forward,Hoffenheim,454,199,255,Denmark,15,7,8,0,0,0,2,2,0,0,0,4,2,2,9,6,3,0,0,0.4,0.4,0,0,0,0,1.78,50,30,0,227,0,304,12,-1,27,0,0,0.3,0,0,0,0,0,1,0,0.3,0.3,0.5,0,0,1,1,0.3,7,78.6,0,0.3,0
181,Jacob Bruun Larsen,22,Forward,Hoffenheim,454,199,255,Denmark,15,7,8,0,0,0,2,2,0,0,0,4,2,2,9,6,3,0,0,0.4,0.4,0,0,0,0,1.78,50,30,0,227,0,304,12,-1,27,0.3,0.3,0.2,0.1,0.5,0,0,0,1,0.4,1.2,1.2,0.1,0,0.5,1.1,1,1.2,11.4,79.2,0.2,0.2,0
182,Jadon Sancho,21,Midfielder,Borussia Dortmund,2290,1121,1169,England,32,15,17,17,9,8,16,7,9,0,0,13,7,6,31,13,18,2,0,1.3,0.63,0.67,0.72,0.62,135,1.22,74,72,1145,143,0.08,12,2,-1,1,0.4,0.4,0.3,0.1,0.5,0,0,17,16,1.6,2.2,2.4,0.5,0.3,1,1.9,16,2.2,47.1,85.1,0.6,0.8,0.1
183,Jakob Busk Jensen,27,Goalkeeper,Union Berlin,0,0,0,Denmark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,Jamal Musiala,18,Midfielder,Bayern München,2,2,0,Germany,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,-1,20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,83.3,0,0,0
185,Jamilu Collins,26,Defender,Paderborn,2669,1350,1319,Nigeria,30,15,15,1,1,0,2,1,1,0,1,5,1,4,56,35,21,9,1,0.1,0.07,0.03,0.07,0,2669,1.89,48,89,297,1335,0.3,234,210,119,12,2.3,2.3,1.5,2.4,0.8,0.6,1,1,2,0.6,0.6,1.4,0.9,0,0.7,1.4,2,0.6,47.2,74.7,0.2,2.2,0
186,Jan Morávek,31,Midfielder,Augsburg,469,235,234,Czech Republic,11,5,6,0,0,0,1,0,1,0,0,3,1,2,13,3,10,1,0,0.19,0.19,0,0,0,0,2.49,36,43,469,469,0.19,278,81,-1,23,2.1,0.7,1.2,0.8,1.2,0.1,0,0,1,0.2,0.5,0.7,0.3,0,0.8,0.5,1,0.5,16.4,76.7,0,0.5,0.1
187,Jan Thielmann,19,Forward,Köln,557,310,247,Germany,12,7,5,0,0,0,1,0,1,0,0,3,3,0,10,1,9,2,0,0.16,0.16,0,0,0,0,1.62,56,46,279,557,0.32,261,101,-1,20,0.8,0.7,0.6,0.3,0.6,0,0,0,1,0.7,0.3,0.1,0.5,0.2,0.8,1.7,1,0.3,11.3,64,0.3,0.7,0
188,Jan Zimmermann,36,Goalkeeper,Eintracht Frankfurt,0,0,0,Germany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,Jan-Luca Rumpf,21,Defender,Paderborn,90,90,0,Germany,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,4,23,90,0,0,0,-1,-1,-1,27,0,0,1,2,0,0,0,0,0,1,0,0,1,0,0,1,0,0,47,83,0,1,0
190,Janik Haberer,27,Midfielder,Freiburg,1723,777,946,Germany,26,12,14,2,0,2,2,1,1,0,0,4,3,1,26,10,16,5,1,0.21,0.1,0.1,0,0.19,862,1.36,66,66,345,862,0.26,164,166,-1,8,1,1,1.3,0.8,1.3,0.2,0,2,2,0.5,0.7,0.6,1.5,0,0.7,1.2,2,0.7,33.9,82.4,0.1,2.6,0
191,Jann-Fiete Arp,21,Forward,Bayern München,0,0,0,Germany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,Jannik Huth,27,Goalkeeper,Paderborn,540,270,270,Germany,6,3,3,0,0,0,0,0,0,0,0,0,0,0,16,10,6,0,0,0,0,0,0,0,0,2.67,34,90,0,0,0,381,379,146,20,0,0,0,0.8,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,35.7,77.1,0,6.3,0
193,Javairo Dilrosun,22,Forward,Hertha BSC,1312,747,565,Netherlands,23,11,12,4,3,1,2,1,1,0,0,8,5,3,19,9,10,2,0,0.41,0.14,0.27,0.36,0.16,328,1.3,69,57,656,656,0.14,78,108,-1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,Javi Martinez,32,Midfielder,Bayern München,669,338,331,Spain,16,7,9,0,0,0,0,0,0,0,0,7,4,3,8,3,5,5,1,0,0,0,0,0,0,1.08,84,42,134,0,0.67,284,259,-1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,Jean Zimmer,27,Defender,Fortuna Düsseldorf,718,241,477,Germany,17,7,10,0,0,0,0,0,0,0,0,2,2,0,11,0,11,2,0,0,0,0,0,0,0,1.38,65,42,359,0,0.25,243,254,59,15,0.6,0.2,0.6,0,0.3,0.1,0,0,0,0.5,0.8,0.5,0.6,0.1,0.6,0.9,0,0.8,11.1,67.6,0.6,0.6,0.1
196,Jean-Clair Todibo,21,Midfielder,Schalke 04,364,189,175,France,8,3,5,0,0,0,0,0,0,0,0,2,0,2,7,3,4,2,0,0,0,0,0,0,0,1.73,52,46,182,0,0.49,264,269,-1,14,1.9,1.9,0.8,2.6,0.1,0,0,0,0,0.4,0.1,1.4,0.6,0.1,0.3,0.5,0,0.1,33,84.8,0,1.6,0
197,Jean-Paul Boëtius,27,Forward,Mainz 05,2270,1079,1191,Netherlands,28,14,14,4,2,2,5,1,4,0,0,2,0,2,55,24,31,5,0,0.36,0.2,0.16,0.17,0.15,568,2.18,41,81,454,454,0.2,120,72,-1,5,2.3,0.9,1.7,0.2,1.3,0,0,4,5,1.3,1.3,1.3,2.1,0,1.4,2.7,5,1.3,31.9,76,0.1,1.8,0.1
198,Jean-Philippe Mateta,23,Forward,Mainz 05,1056,619,437,France,18,11,7,3,1,2,1,1,0,1,0,5,2,3,17,11,6,2,1,0.34,0.09,0.26,0.15,0.41,352,1.45,62,59,528,1056,0.17,80,177,-1,6,0.1,0.1,0.5,0.6,0.3,0.1,0,3,1,1.9,0.3,0.9,0.4,0.7,1,2.3,1,0.3,11.1,64.8,0,0.1,0
199,Jeffrey Bruma,29,Defender,Mainz 05,1486,766,720,Netherlands,17,9,8,0,0,0,0,0,0,0,0,6,4,2,20,9,11,4,0,0,0,0,0,0,0,1.21,74,87,372,0,0.24,256,282,40,16,1.5,0.8,1.3,4.1,0.3,0.6,0,0,0,0.9,0,0.3,0.4,0.1,0.1,0.4,0,0,39.3,85.7,0,3,0
200,Jeffrey Bruma,29,Defender,Mainz 05,1486,766,720,Netherlands,17,9,8,0,0,0,0,0,0,0,0,6,4,2,20,9,11,4,0,0,0,0,0,0,0,1.21,74,87,372,0,0.24,256,282,40,16,1,1.4,1.7,5.6,0.7,0.3,0,0,0,1,0,0.1,0.4,0.1,0.1,0.4,0,0,35.9,83.3,0,2.3,0
201,Jeffrey Gouweleeuw,29,Defender,Augsburg,1642,825,817,Netherlands,21,10,11,0,0,0,1,1,0,0,0,6,3,3,32,16,16,5,0,0.05,0.05,0,0,0,0,1.75,51,78,328,1642,0.27,242,223,104,26,1.3,1.8,0.6,4.5,0.4,0.4,0,0,1,0,0.2,0.3,0.1,0,0.1,0.5,1,0.2,35.7,76.4,0,3.2,0
202,Jeremiah St. Juste,24,Defender,Mainz 05,2116,965,1151,Netherlands,25,11,14,2,2,0,2,1,1,0,0,3,1,2,43,21,22,7,0,0.17,0.09,0.09,0.19,0,1058,1.83,49,85,302,1058,0.3,165,181,111,7,1.8,2.1,0.9,3.1,0.8,0.8,0,2,2,0.5,0.2,0.4,0.9,0,0.3,0.8,2,0.2,40,86.2,0,2.4,0
203,Jérôme Boateng,32,Defender,Bayern München,1804,830,974,Germany,24,11,13,0,0,0,2,1,1,0,0,11,5,6,15,8,7,6,1,0.1,0.1,0,0,0,0,0.75,120,75,258,902,0.35,322,159,5,24,0.9,1.3,0.8,2.3,0.5,0.5,0,0,2,0.3,0.2,0,0.3,0,0,0,2,0.2,70.9,89.7,0,4.9,0.1
204,Jérôme Gondorf,32,Midfielder,Freiburg,122,60,62,Germany,2,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0.74,122,61,122,0,0.74,-1,-1,-1,23,4.5,0,2,1,1.5,1,0,0,0,1,0.5,0.5,1,0,1,1.5,0,0.5,21,73.8,0,0,0
205,Jérôme Roussillon,28,Defender,Wolfsburg,2367,1129,1238,France,29,14,15,1,0,1,1,1,0,0,0,6,2,4,35,18,17,4,0,0.08,0.04,0.04,0,0.07,2367,1.33,68,82,592,2367,0.15,216,244,55,15,1.6,1,0.6,1.7,0.5,0.2,0,1,1,0.7,0.8,1.6,0.9,0.1,1,1.6,1,0.8,26.5,72.6,0.4,0.8,0
206,Jessic Ngankam,20,Forward,Hertha BSC,81,0,81,Germany,4,0,4,0,0,0,1,0,1,0,0,1,0,1,2,0,2,0,0,1.11,1.11,0,0,0,0,2.22,41,20,0,81,0,-1,-1,-1,30,0.5,0,1,0.3,0,0,0,0,1,0,0.5,0,0.3,0,0.3,0.8,1,0.5,2.5,70,0.3,0,0
207,Jhon Cordoba,28,Forward,Köln,2004,1174,830,Colombia,29,17,12,13,11,2,2,0,2,0,0,6,5,1,40,18,22,5,0,0.67,0.09,0.58,0.84,0.22,154,1.8,50,69,401,1002,0.22,15,175,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,Jiří Pavlenka,29,Goalkeeper,Werder Bremen,2970,1530,1440,Czech Republic,33,17,16,0,0,0,0,0,0,0,0,4,1,3,64,33,31,1,0,0,0,0,0,0,0,1.94,46,90,2970,0,0.03,328,330,124,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,João Victor Santos Sa,27,Forward,Wolfsburg,1628,780,848,Brazil,32,16,16,2,0,2,2,0,2,0,0,8,4,4,22,10,12,4,0,0.22,0.11,0.11,0,0.21,814,1.22,74,51,407,814,0.22,160,141,-1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,Joel Pohjanpalo,26,Forward,Bayer Leverkusen,1,1,0,Finland,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,-1,-1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,Johannes Eggestein,23,Forward,Werder Bremen,504,311,193,Germany,14,8,6,1,1,0,0,0,0,0,0,0,0,0,12,9,3,3,1,0.18,0,0.18,0.29,0,504,2.14,42,36,168,0,0.54,113,323,-1,8,0.6,0.1,0.6,0.2,0.6,0,0,1,0,1.1,0.4,0.1,0.4,0.1,0.7,0.8,0,0.4,13.1,76.1,0.1,0.2,0
212,John Anthony Brooks,28,Defender,Wolfsburg,2226,1064,1162,USA,25,12,13,0,0,0,1,1,0,0,0,6,3,3,33,15,18,4,0,0.04,0.04,0,0,0,0,1.33,67,89,557,2226,0.16,314,243,56,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,Jonas Carls,24,Defender,Schalke 04,0,0,0,Germany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,Jonas Hector,31,Defender,Köln,2435,1363,1072,Germany,29,16,13,4,1,3,2,2,0,0,0,5,5,0,52,24,28,9,0,0.22,0.07,0.15,0.07,0.25,609,1.92,47,84,271,1218,0.33,130,204,120,5,2.6,1.6,0.8,1.2,1.8,0.3,0,4,2,1,0.9,0.2,1.3,0.1,0.6,1,2,0.9,41.5,79.9,0.3,2.9,0.1
215,Jonas Hofmann,28,Midfielder,Borussia M'gladbach,1632,746,886,Germany,24,13,11,5,3,2,3,2,1,0,0,3,2,1,21,7,14,3,0,0.44,0.17,0.28,0.36,0.2,326,1.16,78,68,544,544,0.17,73,93,-1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,50,0,0,0
216,Jonas Hofmann,28,Midfielder,Borussia M'gladbach,1632,746,886,Germany,24,13,11,5,3,2,3,2,1,0,0,3,2,1,21,7,14,3,0,0.44,0.17,0.28,0.36,0.2,326,1.16,78,68,544,544,0.17,73,93,-1,6,1.8,0.8,0.5,0.5,2.3,0.1,0,5,3,1,1.4,0.5,0.9,0.5,0.7,1,3,1.4,32.8,82.3,1.2,2.4,0
217,Jonas Hofmann,24,Midfielder,Schalke 04,2,2,0,Germany,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,-1,28,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,50,0,0,0
218,Jonas Hofmann,24,Midfielder,Schalke 04,2,2,0,Germany,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,-1,28,1.8,0.8,0.5,0.5,2.3,0.1,0,5,3,1,1.4,0.5,0.9,0.5,0.7,1,3,1.4,32.8,82.3,1.2,2.4,0
219,Jonas Hupe,21,Goalkeeper,Borussia Dortmund,0,0,0,Germany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,Jonathan Burkardt,20,Forward,Mainz 05,251,24,227,Germany,8,3,5,1,0,1,0,0,0,0,0,1,0,1,4,0,4,0,0,0.36,0,0.36,0,0.4,251,1.43,63,31,0,0,0,-1,-1,-1,9,1.1,0,0.3,0.1,0.6,0.1,0,1,0,0.9,0.1,0.6,0.6,0,0.9,0.8,0,0.1,5.4,79.1,0,0.1,0
