,Player,age,position,Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer,Tackles,Inter,Fouls,Clear,Blocks,OwnG,Goals,Assists,SpG,KeyP,Drb,Fouled,Off,Disp,UnsTch,Assists.1,KeyP.1,AvgP,PS%,Crosses,LongB,ThrB
192,Eljif Elmas,21,Midfielder,Napoli,1128,343,785,FYR Macedonia,26,12,14,1,0,1,1,1,0,0,0,4,3,1,13,3,10,7,0,0.16,0.08,0.08,0,0.11,1128,1.04,87,43,161,1128,0.56,198,192,-1,13,0.6,0.4,1.2,0.2,0,0,1,1,0.9,0.6,0.9,0.6,0,0.6,1.1,1,0.6,25.5,91.6,0,0.4,0
193,Elseid Hysaj,27,Defender,Napoli,1484,719,765,Albania,20,9,11,1,1,0,2,1,1,0,0,5,2,3,15,7,8,3,0,0.18,0.12,0.06,0.13,0,1484,0.91,99,74,495,742,0.18,224,126,18,14,0.9,1.2,0.4,1,0.2,0,1,2,0.3,1.1,0.7,0.9,0,0.3,0.4,2,1.1,57,84.2,0.3,1.9,0.1
194,Emanuele Ndoj,24,Midfielder,Brescia,549,281,268,Albania,18,9,9,0,0,0,0,0,0,0,0,2,1,1,12,5,7,2,0,0,0,0,0,0,0,1.97,46,31,275,0,0.33,279,269,-1,16,0.5,0.3,1.2,0.3,0,0,0,0,0.5,0.4,0.7,1.4,0.1,0.5,0.6,0,0.4,11.4,76.7,0.1,0.8,0
195,Emanuele Torrasi,22,Midfielder,AC Milan,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,Emil Audero Mulyadi,24,Goalkeeper,Sampdoria,3240,1620,1620,Italy,36,18,18,0,0,0,0,0,0,0,0,9,6,3,58,25,33,1,0,0,0,0,0,0,0,1.61,56,90,3240,0,0.03,444,451,131,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,Emiliano Ariel Rigoni,28,Midfielder,Sampdoria,429,264,165,Argentina,8,4,4,0,0,0,1,1,0,0,0,2,2,0,7,3,4,2,0,0.21,0.21,0,0,0,0,1.47,61,54,215,429,0.42,311,56,-1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,Emin Ghazoini,20,Defender,Torino,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,Emmanuel Agyemang-Badu,30,Midfielder,Hellas Verona,223,99,124,Ghana,10,5,5,0,0,0,0,0,0,0,0,3,2,1,5,1,4,2,0,0,0,0,0,0,0,2.02,45,22,112,0,0.81,-1,-1,-1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,Emre Can,27,Midfielder,Juventus,280,120,160,Germany,8,4,4,0,0,0,0,0,0,0,0,2,2,0,8,5,3,2,0,0,0,0,0,0,0,2.57,35,35,140,0,0.64,370,367,-1,27,1.3,0.3,1.3,0.3,0,0,0,0,0.9,0.4,0.8,0.6,0,0.4,0.6,0,0.4,19.6,89.8,0,0.4,0.1
201,Enrico Alfonso,32,Goalkeeper,Brescia,280,270,10,Italy,4,3,1,0,0,0,0,0,0,0,0,1,1,0,4,4,0,0,0,0,0,0,0,0,0,1.29,70,70,0,0,0,353,357,88,24,0,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,17.8,69,0,3,0
202,Enrico Brignola,21,Forward,Sassuolo,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,Enrico Oviszach,20,Midfielder,Udinese,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,Eric Lirussi,20,Forward,Udinese,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,Erick Pulgar,32,Forward,Fiorentina,2946,1639,1307,Chile,37,19,18,7,2,5,6,4,2,7,1,11,7,4,41,22,19,9,0,0.4,0.18,0.21,0.11,0.34,421,1.25,72,80,327,491,0.27,98,82,-1,2,2,1.3,1.1,1.3,0.4,0,7,6,0.9,2.2,0.3,0.9,0.1,0.4,0.9,6,2.2,40.2,88,1.6,2.4,0.1
206,Ernesto Torregrossa,28,Forward,Brescia,1853,957,896,Italy,25,12,13,7,4,3,3,2,1,2,0,3,2,1,44,15,29,8,0,0.49,0.15,0.34,0.38,0.3,265,2.14,42,74,232,618,0.39,55,107,-1,1,0.7,0.2,2,0.9,0.1,0,7,3,2.5,0.8,1.2,3.3,0.6,1.7,3.2,3,0.8,19,65.4,0,0.9,0.1
207,Ervin Zukanović,34,Defender,SPAL,203,90,113,Bosnia and Herzegovina,3,1,2,0,0,0,0,0,0,0,0,0,0,0,4,2,2,1,0,0,0,0,0,0,0,1.77,51,68,203,0,0.44,-1,-1,-1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,Etrit Berisha,32,Goalkeeper,SPAL,2340,1080,1260,Albania,26,12,14,0,0,0,0,0,0,0,0,3,1,2,41,18,23,2,0,0,0,0,0,0,0,1.58,57,90,1170,0,0.08,394,401,129,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,Evgeniy Shakhov,30,Midfielder,Lecce,1076,529,547,Ukraine,24,14,10,1,1,0,2,0,2,0,0,2,1,1,25,12,13,3,0,0.25,0.17,0.08,0.17,0,1076,2.09,43,45,359,538,0.25,202,89,-1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,Fabián,25,Midfielder,Napoli,2689,1475,1214,Spain,33,17,16,3,1,2,6,5,1,0,0,7,4,3,34,16,18,2,0,0.3,0.2,0.1,0.06,0.15,896,1.14,79,81,1345,448,0.07,175,67,-1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,Fabio Borini,30,Forward,Hellas Verona,880,436,444,Italy,16,8,8,3,1,2,0,0,0,1,0,5,3,2,8,7,1,3,1,0.31,0,0.31,0.21,0.41,293,0.82,110,55,220,0,0.41,63,333,-1,5,0.1,0.9,0.8,0.4,0,0,3,0,2.8,0.5,0.7,1.9,0.3,1.2,0.9,0,0.5,16.8,71.1,0.4,0.6,0
212,Fabio Borini,30,Forward,Hellas Verona,880,436,444,Italy,16,8,8,3,1,2,0,0,0,1,0,5,3,2,8,7,1,3,1,0.31,0,0.31,0.21,0.41,293,0.82,110,55,220,0,0.41,63,333,-1,5,1,0,0.5,1,0,0,0,0,1,0,0.5,1,0,1.5,0.5,0,0,12,75,0,1,0
213,Fabio Ceravolo,34,Forward,Parma,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,Fabio Depaoli,24,Midfielder,Sampdoria,1853,819,1034,Italy,29,14,15,0,0,0,1,1,0,0,0,8,5,3,28,11,17,7,0,0.05,0.05,0,0,0,0,1.36,66,64,265,1853,0.34,310,238,-1,18,1.4,0.6,2,0.9,0.1,0,0,1,0.9,1,0.7,1,0.1,0.5,1,1,1,18.7,71.4,0.8,0.6,0
215,Fabio Lucioni,33,Defender,Lecce,3134,1620,1514,Italy,36,18,18,3,1,2,0,0,0,0,0,3,1,2,71,38,33,9,1,0.09,0,0.09,0.06,0.12,1045,2.04,44,87,313,0,0.29,186,309,176,6,0.8,1,0.6,4.6,1.1,1,3,0,0.4,0.1,0.2,0.4,0,0.1,0.3,0,0.1,43.9,84.9,0,5,0
216,Fabio Pisacane,35,Defender,Cagliari,2446,1284,1162,Italy,30,15,15,1,1,0,0,0,0,0,0,4,1,3,37,21,16,8,1,0.04,0,0.04,0.07,0,2446,1.36,66,82,306,0,0.29,245,346,97,11,1.1,0.9,1.1,3.5,0.9,0,1,0,0.2,0.1,0.2,0.8,0.1,0.1,0.6,0,0.1,36,88.3,0,2.2,0
217,Fabio Porru,21,Defender,Cagliari,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,Fabio Quagliarella,38,Forward,Sampdoria,2284,1235,1049,Italy,28,16,12,11,5,6,3,0,3,5,2,7,5,2,42,22,20,2,0,0.55,0.12,0.43,0.36,0.51,208,1.65,54,82,1142,761,0.08,37,129,-1,2,0.3,0.3,0.7,0.5,0,0,11,3,3.6,1.3,0.5,1.1,0.8,0.9,2.1,3,1.3,18.5,67.2,0.2,0.8,0.1
219,Fabrizio Alastra,23,Goalkeeper,Parma,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,Fabrizio Cacciatore,34,Defender,Cagliari,1155,453,702,Italy,16,6,10,0,0,0,0,0,0,0,0,3,0,3,15,8,7,2,1,0,0,0,0,0,0,1.17,77,72,385,0,0.23,314,314,65,18,0.9,1,0.5,1.9,0.4,0,0,0,0.2,0.3,0.2,0.5,0.1,0.3,0.2,0,0.3,34.7,79.6,0.5,2.8,0
221,Faouzi Ghoulam,30,Defender,Napoli,371,112,259,Algeria,9,3,6,0,0,0,1,0,1,0,0,2,0,2,5,1,4,2,0,0.24,0.24,0,0,0,0,1.21,74,41,186,371,0.49,382,44,75,22,0.7,0.4,0.7,0.7,0.2,0,0,1,0.4,0.9,0.2,0.6,0,0.1,0.1,1,0.9,25.9,88.4,0.8,0.3,0
222,Federico Bernardeschi,27,Forward,Juventus,1575,662,913,Italy,29,13,16,1,1,0,1,0,1,0,0,10,6,4,23,9,14,6,0,0.11,0.06,0.06,0.14,0,1575,1.31,68,54,263,1575,0.34,218,224,-1,11,0.4,0.4,1.1,0.3,0,0,1,1,1.7,1.2,0.8,0.8,0.2,0.8,1.4,1,1.2,21.6,85.9,0.6,1,0
223,Federico Bonazzoli,23,Forward,Sampdoria,739,347,392,Italy,19,10,9,6,3,3,0,0,0,0,0,4,3,1,9,5,4,1,0,0.73,0,0.73,0.78,0.69,123,1.1,82,39,739,0,0.12,8,421,-1,4,0.4,0.3,0.9,0.1,0,0,6,0,2.3,0.6,0.5,1.8,0.2,0.5,0.9,0,0.6,10.4,72.7,0.1,0.8,0
224,Federico Bonini,19,Defender,Bologna,6,0,6,Italy,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,15,6,6,0,0,0,-1,-1,-1,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,100,0,0,0
225,Federico Brancolini,19,Goalkeeper,Fiorentina,5,5,0,Italy,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,-1,-1,-1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,100,0,1,0
226,Federico Ceccherini,28,Defender,Fiorentina,830,349,481,Italy,15,6,9,0,0,0,0,0,0,0,0,4,3,1,13,5,8,3,0,0,0,0,0,0,0,1.41,64,55,277,0,0.33,378,378,103,25,0.9,0.9,0.6,2.4,0.3,0,0,0,0.3,0.1,0.4,0.9,0,0.1,0.4,0,0.1,27.2,85,0,1.7,0
227,Federico Chiesa,23,Forward,Fiorentina,2649,1372,1277,Italy,34,17,17,10,6,4,6,1,5,1,1,11,7,4,31,16,15,7,0,0.54,0.2,0.34,0.39,0.28,265,1.05,85,78,378,442,0.24,56,63,-1,1,1.1,0.2,1.6,0.1,0,0,10,6,3.3,1.4,1.5,1.4,0.2,1.4,1.9,6,1.4,21.2,76.7,0.3,0.7,0.1
228,Federico Di Francesco,26,Forward,SPAL,1084,601,483,Italy,20,12,8,2,2,0,0,0,0,0,0,0,0,0,25,14,11,4,0,0.17,0,0.17,0.3,0,542,2.08,43,54,271,0,0.33,117,405,-1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,Federico Dimarco,23,Defender,Hellas Verona,540,269,271,Italy,16,10,6,0,0,0,3,3,0,0,0,3,2,1,8,4,4,1,0,0.5,0.5,0,0,0,0,1.33,68,34,540,180,0.17,270,3,90,20,0.8,0.3,0.7,0.8,0.2,1,0,3,1,0.9,0.2,0.5,0.2,0.2,0.4,3,0.9,26.2,81.2,0.9,1.8,0
230,Federico Dimarco,23,Defender,Hellas Verona,540,269,271,Italy,16,10,6,0,0,0,3,3,0,0,0,3,2,1,8,4,4,1,0,0.5,0.5,0,0,0,0,1.33,68,34,540,180,0.17,270,3,90,20,0.3,0.3,0.3,0,0,0,0,0,0.3,0,0,0,0,0,0.7,0,0,3.7,81.8,0,0.3,0
231,Federico Fazio,34,Defender,Roma,1215,509,706,Argentina,16,6,10,1,0,1,0,0,0,0,0,2,0,2,20,9,11,3,1,0.07,0,0.07,0,0.13,1215,1.48,61,76,304,0,0.3,210,442,117,17,1.2,1.2,0.7,3.1,0.4,0,1,0,0.3,0.1,0.5,0.4,0.1,0.3,0.5,0,0.1,41.7,87.7,0,3.3,0
232,Federico Javier Santander Mereles,29,Forward,Bologna,753,291,462,Paraguay,24,12,12,1,0,1,0,0,0,1,0,2,1,1,9,2,7,6,0,0.12,0,0.12,0,0.19,753,1.08,84,31,126,0,0.72,155,435,-1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,Federico Marchetti,38,Goalkeeper,Genoa,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,Federico Marigosu,20,Midfielder,Cagliari,22,11,11,Italy,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,-1,-1,-1,30,0,0,0,0.5,0,0,0,0,0,0,0.5,1,0,0.5,0.5,0,0,6,50,0.5,1,0
235,Federico Mattiello,25,Defender,Cagliari,925,386,539,Italy,18,7,11,0,0,0,1,1,0,0,0,4,2,2,8,1,7,3,0,0.1,0.1,0,0,0,0,0.78,116,51,308,925,0.29,346,160,11,21,1.7,1,0.9,1.2,0.4,0,0,1,0.4,0.4,0.6,1.3,0.1,0.7,0.8,1,0.4,18.6,81.7,0.4,0.6,0
236,Federico Peluso,37,Defender,Sassuolo,1511,1113,398,Italy,23,14,9,0,0,0,2,2,0,0,0,4,1,3,34,25,9,6,1,0.12,0.12,0,0,0,0,2.03,44,66,216,756,0.42,418,133,175,25,0.8,1,0.9,2.1,0.4,0,0,2,0.3,0.2,0.3,0.6,0,0.2,0.3,2,0.2,41.9,86.9,0,1.7,0
237,Federico Zanchetta,19,Midfielder,SPAL,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,Felice D'Amico,20,Forward,Sampdoria,1,1,0,Italy,2,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,-1,-1,29,0.5,0,0,0,0,0,0,0,0.5,0,0,0,0,0,1,0,0,2.5,80,0,0,0
239,Felipe Castaldo Curcio,27,Midfielder,Brescia,4,0,4,Brazil,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,-1,-1,-1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,Felipe dal Belo,36,Defender,SPAL,997,438,559,Brazil,15,7,8,0,0,0,0,0,0,0,0,2,0,2,26,15,11,5,0,0,0,0,0,0,0,2.35,38,66,199,0,0.45,395,402,187,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,Felipe Salvador Caicedo Corozo,32,Forward,Lazio,1411,666,745,Ecuador,30,14,16,9,5,4,2,0,2,0,1,8,6,2,14,4,10,7,0,0.7,0.13,0.57,0.68,0.48,157,0.89,101,47,202,706,0.45,14,122,-1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,Fernando Llorente Torres,36,Forward,Napoli,490,280,210,Spain,17,10,7,3,1,2,1,1,0,0,0,4,3,1,6,5,1,1,0,0.73,0.18,0.55,0.32,0.86,163,1.1,82,29,490,490,0.18,16,77,-1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,Filip Jagiełło,23,Midfielder,Genoa,552,305,247,Poland,11,5,6,0,0,0,2,1,1,0,0,2,1,1,12,5,7,0,0,0.33,0.33,0,0,0,0,1.96,46,50,0,276,0,441,15,-1,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,Filip Stankovic,19,Goalkeeper,Inter Milan,0,0,0,Serbia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,Filip Đuričić,29,Midfielder,Sassuolo,1638,859,779,Serbia,29,16,13,5,4,1,5,3,2,0,0,5,2,3,23,11,12,6,0,0.55,0.27,0.27,0.42,0.12,328,1.26,71,56,273,328,0.33,76,32,-1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,Filippo Falco,29,Midfielder,Lecce,2020,1017,1003,Italy,30,15,15,4,3,1,6,4,2,0,0,2,1,1,40,20,20,0,0,0.45,0.27,0.18,0.27,0.09,505,1.78,51,67,0,337,0,114,36,-1,3,0.4,0.1,0.4,0,0,0,4,6,1.9,1.8,2,2.8,0.2,1.2,1.2,6,1.8,29.5,87.8,1.1,1.6,0
247,Filippo Romagna,23,Defender,Sassuolo,1476,741,735,Italy,18,9,9,0,0,0,0,0,0,0,0,5,1,4,19,10,9,3,0,0,0,0,0,0,0,1.16,78,82,492,0,0.18,344,345,63,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,Filippo Terracciano,18,Midfielder,Hellas Verona,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,Flavio Junior Bianchi,21,Forward,Genoa,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,Florian Aye,24,Forward,Brescia,1379,611,768,France,22,9,13,0,0,0,0,0,0,0,0,4,1,3,26,12,14,4,1,0,0,0,0,0,0,1.7,53,63,345,0,0.26,350,352,-1,29,0.8,0.2,0.9,0.8,0.1,0,0,0,1,0.4,0.6,1,0.2,1.2,1.8,0,0.4,13.6,67.6,0.1,0.2,0
251,Francesco Acerbi,33,Defender,Lazio,3166,1593,1573,Italy,36,18,18,2,1,1,2,2,0,0,0,10,7,3,36,15,21,4,0,0.11,0.06,0.06,0.06,0.06,1583,1.02,88,88,792,1583,0.11,228,211,34,6,1.6,1.2,0.7,2.8,0.8,0,2,2,0.4,0.2,0.4,1.1,0.1,0.2,0.3,2,0.2,56.2,89.9,0.2,5.9,0.1
252,Francesco Caputo,33,Forward,Sassuolo,2936,1563,1373,Italy,36,18,18,21,14,7,7,5,2,2,0,7,3,4,46,25,21,3,0,0.86,0.21,0.64,0.81,0.46,140,1.41,64,82,979,419,0.09,13,58,-1,1,0.2,0,0.7,0.2,0,0,21,7,2,1.5,0.6,1.3,0.6,1.2,1.6,7,1.5,21.7,79.3,0.1,0.4,0.1
253,Francesco Cassata,23,Midfielder,Genoa,1463,717,746,Italy,24,12,12,2,1,1,0,0,0,0,0,5,3,2,32,15,17,12,2,0.12,0,0.12,0.13,0.12,732,1.97,46,61,113,0,0.8,157,320,-1,5,0.8,0.5,1.9,0.3,0.1,0,2,0,0.5,0.4,0.9,1.1,0,0.9,1.1,0,0.4,25.1,79.2,0.2,1.3,0
254,Francesco Magnanelli,36,Midfielder,Sassuolo,1393,620,773,Italy,22,13,9,0,0,0,0,0,0,0,0,3,1,2,19,12,7,5,0,0,0,0,0,0,0,1.23,73,63,279,0,0.32,294,321,-1,17,1.1,0.9,0.9,0.8,0.3,0,0,0,0.4,0.6,0.3,1.6,0,0.2,0.6,0,0.6,53.7,88.8,0,3.1,0
255,Francesco Mazzolo,19,Defender,Udinese,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,Francesco Rossi,30,Goalkeeper,Atalanta,10,10,0,Italy,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,9,10,10,0,0,0,-1,-1,-1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,100,0,1,0
257,Francesco Vicari,26,Defender,SPAL,2901,1595,1306,Italy,34,18,16,0,0,0,0,0,0,0,0,3,1,2,55,31,24,4,0,0,0,0,0,0,0,1.71,53,85,725,0,0.12,397,403,148,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,Francisco Sierralta Carvallo,23,Forward,Udinese,0,0,0,Chile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,Franck Ribery,38,Midfielder,Fiorentina,1425,718,707,France,21,11,10,3,0,3,3,3,0,0,0,6,4,2,12,6,6,3,0,0.38,0.19,0.19,0,0.38,475,0.76,119,68,475,475,0.19,108,75,-1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,Franck Yannick Kessié,24,Midfielder,AC Milan,2910,1396,1514,Côte d'Ivoire,35,17,18,4,2,2,1,0,1,2,0,11,6,5,37,14,23,3,0,0.15,0.03,0.12,0.13,0.12,728,1.14,79,83,970,2910,0.09,160,259,-1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,Gabriel Boloca,20,Defender,Bologna,0,0,0,Romania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,Gabriel Tadeu Strefezza Rebelato,24,Midfielder,SPAL,2117,1113,1004,Brazil,32,17,15,1,0,1,2,2,0,0,0,2,1,1,48,22,26,9,1,0.13,0.09,0.04,0,0.09,2117,2.04,44,66,235,1059,0.38,250,179,-1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,Gabriel Vasconelos Ferreira,28,Goalkeeper,Lecce,2998,1530,1468,Brazil,34,17,17,0,0,0,0,0,0,0,0,2,0,2,73,39,34,4,0,0,0,0,0,0,0,2.19,41,88,750,0,0.12,307,296,182,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,Gabriele Corbo,21,Defender,Bologna,121,0,121,Italy,2,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,4,1,0,0,0,0,0,0,0,2.98,30,61,121,0,0.74,-1,-1,-1,22,0.5,2,0,2.5,1,0,0,0,0,0,0,0,0,0,0.5,0,0,30.5,91.8,0.5,1.5,0
265,Gabriele Moncini,25,Forward,SPAL,154,66,88,Italy,4,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.58,154,39,0,0,0,-1,-1,-1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,Gaetano Castrovilli,24,Midfielder,Fiorentina,2684,1506,1178,Italy,33,18,15,3,1,2,2,1,1,0,0,10,6,4,36,21,15,10,0,0.17,0.07,0.1,0.06,0.15,895,1.21,75,81,268,1342,0.34,182,199,-1,9,1.8,0.5,2,0.7,0.1,0,3,2,1.5,1.1,2.8,2.4,0,1.9,2.6,2,1.1,32.5,81.2,0.2,1.3,0.1
267,Gary Alexis Medel Soto,33,Defender,Bologna,1796,986,810,Chile,23,13,10,0,0,0,0,0,0,0,0,2,1,1,27,17,10,11,1,0,0,0,0,0,0,1.35,67,78,150,0,0.6,297,302,94,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,Gastón Brugman,28,Midfielder,Parma,1463,801,662,Uruguay,23,12,11,0,0,0,2,1,1,0,0,3,1,2,25,14,11,5,0,0.12,0.12,0,0,0,0,1.54,59,64,293,732,0.31,360,136,-1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,Gastón Ramírez,30,Midfielder,Sampdoria,1401,638,763,Uruguay,26,12,14,7,2,5,2,1,1,3,0,6,3,3,30,11,19,5,0,0.58,0.13,0.45,0.28,0.59,200,1.93,47,54,280,701,0.32,34,120,-1,3,1.2,0.4,1.2,0.3,0.1,0,7,2,1.5,1.3,1.8,1.6,0.1,1,1.9,2,1.3,21,80.2,0.9,1,0.1
270,Gastón Rodrigo Pereiro López,25,Forward,Cagliari,346,181,165,Uruguay,10,6,4,1,1,0,0,0,0,0,0,2,2,0,9,3,6,3,0,0.26,0,0.26,0.5,0,346,2.34,38,35,115,0,0.78,81,284,-1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
