,Player,age,position,Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG,Goals,Assists,SpG,KeyP,Drb.1,Fouled,Off,Disp,UnsTch,Assists.1,KeyP.1,AvgP,PS%,Crosses,LongB,ThrB
72,Ben Mee,31,Defender,Burnley,2880,1440,1440,England,32,16,16,1,0,1,1,0,1,0,0,13,8,5,43,18,25,7,0,0.06,0.03,0.03,0,0.06,2880,1.34,67,90,411,2880,0.22,253,244,98,9,1.3,1.3,0.8,0.5,5,0.4,1,0,1,1,0.5,0.3,0.2,0.7,0.1,0.1,0.4,1,0.3,39.3,71.4,0,3.2,0
73,Ben Osborn,26,Midfielder,Sheffield United,589,403,186,England,13,7,6,0,0,0,0,0,0,0,0,7,4,3,3,1,2,0,0,0,0,0,0,0,0,0.46,196,45,0,0,0,315,400,-1,22,1.2,0.5,0.7,0,0.5,1,0.1,0,0,0,0.2,0.5,0.3,0.5,0.1,0,0.4,0,0.5,17.8,71,0.2,0.6,0
74,Beni Baningime,32,Midfielder,Everton,0,0,0,Congo DR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,Benjamin Johnson,21,Forward,West Ham United,270,180,90,England,3,2,1,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,1,90,90,0,0,0,-1,-1,-1,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,Benjamin Mendy,26,Defender,Manchester City,1497,826,671,France,19,10,9,0,0,0,2,2,0,0,0,9,5,4,10,4,6,3,0,0.12,0.12,0,0,0,0,0.6,150,79,499,749,0.18,273,117,4,17,0.9,0.8,0.6,0.3,0.9,0.9,0.1,0,0,2,0.5,1.1,1,0.1,0.1,0.9,0.7,2,1.1,58.1,88.4,1.2,1.7,0
77,Bernard Anício Caldeira Duarte,28,Midfielder,Everton,1280,688,592,Brazil,27,15,12,3,3,0,2,1,1,0,0,7,5,2,11,3,8,2,0,0.35,0.14,0.21,0.39,0,427,0.77,116,47,640,640,0.14,88,94,-1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,Bernard Patrick Ashley-Seal,22,Forward,Wolverhampton Wanderers,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,Bernardo,25,Defender,Brighton & Hove Albion,675,257,418,Brazil,14,4,10,0,0,0,0,0,0,0,0,2,0,2,17,6,11,1,0,0,0,0,0,0,0,2.27,40,48,675,0,0.13,410,356,163,19,1.9,0.4,0.2,0.1,1.4,0.3,0.2,0,0,0,0.5,0.3,0.6,0.2,0.3,0.8,1.1,0,0.3,23.6,73.6,0.2,0.9,0
80,Bernardo Rusa,20,Midfielder,West Ham United,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,Bernardo Silva,26,Midfielder,Manchester City,2029,972,1057,Portugal,34,17,17,6,4,2,7,3,4,0,0,16,10,6,23,8,15,5,0,0.58,0.31,0.27,0.37,0.17,338,1.02,88,60,406,290,0.22,62,21,-1,6,1.1,0.7,0.7,0,0.4,0.9,0,0,6,7,1.5,1.5,1.2,0.6,0.1,0.6,0.7,7,1.5,40.4,90.2,0.5,1.1,0
82,Bernd Leno,29,Goalkeeper,Arsenal,2650,1350,1300,Germany,30,15,15,0,0,0,0,0,0,0,0,7,4,3,38,20,18,2,0,0,0,0,0,0,0,1.29,70,88,1325,0,0.07,368,373,88,19,0,0,0,0,0.9,0.1,0,0,0,0,0,0,0,0.1,0,0,0,0,0,26.7,72.3,0,2.5,0
83,Billy Gilmour,19,Midfielder,Chelsea,191,111,80,Scotland,6,5,1,0,0,0,0,0,0,0,0,3,3,0,3,1,2,0,0,0,0,0,0,0,0,1.41,64,32,0,0,0,-1,-1,-1,21,0.8,0.5,0.5,0,0.3,0.3,0,0,0,0,0.2,0.7,0.3,0.2,0,0.5,0.5,0,0.7,28.7,90.1,0,1.5,0
84,Billy Sharp,35,Forward,Sheffield United,1052,580,472,England,25,13,12,3,2,1,2,0,2,0,0,8,5,3,10,6,4,2,1,0.43,0.17,0.26,0.31,0.19,351,0.86,105,42,351,526,0.26,63,72,-1,5,0.2,0,0.8,0,0.1,0.2,0,0,3,2,0.6,0.6,0.6,1.3,0.4,1.2,1.4,2,0.6,8.5,74.1,0,0.1,0
85,Bjorn Engels,26,Defender,Aston Villa,1446,787,659,Belgium,17,9,8,1,1,0,0,0,0,0,0,2,2,0,29,14,15,1,0,0.06,0,0.06,0.11,0,1446,1.8,50,85,1446,0,0.06,217,287,149,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,Bobby Thomas,0,Defender,Burnley,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,Borja Bastón,28,Forward,Aston Villa,16,7,9,Spain,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,-1,-1,-1,28,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5,0,0,3,66.7,0,0,0
88,Brandon Austin,22,Goalkeeper,Tottenham Hotspur,0,0,0,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,Brandon Leroy Pierrick Keutcha,19,Midfielder,Crystal Palace,6,0,6,England,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,-1,-1,-1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,Brandon Pierrick,19,Midfielder,Crystal Palace,7,0,7,England,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,-1,-1,-1,13,0,0,0,0,0.5,0,0,0,0,0,0,1,0,0,0,0.5,1,0,1,3.5,71.4,0,0,0
91,Brandon Williams,20,Defender,Manchester United,1005,511,494,England,17,8,9,1,0,1,0,0,0,0,0,7,2,5,9,6,3,6,0,0.09,0,0.09,0,0.18,1005,0.81,112,59,168,0,0.54,169,321,13,9,1.2,0.9,0.8,0.4,0.8,1.2,0.2,0,1,0,0.4,0.8,0.9,0.9,0.1,0.4,1.3,0,0.8,32.5,84.6,0.2,1,0.1
92,Bruno André Cavaco Jordão,22,Midfielder,Wolverhampton Wanderers,6,0,6,Portugal,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,-1,-1,-1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,Bruno Miguel Borges Fernandes,26,Midfielder,Manchester United,1193,612,581,Portugal,14,7,7,8,2,6,7,5,2,4,0,9,4,5,6,4,2,2,0,1.13,0.53,0.6,0.29,0.93,149,0.45,199,85,597,170,0.15,12,3,-1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,Caglar Söyüncü,24,Defender,Leicester City,3037,1530,1507,Turkey,34,17,17,1,0,1,1,0,1,0,0,12,7,5,30,15,15,5,1,0.06,0.03,0.03,0,0.06,3037,0.89,101,89,506,3037,0.18,249,241,26,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,Callum Hudson-Odoi,20,Midfielder,Chelsea,851,457,394,England,22,12,10,1,1,0,5,3,2,0,0,7,7,0,13,4,9,1,0,0.63,0.53,0.11,0.2,0,851,1.37,65,39,851,170,0.11,147,4,-1,11,0.5,0.2,0.5,0,0.2,0.3,0,0,1,5,1,0.9,1.2,0.6,0.1,0.8,1.3,5,0.9,18.7,85.9,0.8,1.3,0
96,Callum Robinson,26,Forward,Sheffield United,676,195,481,England,16,6,10,1,0,1,1,1,0,0,0,3,1,2,6,1,5,1,0,0.27,0.13,0.13,0,0.19,676,0.8,113,42,676,676,0.13,124,108,-1,11,0.4,0.4,0.7,0,0.2,0.3,0,0,1,1,0.8,0.3,0.3,0.3,0.1,1.1,1,1,0.3,8.6,84.1,0.2,0.3,0
97,Callum Wilson,29,Forward,AFC Bournemouth,2910,1527,1383,England,35,18,17,8,4,4,1,0,1,0,0,4,3,1,51,24,27,10,0,0.28,0.03,0.25,0.24,0.26,364,1.58,57,83,291,2910,0.31,73,247,-1,1,0.3,0.1,1.6,0,0.5,0.4,0.1,0,8,1,1.6,0.8,0.7,1.1,0.9,1.5,3.1,1,0.8,14.6,64.5,0.1,0.3,0
98,Calum Chambers,26,Defender,Arsenal,1103,473,630,England,14,7,7,1,1,0,1,1,0,0,0,3,1,2,15,8,7,5,0,0.16,0.08,0.08,0.19,0,1103,1.22,74,79,221,1103,0.41,178,159,66,17,1.9,1.1,1.3,0.2,2.9,0.4,0.5,0,1,1,0.9,0.5,0.8,0.3,0,0.7,1.1,1,0.5,56.9,82.4,0.3,2.5,0
99,Caoimhin Kelleher,22,Goalkeeper,Liverpool,0,0,0,Republic of Ireland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,Carlos Sánchez,35,Midfielder,West Ham United,113,93,20,Colombia,6,3,3,0,0,0,0,0,0,0,0,2,1,1,2,2,0,0,0,0,0,0,0,0,0,1.59,57,19,0,0,0,-1,-1,-1,25,0.2,0.3,0.3,0,0.2,0,0,0,0,0,0,0,0.2,0,0,0.2,0,0,0,9.8,81.4,0,0.7,0
101,Cedric Soares,29,Defender,Arsenal,1560,838,722,Portugal,21,11,10,1,1,0,1,1,0,0,0,6,2,4,18,12,6,1,0,0.12,0.06,0.06,0.11,0,1560,1.04,87,74,1560,1560,0.06,206,206,45,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,Cenk Tosun,29,Forward,Crystal Palace,466,308,158,Turkey,10,7,3,2,1,1,0,0,0,0,0,3,2,1,5,4,1,0,0,0.39,0,0.39,0.29,0.57,233,0.97,93,47,0,0,0,39,370,-1,7,0.4,0,0.8,0,0.2,0.2,0,0,1,0,2.2,0.8,0.2,0.8,0.2,0.6,1.6,0,0.8,11.6,67.2,0,0.4,0
103,Cenk Tosun,29,Forward,Crystal Palace,466,308,158,Turkey,10,7,3,2,1,1,0,0,0,0,0,3,2,1,5,4,1,0,0,0.39,0,0.39,0.29,0.57,233,0.97,93,47,0,0,0,39,370,-1,7,0.4,0,0.8,0,0.2,0.4,0,0,1,0,0.8,0.2,1.2,0.8,0.2,1,0.6,0,0.2,8,70,0,0.2,0
104,Cesar Azpilicueta,31,Defender,Chelsea,3230,1530,1700,Spain,36,17,19,2,1,1,6,3,3,0,0,8,7,1,52,15,37,1,0,0.22,0.17,0.06,0.06,0.05,1615,1.45,62,90,3230,538,0.03,202,74,116,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,Charlie Daniels,34,Defender,AFC Bournemouth,127,37,90,England,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,1.42,64,64,0,0,0,-1,-1,-1,27,0.5,0.5,0,0,2,0.5,0,0,0,0,0,1,0,0,0,0.5,0.5,0,1,18.5,75.7,1,1.5,0
106,Charlie Taylor,27,Defender,Burnley,1945,911,1034,England,24,12,12,0,0,0,1,0,1,0,0,11,5,6,17,6,11,3,0,0.05,0.05,0,0,0,0,0.79,114,81,648,1945,0.14,274,215,10,14,1.6,1.2,0.7,0.1,2.6,0.8,0.4,0,0,1,0,0.5,0.8,1.2,0.1,0.5,0.9,1,0.5,29.7,68.7,0.8,1.4,0
107,Che Adams,24,Midfielder,Southampton,1105,556,549,England,30,15,15,4,3,1,2,1,1,0,0,8,2,6,16,9,7,0,0,0.49,0.16,0.33,0.49,0.16,276,1.3,69,37,0,553,0,48,83,-1,5,0.2,0.1,0.6,0,0.3,0.1,0,0,4,2,1.2,0.4,0.6,0.5,0.3,0.7,1.3,2,0.4,8.3,64.9,0,0.2,0.1
108,Cheikhou Kouyaté,31,Midfielder,Crystal Palace,2536,1293,1243,Senegal,35,17,18,1,1,0,1,1,0,0,0,9,5,4,34,13,21,4,0,0.07,0.04,0.04,0.07,0,2536,1.21,75,72,634,2536,0.14,232,235,-1,8,1.9,1.2,0.9,0,1.6,0.6,0.3,0,1,1,0.7,0.3,0.5,0.8,0.1,0.7,1.3,1,0.3,24.3,73.9,0.1,0.7,0
109,Chris Basham,32,Defender,Sheffield United,3255,1629,1626,England,38,19,19,0,0,0,1,1,0,0,0,13,8,5,36,14,22,4,0,0.03,0.03,0,0,0,0,1,90,86,814,3255,0.11,339,246,41,23,2.2,2,0.7,0.3,4.4,0.9,0.4,0,0,1,0.2,0.3,0.6,0.8,0.1,0.2,0.9,1,0.3,34.6,74.7,0.2,1.8,0
110,Chris Mepham,23,Defender,AFC Bournemouth,910,460,450,Wales,12,7,5,1,1,0,0,0,0,0,0,1,0,1,19,9,10,1,0,0.1,0,0.1,0.2,0,910,1.88,48,76,910,0,0.1,161,393,155,12,1.7,1.4,0.9,0.5,5.2,0.3,0.9,0,1,0,0.6,0.1,0.3,0.4,0.1,0.3,0.4,0,0.1,41.7,86.6,0.1,1.6,0
111,Chris Wood,29,Forward,Burnley,2446,1335,1111,New Zealand,32,16,16,14,9,5,1,0,1,1,0,12,6,6,31,16,15,1,0,0.55,0.04,0.52,0.61,0.41,175,1.14,79,76,2446,2446,0.04,18,224,-1,1,0.2,0.1,1.1,0,0.6,0.3,0.1,1,14,1,2,0.7,0.2,0.9,1.1,0.9,2.4,1,0.7,14.4,63,0,0.1,0
112,Christain Saydee,18,Forward,AFC Bournemouth,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,Christian Atsu Twasam,29,Midfielder,Newcastle United,739,205,534,Ghana,19,7,12,0,0,0,3,1,2,0,0,4,2,2,12,2,10,2,0,0.37,0.37,0,0,0,0,1.46,62,39,370,246,0.24,288,12,-1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,Christian Benteke,30,Forward,Crystal Palace,1257,584,673,Belgium,24,11,13,2,1,1,1,0,1,0,0,8,4,4,17,7,10,5,1,0.21,0.07,0.14,0.15,0.13,629,1.22,74,52,210,1257,0.43,116,189,-1,6,0.4,0.2,1,0,1.2,0.4,0.2,0,2,1,1.7,0.8,0.8,0.8,0.5,1,2,1,0.8,14,54.3,0,0.3,0.1
115,Christian Eriksen,29,Midfielder,Tottenham Hotspur,1091,397,694,Denmark,20,8,12,2,0,2,2,1,1,0,0,2,1,1,16,3,13,5,0,0.33,0.16,0.16,0,0.26,546,1.32,68,55,218,546,0.41,106,80,-1,10,1,0.6,0.5,0,0.7,0.9,0.1,0,2,2,1.3,1.2,0,0.3,0.1,0.7,1.2,2,1.2,33.7,80.3,0.6,1.5,0.1
116,Christian Fuchs,35,Defender,Leicester City,770,199,571,Austria,11,4,7,0,0,0,0,0,0,0,0,3,2,1,10,1,9,0,0,0,0,0,0,0,0,1.17,77,70,0,0,0,282,397,59,20,1.3,1.5,0.2,0.3,2.1,1,0.3,0,0,0,0.5,0.2,0.2,0,0.1,0.2,1,0,0.2,51.2,80.8,0.2,2.4,0
117,Christian Kabasele,30,Defender,Watford,2252,1241,1011,Belgium,27,14,13,0,0,0,2,2,0,0,0,7,6,1,30,13,17,4,2,0.08,0.08,0,0,0,0,1.2,75,83,450,1126,0.2,404,157,64,19,1.4,1.3,0.8,0.8,4.6,0.6,0.9,0,0,2,0.3,0.2,0.3,0.5,0,0.2,0.4,2,0.2,24.8,72.7,0,2.2,0
118,Christian Pulisic,22,Midfielder,Chelsea,1727,870,857,USA,25,12,13,9,2,7,4,1,3,0,0,5,5,0,28,7,21,0,0,0.68,0.21,0.47,0.21,0.74,192,1.46,62,69,0,432,0,25,49,-1,3,0.9,0.2,0.6,0,0.3,0.7,0,0,9,4,2.5,1.2,2.2,1.2,0.1,2.5,2.1,4,1.2,26.7,79.9,0.2,0.8,0
119,Christoph Zimmermann,28,Defender,Norwich City,1430,674,756,Germany,17,8,9,0,0,0,1,1,0,0,0,3,1,2,26,11,15,3,0,0.06,0.06,0,0,0,0,1.64,55,84,477,1430,0.19,290,191,133,15,1.9,1.1,0.5,0.5,5.1,0.5,1.1,0,0,1,0.4,0.1,0.3,0.5,0,0.2,0.4,1,0.1,38.9,79,0,2.7,0
120,Ciaran Clark,31,Defender,Newcastle United,1189,586,603,Republic of Ireland,14,7,7,2,1,1,0,0,0,0,0,4,3,1,13,4,9,3,0,0.15,0,0.15,0.15,0.15,595,0.98,91,85,396,0,0.23,110,371,36,7,1.4,0.8,0.6,0.2,5.6,0.4,1,0,2,0,0.4,0.1,0.4,0.5,0,0.1,0.2,0,0.1,23,77.3,0,2,0
121,Claudio Andrés Bravo Muñoz,38,Goalkeeper,Manchester City,346,180,166,Chile,4,2,2,0,0,0,0,0,0,0,0,1,1,0,7,1,6,0,0,0,0,0,0,0,0,1.82,49,87,0,0,0,360,337,150,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,Cole Palmer,19,Defender,Manchester City,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,Connor Wickham,28,Forward,Crystal Palace,90,43,47,England,6,3,3,1,0,1,1,1,0,0,0,1,1,0,2,0,2,0,0,2,1,1,0,1.91,90,2,45,15,0,90,0,-1,-1,-1,11,0.2,0.2,0.7,0,0,0,0,0,1,1,0.5,0.5,0.3,0,0.2,0.3,0.7,1,0.5,7.7,58.7,0,0.3,0
124,Conor Coady,28,Midfielder,Wolverhampton Wanderers,3420,1710,1710,England,38,19,19,0,0,0,0,0,0,0,0,13,8,5,35,16,19,5,0,0,0,0,0,0,0,0.92,98,90,684,0,0.13,373,412,-1,16,0.9,0.7,0.4,0.4,3.1,0.4,0.4,0,0,0,0,0.1,0.1,0.2,0,0,0,0,0.1,48.7,85,0,7.6,0.1
125,Conor Coventry,21,Midfielder,West Ham United,0,0,0,Republic of Ireland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,Conor Hourihane,30,Midfielder,Aston Villa,1539,826,713,Republic of Ireland,27,13,14,3,2,1,5,2,3,0,0,5,5,0,27,14,13,4,0,0.47,0.29,0.18,0.22,0.13,513,1.58,57,57,385,308,0.23,98,25,-1,6,0.6,0.3,0.5,0,1,0.6,0.1,0,3,5,1.1,1.4,0.1,0.8,0.1,0.3,0.4,5,1.4,22.7,82.7,1,0.7,0
127,Craig Cathcart,32,Defender,Watford,2489,1185,1304,Northern Ireland,29,14,15,0,0,0,0,0,0,0,0,9,7,2,33,16,17,7,0,0,0,0,0,0,0,1.19,75,86,356,0,0.25,400,367,62,25,1.4,0.9,0.4,0.6,4.6,0.5,0.6,0,0,0,0.1,0.1,0.1,0.1,0,0.1,0.3,0,0.1,31.5,80.6,0,2.3,0
128,Craig Dawson,30,Defender,Watford,2359,1188,1171,England,29,15,14,2,2,0,0,0,0,0,0,6,4,2,46,20,26,6,0,0.08,0,0.08,0.15,0,1180,1.75,51,81,393,0,0.23,179,365,142,7,1,1.2,1.1,0.6,3.8,0.5,1.1,0,2,0,0.9,0.2,0.1,0.4,0,0.1,0.5,0,0.2,32.3,77.5,0,3,0
129,Curtis Jones,20,Midfielder,Liverpool,122,98,24,England,6,3,3,1,1,0,0,0,0,0,0,3,1,2,1,1,0,0,0,0.74,0,0.74,0.92,0,122,0.74,122,20,0,0,0,-1,-1,-1,14,0.7,0.3,0.5,0,0,0.2,0,0,1,0,1,0,0.5,0,0,0.7,0.3,0,0,20.5,87,0,0.5,0
130,Dale Stephens,31,Midfielder,Brighton & Hove Albion,2529,1185,1344,England,33,16,17,0,0,0,1,1,0,0,0,9,4,5,40,16,24,8,0,0.04,0.04,0,0,0,0,1.42,63,77,316,2529,0.28,407,227,-1,22,2.2,1.8,1.3,0,1.2,1.5,0.3,0,0,1,0.6,0.6,0.3,0.2,0,0.4,0.6,1,0.6,50.8,85.7,0,3.3,0.1
131,Damián Emiliano Martínez,28,Goalkeeper,Arsenal,770,360,410,Argentina,9,4,5,0,0,0,0,0,0,0,0,3,1,2,8,4,4,2,0,0,0,0,0,0,0,0.94,96,86,385,0,0.23,383,345,34,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,Dan Burn,28,Defender,Brighton & Hove Albion,2881,1441,1440,England,34,18,16,0,0,0,0,0,0,0,0,9,4,5,39,20,19,5,0,0,0,0,0,0,0,1.22,74,85,576,0,0.16,406,348,68,24,2,1.2,0.9,0.3,3.6,0.8,0.6,0,0,0,0.4,0.6,0.6,0.4,0.1,0.7,1.1,0,0.6,46.1,74.1,0.3,1.3,0
133,Dan Gosling,31,Midfielder,AFC Bournemouth,1261,517,744,England,24,12,12,3,2,1,1,1,0,0,0,2,1,1,22,7,15,3,0,0.29,0.07,0.21,0.35,0.12,420,1.57,57,53,420,1261,0.21,90,174,-1,4,1.1,0.8,0.9,0,0.9,0.9,0.5,0,3,1,0.5,0.4,0.2,0.8,0.1,0.9,1.3,1,0.4,21.7,77.3,0.1,0.7,0
134,Dan Nlundulu,22,Forward,Southampton,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,Dani Ceballos,24,Midfielder,Arsenal,1698,960,738,Spain,24,13,11,0,0,0,2,2,0,0,0,7,4,3,20,10,10,1,0,0.11,0.11,0,0,0,0,1.06,85,71,1698,849,0.05,382,120,-1,18,1.9,1.3,0.8,0,0.5,1.8,0.1,0,0,2,0.5,1.2,1.1,1.5,0,1.3,1,2,1.2,52.1,87.9,0.4,3.2,0.1
136,Daniel Adshead,19,Midfielder,Norwich City,0,0,0,Ecuador,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,Daniel Castelo Podence,25,Forward,Wolverhampton Wanderers,285,170,115,Portugal,9,5,4,1,1,0,0,0,0,0,0,6,5,1,0,0,0,0,0,0.32,0,0.32,0.53,0,285,0,0,32,0,0,0,49,310,-1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,Daniel James,23,Midfielder,Manchester United,2291,1131,1160,Wales,33,17,16,3,2,1,6,2,4,0,0,11,7,4,25,10,15,4,0,0.35,0.24,0.12,0.16,0.08,764,0.98,92,69,573,382,0.16,132,40,-1,6,0.6,0.2,0.4,0,0.2,1.2,0.1,0,3,6,1.3,0.8,0.8,1.7,0.1,0.9,1.4,6,0.8,21.2,78.7,0.5,0.4,0.1
139,Daniel William John Ings,28,Forward,Southampton,2815,1459,1356,England,38,19,19,22,10,12,2,0,2,1,1,9,3,6,42,26,16,3,0,0.77,0.06,0.7,0.62,0.8,128,1.34,67,74,938,1408,0.1,3,202,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,Danny Drinkwater,31,Midfielder,Aston Villa,322,254,68,England,5,4,1,0,0,0,0,0,0,0,0,0,0,0,11,10,1,1,0,0,0,0,0,0,0,3.07,29,64,322,0,0.28,298,294,-1,17,1.3,1.3,1.8,0,1.3,4,0,0,0,0,0.5,0.3,0.3,0.3,0,0.8,0.8,0,0.3,42,82.1,0,2.5,0
141,Danny Drinkwater,31,Midfielder,Aston Villa,322,254,68,England,5,4,1,0,0,0,0,0,0,0,0,0,0,0,11,10,1,1,0,0,0,0,0,0,0,3.07,29,64,322,0,0.28,298,294,-1,17,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,24,58.3,0,0,0
142,Danny Rose,30,Defender,Newcastle United,1759,874,885,England,23,12,11,0,0,0,0,0,0,0,0,6,4,2,24,8,16,7,0,0,0,0,0,0,0,1.23,73,76,251,0,0.36,412,415,71,21,1.9,0.9,1,0.2,1,0.8,0.4,0,0,0,0,0.3,0.5,2.1,0,0.1,0.5,0,0.3,33.4,78.5,0.2,0.7,0
143,Danny Rose,30,Defender,Newcastle United,1759,874,885,England,23,12,11,0,0,0,0,0,0,0,0,6,4,2,24,8,16,7,0,0,0,0,0,0,0,1.23,73,76,251,0,0.36,412,415,71,21,1.5,0.7,1.2,0.3,2.5,0.9,0.5,0,0,0,0.2,0.9,0.8,1.4,0,0.4,0.9,0,0.9,39.2,80,0.7,1,0
144,Danny Ward,27,Goalkeeper,Leicester City,0,0,0,Wales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,Danny Welbeck,30,Forward,Watford,816,367,449,England,18,8,10,2,1,1,0,0,0,0,0,1,1,0,12,3,9,0,0,0.22,0,0.22,0.25,0.2,408,1.32,68,45,0,0,0,78,381,-1,6,0.8,0.3,0.5,0.1,0.3,0.4,0.1,0,2,0,1.2,0.2,0.5,0.6,0.1,1.1,1.2,0,0.2,9.2,75.2,0,0,0
