,Player,age,position,Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer,Tackles,Inter,Fouls,Clear,Blocks,OwnG,Goals,Assists,SpG,KeyP,Drb,Fouled,Off,Disp,UnsTch,Assists.1,KeyP.1,AvgP,PS%,Crosses,LongB,ThrB
426,Mauro Arambarri,25,Midfielder,Getafe CF,3072,1548,1524,Uruguay,35,18,17,1,1,0,1,1,0,0,0,14,7,7,30,17,13,11,1,0.06,0.03,0.03,0.06,0,3072,0.88,102,88,279,3072,0.32,249,231,-1,10,2.1,1.2,2.3,0.9,0.1,0,1,1,1.3,0.5,0.9,1.8,0,1,1.3,1,0.5,25.6,67.9,0.4,2.5,0
427,Maxi Gómez,24,Forward,Valencia CF,2149,1176,973,Uruguay,33,17,16,10,7,3,2,2,0,0,1,8,7,1,29,11,18,5,0,0.5,0.08,0.42,0.54,0.28,215,1.21,74,65,430,1075,0.21,23,154,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
428,Maxime Gonalons,32,Midfielder,Granada CF,1509,670,839,France,19,9,10,0,0,0,0,0,0,0,0,5,4,1,20,5,15,7,0,0,0,0,0,0,0,1.19,75,79,216,0,0.42,270,282,-1,21,3.3,1.1,1.9,1.1,0.2,0,0,0,0.3,0.4,0.7,1.3,0,0.4,0.8,0,0.4,30.7,81.1,0,2.5,0.1
429,Miguel Alfonso Herrero Javaloyas,32,Midfielder,Real Valladolid,2189,1005,1184,Spain,29,14,15,1,0,1,2,1,1,1,0,11,7,4,20,4,16,6,0,0.12,0.08,0.04,0,0.08,2189,0.82,109,75,365,1095,0.25,241,169,-1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,Miguel Ángel Atienza Villa,21,Midfielder,SD Eibar,27,0,27,Spain,3,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,-1,-1,-1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431,Miguel Ángel Guerrero,30,Forward,Leganés,792,373,419,Spain,13,6,7,1,0,1,0,0,0,0,1,5,2,3,10,5,5,0,0,0.11,0,0.11,0,0.21,792,1.14,79,61,0,0,0,148,277,-1,4,0.1,0.2,1.2,0.3,0,0,1,0,1.1,0.6,0.6,0.6,0.2,1,1.5,0,0.6,14.5,76.7,0,0.1,0.1
432,Miguel Ángel Leal Díaz,24,Defender,Villarreal,0,0,0,Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433,Miguel Ángel Moyà Rumbo,37,Goalkeeper,Real Sociedad,1170,450,720,Spain,13,5,8,0,0,0,0,0,0,0,0,3,2,1,16,6,10,0,0,0,0,0,0,0,0,1.23,73,90,0,0,0,312,327,102,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
434,Miguel De La Fuente Escudero,21,Forward,Real Valladolid,229,109,120,Spain,7,4,3,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0.39,229,33,229,0,0.39,-1,-1,-1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435,Miguel Gutiérrez Ortega,19,Defender,Real Madrid,0,0,0,Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
436,Miguel Mari Sanchez,23,Forward,SD Eibar,6,6,0,Spain,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,-1,-1,-1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
437,Mikel Balenziaga,33,Defender,Athletic Club Bilbao,561,155,406,Spain,9,3,6,0,0,0,0,0,0,0,0,2,1,1,9,3,6,1,0,0,0,0,0,0,0,1.44,62,62,561,0,0.16,288,283,148,20,1.7,0.2,0.7,1.7,0.1,0,0,0,0.3,0.1,0.3,0.3,0,0.2,0.3,0,0.1,21.2,72.3,0.1,1.1,0
438,Mikel Merino,24,Midfielder,Real Sociedad,3143,1682,1461,Spain,36,19,17,5,5,0,1,1,0,0,0,9,6,3,41,20,21,9,0,0.17,0.03,0.14,0.27,0,629,1.17,77,87,349,3143,0.26,132,236,-1,5,2.2,1.4,2.1,1.4,0.2,0,5,1,1.2,0.9,1,2.5,0.1,1.4,1.6,1,0.9,53.7,75.8,0.2,2.2,0
439,Mikel Oyarzabal,24,Forward,Real Sociedad,3063,1549,1514,Spain,37,19,18,10,6,4,11,6,5,4,0,9,6,3,42,19,23,4,0,0.62,0.32,0.29,0.35,0.24,306,1.23,73,83,766,278,0.12,50,10,-1,2,1,0.4,0.9,0.4,0.1,0,10,11,1.7,1.4,1.8,1.5,0.4,1.4,2.4,11,1.4,28,77.5,0.6,1.2,0.1
440,Mikel San José,31,Midfielder,Athletic Club Bilbao,354,151,203,Spain,9,4,5,0,0,0,0,0,0,0,0,4,3,1,3,0,3,3,0,0,0,0,0,0,0,0.76,118,39,118,0,0.76,407,254,-1,13,0.9,0.9,0.6,1.2,0.1,0,0,0,0.5,0.1,0.1,0.1,0.1,0.3,0.5,0,0.1,13.2,71.2,0,0.6,0
441,Mikel Vesga,28,Midfielder,Athletic Club Bilbao,1264,428,836,Spain,20,8,12,0,0,0,1,1,0,0,0,5,2,3,15,5,10,3,0,0.07,0.07,0,0,0,0,1.07,84,63,421,1264,0.21,301,175,-1,14,1.3,1.6,1.4,1.2,0.4,0,0,1,0.7,0.3,0.3,0.6,0,0.6,0.9,1,0.3,26.4,81,0.1,1.2,0
442,Miquel Parera Pizá,24,Goalkeeper,RCD Mallorca,90,0,90,Spain,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,2,45,90,0,0,0,-1,-1,-1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
443,Moctar El Hacen El Id,23,Midfielder,Real Valladolid,0,0,0,Mauritania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
444,Modibo Sagnan,22,Forward,Real Sociedad,0,0,0,France,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445,Mohamed Ezzarfani,23,Midfielder,RCD Espanyol,0,0,0,Morocco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
446,Mohamed Salisu Abdul Karim,22,Defender,Real Valladolid,2726,1434,1292,Ghana,31,16,15,1,1,0,1,1,0,0,0,10,6,4,28,11,17,4,0,0.07,0.03,0.03,0.06,0,2726,0.92,97,88,682,2726,0.13,245,233,42,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
447,Moisés Gómez Bordonado,26,Midfielder,Villarreal,2326,1119,1207,Spain,37,19,18,5,5,0,4,3,1,0,0,12,7,5,30,14,16,1,0,0.35,0.15,0.19,0.4,0,465,1.16,78,63,2326,582,0.04,99,86,-1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
448,Mouctar Diakhaby,24,Defender,Valencia CF,1439,774,665,France,21,12,9,0,0,0,0,0,0,0,0,5,4,1,20,7,13,5,0,0,0,0,0,0,0,1.25,72,69,288,0,0.31,315,329,106,22,0.5,0.5,0.8,3.5,0.7,0,0,0,0,0.1,0.3,0.7,0.1,0.2,0.2,0,0.1,38.3,88.8,0,1.5,0
449,Moussa Wagué,22,Defender,FC Barcelona,90,0,90,Senegal,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,90,90,0,0,0,-1,-1,-1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,Mubarak Wakaso,30,Midfielder,Deportivo Alavés,1312,692,620,Ghana,16,8,8,0,0,0,0,0,0,0,0,5,4,1,24,5,19,12,1,0,0,0,0,0,0,1.65,55,82,109,0,0.82,428,342,-1,30,3.4,1.1,2.5,0.9,0.3,0,0,0,0.9,0.3,1.6,1.5,0,0.8,1.4,0,0.3,28.5,75,0.1,3.6,0
451,Munas Dabbur,28,Forward,Sevilla FC,24,12,12,Israel,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,-1,-1,-1,22,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0.5,1,0,0,8,75,0.5,0,0.5
452,Munir,25,Forward,Sevilla FC,1252,670,582,Spain,21,9,12,5,1,4,2,0,2,0,0,9,5,4,10,4,6,1,0,0.5,0.14,0.36,0.13,0.62,250,0.72,125,60,1252,626,0.07,34,94,-1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
453,Nabil Fekir,27,Forward,Real Betis,2649,1303,1346,France,32,16,16,7,4,3,4,2,2,1,0,4,2,2,48,22,26,10,2,0.37,0.14,0.24,0.28,0.2,378,1.63,55,83,265,662,0.34,68,98,-1,3,1.3,0.3,2.2,0.1,0.1,0,7,4,3.2,1.3,3.1,3.5,0.4,1.9,2.6,4,1.3,29.8,83.9,0.5,1.2,0
454,Nacho Fernandez,31,Defender,Real Madrid,437,123,314,Spain,6,2,4,1,0,1,0,0,0,0,0,4,2,2,2,0,2,3,0,0.21,0,0.21,0,0.29,437,0.41,219,73,146,0,0.62,85,430,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
455,Nacho Monreal,35,Defender,Real Sociedad,2392,1354,1038,Spain,29,16,13,2,2,0,0,0,0,0,0,7,5,2,31,16,15,3,0,0.08,0,0.08,0.13,0,1196,1.17,77,82,797,0,0.11,186,296,87,8,1.3,1.5,1.2,1.8,0.1,0,2,0,0.7,0.4,0.3,0.6,0.1,0.2,0.8,0,0.4,37.2,83.5,0.5,1,0
456,Nacho Vidal,26,Defender,CA Osasuna,2331,1135,1196,Spain,30,16,14,0,0,0,0,0,0,0,0,11,6,5,31,18,13,5,0,0,0,0,0,0,0,1.2,75,78,466,0,0.19,414,335,95,29,1.5,1.5,0.9,1.7,0.2,0,0,0,0.6,0.7,0.9,1.2,0,0.2,1,0,0.7,32,69.9,0.4,2.6,0.1
457,Naïs Djouahra,21,Midfielder,Real Sociedad,29,27,2,France,2,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,3.1,3.1,0,0,0,0,3.1,29,15,0,29,0,-1,-1,-1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,Nélson Semedo,27,Defender,FC Barcelona,2095,1125,970,Portugal,32,16,16,1,0,1,2,2,0,0,0,13,7,6,22,8,14,2,0,0.13,0.09,0.04,0,0.09,2095,0.95,95,65,1048,1048,0.09,239,144,48,16,1.6,0.7,0.7,0.7,0.1,0,1,2,0.3,0.4,1.5,0.9,0.1,0.8,1.1,2,0.4,46.3,89.5,0.1,1.6,0
459,Nemanja Gudelj,29,Midfielder,Sevilla FC,1200,402,798,Serbia,24,9,15,0,0,0,0,0,0,0,0,14,6,8,12,3,9,6,0,0,0,0,0,0,0,0.9,100,50,200,0,0.45,262,431,-1,23,0.8,0.5,0.9,1.3,0.3,0,0,0,0.3,0.1,0.4,0.8,0,0.2,0.5,0,0.1,27.4,90.3,0.1,1.1,0
460,Nemanja Maksimović,26,Midfielder,Getafe CF,2898,1461,1437,Serbia,35,18,17,2,0,2,0,0,0,0,0,15,8,7,28,15,13,5,0,0.06,0,0.06,0,0.13,1449,0.87,104,83,580,0,0.16,213,255,-1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
461,Nemanja Radoja,28,Midfielder,Levante UD,1994,1091,903,Serbia,26,14,12,1,1,0,0,0,0,0,0,2,2,0,33,14,19,3,0,0.05,0,0.05,0.08,0,1994,1.49,60,77,665,0,0.14,223,285,-1,12,1.7,0.9,1,0.8,0.2,0,1,0,0,0.2,1.1,0.7,0.1,0.9,0.7,0,0.2,37.5,85.5,0.1,2.3,0
462,Néstor Alejandro Araújo Razo,29,Defender,Celta de Vigo,2891,1468,1423,Mexico,34,17,17,1,0,1,2,1,1,0,0,11,6,5,38,16,22,10,0,0.09,0.06,0.03,0,0.06,2891,1.18,76,85,289,1446,0.31,250,193,88,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
463,Neto,31,Goalkeeper,FC Barcelona,180,0,180,Brazil,2,0,2,0,0,0,0,0,0,0,0,1,0,1,2,0,2,0,0,0,0,0,0,0,0,1,90,90,0,0,0,-1,-1,-1,23,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28,87.5,0,2.5,0
464,Nicolás Melamed Ribaudo,20,Midfielder,RCD Espanyol,181,119,62,Spain,6,3,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,30,181,0,0.5,-1,-1,-1,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
465,Nikola Vukčević,29,Midfielder,Levante UD,1573,734,839,Montenegro,30,12,18,0,0,0,2,1,1,0,0,4,3,1,28,8,20,11,0,0.11,0.11,0,0,0,0,1.6,56,52,143,787,0.63,365,116,-1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
466,Nil Garrido,20,Midfielder,Real Betis,0,0,0,Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
467,Nolito,34,Forward,Celta de Vigo,1222,729,493,Spain,22,13,9,5,4,1,1,1,0,1,0,9,5,4,12,5,7,3,1,0.44,0.07,0.37,0.49,0.18,244,0.88,102,56,407,1222,0.22,31,174,-1,3,0.9,0.1,1.3,0.4,0.1,0,2,1,0.9,0.8,0.5,0.3,0.1,0.4,1.4,1,0.8,19,72.4,0.4,1.9,0.1
468,Nolito,34,Forward,Celta de Vigo,1222,729,493,Spain,22,13,9,5,4,1,1,1,0,1,0,9,5,4,12,5,7,3,1,0.44,0.07,0.37,0.49,0.18,244,0.88,102,56,407,1222,0.22,31,174,-1,3,1.4,0.1,1.5,0.1,0,0,3,0,2,0.7,0.7,0.6,0.7,0.5,1.4,0,0.7,21.3,78.7,0.1,0.9,0
469,Oghenekaro Etebo,25,Forward,Getafe CF,574,268,306,Nigeria,10,6,4,1,1,0,0,0,0,0,0,5,3,2,6,2,4,4,0,0.16,0,0.16,0.34,0,574,0.94,96,57,144,0,0.63,120,281,-1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470,Ohian Sancet Tirapu,21,Midfielder,Athletic Club Bilbao,742,346,396,Spain,17,10,7,1,1,0,1,0,1,0,0,5,4,1,6,1,5,1,0,0.24,0.12,0.12,0.26,0,742,0.73,124,44,742,742,0.12,146,114,-1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471,Oier Olazábal Paredes,31,Goalkeeper,RCD Espanyol,180,180,0,Spain,2,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,-1,-1,-1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
472,Oier Sanjurjo Mate,34,Defender,CA Osasuna,2327,1054,1273,Spain,29,13,16,2,1,1,1,1,0,0,0,9,4,5,28,16,12,14,1,0.12,0.04,0.08,0.09,0.07,1164,1.08,83,80,166,2327,0.54,183,216,65,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473,Okay Yokuşlu,27,Midfielder,Celta de Vigo,1978,916,1062,Turkey,26,12,14,0,0,0,2,2,0,0,0,9,4,5,25,9,16,6,0,0.09,0.09,0,0,0,0,1.14,79,76,330,989,0.27,276,151,-1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
474,Oliver Burke,24,Midfielder,Deportivo Alavés,1420,474,946,Scotland,31,15,16,1,1,0,2,1,1,0,0,5,4,1,21,5,16,2,0,0.19,0.13,0.06,0.19,0,1420,1.33,68,46,710,710,0.13,205,107,-1,5,0.6,0.3,0.6,0.4,0,0,1,2,0.7,0.2,0.9,0.4,0,0.6,1,2,0.2,10.2,67.4,0,0.2,0
475,Óliver Torres Muñoz,26,Midfielder,Sevilla FC,1608,901,707,Spain,28,15,13,3,0,3,3,3,0,0,0,15,9,6,16,7,9,5,0,0.34,0.17,0.17,0,0.38,536,0.9,101,57,322,536,0.28,106,63,-1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
476,Óscar Clemente Mues,22,Forward,Atlético Madrid,3,0,3,Spain,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,-1,-1,-1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477,Óscar de Marcos,32,Defender,Athletic Club Bilbao,538,228,310,Spain,13,7,6,0,0,0,1,0,1,0,0,3,2,1,6,3,3,1,0,0.17,0.17,0,0,0,0,1,90,41,538,538,0.17,356,68,56,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
478,Óscar Esau Duarte Gaitán,31,Defender,Levante UD,484,230,254,Costa Rica,8,4,4,0,0,0,0,0,0,0,0,2,2,0,13,3,10,0,0,0,0,0,0,0,0,2.42,37,61,0,0,0,281,297,186,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479,Óscar Melendo Jiménez,23,Midfielder,RCD Espanyol,1111,705,406,Spain,24,12,12,0,0,0,0,0,0,0,0,4,2,2,16,13,3,0,0,0,0,0,0,0,0,1.3,69,46,0,0,0,385,420,-1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480,Óscar Plano Pedreño,30,Forward,Real Valladolid,2510,1354,1156,Spain,36,19,17,4,2,2,2,1,1,0,0,12,8,4,26,11,15,6,0,0.22,0.07,0.14,0.13,0.16,628,0.93,97,70,418,1255,0.22,133,188,-1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
481,Óscar Rodríguez Arnaiz,22,Midfielder,Leganés,1922,1000,922,Spain,30,16,14,9,5,4,2,2,0,2,0,5,4,1,34,17,17,7,1,0.52,0.09,0.42,0.45,0.39,214,1.59,57,64,240,961,0.37,21,145,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
482,Ousmane Dembélé,23,Midfielder,FC Barcelona,356,176,180,France,5,3,2,1,1,0,0,0,0,0,0,1,1,0,2,0,2,2,1,0.25,0,0.25,0.51,0,356,0.51,178,71,119,0,0.76,65,289,-1,18,0.4,0,0.2,0,0,0,1,0,1,1.6,2.8,1,0.8,1,2.2,0,1.6,47.2,78,1,2.6,0.2
483,Pablo Chavarría,33,Forward,RCD Mallorca,199,89,110,Argentina,13,6,7,0,0,0,0,0,0,0,0,1,1,0,2,1,1,1,0,0,0,0,0,0,0,0.9,100,15,199,0,0.45,-1,-1,-1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,Pablo de Blasis,33,Midfielder,SD Eibar,1593,848,745,Argentina,30,15,15,2,1,1,3,2,1,1,0,8,4,4,29,14,15,1,0,0.28,0.17,0.11,0.11,0.12,797,1.64,55,53,1593,531,0.06,153,64,-1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
485,Pablo Gozalbez Gilabert,20,Forward,Valencia CF,0,0,0,Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,Pablo Hervías Ruiz,28,Midfielder,Real Valladolid,1009,583,426,Spain,25,15,10,1,1,0,0,0,0,0,0,7,5,2,12,3,9,1,0,0.09,0,0.09,0.15,0,1009,1.07,84,40,1009,0,0.09,168,288,-1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487,Pablo Lombo Suárez,21,Goalkeeper,Leganés,0,0,0,Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
488,Pablo Martínez Andrés,23,Midfielder,Levante UD,29,10,19,Spain,5,2,3,0,0,0,0,0,0,0,0,2,2,0,1,0,1,0,0,0,0,0,0,0,0,3.1,29,6,0,0,0,-1,-1,-1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
489,Pablo Pérez Rico,19,Defender,Sevilla FC,0,0,0,Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
490,Pablo Piatti,32,Midfielder,RCD Espanyol,53,38,15,Argentina,3,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1.7,53,18,0,0,0,-1,-1,-1,13,0.7,0,0,0.3,0,0,0,0,1,0,0.3,0.7,0.3,0,1,0,0,7,85.7,0,0,0
491,Paco Alcácer,27,Forward,Villarreal,930,527,403,Spain,13,7,6,4,3,1,1,1,0,0,0,5,2,3,13,8,5,1,0,0.48,0.1,0.39,0.51,0.22,233,1.26,72,72,930,930,0.1,29,133,-1,5,0.2,0.2,0.3,0.7,0.1,0,4,1,2,0.7,0.2,0.8,1,0.6,1.2,1,0.7,17.3,79.1,0,0.3,0.2
492,Pape Cheik Diop Guete,23,Midfielder,Celta de Vigo,593,276,317,Spain,16,8,8,0,0,0,1,1,0,0,0,6,3,3,8,0,8,6,1,0.15,0.15,0,0,0,0,1.21,74,37,99,593,0.91,359,88,-1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
493,Pape Diop,23,Midfielder,SD Eibar,2257,1004,1253,Spain,30,15,15,1,0,1,0,0,0,0,0,7,3,4,40,17,23,7,0,0.04,0,0.04,0,0.07,2257,1.6,56,75,322,0,0.28,238,272,-1,10,1.3,1.1,1.8,1.1,0.2,0,1,0,0.9,0.5,0.1,1.1,0,0.5,1,0,0.5,25.8,72.6,0,1.7,0
494,Pau Francisco Torres,24,Defender,Villarreal,2970,1530,1440,Spain,34,18,16,2,1,1,1,0,1,0,0,11,7,4,43,22,21,6,0,0.09,0.03,0.06,0.06,0.06,1485,1.3,69,87,495,2970,0.18,215,243,117,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
495,Paulino de la Fuente Gómez,23,Forward,Deportivo Alavés,72,16,56,Spain,3,1,2,0,0,0,0,0,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,0,2.5,36,24,0,0,0,-1,-1,-1,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
496,Paulo Oliveira,29,Defender,SD Eibar,2089,1128,961,Portugal,26,13,13,1,0,1,0,0,0,0,0,8,4,4,29,14,15,7,1,0.04,0,0.04,0,0.09,2089,1.25,72,80,298,0,0.3,230,360,108,15,1.2,1.6,0.8,3.8,0.5,1,1,0,0.5,0.1,0.1,0.6,0,0,0.1,0,0.1,32.2,66.2,0,4,0
497,Pedro Antonio Porro Sauceda,0,Forward,Real Valladolid,734,204,530,Spain,13,3,10,0,0,0,0,0,0,0,0,3,1,2,15,4,11,1,0,0,0,0,0,0,0,1.84,49,56,734,0,0.12,358,387,-1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
498,Pedro Bigas,30,Defender,SD Eibar,1779,1081,698,Spain,23,13,10,3,2,1,0,0,0,0,0,8,5,3,20,14,6,2,0,0.15,0,0.15,0.17,0.13,593,1.01,89,77,890,0,0.1,124,368,57,5,0.8,1.6,0.4,3.3,0.4,0,3,0,0.3,0.1,0,0.8,0.1,0,0.3,0,0.1,29.8,67.9,0.1,3.4,0
499,Pedro León Sánchez Gil,34,Midfielder,SD Eibar,1903,1135,768,Spain,31,17,14,1,1,0,2,2,0,0,0,10,6,4,26,13,13,4,0,0.14,0.09,0.05,0.08,0,1903,1.23,73,61,476,952,0.19,224,147,-1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,Pere Joan García Bauzà,19,Goalkeeper,RCD Mallorca,0,0,0,Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,Pere Pons,28,Midfielder,Deportivo Alavés,1068,334,734,Spain,30,15,15,1,0,1,1,0,1,0,0,8,6,2,30,5,25,3,0,0.17,0.08,0.08,0,0.12,1068,2.53,36,36,356,1068,0.25,172,156,-1,12,0.9,0.4,0.8,0.3,0.1,0,1,1,0.1,0.2,0.1,0.5,0,0.3,1.1,1,0.2,12.6,74,0.1,0.5,0
502,Pervis Josué Estupiñán Tenorio,23,Defender,CA Osasuna,2977,1484,1493,Ecuador,36,18,18,1,1,0,5,1,4,0,0,9,5,4,44,24,20,9,0,0.18,0.15,0.03,0.06,0,2977,1.33,68,83,331,595,0.27,255,82,126,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
503,Pione Sisto,26,Forward,Celta de Vigo,884,438,446,Denmark,21,10,11,2,1,1,0,0,0,0,0,6,2,4,12,3,9,2,0,0.2,0,0.2,0.21,0.2,442,1.22,74,42,442,0,0.2,92,402,-1,5,0.8,0.3,0.4,0.1,0,0,2,0,1.4,0.4,1.1,1.2,0.2,1.2,2,0,0.4,19,82.7,0.3,0.9,0
