,Player,Goals,Assists,SpG,KeyP,Drb,Fouled,Off,Disp,UnsTch,Rating
87,Jeremie BogaSassuolo,4,2,1.2,0.4,3.2,1.3,0.3,1.1,2.1,6.85
88,Hans HateboerAtalanta,2,1,1.2,0.9,0.2,0.4,0.1,0.5,1.3,6.84
89,Kevin StrootmanGenoa,0.0,4,0.3,1.3,0.5,0.7,0.1,0.6,0.9,6.83
90,Wilfried Stephane SingoTorino,1,2,0.4,0.9,1.9,1.8,0.1,0.5,1.5,6.83
91,Pietro TerraccianoFiorentina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.83
92,Simone EderaTorino,0.0,0.0,1.5,1.5,1,0.5,0.0,0.0,1,6.83
93,Gian Marco FerrariSassuolo,0.0,4,0.7,0.4,0.2,1.1,0.0,0.2,0.5,6.82
94,Ionut RaduInter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.82
95,Alberto PaleariGenoa,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,6.82
96,Musa BarrowBologna,8,8,2.3,1.6,0.9,0.8,0.3,1.4,2.7,6.82
97,Matthijs de LigtJuventus,1,1,0.7,0.3,0.2,0.9,0.1,0.1,0.4,6.82
98,Nehuén PazBologna,1,0.0,0.3,0.2,0.0,0.3,0.0,0.0,0.3,6.82
99,Koray GünterVerona,0.0,2,0.2,0.2,0.3,0.4,0.0,0.0,0.2,6.81
100,Franck RibéryFiorentina,2,6,0.7,1.2,2.2,2.5,0.2,2.9,2.5,6.81
101,Emil AuderoSampdoria,0.0,1,0.0,0.0,0.0,0.2,0.0,0.0,0.0,6.81
102,Elseid HysajNapoli,0.0,2,0.3,0.6,0.9,0.8,0.0,0.3,1,6.81
103,Marko RogCagliari,0.0,0.0,0.6,0.6,1.4,1.6,0.0,0.9,1.4,6.8
104,Alessio CragnoCagliari,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,6.8
105,Gianluigi DonnarummaAC Milan,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,6.8
106,Alexis SánchezInter,7,5,1,1.1,0.8,1.1,0.3,1.1,1.4,6.79
107,M'Bala NzolaSpezia,11,3,1.8,0.9,1.1,1.1,1,1.6,3.3,6.79
108,Antonio CandrevaSampdoria,5,8,1.6,1.8,0.8,0.8,0.3,0.3,1.4,6.79
109,Cristián ZapataGenoa,0.0,0.0,0.3,0.1,0.1,0.4,0.0,0.2,0.4,6.79
110,Nikola MilenkovicFiorentina,3,1,0.6,0.2,0.2,0.5,0.0,0.1,0.4,6.79
111,Mattia PerinGenoa,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,6.78
112,Razvan MarinCagliari,3,6,0.7,1.9,0.9,0.6,0.1,0.7,1.3,6.78
113,Léo SenaSpezia,0.0,0.0,0.1,0.1,2.3,3.8,0.0,0.7,0.6,6.78
114,Armando IzzoTorino,2,0.0,0.7,0.2,0.5,1.4,0.1,0.3,0.7,6.78
115,Francesco CaputoSassuolo,11,5,1.7,0.6,0.2,1.3,0.8,0.5,1.5,6.77
116,Diego DemmeNapoli,2,3,0.6,0.8,0.3,1.2,0.0,0.8,0.6,6.77
117,Takehiro TomiyasuBologna,2,0.0,0.5,0.3,0.5,0.4,0.1,0.3,1,6.77
118,Bram NuytinckUdinese,1,0.0,0.2,0.2,0.2,0.3,0.0,0.1,0.4,6.77
119,Davide ZappacostaGenoa,4,2,1.6,0.5,1.3,0.8,0.3,0.9,1.7,6.77
120,Tiemoué BakayokoNapoli,2,1,0.5,0.4,0.8,1.6,0.0,0.6,0.8,6.76
121,Stefan RaduLazio,0.0,3,0.2,0.6,0.4,0.7,0.0,0.2,0.5,6.75
122,Aaron RamseyJuventus,2,4,1.1,1.4,0.5,0.8,0.1,0.4,1.4,6.75
123,Alessio RomagnoliAC Milan,1,1,0.7,0.1,0.0,0.5,0.0,0.0,0.3,6.75
124,Cristian AnsaldiTorino,1,6,0.6,1.2,0.9,0.7,0.0,0.5,0.8,6.74
125,Gianluigi BuffonJuventus,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,6.74
126,David OspinaNapoli,0.0,1,0.0,0.1,0.0,0.3,0.0,0.0,0.0,6.74
127,Radja NainggolanCagliari,1,0.0,2.2,1,1.3,1.0,0.0,1.5,1.5,6.74
128,Gianluca CaprariBenevento,5,6,1.6,1.2,1.7,1.8,0.3,1.7,2.4,6.74
129,Yildirim Mert ÇetinVerona,0.0,0.0,0.3,0.0,0.5,0.7,0.0,0.3,0.3,6.74
130,SimyCrotone,20,2,1.7,0.7,0.9,1.2,0.6,1.9,3.2,6.73
131,José Luis PalominoAtalanta,1,2,0.1,0.3,0.1,0.4,0.1,0.1,0.4,6.73
132,HernaniParma Calcio ,7,3,1,1.1,1.1,0.7,0.0,0.8,1.2,6.73
133,Bartosz BereszynskiSampdoria,1,0.0,0.1,0.3,0.6,0.9,0.0,0.5,0.9,6.72
134,Diogo DalotAC Milan,1,1,0.5,0.4,0.4,0.2,0.1,0.2,0.8,6.72
135,Nahitan NándezCagliari,2,2,1,1,1.2,1.8,0.3,0.9,1.6,6.72
136,Riccardo OrsoliniBologna,7,3,1.6,0.9,1.1,1.3,0.2,0.5,1.4,6.72
137,Filip DjuricicSassuolo,5,4,1.7,1.7,1.1,1.2,0.2,1.5,1.7,6.72
138,Wojciech SzczesnyJuventus,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.71
139,Fabio QuagliarellaSampdoria,13,1,2.5,0.6,0.5,1.1,0.5,1,1.8,6.71
140,Ismaël BennacerAC Milan,0.0,2,0.6,0.2,1.4,1.4,0.0,0.7,1,6.71
141,Giacomo BonaventuraFiorentina,3,2,1.3,0.7,1.2,1.2,0.2,0.9,1.1,6.71
142,Merih DemiralJuventus,0.0,1,0.4,0.3,0.1,0.1,0.1,0.1,0.2,6.71
143,Lukasz SkorupskiBologna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,6.71
144,Rodrigo PalacioBologna,5,5,1.5,1.1,1,2,1,1.3,2.4,6.71
145,Mattia BaniGenoa,0.0,0.0,0.5,0.2,0.0,0.6,0.1,0.5,0.2,6.71
146,Giangiacomo MagnaniVerona,0.0,0.0,0.5,0.0,0.1,1.2,0.0,0.0,0.6,6.7
147,Yordan OsorioParma Calcio ,0.0,0.0,0.3,0.1,0.7,0.7,0.0,0.5,0.9,6.7
148,Gastón BrugmanParma Calcio ,1,1,0.7,1,0.6,0.8,0.0,0.3,0.8,6.7
149,Gian Marco CrespiCrotone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7
150,Gianluca ScamaccaGenoa,8,2,1.8,0.6,0.6,0.7,0.4,1,1.7,6.7
151,Arkadiusz RecaCrotone,2,3,1.0,0.9,1.2,0.8,0.2,0.5,1.6,6.7
152,Christian EriksenInter,3,0.0,1.2,1.2,0.4,0.2,0.0,0.7,0.7,6.69
153,Jerdy SchoutenBologna,1,1,0.3,0.7,1.1,0.7,0.0,0.6,1.0,6.69
154,Antonin BarakVerona,7,3,1.3,0.7,0.8,0.5,0.1,0.9,1.3,6.69
155,Matteo GabbiaAC Milan,0.0,0.0,0.6,0.0,0.0,0.6,0.0,0.0,0.3,6.69
156,Dejan KulusevskiJuventus,4,3,1.0,1.5,1.2,0.8,0.1,1.3,1.9,6.69
157,Mattia DestroGenoa,11,1,1.3,0.2,0.8,1.3,0.8,0.7,1.5,6.68
158,Jordan VeretoutRoma,10,2,1.4,0.9,0.4,0.4,0.1,0.3,0.7,6.68
159,Hamed TraoreSassuolo,5,2,1.2,1,1.5,0.5,0.1,0.7,1.6,6.68
160,Erick PulgarFiorentina,1,3,0.5,0.7,0.4,0.7,0.0,0.2,0.8,6.68
161,Weston McKennieJuventus,5,2,0.9,0.8,0.6,0.2,0.1,0.6,1.1,6.68
162,Giuseppe PezzellaParma Calcio ,1,4,0.3,0.8,1.5,1.0,0.0,1.0,0.8,6.68
163,Domenico CriscitoGenoa,1,0.0,0.3,0.3,0.2,1.1,0.0,0.2,0.4,6.68
164,Albin EkdalSampdoria,2,1,0.4,0.3,0.6,1.8,0.0,0.6,0.7,6.68
165,Ivan PerisicInter,4,4,1.1,0.9,0.2,0.1,0.3,0.2,0.7,6.67
166,PedroRoma,5,2,1.6,1.1,1.1,1.3,0.3,0.4,1.7,6.67
167,Matteo ScozzarellaParma Calcio ,0.0,0.0,0.0,2.0,0.0,0.3,0.0,0.7,0.3,6.67
168,Alex FerrariSampdoria,0.0,1,0.0,0.3,0.1,0.8,0.0,0.3,0.8,6.67
169,Roberto PereyraUdinese,5,7,0.8,1.3,1.1,1.7,0.2,1.5,2.4,6.67
170,Ivan IlicVerona,2,0.0,0.4,0.6,1.0,1.0,0.0,0.4,0.9,6.67
171,Rafael TolóiAtalanta,2,0.0,0.9,0.5,0.3,0.5,0.0,0.4,0.7,6.67
172,Manolo GabbiadiniSampdoria,3,2,1.8,0.7,0.2,1.1,0.2,0.3,1.1,6.67
173,Lucas LeivaLazio,0.0,0.0,0.4,0.2,0.3,0.8,0.0,0.4,0.4,6.67
174,Luiz FelipeLazio,0.0,0.0,0.3,0.2,0.1,0.6,0.1,0.1,0.5,6.67
175,Gaetano LetiziaBenevento,3,1,0.5,0.6,0.5,0.9,0.0,0.5,0.8,6.67
176,Darko LazovicVerona,3,6,1.0,1.1,0.6,0.1,0.3,0.5,1.0,6.67
177,Alexis SaelemaekersAC Milan,2,4,0.9,0.9,1.2,1.1,0.2,0.6,1.9,6.66
178,Andrea CarboniCagliari,0.0,1,0.3,0.3,0.2,0.4,0.0,0.1,0.3,6.66
179,Adam MarusicLazio,2,3,0.8,0.8,0.7,0.4,0.1,0.6,0.7,6.66
180,Georgios KyriakopoulosSassuolo,1,0.0,1.0,0.6,1.2,0.3,0.0,0.8,1.0,6.66
181,Leonardo BonucciJuventus,2,0.0,0.6,0.1,0.1,0.6,0.1,0.1,0.2,6.66
182,Simone VerdiTorino,1,5,1.2,1.6,1.2,0.7,0.1,0.8,1.0,6.66
183,LyancoTorino,0.0,0.0,0.5,0.3,0.8,0.6,0.0,0.2,0.4,6.66
184,Adama SoumaoroBologna,1,0.0,0.4,0.2,0.3,1.0,0.0,0.1,0.4,6.65
185,Federico CeccheriniVerona,0.0,0.0,0.5,0.2,0.4,1.3,0.0,0.2,0.6,6.65
186,Tomás RincónTorino,1,1,0.6,0.4,1.0,1.2,0.0,0.7,1.1,6.65
187,Chris SmallingRoma,0.0,1,0.4,0.1,0.3,0.5,0.1,0.3,0.5,6.65
188,Rick KarsdorpRoma,1,6,0.4,0.8,0.6,0.4,0.1,0.4,0.6,6.64
189,Nicolas ViolaBenevento,5,3,1.1,1.1,0.7,1.4,0.0,0.4,1.1,6.64
190,Bryan CristanteRoma,1,3,0.8,0.5,0.7,0.4,0.1,0.2,0.6,6.64
191,Tolgay ArslanUdinese,3,0.0,0.7,0.3,1.1,1.5,0.0,0.7,0.7,6.64
192,Andreas CorneliusParma Calcio ,1,4,1,0.8,0.4,1.7,0.5,1.2,1.9,6.64
193,Adrien TamezeVerona,1,0.0,0.5,0.4,1.1,0.9,0.1,0.8,1.2,6.64
194,Giorgio ChielliniJuventus,0.0,1,0.4,0.1,0.1,0.9,0.1,0.1,0.3,6.64
195,Alex MeretNapoli,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.64
196,Charalampos LykogiannisCagliari,4,2,0.9,0.5,0.4,0.8,0.1,0.3,1.1,6.63
197,Lucas Martínez QuartaFiorentina,1,0.0,0.8,0.3,0.7,0.5,0.0,0.3,0.7,6.63
198,Thomas StrakoshaLazio,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,6.63
199,Mario PasalicAtalanta,6,2,0.8,0.7,0.4,0.4,0.0,0.7,1,6.63
200,Mário RuiNapoli,0.0,2,0.7,1.1,0.5,1.5,0.1,0.1,0.9,6.63
201,Julian ChabotSpezia,1,1,0.4,0.2,0.4,1.3,0.0,0.2,0.4,6.63
202,Maya YoshidaSampdoria,1,2,0.3,0.2,0.2,0.6,0.0,0.0,0.4,6.63
203,Luca CigariniCrotone,0.0,0.0,1.1,1.1,0.6,1.3,0.0,0.7,0.7,6.63
204,ArthurJuventus,1,0.0,0.1,0.8,0.9,1.0,0.0,0.5,0.7,6.63
205,Rodrigo BecãoUdinese,1,0.0,0.3,0.2,0.1,1.3,0.0,0.3,0.3,6.63
206,Lorenzo TonelliSampdoria,1,0.0,0.6,0.0,0.2,1.1,0.0,0.2,0.2,6.62
207,Adam OunasCagliari,0.0,0.0,0.9,1,2.7,1.3,0.1,1.4,1.6,6.62
208,Manuel LazzariLazio,2,5,0.8,0.9,1,1.7,0.1,0.7,1.3,6.62
209,Kastriot DermakuParma Calcio ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.62
210,Samir HandanovicInter,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,6.62
211,Tommaso AugelloSampdoria,1,3,0.2,0.8,0.8,0.7,0.1,0.4,1.2,6.62
212,Kamil GlikBenevento,2,1,0.8,0.1,0.1,0.6,0.0,0.1,0.4,6.61
213,Stefano SturaroGenoa,1,0.0,0.8,0.7,0.8,2.0,0.3,1.3,2.7,6.61
214,Kostas ManolasNapoli,0.0,0.0,0.3,0.2,0.1,0.4,0.0,0.0,0.0,6.61
215,Emmanuel GyasiSpezia,4,6,0.8,0.7,1.1,1.4,0.8,1.2,2,6.61
216,GervinhoParma Calcio ,5,1,1.2,1,2.1,0.4,0.7,0.9,1.7,6.61
217,Tommaso PobegaSpezia,6,0.0,1.1,0.4,0.2,0.9,0.0,0.3,0.9,6.61
218,Rolando MandragoraTorino,3,1,1.6,0.9,0.6,1.8,0.1,0.4,1.2,6.61
219,Antonio MiranteRoma,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,6.6
220,Graziano PellèParma Calcio ,1,2,1.1,0.9,0.1,1.0,0.3,0.7,1.2,6.6
221,Riccardo SottilCagliari,2,1,1.2,0.8,1.9,1.7,0.0,1.0,1.4,6.6
222,Giacomo RaspadoriSassuolo,6,0.0,0.9,1.0,0.6,0.9,0.1,0.9,1.3,6.6
223,Brahim DíazAC Milan,4,3,1.0,0.7,0.9,1.1,0.0,0.9,1.6,6.6
224,Mikkel DamsgaardSampdoria,2,4,0.7,0.7,1.5,0.8,0.1,0.8,1.5,6.6
225,Arturo VidalInter,1,1,0.9,0.4,0.1,0.7,0.0,0.3,0.7,6.6
226,Nicola SansoneBologna,2,2,1.2,1.2,1.3,1.5,0.1,1.1,1.4,6.6
227,Yann KaramohParma Calcio ,2,1,0.9,0.6,1.6,0.5,0.3,0.9,1.8,6.6
228,Cristiano BiraghiFiorentina,1,5,0.7,1.4,0.4,0.7,0.1,0.1,0.9,6.6
229,Pierre KaluluAC Milan,1,1,0.2,0.5,0.2,0.2,0.0,0.1,0.3,6.59
230,Amir RrahmaniNapoli,1,0.0,0.3,0.0,0.1,0.5,0.0,0.0,0.2,6.59
231,Lucien AgoumeSpezia,0.0,0.0,0.2,0.2,0.5,0.7,0.0,0.7,0.8,6.59
232,Miguel VelosoVerona,2,2,0.6,0.5,0.4,0.5,0.0,0.2,1,6.59
233,Pau LópezRoma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.59
234,Borja MayoralRoma,10,2,1.3,0.7,0.3,0.9,0.4,0.7,1.3,6.59
235,Pepe ReinaLazio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.59
236,SamirUdinese,1,0.0,0.4,0.3,0.2,1.2,0.1,0.5,0.4,6.58
237,Luca CeppitelliCagliari,0.0,0.0,0.4,0.1,0.1,0.7,0.1,0.1,0.5,6.58
238,Koffi DjidjiCrotone,1,0.0,0.2,0.2,0.4,0.1,0.1,0.5,0.7,6.58
239,Roberto GagliardiniInter,3,2,0.6,0.3,0.1,0.6,0.0,0.2,0.7,6.58
240,Matteo DarmianInter,3,3,0.3,0.4,0.1,0.6,0.1,0.2,0.3,6.58
241,Gonzalo VillarRoma,0.0,1,0.3,0.2,1.2,1.5,0.0,0.5,0.8,6.58
242,Gianluca LapadulaBenevento,8,2,2.1,0.9,0.4,1.8,0.9,1,1.7,6.57
243,Kevin AgudeloSpezia,1,2,0.7,0.4,1.5,1.1,0.1,0.9,1.2,6.57
244,Matteo PessinaAtalanta,2,2,0.8,1,0.5,0.8,0.0,0.7,1.3,6.57
245,Bruno AlvesParma Calcio ,1,0.0,0.5,0.1,0.1,0.5,0.1,0.1,0.1,6.57
246,Nicolo FagioliJuventus,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,6.57
247,Eldor ShomurodovGenoa,8,1,1.3,0.6,0.5,0.7,0.4,1,2.5,6.57
248,Salvador FerrerSpezia,0.0,1,0.2,0.8,0.3,0.4,0.0,0.4,0.7,6.57
249,Stephan El ShaarawyRoma,1,1,1.6,1.7,0.9,0.9,0.1,0.4,1.3,6.56
250,Joakim MaehleAtalanta,0.0,2,1.1,0.7,0.8,0.6,0.0,0.6,1.4,6.56
251,Stefano OkakaUdinese,4,1,1.1,0.4,0.8,1.6,0.6,1,2.3,6.56
252,Nikola MaksimovicNapoli,0.0,0.0,0.3,0.2,0.2,0.4,0.0,0.2,0.3,6.56
253,Nicola ZalewskiRoma,0.0,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.56
254,Federico FazioRoma,1,0.0,0.5,0.2,0.5,0.5,0.0,0.2,0.3,6.56
255,Adrien SilvaSampdoria,1,1,0.3,0.5,0.7,1.0,0.0,0.7,0.9,6.56
256,Jasmin KurticParma Calcio ,4,0.0,1,0.7,0.4,1.1,0.1,0.4,0.9,6.56
257,Marvin ZeegelaarUdinese,1,0.0,0.4,0.4,0.9,0.3,0.2,0.6,1.1,6.56
258,Andrea PetagnaNapoli,4,3,0.9,1.0,0.3,0.7,0.3,0.5,0.7,6.55
259,Federico BonazzoliSampdoria,0.0,1,2,1.0,1,1.0,0.0,1.5,1.5,6.55
260,RogerioSassuolo,0.0,1,0.6,0.4,0.9,0.9,0.0,0.5,1.1,6.55
261,Martin ErlicSpezia,3,1,0.4,0.0,0.1,0.4,0.0,0.0,0.3,6.55
262,Bruno PeresRoma,1,2,0.4,0.9,0.5,0.5,0.0,0.4,0.8,6.55
263,Felipe CaicedoLazio,8,0.0,1.2,0.5,0.4,0.7,0.3,0.2,1.1,6.55
264,Marco SportielloAtalanta,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,6.55
265,Salvatore MolinaCrotone,1,4,0.5,0.8,0.9,1.3,0.1,1,1.2,6.55
266,Ashley YoungInter,1,4,0.6,1.1,0.2,0.6,0.1,0.1,0.4,6.54
