,Player,Tackles,Inter,Fouls,Clear,Blocks,OwnG,Goals,Assists,SpG,KeyP,Drb,Fouled,Off,Disp,UnsTch,Assists.1,KeyP.1,AvgP,PS%,Crosses,LongB,ThrB
726,Ethan Ampadu,2.3,2.0,1.0,3.3,0.8,1.0,0.0,0.0,0.3,0.4,0.5,1.0,0.0,0.2,0.6,0.0,0.4,40.2,82.3,0.2,2.2,0.0
727,Etienne Capoue,1.3,1.3,1.6,1.3,0.1,0.0,1.0,0.0,0.5,0.2,0.8,1.4,0.0,0.5,0.6,0.0,0.2,47.6,90.0,0.0,1.5,0.1
728,Etienne Green,0.0,0.0,0.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,23.5,55.9,0.0,6.0,0.0
729,Eugeni Valderrama,0.7,1.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,1.0,0.0,0.7,0.0,0.0,0.7,25.3,85.5,0.7,0.7,0.0
730,Evann Guessand,0.0,0.3,0.0,0.3,0.3,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.3,50.0,0.0,0.3,0.0
731,Exequiel Palacios,3.4,1.3,0.8,0.8,0.0,0.0,0.0,0.0,0.2,0.9,0.7,1.8,0.0,1.2,1.0,0.0,0.9,45.6,86.6,0.1,1.9,0.0
732,Ezgjan Alioski,2.1,0.6,1.1,1.1,0.1,0.0,2.0,3.0,0.7,0.8,0.3,1.2,0.2,0.4,1.0,3.0,0.8,38.3,79.5,0.4,0.8,0.0
733,Ezri Konsa,0.7,0.8,0.5,4.4,1.3,0.0,2.0,0.0,0.6,0.1,0.2,1.5,0.0,0.2,0.5,0.0,0.1,35.8,84.7,0.0,2.1,0.0
734,Eñaut Mendía,2.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,9.0,44.4,0.0,0.0,0.0
735,Fabian Bredlow,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,75.8,0.0,4.0,0.0
736,Fabian Delph,0.6,0.5,0.4,0.9,0.0,0.0,0.0,0.0,0.1,0.3,0.9,0.9,0.0,0.0,0.5,0.0,0.3,27.1,89.9,0.0,1.0,0.0
737,Fabian KlosArminia Bielefeld,0.7,0.1,1.4,0.8,0.2,0.0,5.0,2.0,1.6,0.9,0.2,1.6,0.4,0.9,2.4,2.0,0.9,23.3,54.9,0.1,0.6,0.0
738,Fabian KunzeArminia Bielefeld,1.5,0.7,1.4,0.7,0.1,0.0,0.0,0.0,0.3,0.2,0.3,1.0,0.0,0.3,0.5,0.0,0.2,22.0,76.0,0.0,0.7,0.0
739,Fabian Schär,0.7,1.5,1.2,2.8,0.7,0.0,1.0,0.0,0.7,0.0,0.4,0.8,0.1,0.3,0.2,0.0,0.0,32.3,77.1,0.0,3.5,0.0
740,Fabien Centonze,2.9,3.1,1.2,3.1,0.5,0.0,1.0,0.0,0.7,0.6,1.6,1.6,0.1,0.9,1.8,0.0,0.6,37.8,79.5,0.6,1.0,0.1
741,Fabien Lemoine,2.4,0.9,1.9,1.1,0.0,0.0,1.0,0.0,0.5,0.5,0.3,0.7,0.0,0.4,0.6,0.0,0.5,46.2,86.6,0.1,2.5,0.0
742,Fabinho,1.9,1.5,1.0,2.2,0.3,0.0,0.0,0.0,0.3,0.1,0.2,0.9,0.0,0.2,0.6,0.0,0.1,70.3,90.3,0.0,3.3,0.0
743,Fabio Carvalho,2.3,0.3,1.0,0.0,0.0,0.0,1.0,0.0,2.3,0.5,2.0,0.5,0.0,2.3,2.8,0.0,0.5,21.3,78.8,0.0,0.0,0.0
744,Fabio Depaoli,0.5,0.5,2.5,0.5,0.0,0.0,0.0,0.0,1.0,0.5,0.5,1.0,1.0,0.0,2.0,0.0,0.5,7.0,71.4,0.0,0.5,0.0
745,Fabio Depaoli,1.7,0.8,1.1,2.1,0.3,1.0,0.0,0.0,0.5,0.5,0.3,0.5,0.1,0.5,0.7,0.0,0.5,21.1,71.2,0.5,1.6,0.0
746,Fabio Depaoli,0.6,0.6,1.0,0.4,0.0,0.0,0.0,0.0,0.0,0.6,0.2,0.2,0.0,0.6,1.0,0.0,0.6,17.0,82.4,0.0,0.4,0.0
747,Fabio Pisacane,0.6,0.2,0.4,1.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,18.0,85.6,0.0,0.6,0.0
748,Fabio Quagliarella,0.4,0.2,0.8,0.3,0.0,0.0,13.0,1.0,2.5,0.6,0.5,1.1,0.5,1.0,1.8,1.0,0.6,15.2,71.1,0.1,0.6,0.0
749,Fabián Balbuena,1.7,1.8,0.9,4.4,0.4,0.0,1.0,0.0,0.6,0.0,0.1,0.2,0.0,0.0,0.2,0.0,0.0,34.4,75.1,0.0,3.1,0.0
750,Fabián Orellana,1.1,0.5,0.9,0.2,0.0,0.0,6.0,2.0,1.0,1.1,1.0,1.9,0.2,2.0,1.7,2.0,1.1,22.5,78.8,0.6,1.4,0.0
751,Fabián Ruiz,1.8,1.1,0.3,0.9,0.1,0.0,3.0,1.0,1.3,1.2,0.8,0.8,0.0,0.6,0.7,1.0,1.2,63.0,90.2,0.2,5.2,0.0
752,Fabrizio Caligara,0.6,0.3,1.0,0.2,0.2,0.0,0.0,0.0,0.0,0.2,0.1,0.2,0.0,0.3,0.5,0.0,0.2,5.1,76.5,0.3,0.3,0.0
753,Facundo Ferreyra,0.3,0.2,1.7,0.2,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.5,0.1,0.5,0.4,0.0,0.0,3.7,66.7,0.0,0.2,0.0
754,Facundo Medina,1.6,1.6,1.4,1.8,0.4,1.0,2.0,0.0,0.4,0.3,0.3,0.3,0.0,0.5,0.9,0.0,0.3,65.0,85.8,0.0,4.8,0.0
755,Facundo Pellistri,0.7,0.3,0.5,0.2,0.0,0.0,0.0,0.0,0.4,0.2,1.3,0.8,0.1,1.4,1.5,0.0,0.2,8.8,66.0,0.2,0.1,0.0
756,Facundo Roncaglia,1.5,1.5,0.9,1.4,0.4,0.0,1.0,1.0,0.8,0.3,0.4,0.4,0.0,0.3,0.8,1.0,0.3,25.4,71.1,0.2,2.5,0.0
757,Faitout Maouassa,0.9,0.7,0.6,1.3,0.0,0.0,0.0,1.0,1.2,0.4,0.8,0.8,0.0,0.5,1.2,1.0,0.4,27.1,82.7,0.4,1.7,0.0
758,Fali,1.2,0.9,0.6,3.4,0.4,0.0,0.0,0.0,0.3,0.2,0.1,0.7,0.0,0.1,0.3,0.0,0.2,20.7,70.2,0.1,2.4,0.0
759,Faouzi Ghoulam,0.5,0.3,0.2,0.1,0.2,0.0,0.0,0.0,0.3,0.6,0.0,0.6,0.1,0.3,0.3,0.0,0.6,19.0,87.6,0.7,0.4,0.0
760,Farid Boulaya,0.7,0.4,0.6,0.2,0.1,0.0,6.0,8.0,2.4,2.3,1.8,1.9,0.0,1.1,2.2,8.0,2.3,41.4,74.4,1.4,3.5,0.1
761,Farid El Melali,0.5,0.4,0.5,0.1,0.0,0.0,1.0,0.0,0.8,0.1,1.3,0.9,0.1,0.9,0.9,0.0,0.1,7.7,80.9,0.0,0.4,0.0
762,Fede San Emeterio,1.0,1.2,1.6,1.3,0.3,0.0,0.0,0.0,0.1,0.2,0.1,0.7,0.0,0.2,0.2,0.0,0.2,22.5,78.5,0.0,1.3,0.0
763,Fede Vico,0.5,0.6,0.2,0.1,0.1,0.0,0.0,0.0,0.5,0.4,0.6,0.8,0.1,0.9,1.1,0.0,0.4,14.0,73.6,0.2,0.6,0.0
764,Federico Barba,1.0,1.5,0.8,2.8,0.6,1.0,0.0,2.0,0.4,0.4,0.2,0.3,0.0,0.2,0.4,2.0,0.4,37.0,80.0,0.2,2.0,0.0
765,Federico Bernardeschi,0.3,0.5,0.5,0.2,0.1,0.0,0.0,2.0,0.5,0.9,0.8,0.6,0.1,0.4,1.0,2.0,0.9,17.5,83.9,1.0,0.9,0.0
766,Federico Bonazzoli,0.3,0.1,0.6,0.2,0.0,0.0,2.0,2.0,1.1,0.2,0.4,1.0,0.2,0.4,0.8,2.0,0.2,7.7,83.8,0.0,0.6,0.0
767,Federico Bonazzoli,0.0,0.0,1.5,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,1.5,1.5,1.0,1.0,13.0,73.1,0.0,1.0,0.0
768,Federico Ceccherini,0.6,1.6,1.9,2.4,0.3,0.0,0.0,0.0,0.5,0.2,0.4,1.3,0.0,0.2,0.6,0.0,0.2,35.7,80.9,0.0,1.9,0.0
769,Federico Ceccherini,1.3,2.3,1.7,5.0,1.7,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7,0.0,0.0,38.0,86.0,0.0,2.7,0.0
770,Federico Chiesa,2.0,0.3,0.7,0.7,0.3,0.0,1.0,1.0,3.3,1.7,2.0,1.0,0.7,1.7,1.7,1.0,1.7,29.3,79.5,1.3,2.0,0.0
771,Federico Chiesa,1.6,0.4,1.0,0.5,0.0,0.0,8.0,8.0,2.0,1.5,1.6,1.2,0.4,0.8,1.3,8.0,1.5,23.1,80.4,0.7,1.0,0.1
772,Federico Dimarco,0.9,1.3,0.9,1.3,0.3,0.0,5.0,3.0,1.1,2.1,0.3,1.4,0.2,0.3,0.8,3.0,2.1,42.1,75.7,2.1,2.5,0.0
773,Federico Fazio,0.5,1.2,1.0,2.8,0.5,0.0,1.0,0.0,0.5,0.2,0.5,0.5,0.0,0.2,0.3,0.0,0.2,52.0,86.9,0.0,1.8,0.0
774,Federico Fernández,1.2,0.7,0.6,6.0,1.3,1.0,0.0,0.0,0.2,0.3,0.0,0.6,0.0,0.1,0.3,0.0,0.3,34.8,80.7,0.1,2.3,0.0
775,Federico Marchetti,0.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,80.8,0.0,3.8,0.0
776,Federico Mattiello,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,32.0,68.8,0.0,4.0,0.0
777,Federico Peluso,0.1,0.4,0.3,1.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.3,0.0,0.0,0.0,23.3,92.6,0.0,0.7,0.0
778,Federico Ravaglia,0.0,0.0,0.3,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,82.5,0.0,4.0,0.0
779,Federico Ricci,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,100.0,0.0,0.0,0.0
780,Federico Santander,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.3,0.0,0.5,0.0,0.5,0.3,1.0,0.3,4.5,72.2,0.0,0.0,0.0
781,Federico Valverde,1.0,0.9,0.5,0.1,0.1,0.0,3.0,1.0,0.9,0.9,1.0,0.4,0.1,0.3,0.8,1.0,0.9,31.0,89.0,0.2,2.0,0.0
782,Felipe,0.9,1.2,0.9,4.1,0.5,1.0,0.0,0.0,0.4,0.1,0.1,0.5,0.0,0.0,0.1,0.0,0.1,33.7,84.8,0.0,2.1,0.0
783,Felipe Anderson,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,60.0,0.0,0.0,0.0
784,Felipe Caicedo,0.4,0.2,1.0,0.1,0.0,0.0,8.0,0.0,1.2,0.5,0.4,0.7,0.3,0.2,1.1,0.0,0.5,10.3,71.3,0.0,0.2,0.0
785,Felix Agu,1.3,0.8,0.3,1.1,0.2,0.0,1.0,0.0,0.3,0.2,0.3,1.7,0.1,0.5,1.4,0.0,0.2,14.6,70.8,0.1,0.5,0.0
786,Felix Correia,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,85.7,0.0,0.0,0.0
787,Felix Klaus,1.2,0.3,0.3,0.7,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,9.8,84.7,0.2,0.7,0.0
788,Felix Passlack,1.3,0.4,0.6,0.3,0.1,0.0,1.0,0.0,0.7,0.4,0.6,0.9,0.1,0.6,1.0,0.0,0.4,36.4,82.7,0.3,1.3,0.0
789,Felix Uduokhai,1.1,1.9,0.8,5.4,0.9,1.0,1.0,0.0,0.4,0.1,0.5,0.9,0.0,0.3,0.6,0.0,0.1,50.4,81.7,0.1,3.5,0.0
790,Femi Seriki,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
791,Ferland Mendy,1.0,1.0,0.8,0.9,0.2,0.0,1.0,0.0,0.5,0.7,1.7,1.5,0.2,1.0,1.7,0.0,0.7,48.7,90.3,0.2,1.8,0.0
792,Fernandinho,1.5,1.1,1.0,0.8,0.1,0.0,0.0,2.0,0.7,0.7,0.5,0.5,0.0,0.2,0.3,2.0,0.7,48.3,87.2,0.0,2.2,0.0
793,Fernando,1.7,1.3,1.3,2.0,0.4,0.0,3.0,4.0,0.2,0.6,0.4,0.5,0.0,0.3,0.8,4.0,0.6,50.8,89.7,0.0,2.8,0.1
794,Fernando Forestieri,0.5,0.1,0.6,0.0,0.0,0.0,1.0,1.0,0.6,0.4,0.5,1.2,0.3,0.4,0.8,1.0,0.4,9.5,80.6,0.2,0.2,0.0
795,Fernando Llorente,0.3,0.1,1.5,1.2,0.0,0.0,1.0,0.0,0.8,0.8,0.2,0.8,0.2,0.5,2.0,0.0,0.8,15.9,71.2,0.0,0.4,0.0
796,Fernando Llorente,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7,0.3,0.0,0.3,0.0,0.7,1.3,0.0,0.3,7.3,59.1,0.0,0.3,0.0
797,Fernando Niño,0.5,0.1,0.4,0.1,0.0,0.0,3.0,0.0,0.8,0.2,0.5,0.8,0.4,0.6,1.1,0.0,0.2,7.5,72.7,0.1,0.2,0.0
798,Fernando Pacheco,0.1,0.1,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,25.4,66.1,0.0,8.6,0.0
799,Ferran Torres,0.5,0.1,0.7,0.3,0.0,0.0,7.0,2.0,1.5,0.8,0.8,0.7,0.2,0.9,1.0,2.0,0.8,16.9,85.2,0.1,0.4,0.0
800,Ferro,0.3,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,26.3,84.8,0.0,3.0,0.0
801,Fidel,1.5,0.5,1.0,0.4,0.1,0.0,6.0,3.0,0.6,1.5,1.7,1.4,0.2,1.3,2.1,3.0,1.5,32.6,77.8,1.6,1.8,0.0
802,Fikayo Tomori,2.0,2.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,96.6,0.0,0.0,0.0
803,Fikayo Tomori,1.6,1.1,0.8,3.5,1.2,0.0,1.0,0.0,0.3,0.0,0.2,0.1,0.0,0.1,0.5,0.0,0.0,53.6,88.7,0.0,2.8,0.0
804,Filip Djuricic,1.0,0.3,1.6,0.4,0.1,0.0,5.0,4.0,1.7,1.7,1.1,1.2,0.2,1.5,1.7,4.0,1.7,27.4,78.9,0.1,0.4,0.0
805,Filip Kostic,1.8,0.9,0.7,0.7,0.2,0.0,4.0,14.0,1.7,3.0,0.8,0.7,0.1,1.2,2.0,14.0,3.0,35.1,69.9,2.6,1.4,0.0
806,Filip Krovinovic,1.2,0.4,0.5,0.2,0.0,0.0,0.0,0.0,0.7,0.5,0.7,1.1,0.0,0.5,1.1,0.0,0.5,32.7,83.3,0.5,1.4,0.0
807,Filip Malbasic,0.4,0.1,0.6,0.0,0.0,0.0,0.0,1.0,0.3,0.1,0.3,0.5,0.3,0.4,1.1,1.0,0.1,5.3,58.8,0.1,0.2,0.0
808,Filippo Melegoni,0.5,0.4,0.2,0.5,0.0,0.0,0.0,0.0,0.3,0.3,0.6,0.4,0.0,0.6,0.9,0.0,0.3,14.9,88.9,0.2,0.6,0.0
809,Finn Dahmen,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,23.3,74.3,0.0,3.0,0.0
810,Flavien Tait,1.1,0.6,0.8,0.0,0.1,0.0,1.0,3.0,1.1,0.9,1.0,1.3,0.0,0.6,1.2,3.0,0.9,33.7,85.1,0.3,2.2,0.0
811,Flavius Daniliuc,1.0,0.6,0.5,1.3,0.3,0.0,1.0,0.0,0.4,0.1,0.1,0.4,0.0,0.1,0.5,0.0,0.1,46.6,87.8,0.0,2.3,0.0
812,Florent Mollet,0.6,0.9,1.0,0.2,0.1,0.0,3.0,5.0,1.5,1.2,0.4,0.8,0.1,0.8,0.9,5.0,1.2,33.1,89.4,0.7,2.1,0.0
813,Florent da Silva,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0
814,Florentino,0.8,0.7,0.4,0.2,0.0,0.0,0.0,0.0,0.1,0.3,0.1,0.2,0.0,0.1,0.2,0.0,0.3,18.3,86.1,0.0,0.6,0.0
815,Florian Flick,2.5,1.8,1.0,1.3,0.8,0.0,1.0,0.0,0.3,0.0,0.0,0.5,0.0,0.3,0.5,0.0,0.0,23.5,77.7,0.0,1.8,0.0
816,Florian Grillitsch,1.4,2.0,1.2,1.7,0.3,0.0,2.0,1.0,0.8,0.6,0.7,1.2,0.0,0.6,0.7,1.0,0.6,53.9,86.6,0.2,4.9,0.0
817,Florian Hübner,1.7,2.2,1.7,3.5,0.5,0.0,0.0,0.0,0.5,0.2,0.2,1.3,0.0,0.2,1.0,0.0,0.2,41.5,74.7,0.2,1.5,0.0
818,Florian Kainz,0.5,0.4,0.8,0.4,0.0,0.0,1.0,0.0,1.1,1.3,0.6,1.8,0.0,0.8,1.3,0.0,1.3,20.6,70.9,1.0,1.1,0.0
819,Florian Lejeune,1.3,1.5,1.0,4.3,0.7,0.0,1.0,1.0,0.7,0.2,0.3,0.5,0.1,0.1,0.4,1.0,0.2,43.0,77.0,0.0,4.5,0.0
820,Florian Miguel,0.7,2.1,0.8,3.0,0.6,0.0,0.0,0.0,0.4,0.0,0.1,1.5,0.0,0.2,0.3,0.0,0.0,42.1,80.2,0.0,3.1,0.0
821,Florian Müller,0.0,0.1,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,38.1,64.7,0.0,6.5,0.0
822,Florian Neuhaus,1.5,1.5,0.7,0.6,0.2,0.0,6.0,5.0,1.5,0.7,1.3,1.2,0.0,0.9,1.4,5.0,0.7,52.9,84.4,0.0,3.6,0.1
823,Florian Niederlechner,0.3,0.4,0.9,0.6,0.1,0.0,5.0,4.0,1.7,0.5,0.6,1.5,0.8,0.7,1.2,4.0,0.5,11.1,68.2,0.1,0.3,0.1
824,Florian Sotoca,0.9,0.3,1.5,0.7,0.0,0.0,8.0,3.0,2.2,0.8,0.6,1.4,0.3,1.1,1.8,3.0,0.8,26.5,73.6,0.2,1.4,0.0
825,Florian Thauvin,1.1,0.4,0.7,0.3,0.1,0.0,8.0,8.0,2.0,1.6,1.6,1.5,0.2,1.4,2.2,8.0,1.6,32.8,79.1,1.2,1.6,0.1
826,Florian Wirtz,1.2,0.3,0.9,0.2,0.0,0.0,5.0,5.0,1.1,1.6,2.1,0.5,0.2,1.5,2.2,5.0,1.6,34.6,77.7,0.2,1.2,0.1
827,Fodé Ballo-Touré,0.9,0.3,0.4,0.3,0.0,0.0,0.0,3.0,0.1,0.3,0.1,0.5,0.0,0.2,0.3,3.0,0.3,13.3,84.4,0.4,0.4,0.0
828,Fodé Doucouré,1.6,0.6,0.6,1.4,0.0,0.0,0.0,0.0,0.4,0.7,0.7,0.1,0.0,0.1,0.6,0.0,0.7,22.1,81.3,0.3,1.1,0.0
829,Fouad Chafik,1.7,0.9,0.7,1.7,0.4,1.0,1.0,0.0,0.2,0.3,0.7,1.1,0.0,0.5,0.8,0.0,0.3,34.9,78.7,0.4,1.7,0.0
830,Fran Beltrán,0.9,0.5,0.5,0.7,0.0,0.0,3.0,0.0,0.6,0.1,0.3,0.3,0.0,0.4,0.6,0.0,0.1,23.9,90.6,0.1,1.3,0.0
831,Francesco Acerbi,1.6,2.4,1.0,3.6,0.5,0.0,0.0,1.0,0.3,0.3,0.2,0.8,0.1,0.3,0.7,1.0,0.3,63.7,89.4,0.3,5.3,0.0
832,Francesco Caputo,0.0,0.0,0.6,0.1,0.0,0.0,11.0,5.0,1.7,0.6,0.2,1.3,0.8,0.5,1.5,5.0,0.6,16.3,77.7,0.0,0.2,0.0
833,Francesco Cassata,0.9,0.4,1.3,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.4,1.0,0.0,0.4,0.5,0.0,0.1,9.1,71.2,0.0,0.3,0.0
834,Francesco Magnanelli,0.7,1.3,0.5,0.8,0.2,0.0,0.0,0.0,0.2,0.4,0.1,0.6,0.0,0.0,0.6,0.0,0.4,42.0,86.0,0.0,2.1,0.1
835,Francis Coquelin,0.9,1.0,0.7,0.5,0.1,0.0,0.0,0.0,0.2,0.2,0.5,0.7,0.0,0.3,0.3,0.0,0.2,22.8,88.8,0.0,0.9,0.0
836,Francisco Portillo,0.3,0.3,0.3,0.1,0.0,0.0,0.0,1.0,0.0,0.3,0.4,0.3,0.0,0.4,0.6,1.0,0.3,15.2,76.5,0.3,0.4,0.0
837,Franck Honorat,0.8,0.3,1.0,0.5,0.1,0.0,8.0,5.0,1.1,1.8,0.7,0.4,0.1,0.8,1.1,5.0,1.8,23.1,72.1,1.7,0.8,0.1
838,Franck Kessié,1.4,1.2,1.8,1.3,0.4,0.0,13.0,4.0,1.3,0.8,1.2,1.1,0.0,1.1,1.4,4.0,0.8,53.9,88.9,0.1,2.8,0.0
839,Franck Ribéry,0.8,0.1,1.2,0.0,0.1,0.0,2.0,6.0,0.7,1.2,2.2,2.5,0.2,2.9,2.5,6.0,1.2,29.3,89.2,0.1,1.5,0.2
840,Franco Vázquez,0.3,0.1,0.3,0.1,0.1,0.0,1.0,0.0,0.2,0.1,0.1,0.5,0.1,0.4,0.3,0.0,0.1,6.8,90.2,0.1,0.3,0.0
841,Franklin Wadja,1.0,0.5,0.3,0.3,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,5.0,65.0,0.0,0.3,0.0
842,Fraser Forster,0.1,0.0,0.1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,30.4,51.9,0.0,4.5,0.0
843,Fraser Hornby,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,3.0,44.4,0.0,0.0,0.0
844,Fred,2.7,1.5,1.5,0.7,0.3,0.0,1.0,0.0,0.8,0.8,0.8,1.0,0.0,1.0,1.0,0.0,0.8,60.2,87.7,0.0,3.3,0.1
845,Frederik Rönnow,0.0,0.1,0.0,1.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,28.0,71.4,0.0,4.8,0.0
846,Frederik Sörensen,0.7,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.0,0.3,0.0,0.0,0.3,16.7,70.0,0.0,1.7,0.0
847,Fredrik Jensen,0.2,0.2,0.5,0.4,0.1,0.0,0.0,1.0,0.4,0.5,0.5,0.2,0.1,0.8,1.0,1.0,0.5,7.4,66.7,0.1,0.2,0.0
848,Frenkie de Jong,1.2,1.0,0.7,0.7,0.1,0.0,3.0,4.0,0.5,1.3,1.6,1.2,0.1,0.7,0.9,4.0,1.3,75.3,91.9,0.0,2.1,0.0
849,Frédéric Guilbert,2.8,2.5,1.4,1.8,0.1,0.0,1.0,4.0,1.2,1.0,1.2,1.0,0.0,0.5,1.5,4.0,1.0,35.7,73.1,1.3,2.5,0.0
850,Frédéric Sammaritano,0.5,0.3,0.4,0.1,0.0,0.0,0.0,2.0,0.3,0.9,0.5,0.7,0.0,0.6,0.9,2.0,0.9,13.8,84.5,0.8,0.6,0.0
851,Fábio,2.8,1.7,1.6,2.0,0.4,0.0,0.0,1.0,0.3,0.5,0.3,0.5,0.0,0.6,0.7,1.0,0.5,30.5,77.3,0.3,1.3,0.0
852,Fábio Silva,0.2,0.1,0.6,0.2,0.0,0.0,4.0,3.0,1.5,0.3,0.2,0.7,0.2,0.7,1.4,3.0,0.3,10.1,72.8,0.0,0.0,0.0
853,Gabriel Jesus,0.6,0.5,1.0,0.2,0.0,0.0,9.0,4.0,1.9,1.1,1.7,1.6,0.6,1.3,2.0,4.0,1.1,25.2,85.0,0.1,0.4,0.0
854,Gabriel Magalhães,1.1,1.1,1.0,3.2,0.8,0.0,2.0,0.0,0.7,0.1,0.2,1.1,0.0,0.3,0.2,0.0,0.1,67.4,85.7,0.0,2.2,0.0
855,Gabriel Martinelli,0.5,0.6,0.6,0.2,0.0,0.0,2.0,1.0,1.4,0.6,0.9,0.3,0.1,0.5,1.6,1.0,0.6,10.3,79.9,0.4,0.2,0.0
856,Gabriel Paulista,0.5,1.9,0.6,4.2,0.9,0.0,4.0,1.0,0.5,0.2,0.2,0.8,0.0,0.1,0.3,1.0,0.2,48.4,88.0,0.0,4.3,0.0
857,Gabriel Silva,1.8,1.5,1.3,2.0,0.3,0.0,0.0,0.0,0.0,0.8,0.5,1.8,0.0,0.3,0.5,0.0,0.8,44.5,84.8,1.3,1.5,0.0
858,Gabriel Veiga,0.5,0.5,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.5,0.0,0.3,1.0,0.0,0.2,5.0,80.0,0.0,0.0,0.0
859,Gabriele Moncini,0.2,0.2,0.9,0.4,0.0,0.0,0.0,0.0,0.8,0.3,0.4,1.0,0.1,0.3,1.2,0.0,0.3,8.6,60.5,0.0,0.3,0.0
860,Gabriele Zappa,1.0,0.7,0.7,1.2,0.1,0.0,0.0,4.0,0.3,0.8,0.6,0.3,0.0,0.4,0.6,4.0,0.8,29.7,78.4,0.6,0.8,0.0
861,Gaetano Berardi,1.0,0.5,0.5,1.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.5,83.6,0.0,1.0,0.0
862,Gaetano Castrovilli,1.0,1.0,1.2,0.4,0.1,0.0,5.0,3.0,0.9,0.5,0.9,1.9,0.0,1.5,2.0,3.0,0.5,20.8,78.5,0.3,1.2,0.0
863,Gaetano Letizia,1.5,0.8,0.6,1.5,0.1,0.0,3.0,1.0,0.5,0.6,0.5,0.9,0.0,0.5,0.8,1.0,0.6,28.3,80.4,0.9,1.8,0.0
864,Gareth Bale,0.9,0.4,0.5,0.7,0.1,0.0,11.0,2.0,1.9,1.1,1.4,0.5,0.3,0.4,0.9,2.0,1.1,18.3,73.2,0.6,1.5,0.1
865,Gary Cahill,0.7,0.7,0.6,4.3,1.1,0.0,1.0,1.0,0.6,0.4,0.1,0.2,0.2,0.1,0.4,1.0,0.4,37.3,82.4,0.0,2.4,0.0
