,players,age,league,position,Current Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall
2709,Roberto Gagliardini,27,Serie A,Midfielder,Inter Milan,1228,749,479,Italy,28,16,12,3,1,2,2,1,1,0,0,11,7,4,13,6,7,2,0,0.37,0.15,0.22,0.12,0.38,409,0.95,94,44,614,614,0.15
2710,Roberto Inglese,29,Serie A,Forward,Parma,572,308,264,Italy,14,8,6,0,0,0,2,0,2,0,0,3,3,0,11,4,7,2,0,0.31,0.31,0.0,0.0,0.0,0,1.73,52,41,286,286,0.31
2711,Roberto Insigne,27,Serie A,Forward,Benevento,1601,849,752,Italy,30,15,15,2,2,0,4,0,4,0,0,5,2,3,39,22,17,2,0,0.34,0.22,0.11,0.21,0.0,801,2.19,41,53,801,400,0.11
2712,Roberto López Alcaide,21,La Liga,Midfielder,Real Sociedad,496,260,236,Spain,17,8,9,3,1,2,0,0,0,0,0,5,1,4,6,5,1,0,0,0.54,0.0,0.54,0.35,0.76,165,1.09,83,29,0,0,0.0
2713,Roberto Massimo,20,Bundesliga,Forward,Stuttgart,753,372,381,Italy,18,9,9,0,0,0,0,0,0,0,0,2,2,0,15,9,6,2,0,0.0,0.0,0.0,0.0,0.0,0,1.79,50,42,377,0,0.24
2714,Roberto Maximiliano Pereyra,30,Serie A,Forward,Udinese,2936,1458,1478,Argentina,34,17,17,5,2,3,7,1,6,1,0,7,5,2,47,15,32,8,0,0.37,0.21,0.15,0.12,0.18,587,1.44,62,86,367,419,0.25
2715,Roberto Olabe del Arco,25,La Liga,Midfielder,SD Eibar,0,0,0,Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0
2716,Roberto Piccoli,20,Serie A,Forward,Spezia,699,268,431,Italy,20,8,12,5,2,3,0,0,0,0,0,1,0,1,14,5,9,0,0,0.64,0.0,0.64,0.67,0.63,140,1.8,50,35,0,0,0.0
2717,Roberto Soldado Rillo,36,La Liga,Forward,Granada CF,1443,812,631,Spain,29,16,13,9,5,4,0,0,0,2,0,8,7,1,23,11,12,8,1,0.56,0.0,0.56,0.55,0.57,160,1.43,63,50,180,0,0.5
2718,Roberto Soriano,30,Serie A,Midfielder,Bologna,3255,1589,1666,Italy,37,18,19,9,6,3,6,4,2,0,0,5,3,2,57,28,29,5,0,0.41,0.17,0.25,0.34,0.16,362,1.58,57,88,651,543,0.14
2719,Roberto Torres Morales,32,La Liga,Midfielder,CA Osasuna,1890,875,1015,Spain,35,17,18,7,5,2,1,1,0,4,1,8,4,4,31,13,18,0,0,0.38,0.05,0.33,0.51,0.18,270,1.48,61,54,0,1890,0.0
2720,Robin Aime Robert Le Normand,24,La Liga,Defender,Real Sociedad,2747,1611,1136,France,33,18,15,0,0,0,1,0,1,0,0,12,6,6,29,19,10,6,1,0.03,0.03,0.0,0.0,0.0,0,0.95,95,83,392,2747,0.23
2721,Robin Gosens,27,Serie A,Defender,Atalanta,2538,1160,1378,Germany,32,15,17,10,6,4,6,3,3,0,0,9,5,4,31,14,17,9,1,0.57,0.21,0.35,0.47,0.26,254,1.1,82,79,282,423,0.32
2722,Robin Knoche,29,Bundesliga,Defender,Union Berlin,3043,1530,1513,Germany,34,17,17,1,1,0,0,0,0,0,0,7,4,3,41,18,23,4,0,0.03,0.0,0.03,0.06,0.0,3043,1.21,74,90,761,0,0.12
2723,Robin Koch,25,Premier League,Defender,Leeds United,1129,553,576,Germany,17,8,9,0,0,0,0,0,0,0,0,5,2,3,20,9,11,1,0,0.0,0.0,0.0,0.0,0.0,0,1.59,56,66,1129,0,0.08
2724,Robin Olsen,31,Serie A,Goalkeeper,Roma,0,0,0,Sweden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0
2725,Robin Olsen,31,Premier League,Goalkeeper,Everton,630,180,450,Sweden,7,2,5,0,0,0,0,0,0,0,0,2,0,2,9,3,6,1,0,0.0,0.0,0.0,0.0,0.0,0,1.29,70,90,630,0,0.14
2726,Robin Quaison,27,Bundesliga,Midfielder,Mainz 05,1479,673,806,Sweden,28,14,14,6,5,1,2,0,2,1,0,3,1,2,30,11,19,1,0,0.49,0.12,0.37,0.67,0.11,247,1.83,49,53,1479,740,0.06
2727,Robin Zentner,26,Bundesliga,Goalkeeper,Mainz 05,2790,1440,1350,Germany,31,16,15,0,0,0,0,0,0,0,0,5,2,3,43,21,22,2,0,0.0,0.0,0.0,0.0,0.0,0,1.39,65,90,1395,0,0.06
2728,Robson Alves de Barros,23,Ligue 1,Defender,Nice,1046,504,542,Brazil,15,8,7,0,0,0,0,0,0,0,0,4,1,3,15,10,5,4,1,0.0,0.0,0.0,0.0,0.0,0,1.29,70,70,209,0,0.43
2729,Rocco Ascone,17,Ligue 1,Forward,Lille,0,0,0,France,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0
2730,Rocco Reitz,19,Bundesliga,Midfielder,Borussia M'gladbach,60,0,60,Germany,2,1,1,0,0,0,0,0,0,0,0,1,1,0,2,0,2,1,0,0.0,0.0,0.0,0.0,0.0,0,3.0,30,30,60,0,1.5
2731,Rodri,25,Premier League,Midfielder,Manchester City,2748,1128,1620,Spain,34,16,18,2,1,1,2,1,1,1,0,17,9,8,25,11,14,6,0,0.13,0.07,0.07,0.08,0.06,1374,0.82,110,81,458,1374,0.2
2732,Rodrigo,30,Premier League,Forward,Leeds United,1288,609,679,Spain,26,12,14,7,4,3,2,0,2,0,0,9,3,6,20,7,13,3,0,0.63,0.14,0.49,0.59,0.4,184,1.4,64,50,429,644,0.21
2733,Rodrigo Andrés Battaglia,30,La Liga,Midfielder,Deportivo Alavés,2495,1348,1147,Argentina,32,17,15,1,1,0,0,0,0,0,0,8,5,3,43,20,23,11,1,0.04,0.0,0.04,0.07,0.0,2495,1.55,58,78,208,0,0.43
2734,Rodrigo Bentancur,24,Serie A,Midfielder,Juventus,2326,1065,1261,Uruguay,33,16,17,0,0,0,4,4,0,0,0,7,5,2,22,9,13,8,1,0.15,0.15,0.0,0.0,0.0,0,0.85,106,70,291,582,0.31
2735,Rodrigo De Paul,27,Serie A,Midfielder,Udinese,3204,1530,1674,Argentina,36,17,19,9,3,6,9,3,6,3,0,7,5,2,50,16,34,6,2,0.51,0.25,0.25,0.18,0.32,356,1.4,64,89,458,356,0.2
2736,Rodrigo Ely,27,La Liga,Defender,Deportivo Alavés,469,196,273,Brazil,8,3,5,1,1,0,0,0,0,0,0,1,1,0,5,1,4,1,0,0.19,0.0,0.19,0.46,0.0,469,0.96,94,59,469,0,0.19
2737,Rodrigo Nascimiento Franca,25,Serie A,Defender,Udinese,2783,1466,1317,Brazil,35,18,17,1,0,1,0,0,0,0,0,7,5,2,43,16,27,5,0,0.03,0.0,0.03,0.0,0.07,2783,1.39,65,80,557,0,0.16
2738,Rodrigo Palacio,39,Serie A,Forward,Bologna,2506,1161,1345,Argentina,36,17,19,5,4,1,5,4,1,0,0,5,3,2,53,26,27,5,0,0.36,0.18,0.18,0.31,0.07,501,1.9,47,70,501,501,0.18
2739,Rodrigo Sánchez Rodriguez,21,La Liga,Forward,Real Betis,532,237,295,Spain,15,6,9,0,0,0,0,0,0,0,0,4,2,2,11,2,9,0,0,0.0,0.0,0.0,0.0,0.0,0,1.86,48,35,0,0,0.0
2740,Rodrygo Silva de Goes,20,La Liga,Midfielder,Real Madrid,978,360,618,Brazil,22,11,11,1,0,1,6,3,3,0,0,11,5,6,4,2,2,0,0,0.64,0.55,0.09,0.0,0.15,978,0.37,245,44,0,163,0.0
2741,Roger Claver Assalé Djapone,27,Ligue 1,Forward,Dijon,868,517,351,Côte d'Ivoire,17,9,8,1,0,1,0,0,0,0,0,2,2,0,16,7,9,1,1,0.1,0.0,0.1,0.0,0.26,868,1.66,54,51,434,0,0.21
2742,Roger Ibanez da Silva,22,Serie A,Midfielder,Roma,2402,1322,1080,Brazil,30,17,13,0,0,0,1,1,0,0,0,9,8,1,36,13,23,7,1,0.04,0.04,0.0,0.0,0.0,0,1.35,67,80,343,2402,0.26
2743,Roger Martí Salvador,30,La Liga,Forward,Levante UD,2209,1210,999,Spain,33,17,16,12,8,4,4,3,1,2,2,3,2,1,38,22,16,4,0,0.65,0.16,0.49,0.6,0.36,184,1.55,58,67,552,552,0.16
2744,Rogério Oliveira da Silva,23,Serie A,Defender,Sassuolo,1874,894,980,Brazil,28,16,12,0,0,0,1,0,1,0,0,8,4,4,27,16,11,4,0,0.05,0.05,0.0,0.0,0.0,0,1.3,69,67,469,1874,0.19
2745,Roland Sallai,24,Bundesliga,Midfielder,Freiburg,1674,876,798,Hungary,28,15,13,8,4,4,3,2,1,1,0,5,4,1,28,15,13,5,0,0.59,0.16,0.43,0.41,0.45,209,1.51,60,60,335,558,0.27
2746,Rolando Mandragora,24,Serie A,Midfielder,Torino,1919,914,1005,Italy,27,12,15,3,1,2,1,0,1,0,0,7,3,4,35,19,16,5,1,0.19,0.05,0.14,0.1,0.18,640,1.64,55,71,384,1919,0.23
2747,Roli Pereira de Sa,24,Ligue 1,Midfielder,Nantes,50,30,20,France,6,3,3,0,0,0,0,0,0,0,0,2,1,1,2,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0,3.6,25,8,0,0,0.0
2748,Romain Amalfitano,31,Ligue 1,Midfielder,Dijon,116,45,71,France,2,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0.0,0.0,0.0,0.0,0.0,0,3.1,29,58,0,0,0.0
2749,Romain Del Castillo,25,Ligue 1,Forward,Rennes,637,363,274,France,26,14,12,0,0,0,5,2,3,0,0,5,3,2,6,4,2,2,0,0.71,0.71,0.0,0.0,0.0,0,0.85,106,25,319,127,0.28
2750,Romain Faivre,23,Ligue 1,Midfielder,Brest,2902,1465,1437,France,36,18,18,6,4,2,5,2,3,1,0,7,3,4,56,29,27,0,0,0.34,0.16,0.19,0.25,0.13,484,1.74,52,81,0,580,0.0
2751,Romain Hamouma,34,Ligue 1,Forward,Saint-Étienne,1771,1022,749,France,29,15,14,6,3,3,1,1,0,0,0,10,5,5,28,18,10,5,0,0.36,0.05,0.3,0.26,0.36,295,1.42,63,61,354,1771,0.25
2752,Romain Perraud,23,Ligue 1,Defender,Brest,3141,1694,1447,France,36,19,17,3,2,1,7,4,3,0,0,7,3,4,53,30,23,4,0,0.29,0.2,0.09,0.11,0.06,1047,1.52,59,87,785,449,0.11
2753,Romain Philippoteaux,33,Ligue 1,Midfielder,Brest,795,300,495,France,20,9,11,2,2,0,1,1,0,0,0,3,3,0,14,4,10,0,0,0.34,0.11,0.23,0.6,0.0,398,1.58,57,40,0,795,0.0
2754,Romain Salin,36,Ligue 1,Goalkeeper,Rennes,1350,720,630,France,15,8,7,0,0,0,0,0,0,0,0,5,1,4,13,9,4,2,0,0.0,0.0,0.0,0.0,0.0,0,0.87,104,90,675,0,0.13
2755,Romain Saïss,31,Premier League,Midfielder,Wolverhampton Wanderers,2408,1238,1170,Morocco,27,14,13,3,1,2,0,0,0,0,0,7,3,4,34,19,15,2,0,0.11,0.0,0.11,0.07,0.15,803,1.27,71,89,1204,0,0.07
2756,Romain Thomas,33,Ligue 1,Defender,Angers SCO,3026,1496,1530,France,34,17,17,4,0,4,0,0,0,0,0,9,3,6,39,21,18,5,1,0.12,0.0,0.12,0.0,0.24,757,1.16,78,89,605,0,0.15
2757,Romaine Theodore Sawyers,29,Premier League,Midfielder,West Bromwich Albion,1490,699,791,St. Kitts and Nevis,19,9,10,0,0,0,0,0,0,0,0,2,2,0,41,24,17,2,0,0.0,0.0,0.0,0.0,0.0,0,2.48,36,78,745,0,0.12
2758,Roman Bürki,30,Bundesliga,Goalkeeper,Borussia Dortmund,1664,764,900,Switzerland,19,9,10,0,0,0,0,0,0,0,0,4,3,1,28,13,15,0,0,0.0,0.0,0.0,0.0,0.0,0,1.51,59,88,0,0,0.0
2759,Romano Schmid,21,Bundesliga,Midfielder,Werder Bremen,1179,563,616,Austria,22,12,10,0,0,0,3,2,1,0,0,4,2,2,21,12,9,2,0,0.23,0.23,0.0,0.0,0.0,0,1.6,56,54,590,393,0.15
2760,Romelu Lukaku,28,Serie A,Forward,Inter Milan,2887,1420,1467,Belgium,36,17,19,24,16,8,11,7,4,6,0,14,7,7,28,14,14,4,0,1.09,0.34,0.75,1.01,0.49,120,0.87,103,80,722,262,0.12
2761,Ron-Robert Zieler,32,Bundesliga,Goalkeeper,Köln,50,0,50,Germany,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0,1.8,50,50,0,0,0.0
2762,Ron-Torben Hofmann,22,Bundesliga,Goalkeeper,Bayern München,0,0,0,Germany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0
2763,Ronald Federico Araújo da Silva,22,La Liga,Defender,FC Barcelona,1507,772,735,Uruguay,24,11,13,2,2,0,1,1,0,0,0,9,3,6,15,9,6,3,0,0.18,0.06,0.12,0.23,0.0,754,0.9,100,63,502,1507,0.18
2764,Ronaldo Vieira Nan,23,Serie A,Midfielder,Hellas Verona,225,113,112,England,4,2,2,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0,0.4,225,56,225,0,0.4
2765,Ronaël Pierre-Gabriel,23,Ligue 1,Defender,Brest,2315,1080,1235,France,29,14,15,1,1,0,0,0,0,0,0,5,2,3,46,22,24,4,0,0.04,0.0,0.04,0.08,0.0,2315,1.79,50,80,579,0,0.16
2766,Rony Lopes,25,Ligue 1,Midfielder,Nice,1799,787,1012,Portugal,28,12,16,3,1,2,1,1,0,0,0,7,2,5,31,16,15,1,0,0.2,0.05,0.15,0.11,0.18,600,1.55,58,64,1799,1799,0.05
2767,Roque Mesa,32,La Liga,Midfielder,Real Valladolid,1771,846,925,Spain,25,13,12,1,0,1,0,0,0,1,0,3,0,3,22,13,9,5,1,0.05,0.0,0.05,0.0,0.1,1771,1.12,81,71,295,0,0.3
2768,Ross Barkley,27,Premier League,Midfielder,Aston Villa,1577,893,684,England,26,15,11,3,1,2,1,0,1,0,0,8,4,4,22,18,4,0,0,0.23,0.06,0.17,0.1,0.26,526,1.26,72,61,0,1577,0.0
2769,Ruben Aguilar,28,Ligue 1,Defender,Monaco,2232,1041,1191,France,33,17,16,1,1,0,3,2,1,0,0,12,6,6,29,14,15,6,0,0.16,0.12,0.04,0.09,0.0,2232,1.17,77,68,372,744,0.24
2770,Ruben Loftus-Cheek,25,Premier League,Midfielder,Fulham,1973,964,1009,England,31,15,16,1,1,0,0,0,0,0,0,8,4,4,20,11,9,3,0,0.05,0.0,0.05,0.09,0.0,1973,0.91,99,64,658,0,0.14
2771,Ruben Providence,20,Serie A,Forward,Roma,0,0,0,France,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0
2772,Ruben Vargas,22,Bundesliga,Forward,Augsburg,1613,887,726,Switzerland,30,15,15,6,5,1,3,2,1,0,0,5,2,3,26,16,10,3,1,0.5,0.17,0.33,0.51,0.12,269,1.45,62,54,403,538,0.22
2773,Rubén Alcaraz Jiménez,30,La Liga,Midfielder,Real Valladolid,2170,1068,1102,Spain,30,14,16,1,0,1,0,0,0,0,0,3,0,3,37,19,18,10,0,0.04,0.0,0.04,0.0,0.08,2170,1.53,59,72,217,0,0.41
2774,Rubén Blanco,26,La Liga,Goalkeeper,Celta de Vigo,1639,810,829,Spain,19,9,10,0,0,0,0,0,0,0,0,4,2,2,27,13,14,1,1,0.0,0.0,0.0,0.0,0.0,0,1.48,61,86,820,0,0.11
2775,Rubén Duarte,25,La Liga,Defender,Deportivo Alavés,2549,1274,1275,Spain,31,16,15,1,1,0,1,0,1,0,0,8,5,3,41,19,22,7,1,0.07,0.04,0.04,0.07,0.0,2549,1.45,62,82,364,2549,0.25
2776,Rubén García Santos,28,La Liga,Forward,CA Osasuna,2740,1384,1356,Spain,37,18,19,3,1,2,5,1,4,1,0,11,6,5,38,17,21,2,0,0.26,0.16,0.1,0.07,0.13,913,1.25,72,74,1370,548,0.07
2777,Rubén Iván Martínez,37,La Liga,Goalkeeper,CA Osasuna,188,98,90,Spain,3,2,1,0,0,0,0,0,0,0,0,0,0,0,5,3,2,1,1,0.0,0.0,0.0,0.0,0.0,0,2.39,38,63,94,0,0.96
2778,Rubén Pardo Gutiérrez,28,Ligue 1,Midfielder,Bordeaux,21,0,21,Spain,2,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,11,0,0,0.0
2779,Rubén Peña,30,La Liga,Midfielder,Villarreal,1113,641,472,Spain,19,9,10,1,1,0,1,1,0,0,0,5,0,5,13,10,3,1,0,0.16,0.08,0.08,0.14,0.0,1113,1.05,86,59,1113,1113,0.08
2780,Rubén Rochina Naixes,30,La Liga,Forward,Levante UD,1406,857,549,Spain,25,14,11,0,0,0,1,1,0,0,0,4,2,2,16,10,6,5,0,0.06,0.06,0.0,0.0,0.0,0,1.02,88,56,281,1406,0.32
2781,Rubén Sobrino,29,La Liga,Forward,Cádiz,1158,477,681,Spain,21,11,10,1,0,1,0,0,0,0,0,4,2,2,17,7,10,3,0,0.08,0.0,0.08,0.0,0.13,1158,1.32,68,55,386,0,0.23
2782,Rui Pedro dos Santos Patrício,33,Premier League,Goalkeeper,Wolverhampton Wanderers,3330,1710,1620,Portugal,37,19,18,0,0,0,0,0,0,0,0,10,5,5,45,23,22,1,0,0.0,0.0,0.0,0.0,0.0,0,1.22,74,90,3330,0,0.03
2783,Rui Tiago Dantas da Silva,27,La Liga,Goalkeeper,Granada CF,2880,1530,1350,Portugal,32,17,15,0,0,0,0,0,0,0,0,8,6,2,51,23,28,1,0,0.0,0.0,0.0,0.0,0.0,0,1.59,56,90,2880,0,0.03
2784,Rune Jarstein,36,Bundesliga,Goalkeeper,Hertha BSC,720,360,360,Norway,8,4,4,0,0,0,0,0,0,0,0,1,1,0,11,5,6,0,0,0.0,0.0,0.0,0.0,0.0,0,1.38,65,90,0,0,0.0
2785,Ruslan Malinovskiy,28,Serie A,Midfielder,Atalanta,1880,915,965,Ukraine,36,18,18,8,3,5,12,4,8,1,0,10,6,4,19,12,7,3,0,0.96,0.57,0.38,0.3,0.47,235,0.91,99,52,627,157,0.14
2786,Ruwen Werthmüller,20,Bundesliga,Forward,Hertha BSC,0,0,0,Switzerland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0
2787,Ryad Boudebouz,31,Ligue 1,Midfielder,Saint-Étienne,649,256,393,Algeria,14,7,7,0,0,0,1,1,0,0,2,3,1,2,14,4,10,2,0,0.14,0.14,0.0,0.0,0.0,0,1.94,46,46,325,649,0.28
2788,Ryan Astley,19,Premier League,Midfielder,Everton,0,0,0,Wales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0
2789,Ryan Bertrand,31,Premier League,Defender,Southampton,2599,1170,1429,England,29,13,16,0,0,0,1,0,1,0,0,8,5,3,47,16,31,5,0,0.03,0.03,0.0,0.0,0.0,0,1.63,55,90,520,2599,0.17
2790,Ryan Finnigan,0,Premier League,Midfielder,Southampton,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0
2791,Ryan Fraser,27,Premier League,Midfielder,Newcastle United,925,408,517,Scotland,18,9,9,0,0,0,2,1,1,0,0,2,0,2,14,7,7,2,1,0.19,0.19,0.0,0.0,0.0,0,1.36,66,51,463,463,0.19
2792,Ryan Fredericks,28,Premier League,Midfielder,West Ham United,564,275,289,England,14,7,7,1,1,0,1,0,1,0,0,4,2,2,8,5,3,2,0,0.32,0.16,0.16,0.33,0.0,564,1.28,71,40,282,564,0.32
2793,Ryan Inniss,26,Premier League,Defender,Crystal Palace,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0
2794,Ryan Patrick Nolan,22,La Liga,Defender,Getafe CF,0,0,0,Republic of Ireland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0
2795,Ryan Sessegnon,21,Bundesliga,Defender,Hoffenheim,1572,840,732,England,23,12,11,2,1,1,3,1,2,0,0,3,2,1,24,14,10,4,0,0.29,0.17,0.11,0.11,0.12,786,1.37,66,68,393,524,0.23
2796,Ryder Matos Santos,28,Serie A,Forward,Udinese,12,12,0,Brazil,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,12,0,0,0.0
2797,Rémi Oudin,24,Ligue 1,Forward,Bordeaux,2431,1148,1283,France,38,19,19,4,4,0,4,0,4,0,0,14,9,5,39,15,24,2,0,0.3,0.15,0.15,0.31,0.0,608,1.44,62,64,1216,608,0.07
2798,Rúben Diogo Da Silva Neves,24,Premier League,Midfielder,Wolverhampton Wanderers,2680,1403,1277,Portugal,36,18,18,5,2,3,1,0,1,3,0,9,4,5,38,21,17,8,0,0.2,0.03,0.17,0.13,0.21,536,1.28,71,74,335,2680,0.27
2799,Rúben Gonçalo Silva Nascimento Vinagre,22,Premier League,Defender,Wolverhampton Wanderers,172,82,90,Portugal,2,1,1,0,0,0,0,0,0,0,0,0,0,0,5,2,3,0,0,0.0,0.0,0.0,0.0,0.0,0,2.62,34,86,0,0,0.0
2800,Rúben Santos Gato Alves Dias,24,Premier League,Defender,Manchester City,2845,1420,1425,Portugal,32,16,16,1,1,0,0,0,0,0,0,17,9,8,19,9,10,4,0,0.03,0.0,0.03,0.06,0.0,2845,0.6,150,89,711,0,0.13
2801,Rúben Vezo,27,La Liga,Defender,Levante UD,2312,1115,1197,Portugal,32,15,17,1,0,1,0,0,0,0,0,4,2,2,31,16,15,7,0,0.04,0.0,0.04,0.0,0.08,2312,1.21,75,72,330,0,0.27
2802,Rúnar Alex Rúnarsson,26,Ligue 1,Goalkeeper,Dijon,0,0,0,Iceland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0
2803,Rúnar Alex Rúnarsson,26,Premier League,Goalkeeper,Arsenal,16,0,16,Iceland,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,16,0,0,0.0
2804,Răzvan Gabriel Marin,25,Serie A,Midfielder,Cagliari,2977,1529,1448,Romania,37,19,18,3,2,1,6,4,2,0,0,7,3,4,49,25,24,6,0,0.27,0.18,0.09,0.12,0.06,992,1.48,61,80,496,496,0.18
2805,Sabit Abdulai,22,La Liga,Midfielder,Getafe CF,57,0,57,Ghana,3,0,3,0,0,0,0,0,0,0,0,2,0,2,1,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0,1.58,57,19,57,0,1.58
2806,Sacha Boey,20,Ligue 1,Defender,Dijon,1990,931,1059,France,26,13,13,0,0,0,1,0,1,0,0,4,3,1,32,14,18,2,1,0.05,0.05,0.0,0.0,0.0,0,1.45,62,77,663,1990,0.14
2807,Sacha Delaye,19,Ligue 1,Forward,Montpellier,6,0,6,France,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,6,0,0,0.0
2808,Sada Thioub,26,Ligue 1,Forward,Angers SCO,1253,600,653,France,27,14,13,1,1,0,1,0,1,0,0,5,2,3,20,8,12,0,0,0.14,0.07,0.07,0.15,0.0,1253,1.44,63,46,0,1253,0.0
2809,Sadio Mané,29,Premier League,Forward,Liverpool,2812,1472,1340,Senegal,35,18,17,11,5,6,7,1,6,0,0,12,5,7,26,16,10,3,0,0.58,0.22,0.35,0.31,0.4,256,0.83,108,80,937,402,0.1
2810,Saidou Sow,19,Ligue 1,Defender,Saint-Étienne,996,338,658,France,15,6,9,0,0,0,0,0,0,0,0,3,0,3,16,9,7,0,0,0.0,0.0,0.0,0.0,0.0,0,1.45,62,66,0,0,0.0
2811,Saidy Janko,25,La Liga,Defender,Real Valladolid,1224,699,525,Switzerland,19,10,9,0,0,0,1,0,1,0,0,1,0,1,14,9,5,4,0,0.07,0.07,0.0,0.0,0.0,0,1.03,87,64,306,1224,0.29
2812,Salah Basha,18,Serie A,Forward,Udinese,0,0,0,Egypt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0
2813,Salif Sané,30,Bundesliga,Midfielder,Schalke 04,1068,584,484,Senegal,14,7,7,0,0,0,0,0,0,0,0,0,0,0,23,11,12,5,0,0.0,0.0,0.0,0.0,0.0,0,1.94,46,76,214,0,0.42
2814,Salih Özcan,23,Bundesliga,Midfielder,Köln,1366,564,802,Germany,28,14,14,0,0,0,1,1,0,0,0,5,2,3,24,10,14,3,0,0.07,0.07,0.0,0.0,0.0,0,1.58,57,49,455,1366,0.2
2815,Salim Ben Seghir,18,Ligue 1,Forward,Nice,6,6,0,France,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,6,0,0,0.0
2816,Salomon Sambia,24,Ligue 1,Midfielder,Montpellier,2443,1013,1430,France,36,17,19,1,1,0,6,4,2,0,0,5,1,4,46,23,23,2,0,0.26,0.22,0.04,0.09,0.0,2443,1.69,53,68,1222,407,0.07
2817,Salvador Ferrer,23,Serie A,Defender,Spezia,1191,704,487,Spain,18,11,7,0,0,0,1,0,1,0,0,2,0,2,17,12,5,4,0,0.08,0.08,0.0,0.0,0.0,0,1.28,70,66,298,1191,0.3
2818,Salvador Sánchez Ponce,30,La Liga,Midfielder,Cádiz,1950,971,979,Spain,28,14,14,2,1,1,0,0,0,0,0,9,3,6,30,16,14,5,0,0.09,0.0,0.09,0.09,0.09,975,1.38,65,70,390,0,0.23
2819,Salvatore Bocchetti,34,Serie A,Defender,Hellas Verona,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0
2820,Salvatore Boccia,20,Serie A,Defender,Cagliari,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0
2821,Salvatore Molina,29,Serie A,Midfielder,Crotone,2324,1135,1189,Italy,29,14,15,1,0,1,4,3,1,0,0,2,1,1,59,20,39,1,0,0.19,0.15,0.04,0.0,0.08,2324,2.28,39,80,2324,581,0.04
