,Player,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG,Goals,Assists,SpG,KeyP,Drb,Fouled,Off,Disp,UnsTch,Assists,KeyP,AvgP,PS%,Crosses,LongB,ThrB
0,Jeff Reine-Adélaïde,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,9.0,2.0,0.0,2.0,4.0,1.0,1.0,34.0,82.4,0.0,2.0,0.0
1,Neymar,0.8,0.3,0.9,0.0,0.0,1.2,0.0,0.0,13.0,6.0,4.7,2.6,6.0,4.1,0.1,3.1,4.9,6.0,2.6,58.4,80.6,0.8,2.9,0.9
2,Kylian Mbappé,0.4,0.2,0.6,0.0,0.0,0.4,0.0,0.0,18.0,5.0,4.4,2.0,2.8,1.1,0.9,1.3,2.4,5.0,2.0,30.1,80.4,0.4,0.5,0.1
3,Ángel Di María,0.7,0.4,0.5,0.0,0.0,1.2,0.1,0.0,8.0,14.0,2.8,3.0,2.6,0.8,0.2,1.1,2.0,14.0,3.0,41.3,78.5,1.6,2.3,0.5
4,Dimitri Payet,1.0,0.4,0.7,0.0,0.5,0.7,0.0,0.0,9.0,4.0,2.9,4.0,2.3,1.4,0.1,2.3,2.0,4.0,4.0,40.9,76.6,2.5,2.7,0.2
5,Anthony Caci,3.6,2.4,1.4,0.1,1.1,1.1,0.6,0.0,1.0,4.0,0.5,1.5,0.4,0.6,0.0,1.1,1.1,4.0,1.5,52.3,80.1,1.4,5.1,0.1
6,Memphis Depay,0.3,0.2,0.6,0.0,0.2,0.4,0.0,0.0,9.0,2.0,3.7,1.9,2.0,1.4,0.2,1.5,2.7,2.0,1.9,33.8,78.8,0.8,1.2,0.2
7,Hianga'a M'Bock,0.5,2.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.5,1.0,1.5,0.0,1.0,0.5,0.0,0.5,44.5,82.0,0.0,2.5,0.0
8,Téji Savanier,2.7,1.8,2.1,0.0,1.0,2.7,0.0,0.0,6.0,2.0,1.6,1.5,1.7,2.9,0.0,0.8,2.2,2.0,1.5,45.3,79.0,1.3,5.0,0.0
9,Donovan Léon,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,64.7,0.0,4.0,0.0
10,Souleyman Doumbia,1.0,0.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,34.0,82.4,0.0,1.0,0.0
11,Moreto Cassamã,2.4,0.7,0.9,0.0,0.9,0.3,0.3,0.0,1.0,1.0,0.6,1.1,1.9,1.6,0.0,1.1,1.7,1.0,1.1,68.6,90.4,1.4,6.6,0.0
12,Wissam Ben Yedder,0.8,0.2,0.4,0.0,0.0,0.4,0.0,0.0,18.0,4.0,2.5,1.7,1.3,0.7,0.3,1.5,1.9,4.0,1.7,29.9,74.9,0.2,0.4,0.2
13,Idrissa Gueye,3.3,1.7,1.9,0.0,0.6,1.3,0.2,0.0,1.0,2.0,0.6,1.2,1.1,1.1,0.1,0.7,1.3,2.0,1.2,78.3,92.7,0.1,2.1,0.1
14,Marco Verratti,2.7,1.0,1.3,0.0,0.3,1.8,0.2,0.0,0.0,5.0,0.1,1.4,1.3,1.7,0.0,1.1,0.7,5.0,1.4,85.5,92.5,0.3,3.3,0.3
15,Mounir Chouiar,1.8,0.7,1.7,0.0,0.4,1.5,0.0,0.0,4.0,0.0,2.0,2.2,3.5,1.0,0.2,1.8,2.5,0.0,2.2,26.1,76.2,1.7,0.9,0.0
16,Jessy Moulin,0.0,0.2,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,29.0,53.1,0.0,5.2,0.0
17,Zinédine Ould Khaled,2.0,4.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,25.0,96.0,0.0,3.0,0.0
18,Hassane Kamara,2.6,2.6,0.9,0.0,2.1,0.5,0.1,0.0,2.0,0.0,1.3,0.5,1.6,1.0,0.1,0.7,1.6,0.0,0.5,39.2,83.8,0.4,2.1,0.0
19,Yassine Benrahou,1.4,0.2,1.0,0.0,0.0,1.2,0.0,0.0,2.0,3.0,2.6,2.1,1.9,3.0,0.1,4.0,5.3,3.0,2.1,28.3,74.9,2.3,1.0,0.0
20,Bruno Guimarães,4.0,1.3,2.0,0.0,0.3,1.7,0.0,0.0,0.0,0.0,0.7,1.7,1.3,2.7,0.0,1.3,2.0,0.0,1.7,64.0,91.1,0.0,5.7,0.0
21,Marquinhos,2.1,1.3,1.0,0.3,1.6,0.8,0.4,0.0,3.0,1.0,0.6,0.2,0.4,0.3,0.0,0.5,0.4,1.0,0.2,68.3,93.4,0.0,3.8,0.1
22,Adil Aouchiche,3.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,30.0,80.0,0.0,1.0,0.0
23,Youcef Atal,1.8,1.8,1.2,0.1,0.5,1.4,0.1,0.0,1.0,1.0,1.5,0.8,3.6,1.9,0.3,1.4,2.7,1.0,0.8,32.8,81.0,0.4,0.9,0.0
24,Mauro Icardi,0.2,0.1,0.6,0.1,0.6,0.5,0.1,0.0,12.0,2.0,1.8,0.6,0.3,0.5,0.6,0.2,0.8,2.0,0.6,8.5,86.4,0.1,0.2,0.0
25,Andy Delort,1.1,0.1,2.7,0.0,0.4,0.8,0.2,0.0,9.0,3.0,3.2,1.5,1.1,1.5,0.8,1.0,3.1,3.0,1.5,26.4,62.0,0.8,1.2,0.0
26,Victor Osimhen,0.3,0.4,2.1,0.0,1.2,0.4,0.0,0.0,13.0,4.0,3.2,0.8,0.6,1.5,1.2,1.4,2.7,4.0,0.8,12.7,61.4,0.2,0.1,0.0
27,Lucas Perrin,1.3,2.5,2.3,0.8,3.8,1.3,0.5,0.0,0.0,0.0,0.8,0.0,0.8,1.5,0.0,0.0,1.3,0.0,0.0,63.3,90.9,0.0,3.3,0.0
