,Player,age,position,Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG,Goals,Assists,SpG,KeyP,Drb.1,Fouled,Off,Disp,UnsTch,Assists.1,KeyP.1,AvgP,PS%,Crosses,LongB,ThrB
296,Jeffrey Schlupp,28,Defender,Crystal Palace,1425,845,580,Ghana,27,14,13,2,2,0,3,1,2,0,0,5,4,1,23,14,9,3,0,0.32,0.19,0.13,0.21,0,713,1.45,62,53,475,475,0.19,125,62,110,4,1.1,0.8,0.9,0,0.4,0.6,0.3,0,2,3,0.7,0.7,1.1,0.6,0,1.5,1.2,3,0.7,14.8,73.9,0.2,0.4,0
297,Jensen Weir,19,Midfielder,Brighton & Hove Albion,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,Jesse Lingard,28,Midfielder,West Ham United,1426,709,717,England,16,8,8,9,5,4,4,1,3,1,1,4,3,1,18,7,11,3,0,0.82,0.25,0.57,0.63,0.5,158,1.14,79,89,475,357,0.19,11,26,-1,3,0.8,0.3,1.3,0,0,0.6,0.1,0,9,4,2.6,1.1,1.1,1.5,0.4,1.4,1.8,4,1.1,39.6,83.6,0.4,1,0
299,Jesuran Rak-Sakyi,0,Forward,Crystal Palace,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,Jimmy Dunne,23,Defender,Burnley,270,90,180,Republic of Ireland,3,1,2,1,0,1,0,0,0,0,0,0,0,0,6,1,5,1,0,0.33,0,0.33,0,0.5,270,2,45,90,270,0,0.33,-1,-1,-1,9,1,2,0.7,0.3,5.3,0.3,0.7,0,1,0,2.3,0.7,0.3,1,0,0.3,0.3,0,0.7,51,68.6,0,3.3,0
301,Joachim Andersen,25,Defender,Fulham,2730,1350,1380,Denmark,31,15,16,1,1,0,1,0,1,0,0,9,5,4,32,17,15,8,1,0.07,0.03,0.03,0.07,0,2730,1.05,85,88,303,2730,0.3,259,236,42,11,1.1,1.4,1.3,1.1,4.8,0.4,0.4,0,1,1,0.4,0.3,0.3,0.5,0,0.1,0.3,1,0.3,63.2,81.4,0,5.8,0
302,João Cancelo,27,Defender,Manchester City,2302,1074,1228,Portugal,28,13,15,2,0,2,3,0,3,0,0,15,7,8,15,7,8,6,1,0.2,0.12,0.08,0,0.15,1151,0.59,153,82,329,767,0.27,168,116,3,10,2.4,1.5,1.3,0.3,1,1.4,0.1,0,2,3,1.3,1.6,1.7,0.6,0.1,0.8,1.3,3,1.6,66.2,87.1,0.4,2.4,0.1
303,João Manuel Neves Virginia,21,Goalkeeper,Everton,47,47,0,Portugal,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,-1,-1,-1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,João Moutinho,34,Midfielder,Wolverhampton Wanderers,2533,1176,1357,Portugal,33,16,17,1,1,0,1,0,1,0,0,10,5,5,36,15,21,5,1,0.07,0.04,0.04,0.08,0,2533,1.28,70,77,507,2533,0.18,241,219,-1,13,2.3,1.4,1.3,0.1,0.7,1.7,0.1,0,1,1,0.4,1.4,0.4,0.7,0,0.3,0.5,1,1.4,52.2,88.4,0.8,2.3,0.1
305,Joe Bryan,27,Defender,Fulham,662,370,292,England,16,8,8,1,0,1,0,0,0,0,0,2,1,1,16,9,7,2,0,0.14,0,0.14,0,0.31,662,2.18,41,41,331,0,0.27,122,416,156,9,0.9,0.9,0.6,0.1,0.7,0.3,0.1,0,1,0,0.5,0.3,0.9,0.4,0,0.2,0.8,0,0.3,19.6,75.2,0.4,0.8,0.1
306,Joe Gelhardt,19,Midfielder,Leeds United,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,Joe Gomez,24,Defender,Liverpool,590,360,230,England,7,4,3,0,0,0,0,0,0,0,0,0,0,0,14,6,8,0,0,0,0,0,0,0,0,2.14,42,84,0,0,0,359,352,154,24,0.4,0.6,0.9,0.3,4,0.6,0.3,0,0,0,0,0.1,0.6,0.9,0,0.4,0.3,0,0.1,79.4,89.7,0,5.6,0
308,Joe Hart,34,Goalkeeper,Tottenham Hotspur,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,Joe Rodon,23,Defender,Tottenham Hotspur,729,189,540,Wales,12,4,8,0,0,0,0,0,0,0,0,5,2,3,11,5,6,0,0,0,0,0,0,0,0,1.36,66,61,0,0,0,272,255,98,14,1.2,1.8,0.2,0.4,2.9,0.1,0.7,0,0,0,0.1,0,0,0.7,0.1,0,0.2,0,0,35.8,88.1,0,1.3,0
310,Joel Matip,29,Defender,Liverpool,693,331,362,Cameroon,10,5,5,1,1,0,2,1,1,0,0,3,2,1,5,1,4,2,0,0.39,0.26,0.13,0.27,0,693,0.65,139,69,347,347,0.26,133,23,7,12,1.4,0.7,1.1,1.2,2.2,0.1,0,0,1,2,0.5,0.3,0,0.4,0,0.1,0.3,2,0.3,54.6,87.7,0,1.4,0.1
311,Joel Mumbongo,22,Forward,Burnley,36,22,14,Sweden,4,3,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,2.5,36,9,36,0,2.5,-1,-1,-1,14,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0.5,0.3,0.3,0.3,0,0,1.3,80,0,0,0
312,Joël Veltman,29,Defender,Brighton & Hove Albion,2281,1281,1000,Netherlands,28,15,13,1,1,0,1,1,0,0,0,10,7,3,26,11,15,3,0,0.08,0.04,0.04,0.07,0,2281,1.03,88,81,760,2281,0.12,246,218,39,9,2.4,1.2,1.2,0.2,2.1,1,0.2,0,1,1,0.5,0.8,0.6,1.4,0,0.3,0.6,1,0.8,44.6,77.7,0.7,2.5,0
313,Joel Ward,31,Defender,Crystal Palace,2255,1085,1170,England,26,13,13,0,0,0,1,0,1,0,0,8,6,2,40,14,26,5,0,0.04,0.04,0,0,0,0,1.6,56,87,451,2255,0.2,340,212,129,19,1.7,1.6,1.2,0.5,3.1,0.7,0.3,0,0,1,0.1,0.3,0.5,0.5,0,0.3,0.9,1,0.3,31.5,71.9,0.1,1.3,0
314,Joelinton Cassio Apolinário de Lira,24,Forward,Newcastle United,1989,1152,837,Brazil,31,16,15,4,3,1,2,1,1,1,0,5,2,3,36,19,17,3,0,0.27,0.09,0.18,0.23,0.11,497,1.63,55,64,663,995,0.14,97,149,-1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315,Johann Berg Guðmunds­son,30,Midfielder,Burnley,1368,774,594,Iceland,22,12,10,2,1,1,0,0,0,0,0,4,1,3,24,14,10,2,0,0.13,0,0.13,0.12,0.15,684,1.58,57,62,684,0,0.13,134,288,-1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316,John Egan,28,Defender,Sheffield United,2630,1350,1280,Republic of Ireland,31,15,16,0,0,0,1,1,0,0,0,4,3,1,46,21,25,8,1,0.03,0.03,0,0,0,0,1.57,57,85,292,2630,0.31,409,229,121,23,1.3,1.3,0.9,0.3,4.2,0.5,1,0,0,1,0.5,0.1,0,0.3,0,0,0.2,1,0.1,36.2,81.7,0,3,0
317,John Fleck,29,Midfielder,Sheffield United,2577,1340,1237,Scotland,31,15,16,0,0,0,2,1,1,0,0,5,4,1,45,22,23,4,0,0.07,0.07,0,0,0,0,1.57,57,83,644,1289,0.14,410,168,-1,21,1.6,0.9,1.1,0,0.3,1.8,0.1,0,0,2,0.5,1.1,1,0.9,0,0.8,1,2,1.1,36.7,82.9,0.7,1.3,0
318,John Lundstram,27,Midfielder,Sheffield United,2032,1095,937,England,28,16,12,0,0,0,2,1,1,0,1,3,3,0,39,18,21,9,1,0.09,0.09,0,0,0,0,1.73,52,73,203,1016,0.44,412,145,-1,19,0.9,0.5,0.9,0.1,0.8,1.2,0.3,0,0,2,0.7,0.7,0.5,0.7,0,0.7,1,2,0.7,35.7,84.2,0.4,1.8,0
319,John McGinn,26,Midfielder,Aston Villa,3330,1620,1710,Scotland,37,18,19,3,2,1,5,1,4,0,0,14,6,8,43,27,16,12,0,0.22,0.14,0.08,0.11,0.05,1110,1.16,77,90,278,666,0.32,172,99,-1,5,1.6,1.2,1.2,0.1,0.6,1.5,0.2,0,3,5,1.2,1.1,1.4,2.1,0,0.9,1.8,5,1.1,36.9,79.4,0.3,3.3,0.1
320,John Ruddy,34,Goalkeeper,Wolverhampton Wanderers,90,0,90,England,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,90,45,0,0,0,-1,-1,-1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,64.3,0,1.5,0
321,John Stones,27,Defender,Manchester City,1934,990,944,England,22,11,11,4,3,1,0,0,0,0,0,14,8,6,10,4,6,1,1,0.19,0,0.19,0.27,0.1,484,0.47,193,88,967,0,0.09,89,244,1,8,1,0.8,0.3,0.7,2.5,0.2,0.7,0,4,0,0.7,0.1,0.5,0.4,0,0.1,0.2,0,0.1,78.5,93.3,0,2.8,0
322,Jonas Lössl,32,Goalkeeper,Everton,0,0,0,Denmark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323,Jonjo Shelvey,29,Midfielder,Newcastle United,2617,1357,1260,England,30,16,14,1,1,0,3,1,2,0,0,6,1,5,44,26,18,7,0,0.14,0.1,0.03,0.07,0,2617,1.51,59,87,374,872,0.24,254,139,-1,9,1.3,1.2,1,0,1.3,0.9,0.5,0,1,3,1.4,1.2,0.7,0.3,0,0.2,0.6,3,1.2,46.7,76.4,0.7,5.8,0
324,Jonjoe Kenny,24,Defender,Everton,76,0,76,England,4,2,2,0,0,0,0,0,0,0,0,2,1,1,1,0,1,0,0,0,0,0,0,0,0,1.18,76,19,0,0,0,-1,-1,-1,21,0.5,0.3,0,0,0.5,0,0,0,0,0,0,0,0,0,0.3,0,0.8,0,0,10.5,83.3,0.3,0.5,0
325,Jonny,27,Defender,Wolverhampton Wanderers,501,196,305,Spain,7,3,4,0,0,0,0,0,0,0,0,3,2,1,4,1,3,0,0,0,0,0,0,0,0,0.72,125,72,0,0,0,264,284,9,27,1.6,1.3,1,0.3,1,1,0.3,0,0,0,0.1,0.3,0.4,1.6,0,1,1.1,0,0.3,26.1,76.5,0,0.3,0
326,Jonny Evans,33,Defender,Leicester City,2476,1329,1147,Northern Ireland,28,15,13,2,1,1,2,1,1,0,0,10,6,4,30,17,13,7,0,0.15,0.07,0.07,0.07,0.08,1238,1.09,83,88,354,1238,0.25,190,170,49,7,0.9,1.6,0.6,0.6,3.4,0.2,0.1,1,2,2,0.3,0.4,0.3,0.4,0,0.1,0.1,2,0.4,66.1,85.9,0,3.9,0
327,Jordan Ayew,29,Forward,Crystal Palace,2097,1017,1080,Ghana,33,16,17,1,1,0,3,2,1,0,0,8,6,2,40,16,24,4,0,0.17,0.13,0.04,0.09,0,2097,1.72,52,64,524,699,0.17,233,106,-1,11,1.1,0.5,1.4,0,0.3,0.8,0.1,0,1,3,0.8,0.4,1.6,1.9,0.2,1.8,2.5,3,0.4,19.2,81,0.1,0.3,0
328,Jordan Henderson,31,Midfielder,Liverpool,1707,807,900,England,21,10,11,1,0,1,1,1,0,0,0,5,2,3,22,12,10,0,0,0.11,0.05,0.05,0,0.1,1707,1.16,78,81,0,1707,0,222,198,-1,13,1.1,1.6,0.4,0.6,1.2,0.8,0,0,1,1,0.7,0.7,0.4,0.5,0,0.2,0.3,1,0.7,86.4,87.3,0.2,4,0.1
329,Jordan Pickford,27,Goalkeeper,Everton,2743,1483,1260,England,31,17,14,0,0,0,0,0,0,0,0,10,3,7,36,22,14,1,0,0,0,0,0,0,0,1.18,76,88,2743,0,0.03,399,398,70,18,0,0.1,0,0,1.3,0.1,0,0,0,0,0,0,0,0.1,0,0,0,0,0,32.2,61.8,0,8.5,0
330,Jorginho,29,Midfielder,Chelsea,2013,1118,895,Italy,28,14,14,7,4,3,1,0,1,7,2,14,7,7,16,11,5,2,0,0.36,0.04,0.31,0.32,0.3,288,0.72,126,72,1007,2013,0.09,49,216,-1,1,2,1.4,1.1,0,0.7,1.6,0.2,0,7,1,0.5,0.9,0.6,1,0,0.5,0.7,1,0.9,63.7,89.2,0.1,2.7,0.1
331,Jose Izquierdo,29,Forward,Brighton & Hove Albion,8,0,8,Colombia,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,-1,-1,-1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332,Joseph Willock,21,Midfielder,Newcastle United,1214,604,610,England,21,10,11,8,5,3,0,0,0,0,1,5,1,4,18,11,7,1,0,0.59,0,0.59,0.75,0.44,152,1.33,67,58,1214,0,0.07,9,340,-1,2,0.9,0.4,0.9,0,0,0.6,0.1,0,0,0,0.6,0.3,0.6,0.6,0,0.4,1.9,0,0.3,12.4,78.2,0,0.1,0
333,Joseph Willock,21,Midfielder,Newcastle United,1214,604,610,England,21,10,11,8,5,3,0,0,0,0,1,5,1,4,18,11,7,1,0,0.59,0,0.59,0.75,0.44,152,1.33,67,58,1214,0,0.07,9,340,-1,2,1.9,1.2,0.6,0,0.7,2.4,0.2,0,8,0,1.4,0.6,1.6,1.1,0,1.1,1.5,0,0.6,16.2,77.1,0.2,0.6,0
334,Josh Benson,21,Midfielder,Burnley,261,97,164,England,6,4,2,0,0,0,0,0,0,0,0,1,1,0,7,1,6,0,0,0,0,0,0,0,0,2.41,37,44,0,0,0,-1,-1,-1,18,0.8,0.5,0.7,0,0.3,0.8,0,0,0,0,0.3,0,0.3,0.2,0,0.7,0.7,0,0,13.2,77.2,0,0.2,0
335,Josh Brownhill,25,Midfielder,Burnley,2816,1422,1394,England,33,17,16,0,0,0,1,0,1,0,0,10,3,7,42,22,20,2,0,0.03,0.03,0,0,0,0,1.34,67,85,1408,2816,0.06,380,223,-1,21,1.4,2.1,1.1,0,1.1,0.9,0.3,0,0,1,1,0.5,0.5,1,0.1,0.5,1.1,1,0.5,35.5,78.3,0.1,1,0
336,Josh Maja,22,Forward,Fulham,810,311,499,England,15,7,8,3,0,3,0,0,0,1,0,5,2,3,8,3,5,0,0,0.33,0,0.33,0,0.54,270,0.89,101,54,0,0,0,45,293,-1,3,0.5,0.3,0.5,0,0.1,0.4,0.1,0,3,0,1.4,0.5,0.5,0.5,0.1,0.9,1.7,0,0.5,12,85,0,0.2,0
337,Josh Onomah,24,Forward,Fulham,370,217,153,England,11,5,6,0,0,0,0,0,0,0,0,1,0,1,12,5,7,1,0,0,0,0,0,0,0,2.92,31,34,370,0,0.24,341,332,-1,24,1,0.2,1.1,0,0.1,0.5,0.2,0,0,0,0.5,0.1,0.2,0,0,0.8,0.8,0,0.1,15.5,90,0,0.4,0
338,Joshua King,29,Forward,Everton,137,93,44,Norway,11,6,5,0,0,0,0,0,0,0,0,3,1,2,2,2,0,0,0,0,0,0,0,0,0,1.31,69,12,0,0,0,-1,-1,-1,12,0.4,0.1,0.4,0,0.1,0,0,0,0,0,0.3,0,0.4,0.1,0.3,0.5,0.8,0,0,4.5,65.3,0,0,0
339,Juan Mata,33,Midfielder,Manchester United,510,212,298,Spain,9,4,5,1,0,1,2,0,2,1,0,2,2,0,6,2,4,0,0,0.53,0.35,0.18,0,0.3,510,1.06,85,57,0,255,0,95,8,-1,16,0.1,0.3,0.1,0,0.3,0.8,0,0,1,2,0.6,0.9,0.2,0.4,0.2,0.7,0.8,2,0.9,31.8,85.7,0.4,0.7,0.1
340,Kai Havertz,22,Midfielder,Chelsea,1521,767,754,Germany,27,15,12,4,3,1,3,1,2,0,0,12,8,4,13,4,9,2,0,0.41,0.18,0.24,0.35,0.12,380,0.77,117,56,761,507,0.12,72,63,-1,7,0.7,0.1,1,0.1,0.7,0.8,0,0,4,3,1.2,0.7,0.7,0.6,0.3,1,2,3,0.7,28.4,84.9,0,0.4,0
341,Kaine Hayden,0,Midfielder,Aston Villa,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
342,Kaine Kessler,0,Forward,Aston Villa,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343,Kalvin Phillips,25,Midfielder,Leeds United,2430,1258,1172,England,29,15,14,1,1,0,2,0,2,0,0,10,5,5,32,13,19,10,0,0.11,0.07,0.04,0.07,0,2430,1.19,76,84,243,1215,0.37,247,177,-1,11,2.6,1.6,1.6,0.1,1.7,1.2,0.5,0,1,2,0.5,1.2,0.7,1.1,0,0.6,1.4,2,1.2,48.4,84.7,1,4.7,0.1
344,Kamil Grosicki,33,Forward,West Bromwich Albion,149,0,149,Poland,3,0,3,0,0,0,1,0,1,0,0,0,0,0,5,0,5,0,0,0.6,0.6,0,0,0,0,3.02,30,50,0,149,0,-1,-1,-1,20,0.7,0.7,0.3,0,0.3,2,0,0,0,1,1,1,0,0,0,0.3,0.7,1,1,13.3,75,0,0.7,0
345,Karl Darlow,30,Goalkeeper,Newcastle United,2250,1080,1170,England,25,12,13,0,0,0,0,0,0,0,0,4,1,3,40,18,22,3,0,0,0,0,0,0,0,1.6,56,90,750,0,0.12,320,311,127,24,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,25.1,45.7,0,7.4,0
346,Karlan Ahearne-Grant,23,Forward,West Bromwich Albion,1133,588,545,England,21,11,10,1,0,1,0,0,0,0,0,3,3,0,25,15,10,1,0,0.08,0,0.08,0,0.17,1133,1.99,45,54,1133,0,0.08,176,249,-1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
347,Karlo Ziger,20,Goalkeeper,Chelsea,0,0,0,Croatia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
348,Kasper Schmeichel,34,Goalkeeper,Leicester City,3420,1710,1710,Denmark,38,19,19,0,0,0,0,0,0,0,0,11,6,5,48,28,20,0,0,0,0,0,0,0,0,1.26,71,90,0,0,0,333,326,84,21,0,0,0,0,0.4,0,0,1,0,0,0,0,0,0.1,0,0,0,0,0,28.1,70.4,0,6.4,0
349,Kayne Ramsey,20,Midfielder,Southampton,90,0,90,England,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,7,1,0,0,0,0,0,0,0,7,13,90,90,0,1,-1,-1,-1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,Kean Bryan,24,Midfielder,Sheffield United,1007,621,386,England,13,8,5,1,0,1,0,0,0,0,0,2,2,0,16,8,8,1,0,0.09,0,0.09,0,0.23,1007,1.43,63,77,1007,0,0.09,165,264,-1,6,1.5,1,1,0.5,2.7,0.8,0.8,1,1,0,0.2,0.3,0.2,0.2,0,0.1,0.8,0,0.3,34.4,70.9,0.2,2.2,0
351,Keinan Davis,23,Midfielder,Aston Villa,264,239,25,England,15,9,6,1,1,0,1,1,0,0,0,4,4,0,1,1,0,0,0,0.68,0.34,0.34,0.38,0,264,0.34,264,18,0,264,0,-1,-1,-1,11,0.1,0,0.3,0,0.1,0.1,0,0,1,1,0.6,0.4,0.6,0.3,0,0.3,0.7,1,0.4,4.9,74,0.1,0.1,0
352,Kelechi Iheanacho,24,Forward,Leicester City,1456,748,708,Nigeria,25,13,12,12,6,6,2,1,1,0,1,7,4,3,22,13,9,1,0,0.87,0.12,0.74,0.72,0.76,121,1.36,66,58,1456,728,0.06,2,115,-1,2,0.5,0.1,1,0,0,0.5,0,0,12,2,2.4,1.1,1.3,0.5,0.4,1.4,2.3,2,1.1,20.2,79.8,0.2,0.4,0.2
353,Kenny Tete,25,Defender,Fulham,1483,709,774,Netherlands,22,11,11,0,0,0,1,0,1,0,0,6,2,4,26,14,12,3,0,0.06,0.06,0,0,0,0,1.58,57,67,494,1483,0.18,369,197,122,18,2.2,1.2,1.3,0.2,2,0.4,0.2,0,0,1,0.3,0.8,0.5,0.8,0.1,0.4,0.9,1,0.8,31.4,75.5,1,1.5,0
354,Kepa Arrizabalaga,26,Goalkeeper,Chelsea,584,450,134,Spain,7,5,2,0,0,0,0,0,0,0,0,2,2,0,7,5,2,1,0,0,0,0,0,0,0,1.08,83,83,584,0,0.15,379,365,48,19,0,0,0,0,0.6,0.1,0,0,0,0,0,0,0,0,0,0,0.3,0,0,29.3,78.5,0,5.1,0
355,Kevin De Bruyne,30,Midfielder,Manchester City,2001,1192,809,Belgium,25,14,11,6,4,2,12,8,4,2,1,12,7,5,17,13,4,1,0,0.81,0.54,0.27,0.3,0.22,334,0.76,118,80,2001,167,0.04,63,2,-1,7,1.4,0.4,1.1,0,0.3,1.4,0,0,6,12,3.2,3.2,1.9,1.2,0,1.3,1.8,12,3.2,50.6,81.7,1.6,2.6,0.2
356,Kevin Long,30,Defender,Burnley,636,360,276,Republic of Ireland,8,4,4,0,0,0,0,0,0,0,0,2,0,2,13,6,7,2,0,0,0,0,0,0,0,1.84,49,80,318,0,0.28,367,384,148,23,1.4,0.8,0.9,0.8,3,0.3,0.9,0,0,0,0.3,0.1,0,0.3,0,0,0.1,0,0.1,33.1,71.3,0,2.6,0
357,Kgagelo Chauke,18,Midfielder,Southampton,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
358,Ki-Jana Hoever,19,Defender,Wolverhampton Wanderers,571,172,399,Netherlands,12,5,7,0,0,0,0,0,0,0,0,3,2,1,7,2,5,1,0,0,0,0,0,0,0,1.1,82,48,571,0,0.16,294,277,51,21,1.2,0.8,0.3,0.1,1.8,1,0,0,0,0,0.1,0.3,1.1,0.3,0.1,0.5,1,0,0.3,24.3,78,0.2,0.9,0
359,Kieran Gibbs,31,Defender,West Bromwich Albion,809,360,449,England,10,4,6,0,0,0,0,0,0,0,0,0,0,0,21,13,8,2,1,0,0,0,0,0,0,2.34,39,81,270,0,0.33,329,318,159,29,1.5,1.6,0.6,0.1,2.7,0.2,0.6,0,0,0,0.1,0.4,0.2,0.2,0,0.1,0.9,0,0.4,26.4,74.2,0.3,1.1,0
360,Kieran Tierney,24,Defender,Arsenal,2301,1053,1248,Scotland,27,13,14,1,0,1,3,1,2,0,0,8,2,6,27,13,14,4,0,0.16,0.12,0.04,0,0.07,2301,1.06,85,85,575,767,0.16,236,124,45,15,1,0.6,0.5,0.2,2.1,0.7,0.4,0,1,3,0.6,1.1,0.6,0.7,0,0.5,0.9,3,1.1,43.7,79.6,0.9,1.6,0
361,Kiko Casilla,34,Goalkeeper,Leeds United,270,180,90,Spain,3,2,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0.33,270,90,0,0,0,-1,-1,-1,17,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,87.2,0,3.7,0
362,Konstantinos Tsimikas,25,Defender,Liverpool,5,5,0,Greece,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,-1,-1,-1,21,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,2.5,80,0,0,0
363,Kortney Hause,26,Defender,Aston Villa,630,270,360,England,7,3,4,1,1,0,0,0,0,0,0,3,2,1,6,1,5,2,0,0.14,0,0.14,0.33,0,630,0.86,105,90,315,0,0.29,123,360,18,12,0.6,1.1,0.7,0.4,7.6,0.4,0.3,0,1,0,0.7,0,0,0.4,0,0,0.1,0,0,33.1,74.6,0,2.3,0
364,Kurt Zouma,26,Defender,Chelsea,2027,1172,855,France,24,14,10,5,2,3,0,0,0,0,0,9,6,3,22,14,8,3,0,0.22,0,0.22,0.15,0.32,405,0.98,92,84,676,0,0.13,79,367,34,5,0.7,1.2,0.7,0.5,3.8,0.2,0.4,0,5,0,1.1,0.2,0.1,0.3,0,0.2,0.3,0,0.2,74,90.9,0,3.8,0
365,Kyle Alex John,20,Midfielder,Everton,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
366,Kyle Bartley,30,Defender,West Bromwich Albion,2583,1323,1260,England,30,16,14,3,3,0,1,0,1,0,0,5,4,1,49,21,28,4,0,0.14,0.03,0.1,0.2,0,861,1.71,53,86,646,2583,0.14,150,230,139,4,0.9,1.3,1,0.5,5.3,0.4,1.2,0,3,1,0.5,0.2,0.1,0.3,0.2,0.1,0.3,1,0.2,27.6,77.1,0,1.7,0
367,Kyle Edwards,23,Midfielder,West Bromwich Albion,113,22,91,England,5,2,3,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,2.39,38,23,0,0,0,-1,-1,-1,25,0.6,0.2,0.2,0,0,0,0,0,0,0,0.4,0.2,0.2,0.2,0,0.2,0.2,0,0.2,6.8,91.2,0,0,0
368,Kyle Walker,31,Defender,Manchester City,1946,968,978,England,24,13,11,1,0,1,1,1,0,0,0,10,6,4,20,10,10,1,0,0.09,0.05,0.05,0,0.09,1946,0.92,97,81,1946,1946,0.05,227,208,25,15,1.2,0.6,1,0.3,0.9,0.3,0.3,0,1,1,0.4,0.3,1,0.5,0,0.7,0.7,1,0.3,72.2,90.2,0.1,3.7,0
