,Player,age,position,Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer,Tackles,Inter,Fouls,Clear,Blocks,OwnG,Goals,Assists,SpG,KeyP,Drb,Fouled,Off,Disp,UnsTch,Assists.1,KeyP.1,AvgP,PS%,Crosses,LongB,ThrB
18,Albin Ekdal,31,Midfielder,Sampdoria,2301,1129,1172,Sweden,32,16,16,2,1,1,1,1,0,0,0,6,4,2,39,18,21,9,0,0.12,0.04,0.08,0.08,0.08,1151,1.53,59,72,256,2301,0.35,204,251,-1,10,1.8,1.5,1.5,1,0.4,0,2,1,0.4,0.3,0.6,1.8,0,0.6,0.7,1,0.3,32.7,83.8,0,1.2,0
19,Alejandro Gómez,33,Midfielder,Atalanta,672,322,350,Argentina,10,4,6,4,1,3,2,0,2,0,0,1,0,1,14,6,8,0,0,0.8,0.27,0.54,0.28,0.77,168,1.88,48,67,0,336,0,26,39,-1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Alejandro Marqués,21,Forward,Juventus,0,0,0,Venezuela,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,Aleksandar Kolarov,35,Defender,Inter Milan,387,279,108,Serbia,7,4,3,0,0,0,1,1,0,0,0,1,0,1,10,7,3,0,0,0.23,0.23,0,0,0,0,2.33,39,55,0,387,0,402,53,177,22,0.6,1,0.4,0.9,0,0,0,1,0.9,0.9,0,0.6,0,0,0.4,1,0.9,47.7,88.3,0.4,2.4,0
22,Aleksandr Kokorin,30,Forward,Fiorentina,91,55,36,Russia,4,2,2,0,0,0,0,0,0,0,0,1,0,1,2,1,1,1,0,0,0,0,0,0,0,1.98,46,23,91,0,0.99,-1,-1,-1,15,0.3,0,0.3,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,7.5,83.3,0,0,0
23,Aleksey Miranchuk,25,Midfielder,Atalanta,659,273,386,Russia,25,13,12,4,3,1,2,0,2,0,0,8,4,4,11,3,8,0,0,0.82,0.27,0.55,0.99,0.23,165,1.5,60,26,0,330,0,23,37,-1,8,1,0.1,0.7,0,0,0,4,2,0.6,0.6,0.6,0.8,0.1,0.5,0.7,2,0.6,15.4,79.5,0.2,0.5,0
24,Alessandro Bastoni,22,Defender,Inter Milan,2926,1334,1592,Italy,33,15,18,0,0,0,3,3,0,0,0,14,7,7,25,11,14,6,0,0.09,0.09,0,0,0,0,0.77,117,89,488,975,0.18,403,178,8,18,1.1,1.2,1.2,2.2,0.5,0,0,3,0.3,0.4,0.4,0.8,0,0.2,0.6,3,0.4,68,90.5,0.1,4.6,0
25,Alessandro Berardi,30,Goalkeeper,Hellas Verona,27,0,27,Italy,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,-1,-1,-1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,54.5,0,5,0
26,Alessandro Bianco,18,Midfielder,Fiorentina,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,Alessandro Buongiorno,22,Defender,Torino,856,439,417,Italy,12,6,6,0,0,0,0,0,0,0,0,2,1,1,18,11,7,4,0,0,0,0,0,0,0,1.89,48,71,214,0,0.42,421,343,161,24,1,0.9,1.4,3.4,0.8,0,0,0,0.3,0.1,0.3,0.9,0.1,0.2,1.1,0,0.1,35.8,82.8,0.1,1.3,0
28,Alessandro Deiola,26,Midfielder,Cagliari,975,428,547,Italy,24,14,10,0,0,0,0,0,0,0,0,8,3,5,10,6,4,3,0,0,0,0,0,0,0,0.92,98,41,325,0,0.28,415,406,-1,16,0.5,0.3,0.5,0.1,0.1,0,0,0,0.4,0.7,0.2,0.4,0,0.2,0.5,0,0.7,12.3,76.2,0.3,0.8,0
29,Alessandro Deiola,26,Midfielder,Cagliari,975,428,547,Italy,24,14,10,0,0,0,0,0,0,0,0,8,3,5,10,6,4,3,0,0,0,0,0,0,0,0.92,98,41,325,0,0.28,415,406,-1,16,1.1,0.9,1,0.8,0.2,0,0,0,0.5,0.5,0.1,0.3,0,0.3,0.6,0,0.5,19.5,82.9,0.3,1.3,0
30,Alessandro Di Pardo,22,Midfielder,Juventus,10,6,4,Italy,4,3,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,-1,-1,-1,16,0,0,0,0,0.3,0,0,0,0,0.3,0.5,0.3,0,0,0,0,0.3,1,75,0,0,0
31,Alessandro Mercati,19,Midfielder,Sassuolo,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,Alessandro Rigo,19,Midfielder,Udinese,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,Alessandro Tripaldelli,22,Defender,Cagliari,296,118,178,Italy,10,5,5,0,0,0,0,0,0,0,0,0,0,0,8,4,4,1,0,0,0,0,0,0,0,2.43,37,30,296,0,0.3,342,375,180,19,1.3,0.3,0.9,1.5,0.1,0,0,0,0,0.1,0.1,0.4,0,0.1,0.4,0,0.1,7.3,69.9,0,0.1,0
34,Alessandro Tuia,31,Defender,Benevento,1767,819,948,Italy,27,14,13,1,0,1,0,0,0,0,0,5,2,3,32,16,16,6,0,0.05,0,0.05,0,0.09,1767,1.63,55,65,295,0,0.31,251,436,133,12,1.4,1.3,1,3.1,0.4,0,1,0,0.3,0.1,0.1,0.4,0,0.1,0.3,0,0.1,28.1,80,0,2.4,0
35,Alessio Cragno,27,Goalkeeper,Cagliari,3060,1530,1530,Italy,34,17,17,0,0,0,0,0,0,0,0,6,3,3,48,22,26,1,0,0,0,0,0,0,0,1.41,64,90,3060,0,0.03,363,397,94,22,0,0,0.1,0.7,0,0,0,0,0,0,0,0.1,0,0,0,0,0,24.2,64.8,0,6.3,0
36,Alessio Furlanetto,19,Goalkeeper,Lazio,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,Alessio Romagnoli,26,Defender,AC Milan,1907,900,1007,Italy,22,10,12,1,1,0,1,0,1,0,0,7,4,3,25,14,11,7,0,0.09,0.05,0.05,0.1,0,1907,1.18,76,87,272,1907,0.33,244,242,50,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,Alex Arnofoli,18,Defender,Bologna,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,Álex Berenguer,26,Forward,Torino,133,64,69,Spain,2,1,1,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,2.71,33,67,0,0,0,-1,-1,-1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,Alex Cordaz,38,Goalkeeper,Crotone,3240,1620,1620,Italy,36,18,18,0,0,0,0,0,0,0,0,2,0,2,86,33,53,1,0,0,0,0,0,0,0,2.39,38,90,3240,0,0.03,378,374,179,19,0,0,0,0.4,0,0,0,0,0,0,0,0.2,0,0,0,0,0,35.4,69.2,0,7.6,0
41,Alex Ferrari,27,Defender,Sampdoria,882,360,522,Italy,12,6,6,0,0,0,1,0,1,0,0,3,2,1,14,5,9,3,0,0.1,0.1,0,0,0,0,1.43,63,74,294,882,0.31,358,163,98,18,2.3,1.9,0.8,2.1,0.5,0,0,1,0,0.3,0.1,0.8,0,0.3,0.8,1,0.3,36.9,84.2,0.1,2.4,0
42,Alex Meret,24,Goalkeeper,Napoli,1980,1170,810,Italy,22,13,9,0,0,0,0,0,0,0,0,6,4,2,26,12,14,0,0,0,0,0,0,0,0,1.18,76,90,0,0,0,383,404,49,18,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,23,87.8,0,3.2,0
43,Alex Sandro,30,Defender,Juventus,1856,966,890,Brazil,26,14,12,2,2,0,1,1,0,0,0,6,4,2,20,11,9,2,0,0.15,0.05,0.1,0.19,0,928,0.97,93,71,928,1856,0.1,177,246,22,11,1.4,1.2,1,2,0.2,1,2,1,0.5,0.7,0.8,1.1,0,0.4,0.9,1,0.7,48.3,87.7,0.5,2.5,0
44,Alexis Saelemaekers,22,Midfielder,AC Milan,2050,878,1172,Belgium,32,15,17,2,1,1,4,2,2,0,0,11,6,5,24,11,13,7,1,0.26,0.18,0.09,0.1,0.08,1025,1.05,85,64,293,513,0.31,182,83,-1,10,1.3,0.8,0.9,0.1,0,0,2,4,0.9,0.9,1.2,1.1,0.2,0.6,1.9,4,0.9,25.1,82.6,0.3,0.5,0
45,Alexis Sanchez,32,Forward,Inter Milan,1139,470,669,Chile,30,15,15,7,4,3,5,2,3,0,1,12,6,6,13,7,6,0,0,0.95,0.4,0.55,0.77,0.4,163,1.03,88,38,0,228,0,22,9,-1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,Alfred Duncan,28,Midfielder,Cagliari,1228,726,502,Ghana,23,13,10,0,0,0,1,0,1,0,0,6,3,3,18,12,6,2,0,0.07,0.07,0,0,0,0,1.32,68,53,614,1228,0.15,327,218,-1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,Altin Kryeziu,19,Midfielder,Torino,0,0,0,Kosovo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,Alvaro Morata,28,Forward,Juventus,2018,834,1184,Spain,32,16,16,11,4,7,9,4,5,1,0,7,5,2,23,10,13,4,1,0.89,0.4,0.49,0.43,0.53,183,1.03,88,63,404,224,0.22,32,8,-1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,Amad Diallo Traoré,19,Forward,Atalanta,13,13,0,Côte d'Ivoire,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,6.92,13,13,13,0,6.92,-1,-1,-1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,Amadou Diambo,20,Midfielder,Benevento,2,0,2,Ghana,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,-1,28,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,7,100,0,0,0
51,Amadou Diawara,24,Midfielder,Roma,659,251,408,Guinea,18,10,8,1,0,1,0,0,0,0,0,5,5,0,10,2,8,4,1,0.14,0,0.14,0,0.22,659,1.37,66,37,165,0,0.55,147,292,-1,14,0.7,0.7,0.9,0.3,0.1,0,1,0,0.4,0.1,0.3,0.2,0,0.1,0.5,0,0.1,25.9,89.7,0,1.2,0.1
52,Amer Gojak,24,Midfielder,Torino,472,222,250,Bosnia and Herzegovina,15,7,8,1,0,1,1,0,1,0,0,3,2,1,6,2,4,1,0,0.38,0.19,0.19,0,0.36,472,1.14,79,31,472,472,0.19,114,81,-1,15,0.1,0.2,0.8,0.1,0,0,1,1,0.5,0.5,0.6,0.6,0.2,0.3,0.5,1,0.5,13.8,82.1,0.6,0.7,0
53,Amir Feratovič,19,Defender,Roma,0,0,0,Slovenia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,Amir Rrahmani,27,Defender,Napoli,1091,480,611,Kosovo,16,7,9,1,1,0,0,0,0,0,0,5,3,2,14,4,10,2,0,0.08,0,0.08,0.19,0,1091,1.15,78,68,546,0,0.16,193,449,46,13,0.8,0.5,0.7,2.4,0.9,0,1,0,0.3,0,0.1,0.5,0,0,0.2,0,0,37.3,90.9,0,1.5,0
55,Andrea Adorante,21,Forward,Parma,9,0,9,Italy,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,-1,-1,-1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,Andrea Belotti,27,Forward,Torino,2895,1401,1494,Italy,35,18,17,13,8,5,6,2,4,4,1,8,4,4,46,24,22,4,0,0.59,0.19,0.4,0.51,0.3,223,1.43,63,83,724,483,0.12,46,82,-1,1,0.9,0.3,1.7,0.5,0.1,0,13,6,3.1,1.1,1.3,3.9,0.6,1.2,3.1,6,1.1,19.6,69.5,0.1,0.7,0.2
57,Andrea Carboni,20,Defender,Cagliari,1086,566,520,Italy,15,7,8,0,0,0,1,1,0,0,0,4,1,3,14,10,4,2,0,0.08,0.08,0,0,0,0,1.16,78,72,543,1086,0.17,344,192,47,20,2.3,0.9,0.7,3.1,0.3,0,0,1,0.3,0.3,0.2,0.4,0,0.1,0.3,1,0.3,36.6,79.4,0.4,1.7,0
58,Andrea Consigli,34,Goalkeeper,Sassuolo,3330,1710,1620,Italy,37,19,18,0,0,0,0,0,0,0,0,7,4,3,52,26,26,1,0,0,0,0,0,0,0,1.41,64,90,3330,0,0.03,385,362,95,18,0.1,0,0.1,0.7,0,0,0,0,0,0,0,0.1,0,0,0,0,0,31.9,78.8,0,4.4,0
59,Andrea Conti,27,Defender,Parma,834,545,289,Italy,14,8,6,0,0,0,0,0,0,0,0,3,1,2,17,11,6,3,0,0,0,0,0,0,0,1.83,49,60,278,0,0.32,308,328,157,27,0.3,0.3,0.7,0,0,0,0,0,0,0.3,0.7,0.3,0,0,0.7,0,0.3,7,95.2,0,0.3,0.3
60,Andrea Danzi,22,Midfielder,Hellas Verona,104,90,14,Italy,2,1,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,52,104,0,0.87,-1,-1,-1,27,0,1.5,0.5,0.5,0,0,0,0,0.5,0.5,0,0,0,0,1,0,0.5,17,61.8,0,1,0.5
61,Andrea Favilli,24,Forward,Hellas Verona,332,178,154,Italy,11,5,6,2,1,1,0,0,0,0,0,4,2,2,2,0,2,1,0,0.54,0,0.54,0.51,0.58,166,0.54,166,30,332,0,0.27,25,412,-1,10,0.3,0,1.3,0.2,0,0,2,0,1.2,0.2,0.3,0.7,0.8,1.4,2,0,0.2,7.3,67.5,0,0.2,0
62,Andrea Ghion,21,Midfielder,Sassuolo,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,Andrea Masiello,35,Defender,Genoa,2567,1149,1418,Italy,30,13,17,0,0,0,0,0,0,0,0,9,3,6,42,20,22,6,0,0,0,0,0,0,0,1.47,61,86,428,0,0.21,288,426,105,20,1.3,1.8,0.5,3.4,0.4,0,0,0,0.2,0.2,0,0.4,0,0.1,0.2,0,0.2,46.5,83.8,0.1,3.5,0
64,Andrea Petagna,26,Forward,Napoli,953,372,581,Italy,26,12,14,4,2,2,3,2,1,0,0,9,4,5,12,3,9,0,0,0.66,0.28,0.38,0.48,0.31,238,1.13,79,37,0,318,0,50,31,-1,7,0.1,0,0.7,0.3,0,0,4,3,0.9,1,0.3,0.7,0.3,0.5,0.7,3,1,8.8,80.4,0,0.3,0
65,Andrea Pinamonti,22,Forward,Inter Milan,163,144,19,Italy,8,6,2,1,1,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0.55,0,0.55,0.63,0,163,0,0,20,0,0,0,-1,-1,-1,15,0,0.1,0.3,0.3,0,0,1,0,0.5,0.3,0.3,0.8,0.1,0.9,1,0,0.3,6.4,72.5,0,0,0
66,Andrea Poli,31,Midfielder,Bologna,373,248,125,Italy,18,8,10,1,1,0,0,0,0,0,0,3,1,2,8,6,2,1,0,0.24,0,0.24,0.36,0,373,1.93,47,21,373,0,0.24,91,388,-1,13,0.5,0.4,0.3,0.3,0.1,1,1,0,0.2,0.3,0.3,0.4,0,0.2,0.5,0,0.3,11.6,90.9,0.1,0.1,0
67,Andrea Ranocchia,33,Defender,Inter Milan,704,524,180,Italy,8,6,2,0,0,0,1,0,1,0,0,3,1,2,7,7,0,2,0,0.13,0.13,0,0,0,0,0.89,101,88,352,704,0.26,407,137,17,23,1.6,1.5,1.6,2.4,0.4,0,0,1,1.1,0.4,0,0.9,0.1,0.1,0.4,1,0.4,61.8,94.3,0,2.5,0
68,Andrea Rispoli,32,Defender,Crotone,644,287,357,Italy,19,9,10,0,0,0,0,0,0,0,0,1,0,1,24,5,19,4,0,0,0,0,0,0,0,3.35,27,34,161,0,0.56,384,364,187,29,0.3,0.3,0.4,0.6,0.2,0,0,0,0.2,0.5,0.1,0.2,0.1,0.2,0.4,0,0.5,12.8,72,0.4,0.4,0
69,Andreas Cornelius,28,Forward,Parma,1901,1077,824,Denmark,29,15,14,1,1,0,4,2,2,0,0,3,3,0,40,26,14,4,0,0.24,0.19,0.05,0.08,0,1901,1.89,48,66,475,475,0.19,256,80,-1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,Andreas Kristoffer Jungdal,19,Goalkeeper,AC Milan,0,0,0,Denmark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,Andreas Pereira,25,Midfielder,Lazio,525,151,374,Brazil,26,10,16,1,0,1,2,0,2,0,0,7,3,4,7,0,7,7,1,0.51,0.34,0.17,0,0.24,525,1.2,75,20,75,263,1.2,128,14,-1,9,0.2,0,0.5,0.1,0,0,1,2,0.5,0.5,0.3,0.3,0.1,0.4,0.5,2,0.5,8.9,76.6,0.3,0.7,0
72,Andreas Skov Olsen,21,Midfielder,Bologna,1176,508,668,Denmark,26,12,14,2,1,1,2,1,1,0,0,4,2,2,19,8,11,1,0,0.31,0.15,0.15,0.18,0.13,588,1.45,62,45,1176,588,0.08,141,108,-1,9,0.7,0.1,0.5,0.7,0,0,2,2,1.2,0.8,0.7,0.5,0.1,0.3,1.2,2,0.8,18.2,82,0.6,0.3,0
73,Andrés Felipe Tello Muñoz,24,Midfielder,Benevento,399,143,256,Colombia,17,6,11,1,0,1,0,0,0,0,0,6,2,4,4,1,3,3,0,0.23,0,0.23,0,0.35,399,0.9,100,23,133,0,0.68,99,320,-1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,Andrey Galabinov,32,Forward,Spezia,424,192,232,Bulgaria,12,5,7,3,1,2,1,0,1,0,1,2,0,2,11,5,6,0,0,0.85,0.21,0.64,0.47,0.78,141,2.33,39,35,0,424,0,8,61,-1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,Andri Fannar Baldursson,19,Midfielder,Bologna,213,143,70,Iceland,8,4,4,0,0,0,0,0,0,0,0,0,0,0,6,2,4,2,0,0,0,0,0,0,0,2.54,36,27,107,0,0.85,-1,-1,-1,29,0.8,0.4,0.9,0.9,0.1,0,0,0,0.3,0.1,0.1,0.4,0.1,0.5,0.8,0,0.1,9.1,74,0,0,0
76,Angelo Ndrecka,19,Defender,Lazio,0,0,0,Albania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,Ante Rebić,27,Forward,AC Milan,1780,1010,770,Croatia,27,15,12,11,4,7,4,0,4,0,0,9,5,4,18,10,8,5,1,0.76,0.2,0.56,0.36,0.82,162,0.91,99,66,297,445,0.3,19,70,-1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,Antonín Barák,26,Midfielder,Hellas Verona,2772,1372,1400,Czech Republic,34,17,17,7,5,2,3,2,1,0,0,6,2,4,38,19,19,6,1,0.32,0.1,0.23,0.33,0.13,396,1.23,73,82,396,924,0.23,100,172,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,Antonino La Gumina,25,Forward,Sampdoria,339,200,139,Italy,9,5,4,0,0,0,0,0,0,0,0,0,0,0,6,4,2,0,0,0,0,0,0,0,0,1.59,57,38,0,0,0,359,381,-1,19,0.3,0.3,0.6,0.6,0.1,0,0,0,1.2,0.1,0.6,0.7,0.2,0.6,2.1,0,0.1,6.9,72.6,0,0,0
80,Antonio Barreca,26,Defender,Fiorentina,84,67,17,Italy,3,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1.07,84,28,0,0,0,-1,-1,-1,14,0.3,0,0.3,0.3,0,0,0,0,0.7,0.3,0,0,0.3,0,0.3,0,0.3,10,80,0.3,0.7,0
81,Antonio Candreva,34,Midfielder,Sampdoria,2512,1151,1361,Italy,35,19,16,5,3,2,8,6,2,2,0,7,4,3,36,14,22,1,0,0.47,0.29,0.18,0.23,0.13,502,1.29,70,72,2512,314,0.04,120,28,-1,4,0.8,0.3,0.4,0.5,0.1,0,5,8,1.6,1.8,0.8,0.8,0.3,0.3,1.4,8,1.8,36.5,77,1.5,3.4,0
82,Antonio Cioffi,18,Forward,Napoli,11,11,0,Italy,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,-1,-1,-1,23,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,10,90,0,0,0
83,Antonio Donnarumma,31,Goalkeeper,AC Milan,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,Antonio Mazzotta,31,Defender,Crotone,56,10,46,Italy,2,1,1,0,0,0,0,0,0,0,0,0,0,0,4,1,3,1,0,0,0,0,0,0,0,6.43,14,28,56,0,1.61,-1,-1,-1,20,0.5,0,1,0.5,0,0,0,0,0,0,0.5,0,0,0,1,0,0,4,75,0,0,0
85,Antonio Mionić,20,Midfielder,AC Milan,0,0,0,Croatia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,Antonio Mirante,38,Goalkeeper,Roma,1154,614,540,Italy,13,7,6,0,0,0,0,0,0,0,0,5,4,1,18,5,13,2,0,0,0,0,0,0,0,1.4,64,89,577,0,0.16,454,301,91,22,0,0,0,0.7,0,0,0,0,0,0,0,0.1,0,0,0,0,0,27.5,74.9,0,5.2,0
87,Antonio Palumbo,24,Midfielder,Sampdoria,6,0,6,Italy,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,-1,-1,-1,23,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,100,0,0,0
88,Antonio Raimondo,17,Forward,Bologna,0,0,0,Italy,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
89,Antonio Ranieri,18,Midfielder,Crotone,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,Antonio Rosati,38,Goalkeeper,Fiorentina,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,Antonio Sanabria,25,Forward,Torino,984,590,394,Paraguay,14,7,7,5,4,1,1,1,0,0,0,3,1,2,13,9,4,2,0,0.55,0.09,0.46,0.61,0.23,197,1.19,76,70,492,984,0.18,35,181,-1,3,0.6,0.4,1.2,0.6,0,0,5,1,1.4,0.5,0.8,0.9,0.2,1.4,2.1,1,0.5,18.4,75.1,0.1,0.7,0
92,Ardian Ismajli,24,Defender,Spezia,1296,742,554,Kosovo,17,10,7,1,0,1,1,0,1,0,0,1,1,0,27,13,14,3,1,0.14,0.07,0.07,0,0.16,1296,1.88,48,76,432,1296,0.21,217,208,160,12,1.1,1.4,1.1,2.9,0.4,0,1,1,0.4,0.1,0,0.8,0,0.1,0.1,1,0.1,43.2,86.8,0,3.2,0
93,Arkadiusz Reca,26,Midfielder,Crotone,2319,1145,1174,Poland,30,15,15,2,2,0,3,2,1,0,0,2,0,2,54,23,31,7,0,0.19,0.12,0.08,0.16,0,1160,2.1,43,77,331,773,0.27,197,150,-1,4,1.1,1.7,1.1,1.9,0.1,0,2,3,1,0.9,1.2,0.8,0.2,0.5,1.6,3,0.9,25.8,73.3,0.5,0.8,0
94,Armando Izzo,29,Defender,Torino,2010,966,1044,Italy,25,12,13,2,0,2,0,0,0,0,0,7,3,4,27,13,14,3,0,0.09,0,0.09,0,0.17,1005,1.21,74,80,670,0,0.13,187,319,54,9,1.2,2.1,1.7,2.4,0.4,0,2,0,0.7,0.2,0.5,1.4,0.1,0.3,0.7,0,0.2,46.5,81.6,0.3,4,0
95,Arthur Henrique Ramos de Oliveira Melo,24,Midfielder,Juventus,1158,691,467,Brazil,22,12,10,1,1,0,0,0,0,0,0,4,3,1,10,4,6,3,0,0.08,0,0.08,0.13,0,1158,0.78,116,53,386,0,0.23,206,379,-1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
