,Player,age,position,Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer,Tackles,Inter,Fouls,Clear,Blocks,OwnG,Goals,Assists,SpG,KeyP,Drb,Fouled,Off,Disp,UnsTch,Assists.1,KeyP.1,AvgP,PS%,Crosses,LongB,ThrB
96,Artur Ioniţă,30,Midfielder,Benevento,2847,1519,1328,Moldova,36,19,17,2,2,0,0,0,0,0,0,7,3,4,62,32,30,6,0,0.06,0,0.06,0.12,0,1424,1.96,46,79,475,0,0.19,231,401,-1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,Arturo Calabresi,25,Defender,Cagliari,31,19,12,Italy,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,-1,-1,-1,14,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,7.5,73.3,0,0,0
98,Arturo Calabresi,25,Defender,Cagliari,31,19,12,Italy,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,-1,-1,-1,14,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,66.7,0,1,0
99,Arturo Vidal,34,Midfielder,Inter Milan,1143,523,620,Chile,23,11,12,1,1,0,1,1,0,0,0,9,4,5,12,8,4,3,0,0.16,0.08,0.08,0.17,0,1143,0.94,95,50,381,1143,0.24,205,194,-1,13,1.2,1.3,1.2,0.4,0.1,0,1,1,0.9,0.4,0.1,0.7,0,0.3,0.7,1,0.4,32.1,86.6,0.1,1.8,0
100,Ashley Young,36,Midfielder,Inter Milan,1424,820,604,England,26,13,13,1,1,0,4,2,2,0,0,8,4,4,17,10,7,4,0,0.32,0.25,0.06,0.11,0,1424,1.07,84,55,356,356,0.25,234,50,-1,14,0.6,0.2,0.5,1,0,0,1,4,0.6,1.1,0.2,0.6,0.1,0.1,0.4,4,1.1,20.3,82.2,0.5,0.4,0
101,Augustus Kargbo,21,Forward,Crotone,32,0,32,Sierra Leone,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2.81,32,32,0,0,0,-1,-1,-1,27,0,0,0,0,0,0,0,0,0,0,1,1,0,3,5,0,0,7,85.7,0,0,0
102,Axel Desjardins,21,Goalkeeper,Spezia,0,0,0,Canada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,Bakary Adama Soumaoro,29,Defender,Bologna,1754,900,854,France,20,10,10,1,0,1,0,0,0,0,0,2,1,1,33,16,17,4,0,0.05,0,0.05,0,0.11,1754,1.69,53,88,439,0,0.21,241,295,139,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,Bartosz Bereszyński,29,Defender,Sampdoria,2606,1302,1304,Poland,31,16,15,1,1,0,0,0,0,0,0,5,3,2,40,17,23,2,0,0.03,0,0.03,0.07,0,2606,1.38,65,84,1303,0,0.07,272,377,87,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,Bartłomiej Drągowski,23,Goalkeeper,Fiorentina,3150,1574,1576,Poland,36,18,18,0,0,0,1,0,1,0,0,8,5,3,54,20,34,1,1,0.03,0.03,0,0,0,0,1.54,58,88,1575,3150,0.06,455,262,118,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,Bastos,30,Defender,Lazio,62,62,0,Angola,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2.9,31,31,0,0,0,-1,-1,-1,14,1.5,0,0.5,1,0,0,0,0,0,0,1,2,0,1.5,0,0,0,20.5,92.7,0,0.5,0
107,Berat Djimsiti,28,Defender,Atalanta,2627,1512,1115,Albania,33,19,14,0,0,0,3,3,0,0,0,9,6,3,32,18,14,8,0,0.1,0.1,0,0,0,0,1.1,82,80,328,876,0.27,314,173,37,23,1.2,1.9,0.9,2.5,0.6,0,0,2,0.6,0.6,0.3,0.8,0,0.3,0.8,2,0.6,52.6,87.4,0.1,2.2,0
108,Bernardo Calabrese,19,Defender,Hellas Verona,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,Bobby Adekanye,22,Forward,Lazio,0,0,0,Netherlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,Boris Radunović,25,Goalkeeper,Atalanta,0,0,0,Serbia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,Borja Mayoral,24,Forward,Roma,1553,736,817,Spain,31,17,14,10,7,3,2,2,0,0,0,9,8,1,22,6,16,1,0,0.7,0.12,0.58,0.86,0.33,155,1.27,71,50,1553,777,0.06,16,144,-1,2,0.1,0,0.3,0.2,0,0,10,2,1.3,0.7,0.3,0.9,0.4,0.7,1.3,2,0.7,11.7,79.6,0,0.5,0
112,Borja Valero,36,Midfielder,Fiorentina,479,322,157,Spain,20,13,7,0,0,0,0,0,0,0,0,6,4,2,8,5,3,3,0,0,0,0,0,0,0,1.5,60,24,160,0,0.56,321,303,-1,26,0.7,0.3,0.5,0.1,0.1,0,0,0,0.3,0.1,0.3,0.8,0.1,0.6,0.6,0,0.1,14.6,91.4,0,0.6,0
113,Boško Šutalo,21,Midfielder,Atalanta,227,51,176,Croatia,7,3,4,0,0,0,0,0,0,0,0,2,0,2,3,1,2,0,0,0,0,0,0,0,0,1.19,76,32,0,0,0,-1,-1,-1,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,Botond Balogh,19,Defender,Parma,163,56,107,Hungary,3,1,2,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1,0,0,0,0,0,0,0,1.66,54,54,163,0,0.55,-1,-1,-1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,Brahim Abdelkader Diaz,22,Midfielder,AC Milan,1233,536,697,Spain,27,14,13,4,0,4,3,2,1,0,0,12,6,6,8,4,4,2,0,0.51,0.22,0.29,0,0.52,308,0.58,154,46,617,411,0.15,66,55,-1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,Brain Oddei,18,Forward,Sassuolo,40,11,29,Italy,5,2,3,0,0,0,2,1,1,0,0,0,0,0,1,0,1,0,0,4.5,4.5,0,0,0,0,2.25,40,8,0,20,0,-1,-1,-1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,Bram Nuytinck,31,Defender,Udinese,1643,720,923,Netherlands,20,9,11,1,0,1,0,0,0,0,0,7,5,2,17,5,12,1,0,0.05,0,0.05,0,0.1,1643,0.93,97,82,1643,0,0.05,246,425,19,9,1.1,1.3,0.4,3.6,0.9,0,1,0,0.2,0.2,0.2,0.3,0,0.1,0.4,0,0.2,41.2,84.2,0.1,2.4,0
118,Bruno Alves,39,Defender,Parma,1631,1001,630,Portugal,19,12,7,1,1,0,0,0,0,0,0,4,4,0,34,20,14,3,0,0.06,0,0.06,0.09,0,1631,1.88,48,86,544,0,0.17,235,402,159,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,Bruno Amione,19,Defender,Hellas Verona,0,0,0,Argentina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,Bruno da Silva Peres,31,Defender,Roma,1417,621,796,Brazil,30,16,14,1,0,1,2,1,1,0,0,8,7,1,18,2,16,6,0,0.19,0.13,0.06,0,0.11,1417,1.14,79,47,236,709,0.38,233,136,44,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,Bryan Cristante,26,Midfielder,Roma,2148,1049,1099,Italy,34,16,18,1,1,0,3,2,1,0,0,9,8,1,30,8,22,8,0,0.17,0.13,0.04,0.09,0,2148,1.26,72,63,269,716,0.34,263,135,-1,15,0.8,1.2,0.9,1.8,0.2,1,1,3,0.8,0.5,0.7,0.4,0.1,0.2,0.6,3,0.5,44.5,83.1,0.1,3.9,0.1
122,Bryan Dabo,29,Midfielder,Benevento,1113,395,718,France,25,9,16,0,0,0,0,0,0,0,0,4,1,3,28,10,18,5,0,0,0,0,0,0,0,2.26,40,45,223,0,0.4,410,429,-1,25,0.4,0.5,0.7,0.6,0,0,0,0,0.5,0.3,0.8,0.8,0,0.3,1.2,0,0.3,22,78.5,0.1,0.8,0
123,Bryan Reynolds,20,Forward,Roma,284,135,149,USA,5,2,3,0,0,0,0,0,0,0,0,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0.63,142,57,0,0,0,299,290,-1,21,0.8,1.2,1,0.6,0,0,0,0,0,0.2,0.4,0.6,0,1.2,1,0,0.2,22.8,84.2,0,1,0
124,Carles Pérez Sayol,23,Forward,Roma,761,286,475,Spain,21,10,11,2,1,1,1,0,1,0,0,6,5,1,14,2,12,0,0,0.35,0.12,0.24,0.31,0.19,381,1.66,54,36,0,761,0,97,149,-1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,Carlo Pinsoglio,31,Goalkeeper,Juventus,22,0,22,Italy,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,4.09,22,22,11,0,8.18,-1,-1,-1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,90.9,0,0,0
126,Chaka Traorè,16,Forward,Parma,15,5,10,Côte d'Ivoire,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,-1,-1,-1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,Charalampos Lykogiannis,27,Defender,Cagliari,2430,1188,1242,Greece,31,15,16,4,3,1,2,0,2,0,0,5,2,3,38,17,21,10,2,0.22,0.07,0.15,0.23,0.07,608,1.41,64,78,243,1215,0.37,137,212,93,4,1.1,1,0.9,2.5,0.4,0,4,2,0.9,0.5,0.4,0.8,0.1,0.3,1.1,2,0.5,28.1,73,0.7,1.3,0
128,Chris Smalling,31,Defender,Roma,1110,569,541,England,16,8,8,0,0,0,1,1,0,0,0,3,3,0,18,5,13,3,0,0.08,0.08,0,0,0,0,1.46,62,69,370,1110,0.24,282,195,103,18,0.9,1.8,0.8,2.8,0.7,0,0,1,0.4,0.1,0.3,0.5,0.1,0.3,0.5,1,0.1,42.6,90.7,0,2,0
129,Christian Celesia,19,Defender,Torino,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,Christian Dalle Mura,19,Defender,Fiorentina,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,Christian Dell'Orco,27,Defender,Spezia,258,128,130,Italy,8,5,3,0,0,0,0,0,0,0,0,1,0,1,8,5,3,0,0,0,0,0,0,0,0,2.79,32,32,0,0,0,-1,-1,-1,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,Christian Eriksen,29,Midfielder,Inter Milan,1391,746,645,Denmark,26,13,13,3,1,2,0,0,0,0,0,10,5,5,13,7,6,1,0,0.19,0,0.19,0.12,0.28,464,0.84,107,54,1391,0,0.06,118,442,-1,11,0.5,0.3,0.5,0.4,0,0,3,0,1.2,1.2,0.4,0.2,0,0.7,0.7,0,1.2,36.6,87.3,1.2,2,0
133,Christian Gabriel Oliva Giménez,25,Midfielder,Cagliari,383,116,267,Uruguay,10,4,6,0,0,0,1,0,1,0,0,1,0,1,4,0,4,2,0,0.23,0.23,0,0,0,0,0.94,96,38,192,383,0.47,341,54,-1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,Christian Kouamé,23,Forward,Fiorentina,978,508,470,Côte d'Ivoire,33,16,17,1,0,1,1,1,0,0,0,8,5,3,17,7,10,4,0,0.18,0.09,0.09,0,0.19,978,1.56,58,30,245,978,0.37,188,184,-1,9,0.3,0.2,0.8,0.1,0,0,1,1,0.5,0.4,0.5,1,0.2,0.7,1.5,1,0.4,9.6,72.6,0,0.1,0
135,Christian Maggio,39,Defender,Benevento,293,265,28,Italy,8,5,3,0,0,0,0,0,0,0,0,1,0,1,13,12,1,2,0,0,0,0,0,0,0,3.99,23,37,147,0,0.61,399,437,189,19,1.1,0.3,0.8,0.5,0.1,0,0,0,0.3,0,0.4,0.9,0,0.3,0.1,0,0,14,75.9,0,0.5,0
136,Christian Pastina,20,Defender,Benevento,118,44,74,Italy,3,1,2,0,0,0,1,1,0,0,0,0,0,0,5,3,2,1,0,0.76,0.76,0,0,0,0,3.81,24,39,118,118,0.76,-1,-1,-1,23,0,0.3,0.3,2.7,0,0,0,1,0,0.3,0,0,0,0,0,1,0.3,21,84.1,0.3,2.3,0
137,Ciprian Tătăru?anu,35,Goalkeeper,AC Milan,90,90,0,Romania,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,30,90,0,0,0,-1,-1,-1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,Ciro Immobile,31,Forward,Lazio,2866,1540,1326,Italy,35,18,17,20,12,8,6,4,2,4,4,12,7,5,43,20,23,4,1,0.82,0.19,0.63,0.7,0.54,143,1.35,67,82,573,478,0.16,10,75,-1,1,0.4,0.2,1.1,0.2,0,0,20,6,3.4,1.5,0.8,1.3,0.9,1,2,6,1.5,24.7,74,0.1,0.6,0.1
139,Claudio Terzi,37,Defender,Spezia,1873,802,1071,Italy,25,11,14,1,1,0,1,1,0,0,0,4,1,3,35,16,19,9,1,0.1,0.05,0.05,0.11,0,1873,1.68,54,75,208,1873,0.43,247,235,137,15,1.4,1.4,1,2.2,0.5,0,1,1,0.2,0.2,0.1,0.6,0.1,0.1,0.2,1,0.2,53,84.5,0,7.1,0
140,Claudiu Micovschi,22,Midfielder,Genoa,0,0,0,Romania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,Cosimo Marco Da Graca,19,Forward,Juventus,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,Cristian Daniel Ansaldi,34,Defender,Torino,1941,866,1075,Argentina,31,15,16,1,0,1,6,3,3,1,0,7,4,3,35,16,19,1,0,0.32,0.28,0.05,0,0.08,1941,1.62,55,63,1941,324,0.05,239,29,131,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,Cristian Gabriel Romero,23,Defender,Atalanta,2546,1033,1513,Argentina,31,13,18,2,1,1,2,0,2,0,0,8,3,5,34,15,19,10,0,0.14,0.07,0.07,0.09,0.06,1273,1.2,75,82,255,1273,0.35,213,215,52,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,Cristián Zapata,34,Defender,Genoa,970,483,487,Colombia,12,6,6,0,0,0,0,0,0,0,0,3,0,3,14,10,4,2,0,0,0,0,0,0,0,1.3,69,81,485,0,0.19,367,445,65,25,1.5,1.3,0.5,4.7,0.9,0,0,0,0.3,0.1,0.1,0.4,0,0.2,0.4,0,0.1,40.8,87.1,0,2,0
145,Cristiano Biraghi,28,Defender,Fiorentina,2809,1318,1491,Italy,35,17,18,1,0,1,5,3,2,0,0,8,4,4,48,18,30,8,0,0.19,0.16,0.03,0,0.06,2809,1.54,59,80,351,562,0.26,276,101,119,8,1.2,0.8,0.8,1.4,0.3,0,1,5,0.7,1.4,0.4,0.7,0.1,0.1,0.9,5,1.4,34.2,75.7,1.9,1.5,0
146,Cristiano Piccini,28,Defender,Atalanta,63,0,63,Italy,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,-1,-1,-1,20,1,0,1,0,0,0,0,0,1,0,1,1,0,2,0,0,0,12,66.7,0,0,0
147,Cristiano Ronaldo,36,Forward,Juventus,2803,1531,1272,Portugal,33,18,15,29,12,17,3,3,0,6,2,8,6,2,27,13,14,3,0,1.03,0.1,0.93,0.71,1.2,97,0.87,104,85,934,934,0.1,2,161,-1,1,0.2,0.2,0.5,0.5,0.1,0,29,3,5.1,1.1,1.8,1.3,0.9,1,1.9,3,1.1,29.9,82.1,0.4,0.5,0.1
148,Cristóbal Montiel Rodríguez,21,Midfielder,Fiorentina,2,0,2,Spain,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,-1,-1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,Daam Foulon,22,Defender,Benevento,1018,485,533,Belgium,23,12,11,0,0,0,1,0,1,0,0,6,3,3,18,6,12,4,0,0.09,0.09,0,0,0,0,1.59,57,44,255,1018,0.35,425,177,129,27,1.1,0.6,0.7,1.2,0.1,1,0,1,0,0.2,0.3,1,0,0.2,0.5,1,0.2,14.8,75.9,0.2,0.4,0
150,Daan Dierckx,18,Defender,Parma,473,145,328,Belgium,7,2,5,0,0,0,0,0,0,0,0,0,0,0,10,7,3,1,0,0,0,0,0,0,0,1.9,47,68,473,0,0.19,292,300,164,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,Dalbert Henrique,27,Defender,Inter Milan,0,0,0,Brazil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,Damiano Franco,19,Defender,Lazio,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Daniel Bessa,28,Midfielder,Hellas Verona,603,288,315,Italy,18,8,10,0,0,0,2,0,2,0,0,2,0,2,11,5,6,1,0,0.3,0.3,0,0,0,0,1.64,55,34,603,302,0.15,294,25,-1,31,0.8,0.1,0.9,0,0.1,0,0,2,0.4,0.8,0.2,0.3,0.2,0.7,1,2,0.8,15.7,87.9,0.2,0.6,0.1
154,Daniel Cerantola Fuzato,24,Goalkeeper,Roma,450,180,270,Brazil,5,2,3,0,0,0,0,0,0,0,0,2,2,0,6,0,6,0,0,0,0,0,0,0,0,1.2,75,90,0,0,0,293,299,51,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,Daniel Dumbravanu,20,Defender,Genoa,0,0,0,Moldova,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,Daniel Maldini,19,Forward,AC Milan,25,21,4,Italy,5,4,1,0,0,0,0,0,0,0,0,2,2,0,1,0,1,0,0,0,0,0,0,0,0,3.6,25,5,0,0,0,-1,-1,-1,22,0.2,0,0.6,0,0,0,0,0,0.2,0,0.4,0.2,0,0,0.4,0,0,2.6,92.3,0.2,0.2,0
157,Daniele Baselli,29,Midfielder,Torino,387,245,142,Italy,15,8,7,0,0,0,0,0,0,0,0,4,2,2,5,3,2,2,0,0,0,0,0,0,0,1.16,77,26,194,0,0.47,290,285,-1,19,0.8,0.6,0.4,0.3,0,0,0,0,0.3,0.6,0.3,0.6,0,0.1,0.3,0,0.6,13.3,79.5,0.3,1.2,0.1
158,Daniele Padelli,35,Goalkeeper,Inter Milan,44,44,0,Italy,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2.05,44,44,0,0,0,-1,-1,-1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,100,0,0,0
159,Daniele Rugani,27,Defender,Cagliari,1002,557,445,Italy,16,8,8,1,1,0,1,0,1,0,0,4,1,3,15,9,6,2,0,0.18,0.09,0.09,0.16,0,1002,1.35,67,63,501,1002,0.18,185,186,80,10,1.5,0.9,0.9,2.7,0.6,0,1,1,0.2,0.2,0.1,0.3,0,0.2,0.3,1,0.2,31.1,80.5,0,1.2,0
160,Daniele Verde,25,Forward,Spezia,982,443,539,Italy,21,7,14,6,4,2,1,1,0,0,0,1,0,1,24,9,15,1,0,0.64,0.09,0.55,0.81,0.33,164,2.2,41,47,982,982,0.09,24,179,-1,3,0.2,0.4,0.1,0.2,0,0,6,1,1.5,0.5,0.3,0.5,0.1,0.3,0.6,1,0.5,16,84.9,0.2,0.7,0
161,Danilo,30,Defender,Juventus,2918,1577,1341,Brazil,34,18,16,1,1,0,4,3,1,0,0,8,6,2,27,12,15,6,0,0.15,0.12,0.03,0.06,0,2918,0.83,108,86,486,730,0.19,275,146,10,12,1.8,1.9,0.7,1.8,0.4,0,1,4,0.6,0.7,0.6,0.6,0.1,0.3,0.5,4,0.7,67.2,88.9,0.4,3.1,0.1
162,Danilo,30,Defender,Juventus,2918,1577,1341,Brazil,34,18,16,1,1,0,4,3,1,0,0,8,6,2,27,12,15,6,0,0.15,0.12,0.03,0.06,0,2918,0.83,108,86,486,730,0.19,275,146,10,12,0.9,1.5,1.1,3.3,1,0,0,1,0.5,0.3,0.1,0.4,0,0,0.3,1,0.3,49.9,80.7,0,5.1,0.1
163,Danilo Cataldi,26,Midfielder,Lazio,559,292,267,Italy,19,9,10,0,0,0,0,0,0,0,0,5,3,2,13,7,6,4,0,0,0,0,0,0,0,2.09,43,29,140,0,0.64,451,367,-1,24,0.4,0.5,0.5,0.3,0.1,0,0,0,0.3,0.3,0.4,0.2,0,0.1,0.3,0,0.3,20.7,86.3,0.4,0.7,0
164,Danilo D'Ambrosio,32,Defender,Inter Milan,688,564,124,Italy,19,14,5,3,1,2,0,0,0,0,0,6,5,1,10,10,0,2,0,0.39,0,0.39,0.16,1.45,229,1.31,69,36,344,0,0.26,48,430,67,10,0.8,0.2,0.6,0.7,0.4,0,3,0,0.4,0.2,0.2,0.6,0,0.2,0.5,0,0.2,23.5,92.2,0.2,0.9,0
165,Danilo Larangeira,37,Defender,Bologna,3131,1620,1511,Brazil,35,18,17,0,0,0,1,1,0,0,0,5,3,2,57,28,29,8,0,0.03,0.03,0,0,0,0,1.64,55,89,391,3131,0.23,430,269,135,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,Daouda Peeters,22,Midfielder,Juventus,0,0,0,Belgium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,Darian Males,20,Forward,Genoa,0,0,0,Switzerland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,Darko Lazović,30,Midfielder,Hellas Verona,2502,1123,1379,Serbia,32,15,17,3,1,2,6,4,2,0,0,4,1,3,34,15,19,3,0,0.32,0.22,0.11,0.08,0.13,834,1.22,74,78,834,417,0.11,163,60,-1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,David Ospina Ramírez,32,Goalkeeper,Napoli,1440,540,900,Colombia,16,6,10,0,0,0,1,1,0,0,0,8,2,6,11,5,6,2,0,0.06,0.06,0,0,0,0,0.69,131,90,720,1440,0.13,348,220,5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,David Wieser,19,Midfielder,Inter Milan,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,Davide Biraschi,27,Defender,Genoa,917,500,417,Italy,13,6,7,0,0,0,0,0,0,0,0,1,1,0,23,8,15,2,0,0,0,0,0,0,0,2.26,40,71,459,0,0.2,368,444,175,32,1.3,1.6,1.2,1.8,0.5,0,0,0,0.2,0,0.5,0.5,0,0.4,0.9,0,0,34.3,80.5,0.2,1.4,0
172,Davide Calabria,24,Defender,AC Milan,2652,1261,1391,Italy,32,16,16,2,1,1,1,0,1,0,0,14,7,7,32,21,11,7,0,0.1,0.03,0.07,0.07,0.06,1326,1.09,83,83,379,2652,0.24,223,263,36,8,3.2,1.2,1,2.2,0.3,1,2,1,0.8,0.7,0.6,1.1,0.1,0.4,0.9,1,0.7,46.5,79.2,0.5,3,0
173,Davide Costanzo,19,Defender,Napoli,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,Davide De Marino,21,Defender,Juventus,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
