,Player,Goals,Assists,SpG,KeyP,Drb,Fouled,Off,Disp,UnsTch,Rating
44,Liam Cooper,1,0.0,0.6,0.0,0.2,1.1,0.0,0.0,0.3,7.06
45,Kiko Casilla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.06
46,Serge Aurier,2,3,0.8,0.9,0.9,0.8,0.1,0.7,1.5,7.06
47,Paul Pogba,3,3,1.2,1,1.7,1.5,0.2,1.9,2.1,7.06
48,Harry Maguire,2,1,1.1,0.2,0.2,0.9,0.0,0.2,0.3,7.04
49,John Stones,4,0.0,0.7,0.1,0.5,0.4,0.0,0.1,0.2,7.03
50,James Justin,2,1,0.4,0.9,0.8,1.7,0.1,0.6,1.3,7.03
51,Luke Shaw,1,5,0.3,2.3,1.1,0.9,0.1,0.7,0.8,7.03
52,Patrick Bamford,17,7,2.8,0.8,0.5,0.6,0.5,0.6,2.2,7.03
53,Caoimhin Kelleher,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.03
54,James Tarkowski,1,0.0,0.6,0.3,0.3,0.8,0.1,0.1,0.5,7.02
55,Antonio Rüdiger,1,0.0,0.7,0.2,0.2,0.6,0.1,0.1,0.5,7.02
56,Trent Alexander-Arnold,2,7,1.5,2.1,0.9,0.3,0.1,0.6,0.9,7.02
57,Wesley Fofana,0.0,0.0,0.4,0.2,0.5,1,0.1,0.4,1,7.01
58,Declan Rice,2,1,0.8,0.7,0.9,0.4,0.1,0.6,1.1,7.01
59,Kalvin Phillips,1,2,0.5,1.2,0.7,1.1,0.0,0.6,1.4,7.01
60,James Maddison,8,5,2.4,1.6,0.9,1.8,0.2,1.1,1.8,7.0
61,Ben Chilwell,3,5,1,1.1,0.6,1.5,0.3,0.7,1.3,7.0
62,Emiliano Martínez,0.0,0.0,0.0,0.1,0.0,0.2,0.0,0.0,0.0,7.0
63,André-Frank Zambo Anguissa,0.0,3,0.9,0.8,2.7,0.8,0.0,1.4,2,6.99
64,Yves Bissouma,1,0.0,1.2,0.4,1.5,0.9,0.0,0.8,0.9,6.98
65,Richarlison,7,3,2.4,0.7,1.8,2.1,0.7,1.6,2,6.98
66,Harvey Barnes,9,4,2.2,1.0,1.6,1.3,0.0,1.2,2.3,6.98
67,Alex Telles,0.0,2,0.6,1.3,0.3,0.4,0.1,0.6,0.6,6.97
68,Okay Yokuslu,0.0,1,0.8,0.4,1.2,1.8,0.1,0.6,1.4,6.96
69,Jack Harrison,8,8,1.3,1.6,1.2,0.6,0.3,1.8,2.6,6.96
70,Matheus Pereira,11,6,2,1.8,1.2,1.6,0.4,1.4,2.2,6.96
71,Joel Matip,1,2,0.5,0.3,0.0,0.4,0.0,0.1,0.3,6.96
72,Vladimir Coufal,0.0,7,0.4,1.3,0.4,1,0.0,0.5,1.1,6.95
73,Pierre-Emile Højbjerg,2,4,0.4,0.4,0.6,1.4,0.0,0.5,1,6.95
74,Luke Ayling,0.0,0.0,0.6,0.7,1.1,1.4,0.1,0.6,1.4,6.94
75,Scott Carson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.94
76,Reece James,1,2,1.1,1.3,1.1,0.5,0.0,0.7,0.8,6.94
77,Oriol Romeu,1,1,0.7,0.7,0.7,1.1,0.0,0.9,1.1,6.93
78,Matthew Cash,0.0,2,0.3,0.8,0.4,0.8,0.1,0.5,0.7,6.93
79,Scott McTominay,4,1,0.8,0.5,0.8,1.3,0.0,0.5,1.3,6.93
80,Ahmed Hegazi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,6.93
81,Ben Mee,2,0.0,0.7,0.2,0.1,0.6,0.0,0.1,0.3,6.93
82,Anthony Elanga,1,0.0,1,0.5,1.5,2,0.5,1,4,6.93
83,Fred,1,0.0,0.8,0.8,0.8,1,0.0,1,1,6.92
84,Timothy Fosu-Mensah,0.0,0.0,1,2,2,0.0,1,2,0.0,6.92
85,César Azpilicueta,1,2,0.4,1,0.2,0.5,0.2,0.2,0.7,6.92
86,Ademola Lookman,4,4,2,1.8,2.4,1.7,0.4,2.1,3.1,6.92
87,Michael Keane,3,1,0.5,0.2,0.1,0.2,0.0,0.1,0.2,6.92
88,Rúben Dias,1,0.0,0.4,0.1,0.2,0.6,0.0,0.1,0.3,6.91
89,Thiago Silva,2,0.0,0.6,0.2,0.1,0.7,0.0,0.1,0.3,6.91
90,Raúl Jiménez,4,0.0,2.6,0.5,1,1.7,0.4,1.8,3.2,6.91
91,Illan Meslier,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.1,6.91
92,Diego Llorente,1,0.0,0.5,0.3,0.4,0.6,0.0,0.5,0.7,6.9
93,Matt Targett,0.0,2,0.2,1,0.4,0.6,0.0,0.2,0.6,6.9
94,Marcos Alonso,2,0.0,1.7,1.2,0.7,0.9,0.2,0.7,1.0,6.9
95,Nélson Semedo,1,1,0.7,0.6,1.8,1.0,0.1,0.8,1.6,6.9
96,Diogo Jota,9,0.0,2.4,0.6,1.1,1.1,0.1,1.1,2.1,6.89
97,Jannik Vestergaard,3,0.0,0.8,0.2,0.2,0.4,0.0,0.2,0.4,6.89
98,Arthur Masuaku,0.0,2,0.5,0.9,2.4,0.7,0.1,1.3,1.2,6.89
99,Alexandre Lacazette,13,2,1.5,0.7,0.7,1.7,0.3,1,1.6,6.89
100,Andros Townsend,1,5,1.1,1.2,1.3,1.6,0.1,1.6,1.4,6.88
101,John McGinn,3,5,1.2,1.1,1.4,2.1,0.0,0.9,1.8,6.88
102,Wilfried Zaha,11,2,2.0,1.0,1.8,2.9,0.7,2.6,3.6,6.88
103,Andrew Robertson,1,7,0.5,1.7,0.7,0.3,0.2,0.3,1.1,6.88
104,Bukayo Saka,5,3,1.9,1.2,1.4,2.0,0.5,1.3,2.3,6.88
105,Jorginho,7,1,0.5,0.9,0.6,1.0,0.0,0.5,0.7,6.88
106,Jonny Evans,2,2,0.3,0.4,0.3,0.4,0.0,0.1,0.1,6.87
107,Romain Saïss,3,0.0,1.0,0.2,0.3,0.4,0.0,0.1,0.4,6.87
108,Stuart Dallas,8,2,1.3,0.7,0.6,1.3,0.0,0.9,1.4,6.87
109,Dwight McNeil,2,5,0.7,1.3,1.8,1.1,0.1,1.7,1.6,6.87
110,Nick Pope,0.0,0.0,0.0,0.1,0.0,0.2,0.0,0.0,0.1,6.86
111,Tanguy Ndombele,3,2,0.5,0.4,2.2,1.8,0.0,1,1.7,6.86
112,Yerry Mina,2,0.0,0.7,0.0,0.0,0.5,0.0,0.0,0.1,6.86
113,N'Golo Kanté,0.0,2,0.3,0.7,0.9,0.2,0.0,0.5,1.6,6.86
114,Toby Alderweireld,1,0.0,0.4,0.3,0.2,0.1,0.0,0.1,0.1,6.86
115,Dani Ceballos,0.0,3,0.5,1.1,1,1,0.0,0.6,0.9,6.85
116,Bertrand Traoré,7,6,1.8,1,1.4,1.1,0.2,0.7,1.9,6.85
117,Fikayo Tomori,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.85
118,Gaetano Berardi,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,6.85
119,Mateo Kovacic,0.0,1,0.9,0.8,2,1.1,0.0,0.9,1,6.84
120,Tom Cairney,1,1,1.2,1.7,1.6,1.8,0.1,1.1,1.5,6.84
121,Joël Veltman,1,1,0.5,0.8,0.6,1.4,0.0,0.3,0.6,6.84
122,Martin Dúbravka,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.1,6.84
123,Oleksandr Zinchenko,0.0,0.0,0.8,0.8,0.3,0.2,0.1,0.3,0.8,6.84
124,Antonee Robinson,0.0,0.0,0.4,1,1.8,0.3,0.0,0.8,1.6,6.84
125,Kelechi Iheanacho,12,2,2.4,1.1,1.3,0.5,0.4,1.4,2.3,6.84
126,João Virgínia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.84
127,Terence Kongolo,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,6.84
128,Anthony Martial,4,3,2,0.8,1.6,1.2,0.7,1.7,2.3,6.84
129,James McArthur,0.0,2,0.3,0.8,0.8,0.8,0.0,0.6,0.9,6.84
130,Lewis Dunk,5,0.0,1.0,0.3,0.2,0.6,0.1,0.0,0.4,6.84
131,Kyle Walker-Peters,0.0,2,0.6,0.5,1.5,1.4,0.2,1.6,1.2,6.84
132,Danny Ings,12,4,2.0,0.8,1.0,0.6,0.6,0.6,2.3,6.84
133,Callum Wilson,12,5,1.9,0.7,1.0,1.6,0.8,1.5,2.8,6.84
134,Trézéguet,2,1,1.7,0.6,0.8,0.9,0.2,0.6,1.3,6.83
135,Timothy Castagne,2,3,0.3,0.8,0.4,0.5,0.0,0.4,0.9,6.82
136,Pascal Groß,3,8,0.9,2.1,0.3,0.5,0.1,0.5,1.0,6.82
137,Fabinho,0.0,0.0,0.3,0.1,0.2,0.9,0.0,0.2,0.6,6.82
138,Stuart Armstrong,4,5,1.7,1.1,2.1,1.1,0.1,2.1,2.3,6.82
139,Jordan Henderson,1,1,0.7,0.7,0.4,0.5,0.0,0.2,0.3,6.82
140,Aaron Cresswell,0.0,8,0.5,1.6,0.1,0.5,0.0,0.3,0.4,6.81
141,Chris Wood,12,3,2.1,0.7,0.2,0.7,0.7,1.3,2.4,6.81
142,Eberechi Eze,4,6,1.1,1.3,1.9,2.1,0.0,1.1,1.7,6.81
143,Rúben Neves,5,1,1.9,0.9,0.3,0.5,0.0,0.4,0.7,6.81
144,Fernandinho,0.0,2,0.7,0.7,0.5,0.5,0.0,0.2,0.3,6.81
145,Timo Werner,6,8,2.3,1.0,0.8,0.9,0.8,0.8,2.5,6.81
146,Pascal Struijk,1,0.0,0.5,0.1,0.1,0.3,0.0,0.3,0.4,6.81
147,Tyrone Mings,2,2,0.5,0.2,0.2,0.5,0.1,0.1,0.5,6.81
148,Jonjo Shelvey,1,3,1.4,1.2,0.7,0.3,0.0,0.2,0.6,6.8
149,Leandro Trossard,5,5,1.7,1.4,1.1,0.9,0.1,1.7,1.9,6.8
150,Andreas Christensen,0.0,0.0,0.2,0.4,0.4,0.4,0.0,0.1,0.5,6.8
151,Joachim Andersen,1,1,0.4,0.3,0.3,0.5,0.0,0.1,0.3,6.79
152,Karl Darlow,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,6.79
153,Calum Chambers,0.0,2,0.8,1.1,0.4,0.2,0.0,0.4,0.7,6.79
154,Rob Holding,0.0,1,0.5,0.1,0.3,0.2,0.1,0.2,0.4,6.79
155,Anwar El Ghazi,10,0.0,2.3,0.9,0.9,1,0.2,1.3,1.7,6.78
156,Conor Hourihane,1,1,1.3,1.3,0.0,0.0,0.0,0.0,0.3,6.78
157,Abdoulaye Doucouré,2,3,0.6,0.7,0.7,0.4,0.0,0.9,1.2,6.78
158,Amad Diallo,0.0,1,0.3,0.7,1.7,1.3,0.0,1.7,1.7,6.78
159,Pablo Fornals,5,4,1.5,0.9,0.9,0.5,0.2,0.6,1.1,6.78
160,Pierre-Emerick Aubameyang,10,3,2.0,0.8,0.4,0.6,0.6,0.7,1.3,6.78
161,Ben Godfrey,0.0,2,0.5,0.1,0.3,0.5,0.1,0.2,0.9,6.78
162,Che Adams,9,5,1.5,1.0,0.8,1.5,0.5,1.2,2.4,6.77
163,Adam Webster,1,0.0,0.9,0.2,0.6,0.5,0.0,0.2,0.9,6.77
164,Kyle Bartley,3,1,0.5,0.2,0.1,0.3,0.2,0.1,0.3,6.77
165,Emile Smith Rowe,2,4,0.7,1.4,0.5,1.0,0.2,0.4,1.9,6.77
166,Allan,0.0,0.0,0.3,0.7,1.3,1.3,0.0,0.8,0.9,6.77
167,Kyle Walker,1,1,0.4,0.3,1.0,0.5,0.0,0.7,0.7,6.77
168,Josh Brownhill,0.0,1,1.0,0.5,0.5,1.0,0.1,0.5,1.1,6.76
169,Aymeric Laporte,0.0,0.0,0.4,0.3,0.1,0.6,0.1,0.1,0.5,6.76
170,Ferran Torres,7,2,1.5,0.8,0.8,0.7,0.2,0.9,1,6.76
171,Nicolas Pépé,10,1,1.7,0.4,1,0.9,0.1,0.8,1.9,6.76
172,Ross Barkley,3,1,1.6,1.6,1.2,0.7,0.2,1.3,1.6,6.75
173,Hugo Lloris,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,6.75
174,Willy Boly,1,1,0.7,0.1,0.2,0.4,0.0,0.1,0.5,6.75
175,Dan Burn,1,0.0,0.6,0.4,0.4,0.2,0.1,0.3,1,6.75
176,Sébastien Haller,3,0.0,1.6,0.6,0.6,0.9,0.6,1.4,2.6,6.75
177,Ezri Konsa,2,0.0,0.6,0.1,0.2,1.5,0.0,0.2,0.5,6.75
178,Jarrod Bowen,8,5,1.4,0.8,0.9,1.4,0.4,1.3,1.7,6.75
179,Matt Doherty,0.0,2,0.2,0.6,0.3,0.7,0.0,0.5,1.1,6.75
180,Thomas Partey,0.0,2,1.1,0.5,1.2,0.7,0.0,0.4,0.9,6.75
181,Joelinton,4,2,1.4,0.5,1.2,1.2,0.2,1.4,2.6,6.75
182,Christian Pulisic,4,2,1.6,0.9,1.8,1.2,0.1,1.1,2.5,6.74
183,Marc Albrighton,1,5,0.7,1.2,1.2,0.6,0.1,0.9,1.1,6.74
184,Çaglar Söyüncü,1,0.0,0.4,0.3,0.2,0.7,0.0,0.2,0.3,6.74
185,Alphonse Areola,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,6.74
186,Christian Fuchs,0.0,0.0,0.4,0.1,0.0,0.6,0.0,0.1,0.2,6.74
187,Sam Johnstone,0.0,1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,6.74
188,Alisson,1,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.0,6.73
189,Granit Xhaka,1,2,0.7,0.5,0.3,1.2,0.0,0.4,0.6,6.73
190,Tosin Adarabioyo,0.0,0.0,0.5,0.2,0.3,0.2,0.1,0.2,0.4,6.73
191,Angelo Ogbonna,3,0.0,0.5,0.1,0.1,0.3,0.0,0.2,0.1,6.73
192,Gabriel Magalhães,2,0.0,0.7,0.1,0.2,1.1,0.0,0.3,0.2,6.73
193,Callum Hudson-Odoi,2,3,1.0,1.4,0.7,0.3,0.2,0.7,0.6,6.73
194,Tariq Lamptey,1,1,0.5,0.9,1.2,2.5,0.1,0.5,1.9,6.73
195,David McGoldrick,8,1,2.0,0.5,1.3,0.9,0.5,1.3,2.5,6.72
196,Mason Greenwood,7,2,2.2,0.5,1.2,0.6,0.1,0.9,1.1,6.72
197,Martin Ødegaard,1,2,1.1,1.4,0.9,0.6,0.1,0.8,1.0,6.72
198,Sergio Reguilón,0.0,3,0.7,0.6,0.8,0.7,0.0,0.6,1.3,6.72
199,Conor Townsend,0.0,2,0.4,0.9,0.4,1.0,0.1,0.3,1.3,6.72
200,Ozan Kabak,0.0,0.0,0.1,0.1,0.3,0.3,0.0,0.3,0.4,6.72
201,Matthew Lowton,1,1,0.6,0.8,0.8,0.4,0.0,0.3,1.1,6.71
202,Pablo Marí,0.0,0.0,0.2,0.1,0.3,0.4,0.0,0.0,0.1,6.71
203,Robin Olsen,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,6.71
204,David Button,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.71
205,Fabián Balbuena,1,0.0,0.6,0.0,0.1,0.2,0.0,0.0,0.2,6.71
206,Rhys Williams,0.0,0.0,0.8,0.2,0.0,0.2,0.0,0.0,0.0,6.71
207,Hakim Ziyech,2,3,1.5,1.5,0.8,0.7,0.2,0.7,1.3,6.71
208,Jan Bednarek,1,1,0.3,0.1,0.1,0.4,0.0,0.1,0.3,6.7
209,Japhet Tanganga,0.0,0.0,0.3,0.2,1.5,1.2,0.0,0.8,0.3,6.7
210,Tyrick Mitchell,1,1,0.1,0.2,0.6,0.6,0.0,0.6,0.8,6.7
211,Ethan Ampadu,0.0,0.0,0.3,0.4,0.5,1.0,0.0,0.2,0.6,6.7
212,Tammy Abraham,6,1,1.5,0.4,0.3,0.5,0.2,0.3,1.5,6.7
213,Fraser Forster,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,6.7
214,Victor Lindelöf,1,1,0.1,0.2,0.1,0.3,0.0,0.1,0.3,6.69
215,Kenny Tete,0.0,1,0.3,0.8,0.5,0.8,0.1,0.4,0.9,6.69
216,Chris Basham,0.0,1,0.3,0.4,0.7,0.9,0.2,0.6,1,6.69
217,Héctor Bellerín,1,2,0.6,0.8,0.5,0.3,0.0,0.2,1,6.69
218,Daniel Podence,3,2,1.3,0.9,1.6,1.1,0.2,1,1.5,6.68
219,Kieran Tierney,1,3,0.6,1.1,0.6,0.7,0.0,0.5,0.9,6.68
220,Mbaye Diagne,3,2,1.6,0.6,0.6,1.4,1.1,1.2,1.6,6.68
221,Oliver McBurnie,1,0.0,1.3,0.7,0.2,1.1,0.2,0.7,1.0,6.67
222,João Moutinho,1,1,0.4,1.4,0.4,0.7,0.0,0.3,0.5,6.67
223,Douglas Luiz,0.0,2,0.8,0.6,0.7,1.5,0.0,0.5,0.8,6.67
224,Edinson Cavani,10,3,1.3,0.5,0.2,0.5,0.2,0.4,1.2,6.67
225,Rodrigo,7,2,1.8,1.2,0.6,0.3,0.1,0.8,1.5,6.67
226,Craig Dawson,3,0.0,0.7,0.1,0.0,0.5,0.1,0.0,0.2,6.67
227,Charlie Taylor,0.0,1,0.1,0.4,0.9,1.2,0.0,0.3,0.7,6.67
228,Davinson Sánchez,0.0,0.0,0.3,0.1,0.1,0.4,0.0,0.2,0.4,6.67
229,Isaac Hayden,0.0,0.0,0.7,0.3,0.3,0.7,0.0,0.6,0.8,6.67
230,Gylfi Sigurdsson,6,5,1.4,1.2,0.4,0.5,0.0,0.8,1.3,6.67
231,Danny Welbeck,6,1,1.5,0.9,0.8,0.7,0.2,0.5,2.1,6.66
232,Paul Dummett,1,0.0,0.2,0.3,0.2,0.3,0.0,0.0,0.6,6.66
233,Jacob Murphy,2,3,1.2,0.7,1.5,0.9,0.1,1,1.3,6.66
234,Mohammed Salisu,0.0,0.0,0.3,0.2,0.8,0.3,0.0,0.6,1.0,6.66
235,Eric Dier,0.0,0.0,0.5,0.2,0.1,0.4,0.0,0.0,0.4,6.66
236,Gabriel Martinelli,2,1,1.4,0.6,0.9,0.3,0.1,0.5,1.6,6.66
237,Harrison Reed,0.0,2,0.4,0.7,0.5,0.8,0.0,0.3,0.6,6.66
238,Miguel Almirón,4,1,1.0,0.9,1.1,1.1,0.2,1,1.4,6.66
239,Luke Thomas,1,0.0,0.5,0.5,0.4,1.1,0.0,0.9,1.1,6.65
240,Willian,1,5,0.8,1.3,0.5,0.8,0.2,0.6,0.9,6.65
241,Séamus Coleman,0.0,3,0.5,0.8,0.8,0.7,0.0,0.9,1.1,6.65
242,Leander Dendoncker,1,0.0,0.9,0.5,0.2,0.4,0.1,0.3,0.9,6.65
243,Jeffrey Schlupp,2,3,0.7,0.7,1.1,0.6,0.0,1.5,1.2,6.65
244,Dean Henderson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.65
245,Jordan Pickford,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,6.65
246,Ahmed El Mohamady,0.0,0.0,0.6,0.9,0.1,0.2,0.0,0.2,0.4,6.64
247,Issa Diop,2,0.0,0.2,0.1,0.2,0.4,0.1,0.1,0.3,6.64
248,Sergio Agüero,4,1,1.6,0.6,0.7,0.6,0.1,0.9,1.3,6.64
249,Ciaran Clark,1,0.0,0.4,0.1,0.2,0.5,0.0,0.0,0.5,6.64
250,Federico Fernández,0.0,0.0,0.2,0.3,0.0,0.6,0.0,0.1,0.3,6.64
251,Matt Ritchie,0.0,2,0.6,1.4,0.4,1.1,0.1,0.3,0.7,6.64
252,Mason Holgate,1,0.0,0.2,0.3,0.3,1,0.0,0.2,0.5,6.63
253,Conor Gallagher,2,2,1,0.7,1,2.1,0.0,1.2,2.1,6.63
254,Ashley Westwood,3,3,0.5,1.4,0.3,1.1,0.0,0.3,0.8,6.63
255,Lucas Moura,3,4,0.6,0.5,1.1,1.6,0.1,1.2,1.6,6.63
256,Emerson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6.63
257,Benjamin Mendy,2,1,0.5,0.4,0.8,0.0,0.1,0.4,1.2,6.63
258,Ola Aina,2,1,0.5,0.5,0.7,0.8,0.1,0.3,0.9,6.63
259,Lukasz Fabianski,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,6.62
260,Darnell Furlong,1,3,0.7,0.5,0.3,0.9,0.1,0.3,1.1,6.62
261,Georginio Wijnaldum,2,0.0,0.8,0.6,0.9,0.6,0.0,0.7,1.0,6.62
262,Giovani Lo Celso,1,1,0.8,0.8,0.4,1.1,0.0,0.8,1.2,6.62
263,Ezgjan Alioski,2,3,0.7,0.8,0.3,1.2,0.2,0.4,1.0,6.62
264,Daniel James,3,1,1.1,0.7,0.7,0.9,0.3,0.6,1.4,6.61
265,Ederson,0.0,1,0.0,0.0,0.0,0.1,0.0,0.0,0.1,6.61
266,Ricardo Pereira,0.0,1,0.5,0.7,0.9,0.5,0.0,1.1,1.4,6.61
267,Jack Robinson,0.0,1,0.5,0.1,0.3,0.5,0.0,0.2,0.5,6.61
268,Fabio Carvalho,1,0.0,2.3,0.5,2,0.5,0.0,2.3,2.8,6.61
269,Kai Havertz,4,3,1.2,0.7,0.7,0.6,0.3,1,2.0,6.6
270,Ben White,0.0,0.0,0.3,0.2,0.7,0.3,0.0,0.3,0.6,6.6
271,Ayoze Pérez,2,1,1.2,0.9,1.2,0.9,0.3,1,1.5,6.6
272,Jamaal Lascelles,2,0.0,0.8,0.2,0.2,0.5,0.0,0.1,0.3,6.6
273,Mario Lemina,1,0.0,0.7,0.4,0.9,0.5,0.0,0.8,0.9,6.6
274,Robert Sánchez,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.1,6.59
275,Saïd Benrahma,1,6,1.2,0.9,1.4,0.5,0.1,1.1,1.6,6.59
276,Naby Keïta,0.0,0.0,0.9,0.6,0.8,0.2,0.0,0.8,1.4,6.59
277,Robin Koch,0.0,0.0,0.5,0.2,0.2,0.5,0.0,0.0,0.3,6.59
278,Maximilian Kilman,0.0,1,0.4,0.3,0.4,0.2,0.0,0.1,0.2,6.59
279,John Egan,0.0,1,0.5,0.1,0.0,0.3,0.0,0.0,0.2,6.58
280,Curtis Jones,1,2,0.8,0.5,0.9,0.5,0.0,1.3,0.9,6.58
281,Nemanja Matic,0.0,0.0,0.3,0.4,0.9,0.3,0.0,0.4,0.7,6.58
282,Scott Dann,1,0.0,0.3,0.1,0.3,0.3,0.0,0.0,0.3,6.58
283,Nathan Aké,1,0.0,0.3,0.1,0.0,0.4,0.0,0.1,0.2,6.57
284,Joe Rodon,0.0,0.0,0.1,0.0,0.0,0.7,0.1,0.0,0.2,6.57
285,Neal Maupay,8,2,2.2,1,0.7,1.3,0.4,1.5,2.2,6.57
286,Gary Cahill,1,1,0.6,0.4,0.1,0.2,0.2,0.1,0.4,6.57
287,Cheikhou Kouyaté,1,0.0,0.2,0.2,0.3,0.4,0.0,0.2,0.5,6.57
288,Theo Walcott,3,3,1.4,0.8,0.8,1.4,0.4,1.3,2.7,6.56
289,Bernardo,0.0,0.0,1.3,0.7,0.0,0.3,0.0,1.3,0.3,6.56
290,Ben Davies,0.0,1,0.2,0.4,0.2,0.7,0.1,0.1,0.3,6.56
