,Player,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG,Goals,Assists,SpG,KeyP,Drb,Fouled,Off,Disp,UnsTch,Assists,KeyP,AvgP,PS%,Crosses,LongB,ThrB
0,Harry Kane,0.6,0.3,0.7,0.0,1.1,0.5,0.3,0.0,23.0,14.0,3.9,1.4,1.5,1.7,0.4,1.5,1.8,14.0,1.4,25.9,69.9,0.2,1.9,0.1
1,Kevin De Bruyne,1.4,0.4,1.1,0.0,0.3,1.4,0.0,0.0,6.0,12.0,3.2,3.2,1.9,1.2,0.0,1.3,1.8,12.0,3.2,50.6,81.7,1.6,2.6,0.2
2,Jack Grealish,1.2,0.5,1.5,0.0,0.2,0.3,0.1,0.0,6.0,10.0,1.9,3.1,2.5,4.2,0.3,1.5,2.1,10.0,3.1,38.3,83.3,0.7,1.2,0.1
3,Bruno Fernandes,1.5,0.7,1.2,0.0,0.7,2.0,0.0,0.0,18.0,12.0,3.3,2.6,0.6,1.4,0.1,1.0,1.5,12.0,2.6,57.1,78.3,1.1,3.8,0.2
4,Tomas Soucek,2.1,1.6,1.8,0.1,2.7,1.3,0.5,1.0,10.0,1.0,1.7,0.5,0.4,1.1,0.1,0.6,1.1,1.0,0.5,42.3,75.5,0.0,2.2,0.0
5,Mason Mount,2.1,0.9,1.4,0.0,0.3,1.2,0.1,0.0,6.0,5.0,2.3,2.4,1.2,1.2,0.1,1.1,1.6,5.0,2.4,47.3,86.5,1.7,1.6,0.0
6,Sadio Mané,1.4,0.4,1.5,0.0,0.3,0.6,0.0,0.0,11.0,7.0,2.7,1.7,2.3,2.2,0.9,1.7,2.9,7.0,1.7,28.8,78.7,0.3,0.8,0.0
7,Riyad Mahrez,0.7,0.3,0.5,0.0,0.1,0.9,0.0,0.0,9.0,6.0,2.1,1.6,1.7,1.1,0.3,1.1,1.7,6.0,1.6,37.2,88.4,0.7,0.9,0.0
8,João Cancelo,2.4,1.5,1.3,0.3,1.0,1.4,0.1,0.0,2.0,3.0,1.3,1.6,1.7,0.6,0.1,0.8,1.3,3.0,1.6,66.2,87.1,0.4,2.4,0.1
9,Gareth Bale,0.9,0.4,0.5,0.1,0.7,0.4,0.1,0.0,11.0,2.0,1.9,1.1,1.4,0.5,0.3,0.4,0.9,2.0,1.1,18.3,73.2,0.6,1.5,0.1
10,Nathaniel Phillips,1.3,1.2,1.2,0.5,4.8,0.8,0.8,0.0,1.0,1.0,0.9,0.4,0.1,0.5,0.0,0.2,0.5,1.0,0.4,65.7,84.2,0.0,2.6,0.0
11,Ilkay Gündogan,0.9,0.7,0.3,0.0,0.3,1.0,0.1,0.0,13.0,2.0,1.9,1.5,1.0,0.9,0.0,0.5,1.1,2.0,1.5,61.2,91.7,0.3,1.6,0.0
12,Son Heung-Min,0.9,0.4,0.4,0.0,0.1,1.5,0.1,0.0,17.0,10.0,1.8,2.0,1.1,1.5,0.4,1.4,1.6,10.0,2.0,28.6,83.4,1.0,0.8,0.0
13,Wilfred Ndidi,3.7,2.3,2.1,0.1,2.0,1.5,0.4,0.0,1.0,4.0,0.6,0.6,0.6,0.6,0.0,0.5,1.0,4.0,0.6,55.1,86.9,0.0,2.0,0.0
14,Jesse Lingard,0.8,0.3,1.3,0.0,0.0,0.6,0.1,0.0,9.0,4.0,2.6,1.1,1.1,1.5,0.4,1.4,1.8,4.0,1.1,39.6,83.6,0.4,1.0,0.0
15,Raphinha,1.1,1.0,0.4,0.0,0.9,1.5,0.0,0.0,6.0,9.0,2.2,2.1,1.9,1.0,0.5,1.1,2.8,9.0,2.1,29.2,72.3,1.3,1.5,0.0
16,Raheem Sterling,0.7,0.5,1.2,0.0,0.1,0.2,0.0,0.0,10.0,7.0,2.3,1.3,2.1,1.3,0.3,2.7,2.0,7.0,1.3,35.9,86.2,0.0,0.3,0.0
17,James Rodríguez,1.2,0.7,0.7,0.0,0.0,1.5,0.0,0.0,6.0,4.0,1.6,1.7,1.5,1.7,0.3,1.7,1.4,4.0,1.7,44.8,83.3,0.7,4.3,0.2
18,Ollie Watkins,0.8,0.2,1.3,0.0,0.6,0.6,0.1,0.0,14.0,5.0,2.6,1.2,1.1,1.3,0.8,2.3,3.1,5.0,1.2,21.7,71.5,0.1,0.2,0.0
19,Kortney Hause,0.6,1.1,0.7,0.4,7.6,0.4,0.3,0.0,1.0,0.0,0.7,0.0,0.0,0.4,0.0,0.0,0.1,0.0,0.0,33.1,74.6,0.0,2.3,0.0
20,Rodri,2.1,1.1,1.3,0.0,1.6,1.0,0.3,0.0,2.0,2.0,0.9,1.0,0.8,0.9,0.1,0.6,0.7,2.0,1.0,81.9,91.3,0.1,4.6,0.0
21,Michail Antonio,0.3,0.3,1.1,0.0,0.3,0.2,0.1,0.0,10.0,5.0,2.4,1.0,1.7,1.5,0.6,1.9,3.0,5.0,1.0,17.4,68.2,0.1,0.5,0.0
22,Dominic Calvert-Lewin,0.5,0.2,1.1,0.0,1.0,0.2,0.2,0.0,16.0,0.0,2.5,0.5,0.7,1.2,0.5,0.9,3.1,0.0,0.5,20.5,68.7,0.1,0.5,0.0
23,Jimmy Dunne,1.0,2.0,0.7,0.3,5.3,0.3,0.7,0.0,1.0,0.0,2.3,0.7,0.3,1.0,0.0,0.3,0.3,0.0,0.7,51.0,68.6,0.0,3.3,0.0
24,Aaron Wan-Bissaka,2.6,1.8,0.9,0.2,1.8,0.4,0.5,0.0,2.0,4.0,0.2,0.9,1.0,0.4,0.0,0.6,1.0,4.0,0.9,53.1,84.9,0.4,0.8,0.0
25,Phil Foden,0.8,0.4,0.4,0.0,0.4,0.5,0.0,0.0,9.0,5.0,1.6,1.3,1.4,1.2,0.1,0.5,1.7,5.0,1.3,27.2,88.2,0.5,0.3,0.0
26,Joseph Willock,1.9,1.2,0.6,0.0,0.7,2.4,0.2,0.0,8.0,0.0,1.4,0.6,1.6,1.1,0.0,1.1,1.5,0.0,0.6,16.2,77.1,0.2,0.6,0.0
27,Marcus Rashford,0.5,0.2,0.7,0.1,0.3,0.5,0.1,0.0,11.0,9.0,2.1,1.2,2.2,1.1,0.7,1.4,2.1,9.0,1.2,32.1,82.1,0.2,0.9,0.0
28,Thiago,2.5,1.3,2.0,0.0,0.5,1.3,0.0,0.0,1.0,0.0,0.9,1.3,1.4,1.0,0.0,0.8,1.0,0.0,1.3,71.7,89.6,0.0,5.0,0.1
29,Allan Saint-Maximin,0.6,0.2,0.4,0.0,0.0,0.2,0.0,0.0,3.0,4.0,1.2,1.2,3.8,1.8,0.2,2.1,2.2,4.0,1.2,16.7,82.5,0.2,0.6,0.0
30,Gabriel Jesus,0.6,0.5,1.0,0.0,0.2,0.6,0.0,0.0,9.0,4.0,1.9,1.1,1.7,1.6,0.6,1.3,2.0,4.0,1.1,25.2,85.0,0.1,0.4,0.0
31,Pedro Neto,0.5,1.0,0.8,0.0,0.2,0.7,0.1,0.0,5.0,6.0,2.0,2.0,2.1,1.4,0.1,1.3,2.5,6.0,2.0,32.9,88.4,1.9,0.5,0.0
32,Adama Traoré,0.8,0.2,1.3,0.0,0.3,0.2,0.0,0.0,2.0,2.0,1.2,1.5,4.1,2.3,0.2,1.8,3.0,2.0,1.5,18.9,76.3,0.6,0.4,0.0
33,Roberto Firmino,0.9,0.3,0.6,0.0,0.3,0.7,0.1,0.0,9.0,7.0,2.3,1.2,1.6,0.4,0.1,1.3,2.2,7.0,1.2,36.1,80.7,0.0,0.6,0.1
