,Player,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG,Rating
114,Toby Alderweireld,1.4,0.4,0.7,0.7,4.6,0.5,1.1,1,6.86
115,Dani Ceballos,1.5,1.4,0.9,0.1,0.6,1.2,0.2,,6.85
116,Bertrand Traoré,0.7,0.4,0.9,,0.3,0.7,,,6.85
117,Fikayo Tomori,2,2.0,1.0,,8.0,,1,,6.85
118,Gaetano Berardi,1,0.5,0.5,,1.0,,0.5,,6.85
119,Mateo Kovacic,1.7,0.6,0.6,,0.3,0.6,,,6.84
120,Tom Cairney,0.9,,0.4,,0.1,0.3,,,6.84
121,Joël Veltman,2.4,1.2,1.2,0.2,2.1,1,0.2,,6.84
122,Martin Dúbravka,,,,,0.9,,,,6.84
123,Oleksandr Zinchenko,1.3,1.2,0.5,0.2,1.3,0.5,0.2,,6.84
124,Antonee Robinson,1.6,1.3,0.7,0.1,1.9,0.6,0.1,,6.84
125,Kelechi Iheanacho,0.5,0.1,1,,,0.5,,,6.84
126,João Virgínia,,,,,,,,,6.84
127,Terence Kongolo,3,2,1,1,2,,,,6.84
128,Anthony Martial,0.1,,0.7,,0.4,0.5,0.1,,6.84
129,James McArthur,3.2,1.3,1.8,0.1,1.6,1.3,0.2,,6.84
130,Lewis Dunk,0.9,1.0,0.7,0.7,3.2,0.2,0.6,1,6.84
131,Kyle Walker-Peters,2.8,1.3,1.1,0.2,1.7,0.8,0.3,,6.84
132,Danny Ings,0.8,0.1,0.7,,0.7,0.6,0.1,,6.84
133,Callum Wilson,0.5,0.3,1.5,,0.5,0.4,0.1,,6.84
134,Trézéguet,1.6,0.9,1.9,,0.6,1.5,,,6.83
135,Timothy Castagne,1.9,1.1,0.7,0.2,1.9,0.7,0.2,,6.82
136,Pascal Groß,1.3,0.7,0.6,,0.4,0.9,0.1,,6.82
137,Fabinho,1.9,1.5,1.0,0.5,2.2,0.9,0.3,,6.82
138,Stuart Armstrong,1.8,0.7,1.0,0.1,0.6,1.5,,,6.82
139,Jordan Henderson,1.1,1.6,0.4,0.6,1.2,0.8,,,6.82
140,Aaron Cresswell,0.9,0.9,0.4,0.1,2.0,0.4,0.4,,6.81
141,Chris Wood,0.4,,1.2,,0.6,0.4,0.1,,6.81
142,Eberechi Eze,0.8,0.7,0.5,,0.2,0.6,0.1,,6.81
143,Rúben Neves,2.4,1.8,1.3,0.1,1.1,1.4,0.3,,6.81
144,Fernandinho,1.5,1.1,1.0,0.1,0.8,1.1,0.1,,6.81
145,Timo Werner,0.6,0.2,0.8,,0.2,1.0,,,6.81
146,Pascal Struijk,1.8,1.7,1.0,0.2,3.1,0.4,0.8,,6.81
147,Tyrone Mings,0.9,1.1,0.6,0.4,4.7,0.2,1.1,1,6.81
148,Jonjo Shelvey,1.3,1.2,1.0,,1.3,0.9,0.5,,6.8
149,Leandro Trossard,0.9,0.7,0.8,,0.1,0.7,0.1,,6.8
150,Andreas Christensen,0.6,1.2,0.5,0.4,2.9,0.5,0.8,,6.8
151,Joachim Andersen,1.1,1.4,1.3,1.1,4.8,0.4,0.4,,6.79
152,Karl Darlow,,,,,1.7,,,,6.79
153,Calum Chambers,0.7,1,0.7,0.2,3.6,0.5,0.2,,6.79
154,Rob Holding,1.4,0.8,0.8,0.5,4.0,0.6,0.9,1,6.79
155,Anwar El Ghazi,0.6,0.2,0.6,,0.4,0.6,,,6.78
156,Conor Hourihane,,,0.3,,0.5,0.5,,,6.78
157,Abdoulaye Doucouré,1.8,1.3,0.8,0.1,0.9,1,0.2,,6.78
158,Amad Diallo,1,,0.7,,0.3,,0.3,,6.78
159,Pablo Fornals,1.3,1.1,0.8,,0.2,1.9,,,6.78
160,Pierre-Emerick Aubameyang,0.4,0.2,0.4,,0.5,0.6,,1,6.78
161,Ben Godfrey,1.8,1.1,0.5,0.3,3.5,0.5,1.2,1,6.78
162,Che Adams,0.7,0.1,0.8,0.1,0.5,0.3,0.1,,6.77
163,Adam Webster,1.0,1.6,0.8,0.3,2.9,0.4,0.6,,6.77
164,Kyle Bartley,0.9,1.3,1.0,0.5,5.3,0.4,1.2,,6.77
165,Emile Smith Rowe,0.7,0.5,0.3,,0.5,0.6,0.1,,6.77
166,Allan,3.3,0.8,1.5,0.1,1.0,2.8,0.5,,6.77
167,Kyle Walker,1.2,0.6,1.0,0.3,0.9,0.3,0.3,,6.77
168,Josh Brownhill,1.4,2.1,1.1,,1.1,0.9,0.3,,6.76
169,Aymeric Laporte,0.8,0.7,0.6,0.6,1.8,0.3,0.4,,6.76
170,Ferran Torres,0.5,0.1,0.7,,0.3,0.5,,,6.76
171,Nicolas Pépé,0.7,0.4,0.4,,0.4,0.5,,,6.76
172,Ross Barkley,0.3,0.2,0.5,,0.3,0.5,,,6.75
173,Hugo Lloris,,,,,0.5,,,,6.75
174,Willy Boly,1.6,1.5,0.7,0.2,4.0,0.5,0.6,,6.75
175,Dan Burn,1.9,1.1,1.3,0.1,2.6,1,0.3,1,6.75
176,Sébastien Haller,0.9,0.3,1.5,0.1,0.4,1,0.1,,6.75
177,Ezri Konsa,0.7,0.8,0.5,0.4,4.4,0.1,1.3,,6.75
178,Jarrod Bowen,0.7,0.6,0.4,,0.1,0.5,,,6.75
179,Matt Doherty,1.7,1.4,1.2,0.2,2.1,1.2,0.3,,6.75
180,Thomas Partey,1.8,1,0.8,,0.6,1.3,0.2,,6.75
181,Joelinton,1.1,0.3,0.8,,0.7,0.7,0.1,,6.75
182,Christian Pulisic,0.7,0.4,0.5,,0.3,0.5,0.1,,6.74
183,Marc Albrighton,1.1,0.5,0.3,0.1,0.6,0.9,0.1,,6.74
184,Çaglar Söyüncü,1.2,1.2,0.8,0.6,3.4,0.6,0.4,,6.74
185,Alphonse Areola,,,,,1.1,0.1,,,6.74
186,Christian Fuchs,2,1.8,1.6,,3.3,0.8,0.4,,6.74
187,Sam Johnstone,,0.1,,,1.0,,,,6.74
188,Alisson,0.1,0.1,,,1.3,,,,6.73
189,Granit Xhaka,1.6,0.8,1.3,,1.2,0.9,0.2,,6.73
190,Tosin Adarabioyo,1.1,1.3,0.5,0.8,5.8,0.6,0.6,1,6.73
191,Angelo Ogbonna,0.9,1.1,1.0,0.5,4.1,0.3,0.4,,6.73
192,Gabriel Magalhães,1.1,1.1,1.0,0.5,3.2,0.3,0.8,,6.73
193,Callum Hudson-Odoi,1.0,0.3,0.5,,0.2,0.6,,,6.73
194,Tariq Lamptey,1.5,1.7,1.9,0.1,0.8,0.6,0.1,,6.73
195,David McGoldrick,0.9,0.1,1.3,,0.7,0.5,0.1,,6.72
196,Mason Greenwood,0.4,0.2,0.5,,,0.5,,,6.72
197,Martin Ødegaard,0.6,0.1,0.1,,0.4,0.7,,,6.72
198,Sergio Reguilón,1.7,1.2,1.0,0.3,1.5,0.9,0.3,1,6.72
199,Conor Townsend,1.8,1.4,0.6,0.1,2,0.8,0.6,,6.72
200,Ozan Kabak,2.1,1.3,1.3,0.9,3,0.3,0.2,,6.72
201,Matthew Lowton,1.6,1.6,0.6,0.3,2.3,1.2,0.4,,6.71
202,Pablo Marí,1.5,0.9,0.8,0.6,2.9,0.5,0.7,,6.71
203,Robin Olsen,,,,,0.7,,,,6.71
204,David Button,,,,,2,,,,6.71
205,Fabián Balbuena,1.7,1.8,0.9,0.4,4.4,0.6,0.4,,6.71
206,Rhys Williams,0.7,0.7,0.4,0.4,2.9,,0.3,,6.71
207,Hakim Ziyech,0.6,0.4,0.8,,,0.6,,,6.71
208,Jan Bednarek,1,2.3,0.8,0.8,3.7,0.7,0.8,1,6.7
209,Japhet Tanganga,0.8,0.5,1.8,0.3,2.2,0.3,0.8,,6.7
210,Tyrick Mitchell,3.4,1.1,0.4,0.2,2.4,0.9,0.5,,6.7
211,Ethan Ampadu,2.3,2,1.0,0.2,3.3,1.0,0.8,1,6.7
212,Tammy Abraham,0.3,0.2,1.0,,0.8,0.3,,,6.7
213,Fraser Forster,0.1,,0.1,,2.0,0.1,,,6.7
214,Victor Lindelöf,0.8,1.1,0.8,0.6,3.3,0.4,0.5,,6.69
215,Kenny Tete,2.2,1.2,1.3,0.2,2.0,0.4,0.2,,6.69
216,Chris Basham,2.2,1.6,0.8,0.3,3.3,0.8,0.5,,6.69
217,Héctor Bellerín,1.2,1.3,0.8,0.1,1.2,1.2,0.3,,6.69
218,Daniel Podence,0.5,0.5,0.6,,0.1,0.7,,,6.68
219,Kieran Tierney,1.0,0.6,0.5,0.2,2.1,0.7,0.4,,6.68
220,Mbaye Diagne,0.3,0.1,1.1,,1.0,0.2,0.1,,6.68
221,Oliver McBurnie,0.7,0.3,1.0,,1.3,0.5,0.1,,6.67
222,João Moutinho,2.3,1.4,1.3,0.1,0.7,1.7,0.1,,6.67
223,Douglas Luiz,1.5,1.3,1.8,,1.2,1.2,0.5,,6.67
224,Edinson Cavani,0.5,0.2,0.8,,0.4,0.4,,,6.67
225,Rodrigo,0.5,0.2,0.7,,0.6,0.7,,,6.67
226,Craig Dawson,0.5,1.5,0.6,0.2,4.0,0.3,1,2,6.67
227,Charlie Taylor,1.7,1.0,0.3,0.2,2.5,0.7,0.7,,6.67
228,Davinson Sánchez,2.2,0.8,1.2,0.9,4.7,0.6,0.7,1,6.67
229,Isaac Hayden,2.2,1.8,1.6,0.1,1.9,0.9,0.4,,6.67
230,Gylfi Sigurdsson,0.8,0.9,0.6,,0.5,0.9,0.1,,6.67
231,Danny Welbeck,0.5,0.3,0.8,,0.5,0.5,,,6.66
232,Paul Dummett,1.1,1.1,0.6,0.3,4.7,0.5,0.5,,6.66
233,Jacob Murphy,1.5,0.5,0.9,0.1,0.9,1.0,0.1,,6.66
234,Mohammed Salisu,3.2,1.4,0.8,0.5,2.4,0.8,0.4,,6.66
235,Eric Dier,0.8,0.8,0.6,0.4,4.4,0.3,1.1,,6.66
236,Gabriel Martinelli,0.5,0.6,0.6,,0.2,0.4,,,6.66
237,Harrison Reed,2.0,1.6,1.3,,0.8,1.4,0.4,,6.66
238,Miguel Almirón,1.4,0.7,0.5,,0.5,1.2,0.1,,6.66
239,Luke Thomas,1.6,1.1,0.7,0.1,1.4,0.5,0.1,,6.65
240,Willian,0.5,0.3,0.2,,0.2,0.4,,,6.65
241,Séamus Coleman,1.6,0.5,0.5,0.1,1.3,0.4,0.2,,6.65
242,Leander Dendoncker,1.6,0.8,0.9,0.2,1.5,0.9,0.5,1,6.65
243,Jeffrey Schlupp,1.1,0.8,0.9,,0.4,0.6,0.3,,6.65
244,Dean Henderson,0.1,,,,0.5,0.1,,,6.65
245,Jordan Pickford,,0.1,,,1.3,0.1,,,6.65
246,Ahmed El Mohamady,1.2,1.2,0.4,0.1,1.6,0.4,0.2,,6.64
247,Issa Diop,1.1,1.2,0.4,0.6,3.2,0.6,1.2,1,6.64
248,Sergio Agüero,0.3,0.2,0.2,,,0.8,,,6.64
249,Ciaran Clark,1.1,1.3,0.7,0.5,4.5,0.3,0.9,1,6.64
250,Federico Fernández,1.2,0.7,0.6,0.7,6.0,0.2,1.3,1,6.64
251,Matt Ritchie,0.6,0.7,0.7,0.1,2.3,0.8,0.1,1,6.64
252,Mason Holgate,2,1.3,1,0.3,2.9,1.1,0.5,,6.63
253,Conor Gallagher,2.7,0.9,1.4,,0.9,2.3,0.3,,6.63
254,Ashley Westwood,0.6,1.2,0.9,,0.8,0.8,0.2,,6.63
255,Lucas Moura,1.1,0.6,0.8,,0.3,0.7,,,6.63
256,Emerson,1.5,0.5,1.5,,3.0,1,,,6.63
257,Benjamin Mendy,1,0.4,1.1,0.2,0.7,1.2,0.4,,6.63
258,Ola Aina,1.2,1.5,1,0.4,2.6,0.7,0.2,,6.63
259,Lukasz Fabianski,,,,,0.6,,,,6.62
260,Darnell Furlong,1.3,1.4,1,0.2,2.2,0.7,0.5,1,6.62
261,Georginio Wijnaldum,0.6,0.7,0.4,,0.4,0.6,0.1,,6.62
262,Giovani Lo Celso,1.6,0.4,1.1,0.1,0.3,1.1,0.1,,6.62
263,Ezgjan Alioski,2.1,0.6,1.1,0.1,1.1,1.2,0.1,,6.62
264,Daniel James,1.0,,0.9,,0.3,1,0.1,,6.61
265,Ederson,0.1,,,,0.5,,,,6.61
266,Ricardo Pereira,2.1,1,1.2,0.1,1.3,1.5,0.1,,6.61
267,Jack Robinson,1.3,0.8,0.9,0.4,3.7,0.5,0.4,,6.61
268,Fabio Carvalho,2.3,0.3,1,,,1,,,6.61
269,Kai Havertz,0.7,0.1,1,0.1,0.7,0.8,,,6.6
270,Ben White,1.4,1.7,0.8,0.3,1.4,0.9,0.6,,6.6
271,Ayoze Pérez,1.3,0.4,1.2,,0.3,1.4,,,6.6
272,Jamaal Lascelles,0.7,0.6,0.9,0.4,4.4,0.2,0.9,,6.6
273,Mario Lemina,2.2,1.1,1.1,0.1,0.7,0.8,0.2,,6.6
274,Robert Sánchez,,,0.1,,0.5,,,,6.59
275,Saïd Benrahma,0.8,0.3,0.5,,0.1,0.7,,,6.59
276,Naby Keïta,1.1,0.9,1.3,,0.5,1,,,6.59
277,Robin Koch,1.6,1.6,1.0,0.1,1.8,0.5,0.7,,6.59
278,Maximilian Kilman,1.2,1.1,1.1,0.2,2.2,0.3,0.4,,6.59
279,John Egan,1.3,1.3,0.9,0.3,4.2,0.5,1,,6.58
280,Curtis Jones,0.7,0.8,0.8,,0.4,0.5,,,6.58
281,Nemanja Matic,1.3,1.1,0.7,0.1,0.5,0.9,0.3,,6.58
282,Scott Dann,0.4,1.2,0.4,0.1,3.8,0.5,0.9,,6.58
283,Nathan Aké,1.0,0.9,0.8,0.5,2.2,0.1,0.1,,6.57
284,Joe Rodon,1.2,1.8,0.2,0.4,2.9,0.1,0.7,,6.57
285,Neal Maupay,0.6,0.4,0.8,,0.2,0.6,,,6.57
286,Gary Cahill,0.7,0.7,0.6,0.3,4.3,0.2,1.1,,6.57
287,Cheikhou Kouyaté,1.6,0.9,1.0,0.4,3.4,0.5,0.7,,6.57
288,Theo Walcott,1.1,0.7,0.6,,0.1,1.0,,,6.56
289,Bernardo,3.3,0.3,0.3,,0.3,0.7,,,6.56
290,Ben Davies,1.4,0.9,1,0.4,2.3,0.9,0.3,,6.56
291,Édouard Mendy,,,,,0.4,,,,6.56
292,Rayan Aït-Nouri,1.4,0.7,0.7,,0.9,0.7,,,6.56
293,Bernd Leno,,,0.1,,0.7,,,1,6.56
294,Luka Milivojevic,2.1,1.1,1.2,,1.5,1.1,0.2,,6.55
295,Aaron Ramsdale,,0.1,,,0.9,,,,6.55
296,Nathan Redmond,1,0.4,1.1,,0.3,0.6,0.1,,6.55
297,Joel Ward,1.7,1.6,1.2,0.5,3.1,0.7,0.3,,6.55
298,Rúnar Alex Rúnarsson,,,,,,,,,6.55
299,Kasper Schmeichel,,,,,0.4,,,1,6.55
300,Kean Bryan,1.5,1,1,0.5,2.7,0.8,0.8,1,6.55
301,Ivan Cavaleiro,0.6,0.5,0.8,0.1,0.4,0.6,,,6.54
302,Alex Iwobi,0.9,0.5,0.4,,0.4,0.4,,,6.54
303,Juan Mata,0.1,0.3,0.1,,0.3,0.8,,,6.54
304,Jayden Bogle,2.1,0.9,0.9,0.1,1.1,1.2,0.3,,6.53
305,Conor Coady,0.9,0.7,0.6,0.6,3.5,0.4,0.9,,6.53
306,Jack Stephens,1.9,1.6,0.4,0.8,3.2,1.2,0.8,,6.52
307,Bobby De Cordova-Reid,0.9,0.6,1.2,0.1,1.0,0.6,0.2,,6.52
308,Marvelous Nakamba,1.7,1.3,0.6,,0.6,0.4,0.4,,6.52
309,Darren Randolph,,,,,1.3,,,,6.52
310,Olivier Giroud,0.2,0.3,0.9,,0.6,0.4,0.1,,6.52
311,Jordan Ayew,1.1,0.5,1.4,,0.3,0.8,0.1,,6.52
312,Mateusz Klich,1.1,0.3,1.3,,0.4,1.3,0.1,,6.51
313,John Fleck,1.6,0.9,1.1,,0.3,1.8,0.1,,6.51
314,Robbie Brady,1.2,0.5,1.1,,1.3,1.2,,,6.51
315,Jack Cork,1.6,1.0,1.3,0.1,1.2,1.3,0.3,,6.51
316,Robert Snodgrass,2.1,0.1,1.0,0.1,1.5,0.8,0.3,,6.51
317,Dara O'Shea,1.6,1.6,0.5,0.4,3.5,0.9,0.6,,6.51
318,David Luiz,0.6,0.8,0.8,0.2,2.5,,0.5,,6.51
319,Ruben Loftus-Cheek,0.8,0.2,0.9,,0.5,0.5,0.1,,6.5
320,Aleksandar Mitrovic,0.3,0.1,0.8,,0.3,0.2,0.1,,6.5
321,Rui Patrício,,,,,0.2,,,,6.5
322,Alex McCarthy,,,,,0.7,0.1,,,6.49
323,Steven Bergwijn,0.7,0.2,1,,0.3,0.6,,,6.49
324,Neco Williams,1,1,0.5,0.2,0.7,0.7,0.2,,6.49
325,Dele Alli,1.2,0.5,0.7,,0.2,0.8,,,6.49
326,Jóhann Gudmundsson,0.9,0.8,0.5,,0.8,0.5,0.1,,6.49
327,Oliver Norwood,1.5,1.1,0.8,,1.5,1.6,0.4,,6.48
328,Cédric Soares,1.2,0.8,0.6,0.1,1.4,1.5,0.1,,6.48
329,Ainsley Maitland-Niles,1.5,1.1,0.7,0.1,1.4,1.3,0.1,,6.48
330,Joe Gomez,0.4,0.6,0.9,0.3,4,0.6,0.3,,6.48
331,James Milner,1,0.5,0.7,,0.5,0.8,0.1,,6.48
332,Emil Krafth,1.2,0.9,0.8,0.4,2.9,0.8,0.6,,6.47
333,David de Gea,,,,,0.5,,,,6.47
334,Cengiz Ünder,0.4,0.2,0.1,,,0.2,,,6.47
335,Patrick van Aanholt,1.6,1.4,0.5,,1.5,1.1,0.3,,6.47
336,Max Lowe,3.3,0.6,1.3,0.1,0.8,1.5,0.5,,6.47
337,Ashley Barnes,0.5,0.2,2.1,,0.5,0.5,0.1,,6.47
338,Jonny,1.6,1.3,1,0.3,1,1,0.3,,6.46
339,Tom Davies,1.2,1.4,1,,0.8,0.9,0.4,,6.46
340,André Gomes,1.3,0.4,1.3,,0.4,1.5,,,6.46
341,Vicente Guaita,,,,,0.9,,,,6.46
342,Rúben Vinagre,3.5,1,1,,2.0,0.5,,,6.46
343,Adam Lallana,0.9,0.5,0.6,,0.4,1,0.1,,6.45
344,Virgil van Dijk,0.6,1,0.8,1.2,1.6,,0.2,,6.45
345,Moussa Sissoko,0.9,0.9,0.9,,0.9,0.5,0.2,,6.44
346,Willian José,0.1,0.1,0.5,,0.7,0.2,0.1,,6.44
347,Ainsley Maitland-Niles,1,1.3,0.5,0.1,0.5,0.4,0.2,,6.44
348,Marçal,1,0.9,0.9,0.1,1.5,0.4,0.2,,6.44
349,Alexis Mac Allister,1.2,0.4,0.9,,0.1,1.3,0.2,,6.44
