,Player,Tackles,Inter,Fouls,Clear,Blocks,OwnG,Goals,Assists,SpG,KeyP,Drb,Fouled,Off,Disp,UnsTch,Assists,KeyP,AvgP,PS%,Crosses,LongB,ThrB
138,Lucas Tousart,1.3,1.5,1.3,1.8,0.2,0.0,1.0,0.0,1.2,0.3,0.6,0.8,0.0,0.6,1.3,0.0,0.3,32.3,77.2,0.1,2.9,0.1
139,Ralf Fährmann,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.1,31.9,59.1,0.0,5.5,0.0
140,Christian Günter,1.0,0.9,0.9,0.9,0.3,0.0,3.0,3.0,0.8,2.0,0.5,0.5,0.1,0.4,1.1,3.0,2.0,33.0,75.5,1.9,1.8,0.0
141,Rafael Czichos,1.7,1.9,0.9,3.9,0.3,0.0,1.0,0.0,0.4,0.1,0.2,0.5,0.1,0.1,0.2,0.0,0.1,47.5,81.9,0.1,3.7,0.0
142,Cédric BrunnerArminia Bielefeld,1.4,1.4,1.1,2.7,0.3,0.0,0.0,1.0,0.2,0.5,0.7,1.0,0.0,0.4,0.7,1.0,0.5,35.5,75.7,0.6,1.8,0.0
143,Koen Casteels,0.0,0.1,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,33.9,72.4,0.0,7.7,0.0
144,Jean-Philippe Mateta,0.4,0.3,0.5,0.4,0.1,0.0,7.0,1.0,1.9,0.8,0.8,0.5,0.9,1.5,3.1,1.0,0.8,15.5,72.1,0.0,0.1,0.0
145,Lucas Höler,1.1,0.5,0.8,0.4,0.1,0.0,4.0,4.0,1.3,0.6,0.8,2.3,0.4,0.9,2.6,4.0,0.6,19.7,66.7,0.1,0.4,0.0
146,Jude Bellingham,1.7,0.8,1.4,0.4,0.2,0.0,1.0,3.0,1.1,0.5,1.0,1.8,0.0,1.1,1.5,3.0,0.5,35.2,84.3,0.1,1.6,0.0
147,Sebastiaan Bornauw,1.2,1.7,1.0,4.2,1.1,0.0,1.0,1.0,0.8,0.0,0.2,0.4,0.1,0.0,0.3,1.0,0.0,38.1,81.7,0.0,3.8,0.0
148,Omar Alderete,0.9,1.2,1.3,3.5,0.6,0.0,0.0,0.0,0.4,0.2,0.9,0.3,0.0,0.2,0.4,0.0,0.2,53.4,80.5,0.1,4.3,0.0
149,Theodor Gebre Selassie,1.8,1.7,0.8,2.4,0.3,0.0,3.0,1.0,0.6,0.6,0.1,1.3,0.2,0.3,0.9,1.0,0.6,34.3,73.5,0.4,1.7,0.0
150,Roland Sallai,0.6,0.4,1.8,0.2,0.0,0.0,8.0,3.0,1.7,0.5,0.6,2.0,0.4,0.6,1.5,3.0,0.5,15.3,75.5,0.4,0.6,0.0
151,Tyler Adams,1.3,1.1,1.1,1.0,0.2,0.0,1.0,1.0,0.3,0.5,0.6,1.1,0.1,0.5,1.4,1.0,0.5,47.3,86.1,0.1,1.2,0.0
152,Thomas Delaney,2.0,1.1,1.8,0.7,0.5,0.0,1.0,1.0,0.4,0.3,0.1,1.3,0.1,0.3,0.9,1.0,0.3,40.7,83.7,0.1,2.4,0.0
153,Andreas Luthe,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,33.3,68.2,0.0,6.9,0.0
154,Lennart Grill,0.0,0.0,0.3,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.8,85.2,0.0,3.0,0.0
155,Philipp Mwene,1.8,1.2,1.5,1.4,0.2,0.0,1.0,2.0,0.4,0.8,0.8,0.7,0.1,0.5,1.3,2.0,0.8,21.1,64.7,1.2,1.6,0.0
156,Jean-Paul Boëtius,1.4,1.1,0.9,0.3,0.1,0.0,2.0,4.0,0.9,1.1,0.8,1.2,0.0,0.9,1.6,4.0,1.1,24.7,71.1,0.3,1.2,0.2
157,Maximilian Eggestein,1.7,1.3,0.9,1.0,0.2,0.0,2.0,5.0,0.7,0.9,0.4,1.2,0.0,0.7,1.2,5.0,0.9,40.5,76.4,0.1,1.7,0.1
158,Grischa Prömel,1.6,1.0,1.3,0.9,0.1,0.0,3.0,1.0,0.8,0.4,0.7,2.2,0.2,0.7,1.1,1.0,0.4,29.3,78.4,0.1,1.2,0.0
159,Pavel Kaderábek,0.8,0.9,1.0,1.3,0.2,0.0,0.0,3.0,0.5,1.1,0.3,0.7,0.2,0.3,0.7,3.0,1.1,35.5,74.2,0.8,1.0,0.0
160,Ryan Sessegnon,2.0,1.3,1.5,1.7,0.1,0.0,2.0,3.0,0.2,0.7,0.5,0.2,0.3,0.4,1.1,3.0,0.7,31.2,79.4,0.8,0.8,0.0
161,Christoph Kramer,2.0,1.2,1.1,1.3,0.4,0.0,0.0,2.0,0.3,0.4,0.8,0.7,0.0,0.3,0.8,2.0,0.4,46.6,85.7,0.1,1.5,0.0
162,Robin Knoche,1.3,1.4,1.1,3.4,0.8,0.0,1.0,0.0,0.4,0.1,0.2,0.4,0.1,0.2,0.4,0.0,0.1,61.3,84.3,0.0,4.7,0.0
163,Sebastian Andersson,0.2,0.1,1.3,0.6,0.2,0.0,3.0,0.0,2.5,0.4,0.3,0.4,0.4,0.6,2.8,0.0,0.4,15.3,68.0,0.1,0.1,0.0
164,Vladimír Darida,1.3,1.0,1.0,0.6,0.1,0.0,1.0,6.0,1.0,1.3,0.7,1.0,0.1,0.8,1.6,6.0,1.3,34.1,75.9,0.6,2.9,0.1
165,Waldemar Anton,1.0,1.5,0.8,3.5,0.6,0.0,0.0,1.0,0.4,0.3,0.4,1.1,0.0,0.8,0.8,1.0,0.3,65.9,88.0,0.1,3.1,0.0
166,Kevin Kampl,1.4,1.1,1.7,0.5,0.1,0.0,0.0,1.0,0.5,0.6,0.6,0.9,0.0,0.6,1.1,1.0,0.6,51.3,89.9,0.0,1.7,0.0
167,Erik Durm,0.8,1.4,0.4,1.0,0.2,0.0,1.0,2.0,1.0,0.7,0.5,0.7,0.0,0.5,1.3,2.0,0.7,25.3,71.8,0.4,1.1,0.0
168,Dedryck Boyata,0.7,1.4,0.4,3.5,1.1,0.0,1.0,0.0,0.5,0.3,0.3,0.2,0.0,0.1,0.4,0.0,0.3,54.4,89.0,0.0,3.6,0.0
169,Gonzalo Castro,0.8,0.3,0.6,0.4,0.1,0.0,4.0,2.0,1.2,1.6,0.8,0.6,0.0,0.7,1.2,2.0,1.6,30.5,76.6,1.1,1.3,0.1
170,Jeffrey Gouweleeuw,1.1,2.2,0.8,4.6,0.6,1.0,1.0,0.0,0.2,0.4,0.4,0.2,0.1,0.1,0.8,0.0,0.4,49.7,78.9,0.1,4.1,0.0
171,Ron-Robert Zieler,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,73.7,0.0,6.0,0.0
172,Breel Embolo,0.5,0.3,1.1,0.2,0.0,0.0,5.0,2.0,1.3,0.5,1.3,1.7,0.4,1.5,2.1,2.0,0.5,14.2,73.6,0.0,0.3,0.0
173,Keven Schlotterbeck,1.3,1.5,0.9,3.6,0.8,1.0,0.0,0.0,0.3,0.0,0.2,1.1,0.0,0.1,0.3,0.0,0.0,34.3,80.8,0.0,2.7,0.0
174,Dodi Lukébakio,0.7,0.4,1.2,0.2,0.0,0.0,5.0,5.0,1.4,0.8,1.3,1.1,0.7,1.4,1.7,5.0,0.8,17.2,76.4,0.3,1.0,0.0
175,Jonathan Schmid,1.2,0.9,0.5,1.0,0.3,0.0,2.0,2.0,0.7,0.8,0.6,0.5,0.0,0.4,0.9,2.0,0.8,30.5,77.1,0.6,2.1,0.0
176,Thomas Meunier,1.4,0.9,0.8,1.2,0.3,0.0,1.0,1.0,0.6,0.7,0.7,0.1,0.1,0.4,1.1,1.0,0.7,50.8,82.1,0.4,2.3,0.0
177,Ruben Vargas,0.6,0.6,0.9,0.6,0.1,0.0,6.0,3.0,1.3,0.8,1.2,1.0,0.3,1.1,1.6,3.0,0.8,17.0,76.3,0.1,0.9,0.1
178,Joel Pohjanpalo,0.3,0.1,0.4,0.6,0.0,0.0,6.0,0.0,1.6,0.4,0.3,0.4,0.6,0.2,1.7,0.0,0.4,9.7,68.6,0.1,0.3,0.1
179,Ömer Toprak,0.9,1.4,0.7,4.4,0.6,0.0,2.0,0.0,0.4,0.0,0.2,1.0,0.1,0.4,0.5,0.0,0.0,41.2,82.2,0.0,1.5,0.0
180,Niclas Füllkrug,0.4,0.2,0.8,0.6,0.2,0.0,6.0,0.0,1.8,0.3,0.4,0.7,0.8,0.9,1.3,0.0,0.3,13.4,57.5,0.1,0.5,0.0
181,Nadiem Amiri,0.4,0.4,0.7,0.2,0.1,0.0,2.0,6.0,1.4,1.3,0.7,0.9,0.1,0.8,1.7,6.0,1.3,36.4,85.5,0.7,2.0,0.0
182,Frederik Rönnow,0.0,0.1,0.0,1.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,28.0,71.4,0.0,4.8,0.0
183,Elvis Rexhbecaj,1.8,0.9,0.7,0.5,0.2,0.0,5.0,2.0,0.9,0.9,0.4,1.6,0.0,0.8,1.6,2.0,0.9,19.2,66.3,0.6,0.8,0.0
184,Florian Müller,0.0,0.1,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,38.1,64.7,0.0,6.5,0.0
185,Marco John,1.5,1.1,0.4,1.2,0.1,0.0,0.0,0.0,0.4,0.7,1.1,1.0,0.1,0.6,1.3,0.0,0.7,29.0,76.8,0.7,0.6,0.0
186,Manuel Gulde,1.0,1.4,0.6,2.3,0.6,0.0,2.0,0.0,0.3,0.0,0.1,0.7,0.1,0.1,0.1,0.0,0.0,37.9,87.6,0.0,2.0,0.0
187,Wendell,2.4,1.1,1.3,1.7,0.1,0.0,0.0,0.0,0.3,0.0,0.5,0.7,0.0,0.2,1.0,0.0,0.0,48.1,86.0,0.2,2.1,0.0
188,Daley Sinkgraven,1.5,1.0,0.6,0.7,0.2,0.0,0.0,0.0,0.3,0.6,1.3,1.0,0.0,0.9,1.4,0.0,0.6,49.1,81.9,0.1,3.0,0.0
189,Robin Zentner,0.0,0.1,0.0,0.7,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,28.2,60.2,0.0,5.3,0.0
190,Manuel Neuer,0.0,0.1,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,34.2,84.2,0.0,6.2,0.0
191,Bouna Sarr,1.1,1.3,1.4,0.9,0.0,0.0,0.0,1.0,0.4,0.4,1.5,0.9,0.0,0.5,1.6,1.0,0.4,40.4,90.1,0.1,1.5,0.0
192,Ermedin Demirovic,0.5,0.0,1.5,0.9,0.2,0.0,5.0,6.0,1.4,0.5,0.5,0.5,0.3,1.0,1.7,6.0,0.5,8.2,53.0,0.1,0.1,0.0
193,Manuel PrietlArminia Bielefeld,2.3,1.6,1.4,0.9,0.3,0.0,1.0,1.0,0.6,0.4,0.7,0.3,0.0,0.4,1.2,1.0,0.4,34.7,79.8,0.0,1.5,0.0
194,Charles Aránguiz,2.0,1.6,1.5,0.7,0.2,0.0,0.0,0.0,0.2,0.7,0.4,1.2,0.0,0.4,1.0,0.0,0.7,54.9,85.8,0.0,2.1,0.0
195,Almamy Touré,1.1,0.5,0.8,1.1,0.1,0.0,1.0,1.0,0.9,0.8,0.6,0.1,0.4,0.3,1.0,1.0,0.8,15.5,67.8,1.1,0.8,0.0
196,Makoto Hasebe,1.5,1.1,0.8,2.3,0.4,0.0,0.0,0.0,0.1,0.2,0.2,1.2,0.0,0.4,0.6,0.0,0.2,57.3,88.4,0.1,3.1,0.0
197,Kevin Akpoguma,1.1,0.8,0.9,1.9,0.9,0.0,1.0,0.0,0.1,0.1,0.4,1.0,0.0,0.1,0.6,0.0,0.1,43.5,82.2,0.1,1.7,0.0
198,Josuha Guilavogui,0.9,1.5,0.8,1.3,0.3,0.0,0.0,0.0,0.3,0.3,0.4,0.2,0.0,0.1,0.4,0.0,0.3,21.5,84.1,0.0,1.4,0.0
199,Anderson LucoquiArminia Bielefeld,1.9,1.3,1.3,1.9,0.3,0.0,0.0,0.0,0.4,0.3,0.6,1.9,0.0,0.8,1.5,0.0,0.3,25.6,67.0,0.2,1.3,0.0
200,Leonardo Bittencourt,2.1,0.5,1.0,0.3,0.1,0.0,4.0,1.0,1.6,0.6,0.5,1.3,0.3,0.4,2.2,1.0,0.6,21.2,76.0,0.7,0.6,0.0
201,Alexander Schwolow,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,30.3,77.3,0.0,6.8,0.0
202,Peter Pekarík,1.0,1.2,0.5,1.5,0.3,0.0,3.0,1.0,0.3,0.4,0.2,0.8,0.0,0.3,0.5,1.0,0.4,31.2,82.7,0.6,1.4,0.0
203,Aleksandar Dragovic,0.6,0.7,0.7,1.7,0.3,0.0,1.0,0.0,0.2,0.3,0.2,0.4,0.0,0.1,0.2,0.0,0.3,56.1,88.9,0.2,4.3,0.1
204,Sebastian Rode,1.6,1.7,1.1,0.6,0.1,0.0,1.0,0.0,0.1,0.7,0.2,0.7,0.0,0.2,0.6,0.0,0.7,37.7,85.5,0.1,1.6,0.0
205,Florian Kainz,0.5,0.4,0.8,0.4,0.0,0.0,1.0,0.0,1.1,1.3,0.6,1.8,0.0,0.8,1.3,0.0,1.3,20.6,70.9,1.0,1.1,0.0
206,Santiago Ascacibar,2.3,1.0,0.8,0.8,0.2,0.0,1.0,0.0,0.5,0.5,0.2,0.3,0.0,0.2,1.5,0.0,0.5,27.0,82.3,0.0,1.7,0.0
207,Mitchell Weiser,0.8,0.6,0.4,0.6,0.0,0.0,1.0,0.0,0.4,0.0,0.6,0.6,0.0,0.6,1.4,0.0,0.0,34.6,82.7,0.0,0.6,0.0
208,Lukas Klostermann,1.0,0.8,0.3,1.7,0.3,0.0,1.0,0.0,0.5,0.2,0.3,0.3,0.0,0.2,0.3,0.0,0.2,48.3,87.0,0.1,1.8,0.0
209,Philipp Lienhart,0.6,1.2,0.5,2.7,0.6,0.0,4.0,0.0,0.3,0.1,0.1,1.0,0.1,0.1,0.3,0.0,0.1,57.0,85.0,0.0,4.2,0.0
210,Stefan Posch,2.0,1.4,1.5,2.5,0.3,0.0,0.0,0.0,0.4,0.5,0.3,0.5,0.0,0.3,0.6,0.0,0.5,51.6,79.0,0.4,3.1,0.0
211,Jérôme Roussillon,1.2,1.0,0.5,1.3,0.1,0.0,0.0,2.0,0.6,0.8,0.9,0.8,0.0,0.8,1.3,2.0,0.8,25.5,77.3,0.4,1.4,0.0
212,Maximilian Philipp,0.6,0.3,0.7,0.1,0.0,0.0,6.0,2.0,1.3,0.5,0.5,0.5,0.2,0.3,1.4,2.0,0.5,14.9,76.0,0.1,0.4,0.0
213,Oliver Baumann,0.0,0.1,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,37.8,74.7,0.0,5.7,0.0
214,Felix Passlack,1.3,0.4,0.6,0.3,0.1,0.0,1.0,0.0,0.7,0.4,0.6,0.9,0.1,0.6,1.0,0.0,0.4,36.4,82.7,0.3,1.3,0.0
215,Philipp Pentke,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,30.0,82.2,0.0,5.0,0.0
216,Julian Brandt,0.9,0.5,0.2,0.2,0.0,0.0,3.0,2.0,0.7,1.0,0.7,0.5,0.1,0.9,1.4,2.0,1.0,28.8,85.2,0.3,1.5,0.0
217,David Abraham,1.3,1.2,0.6,2.3,0.3,0.0,1.0,0.0,0.7,0.1,0.3,0.4,0.1,0.1,0.5,0.0,0.1,44.3,84.4,0.1,3.1,0.0
218,Reece Oxford,1.1,1.2,0.6,3.6,0.9,0.0,0.0,0.0,0.3,0.0,0.2,0.5,0.0,0.2,0.2,0.0,0.0,28.2,82.0,0.0,1.5,0.0
219,Edimilson Fernandes,0.6,2.1,0.5,1.7,0.3,0.0,0.0,1.0,0.9,0.9,0.2,0.4,0.1,1.0,0.9,1.0,0.9,22.5,76.8,0.7,1.4,0.0
220,Moussa Niakhaté,1.3,1.5,1.5,2.4,0.5,0.0,3.0,1.0,0.3,0.5,0.4,0.3,0.1,0.2,0.8,1.0,0.5,41.8,75.3,0.3,3.1,0.0
221,Suat Serdar,2.2,0.9,1.1,0.8,0.2,1.0,1.0,2.0,1.3,0.6,1.6,1.9,0.0,1.6,2.2,2.0,0.6,24.0,75.8,0.0,1.6,0.0
222,Karim Onisiwo,1.0,0.2,1.2,0.4,0.0,0.0,4.0,0.0,1.7,0.6,1.2,1.1,0.5,1.4,2.6,0.0,0.6,11.9,64.9,0.1,0.1,0.0
223,Milot Rashica,1.0,0.2,0.6,0.2,0.0,0.0,3.0,1.0,1.8,0.8,1.5,0.9,0.2,1.3,2.2,1.0,0.8,15.4,73.2,0.5,0.8,0.0
224,Mark Uth,1.3,0.3,1.4,0.5,0.0,0.0,3.0,1.0,1.8,1.2,0.9,1.4,0.5,1.1,2.5,1.0,1.2,24.3,80.0,1.0,1.6,0.1
225,Nemanja Radonjic,0.4,0.2,0.5,0.1,0.0,0.0,1.0,2.0,1.3,0.7,1.8,0.4,0.3,0.8,2.3,2.0,0.7,18.2,67.9,0.5,0.3,0.0
226,Niklas Stark,1.5,1.3,1.3,3.0,0.5,0.0,0.0,0.0,0.3,0.2,0.1,0.9,0.1,0.1,0.6,0.0,0.2,47.0,82.8,0.1,3.1,0.0
227,Loris Karius,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.3,57.6,0.0,5.8,0.0
228,Jirí Pavlenka,0.1,0.0,0.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,28.7,70.4,0.0,7.2,0.0
229,Marcel HartelArminia Bielefeld,1.6,1.2,0.2,0.6,0.2,0.0,0.0,0.0,1.0,0.7,0.8,0.7,0.2,0.7,1.0,0.0,0.7,32.6,77.3,0.8,1.2,0.0
230,Tuta,1.8,1.5,1.6,2.5,0.1,1.0,0.0,0.0,0.2,0.2,0.4,0.7,0.0,0.5,0.7,0.0,0.2,51.1,84.7,0.1,2.2,0.0
231,Thorgan Hazard,0.5,0.6,0.4,0.1,0.0,0.0,1.0,3.0,0.6,0.9,0.4,0.4,0.4,0.3,0.6,3.0,0.9,20.4,85.9,0.3,1.1,0.1
232,Kevin Trapp,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,36.1,66.5,0.0,7.6,0.0
233,Florian Niederlechner,0.3,0.4,0.9,0.6,0.1,0.0,5.0,4.0,1.7,0.5,0.6,1.5,0.8,0.7,1.2,4.0,0.5,11.1,68.2,0.1,0.3,0.1
234,Marco Friedl,1.6,1.7,1.0,3.4,0.5,0.0,0.0,0.0,0.3,0.3,0.4,0.9,0.0,0.2,0.5,0.0,0.3,51.6,80.4,0.2,5.5,0.0
235,Marius Wolf,1.1,0.9,0.9,1.5,0.1,0.0,2.0,2.0,1.3,0.7,1.2,1.8,0.2,1.5,1.7,2.0,0.7,32.9,67.3,0.3,2.0,0.0
236,Luka Jovic,0.1,0.1,0.7,0.4,0.0,0.0,4.0,0.0,1.4,0.3,0.8,0.4,0.2,1.1,1.5,0.0,0.3,15.8,78.6,0.0,0.8,0.1
237,Daniel Didavi,0.7,0.1,0.7,0.3,0.0,0.0,4.0,3.0,1.0,1.1,0.2,0.6,0.2,0.6,0.7,3.0,1.1,15.9,77.0,0.2,0.7,0.0
238,Péter Gulácsi,0.0,0.1,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.3,85.3,0.0,4.8,0.0
239,Milos Veljkovic,1.0,1.3,0.3,3.9,0.4,0.0,0.0,0.0,0.1,0.0,0.0,0.3,0.0,0.1,0.2,0.0,0.0,37.3,74.2,0.0,3.8,0.0
240,Munas Dabbur,0.3,0.4,0.9,0.3,0.0,0.0,4.0,0.0,1.3,0.6,1.0,1.1,0.2,0.8,2.0,0.0,0.6,14.1,71.1,0.2,0.3,0.0
241,Florian Flick,2.5,1.8,1.0,1.3,0.8,0.0,1.0,0.0,0.3,0.0,0.0,0.5,0.0,0.3,0.5,0.0,0.0,23.5,77.7,0.0,1.8,0.0
242,Raphael Framberger,2.0,1.7,0.6,2.1,0.1,1.0,0.0,1.0,0.0,0.5,0.4,0.6,0.0,0.8,1.4,1.0,0.5,24.6,59.8,0.5,0.9,0.0
243,Ibrahima Konaté,0.4,0.6,0.9,1.6,0.2,0.0,1.0,0.0,0.3,0.0,0.6,1.1,0.0,0.5,0.2,0.0,0.0,39.8,86.2,0.0,1.2,0.0
244,Robin Quaison,0.5,0.5,0.8,0.3,0.0,0.0,6.0,2.0,1.3,0.4,0.6,0.4,0.1,0.6,1.1,2.0,0.4,11.1,67.5,0.0,0.4,0.0
245,Aymen Barkok,1.1,0.4,0.9,0.3,0.0,0.0,2.0,3.0,0.7,1.0,0.9,0.3,0.0,0.8,1.8,3.0,1.0,16.7,76.3,0.5,0.5,0.0
246,Kasim Adams,1.1,1.3,1.0,3.1,0.3,2.0,0.0,0.0,0.6,0.1,0.4,0.5,0.0,0.3,0.9,0.0,0.1,54.3,84.0,0.1,4.1,0.0
247,Noah Katterbach,0.9,1.1,0.4,0.9,0.1,0.0,0.0,0.0,0.4,0.5,0.9,0.8,0.0,0.8,0.9,0.0,0.5,25.1,78.0,0.3,1.3,0.0
248,Sven Bender,0.9,1.2,0.6,2.1,0.5,0.0,0.0,0.0,0.2,0.3,0.1,0.3,0.1,0.2,0.4,0.0,0.3,56.6,89.8,0.1,2.0,0.0
249,Sebastian Rudy,1.4,0.5,1.2,0.8,0.2,0.0,1.0,2.0,0.6,1.2,0.4,0.6,0.0,0.4,0.8,2.0,1.2,33.6,77.4,0.6,1.2,0.0
250,Andreas VoglsammerArminia Bielefeld,0.7,0.2,0.8,0.6,0.0,0.0,2.0,2.0,1.8,0.6,0.2,0.8,0.2,1.0,1.7,2.0,0.6,13.7,57.1,0.3,0.2,0.0
251,Taiwo Awoniyi,0.2,0.1,1.0,0.2,0.0,0.0,5.0,2.0,1.4,1.0,0.6,1.0,0.7,1.4,3.6,2.0,1.0,13.8,66.8,0.0,0.3,0.0
252,Timothy Fosu-Mensah,0.7,1.2,0.8,0.3,0.5,0.0,0.0,0.0,0.3,0.3,0.5,0.7,0.0,0.5,0.8,0.0,0.3,51.2,87.9,0.5,1.8,0.0
253,Levin Öztunali,1.4,0.9,0.4,0.8,0.0,0.0,1.0,2.0,0.4,0.5,0.6,0.3,0.2,0.4,1.2,2.0,0.5,12.2,62.8,0.4,0.6,0.0
254,Marwin Hitz,0.1,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,29.9,81.2,0.0,6.1,0.0
255,Marcus Ingvartsen,0.6,0.6,1.5,0.3,0.0,0.0,3.0,5.0,1.3,0.7,0.5,1.0,0.2,1.2,2.4,5.0,0.7,20.3,74.1,0.4,0.6,0.0
256,Denis Zakaria,1.2,0.9,0.9,1.2,0.3,0.0,1.0,1.0,0.4,0.4,0.8,0.5,0.0,0.3,0.8,1.0,0.4,25.6,88.0,0.0,0.9,0.0
257,Valentino Lazaro,0.8,0.7,0.3,0.7,0.0,0.0,2.0,0.0,0.7,0.8,0.6,0.6,0.1,0.4,0.7,0.0,0.8,22.0,79.3,0.5,0.8,0.0
258,Jacob LaursenArminia Bielefeld,1.4,1.5,0.8,1.8,0.3,0.0,0.0,1.0,0.1,0.3,0.5,0.8,0.0,0.1,0.8,1.0,0.3,26.9,79.3,0.3,2.0,0.1
259,Tin Jedvaj,1.7,0.7,1.3,2.7,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.3,0.7,0.0,0.0,38.0,81.6,0.0,1.7,0.3
260,Marin Pongracic,1.3,1.1,1.2,2.7,0.5,0.0,0.0,0.0,0.1,0.0,0.0,0.2,0.0,0.0,0.4,0.0,0.0,32.0,85.0,0.0,3.1,0.0
261,Roman Bürki,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,27.4,78.3,0.0,4.5,0.0
262,Santiago Arias,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,48.0,89.6,0.0,1.0,0.0
263,Håvard Nordtveit,0.5,1.1,0.3,3.4,0.2,0.0,0.0,0.0,0.3,0.3,0.2,0.6,0.0,0.0,0.3,0.0,0.3,37.5,84.7,0.0,3.8,0.0
264,Dominique Heintz,1.0,1.7,0.8,2.3,0.4,0.0,0.0,0.0,0.1,0.1,0.2,0.3,0.0,0.2,0.4,0.0,0.1,45.4,86.8,0.1,4.7,0.0
265,Masaya OkugawaArminia Bielefeld,1.3,0.6,0.2,0.3,0.2,0.0,1.0,0.0,0.7,0.3,0.6,0.7,0.2,0.4,1.7,0.0,0.3,10.6,62.3,0.1,0.2,0.0
266,Petar Musa,0.9,0.3,1.6,0.4,0.0,0.0,1.0,3.0,1.2,0.7,0.1,1.0,0.5,0.5,2.1,3.0,0.7,14.9,54.8,0.1,0.1,0.0
267,Mehmet Can Aydin,2.5,1.0,1.5,2.2,0.2,0.0,0.0,0.0,0.2,0.2,0.3,1.0,0.2,0.7,2.0,0.0,0.2,24.5,65.3,0.2,0.5,0.0
268,Kingsley Ehizibue,1.5,0.9,0.9,1.8,0.2,0.0,0.0,1.0,0.4,0.3,0.9,0.7,0.1,0.5,0.7,1.0,0.3,20.0,75.1,0.6,0.8,0.0
269,Tanguy Coulibaly,0.8,0.3,1.0,0.3,0.0,0.0,2.0,1.0,0.8,0.5,1.6,0.6,0.3,1.4,1.6,1.0,0.5,13.5,74.2,0.2,0.2,0.0
270,Philipp Förster,0.9,0.6,1.0,0.1,0.0,0.0,3.0,1.0,0.8,1.2,0.5,0.8,0.2,0.6,1.8,1.0,1.2,26.4,79.8,0.5,0.4,0.1
271,Luca Kilian,2.3,2.2,0.7,2.0,0.2,0.0,0.0,0.0,0.2,0.2,0.0,0.5,0.0,0.0,0.0,0.0,0.2,35.3,87.3,0.0,2.3,0.0
272,Eric Maxim Choupo-Moting,0.4,0.1,0.2,0.3,0.0,0.0,3.0,0.0,0.9,0.6,0.7,0.4,0.4,0.8,1.2,0.0,0.6,9.9,79.4,0.0,0.1,0.0
273,Mads Pedersen,1.7,1.0,1.0,1.8,0.2,0.0,0.0,0.0,0.1,0.8,0.9,0.9,0.0,0.7,1.3,0.0,0.8,20.0,71.3,0.5,1.3,0.0
274,Michael Langer,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,65.2,0.0,4.3,0.0
275,Mateu Morey,1.0,1.4,0.9,0.5,0.1,0.0,0.0,2.0,0.2,0.5,0.3,0.6,0.1,0.5,1.0,2.0,0.5,48.6,85.8,0.5,2.2,0.0
276,Corentin Tolisso,1.2,0.4,0.8,0.5,0.1,0.0,1.0,0.0,0.8,0.5,0.2,1.0,0.1,0.2,0.7,0.0,0.5,33.8,87.2,0.4,3.0,0.0
