,Player,Goals,Assists,SpG,KeyP,Drb,Fouled,Off,Disp,UnsTch,Rating
27,Aaron Wan-Bissaka,0.0,4,0.2,0.7,1.5,0.5,0.0,1.3,1.0,7.19
28,Richarlison,13,3,2.5,0.9,1.7,2.0,0.5,2.1,2.6,7.19
29,Willy Boly,0.0,1,0.2,0.3,0.4,0.4,0.0,0.2,0.5,7.19
30,James Tarkowski,2,2,0.6,0.4,0.3,0.8,0.1,0.1,0.4,7.19
31,Paul Pogba,1,3,1.4,1.9,1.7,1.1,0.1,2.0,1.2,7.18
32,Christian Pulisic,9,4,2.5,1.2,2.2,1.2,0.1,2.5,2.1,7.18
33,Sergio Agüero,16,3,3.2,0.8,1,0.4,0.3,1.3,1.4,7.16
34,Lucas Digne,0.0,7,0.8,2.1,0.7,0.8,0.1,0.7,0.8,7.16
35,James Ward-Prowse,5,3,1.5,1.6,0.4,1.1,0.0,0.6,0.7,7.15
36,Jordan Henderson,4,5,0.7,0.9,0.6,0.4,0.0,0.2,0.8,7.15
37,Tomas Soucek,3,0.0,1.5,0.4,0.0,0.7,0.0,0.1,0.8,7.14
38,Roberto Firmino,9,8,2.6,1.4,1.4,0.4,0.2,1.0,2.4,7.14
39,César Azpilicueta,2,6,0.8,1.3,0.3,0.4,0.1,0.4,0.8,7.12
40,Harry Maguire,1,1,0.8,0.4,0.2,0.6,0.2,0.2,0.3,7.12
41,Danny Ings,22,2,2.4,0.9,1.3,0.7,0.3,1.3,1.8,7.12
42,Andrew Robertson,2,12,0.6,1.7,0.6,0.4,0.1,0.3,1.4,7.11
43,Dejan Lovren,0.0,1,0.5,0.1,0.1,0.8,0.0,0.0,0.1,7.09
44,Rodri,3,2,0.7,1.0,0.9,0.9,0.0,0.8,0.6,7.09
45,Sébastien Haller,7,1,1.8,0.8,0.8,1.2,0.6,1.1,1.9,7.08
46,Emiliano Buendía,1,7,1.1,2.3,2.8,1.5,0.1,2.2,2.3,7.08
47,Luke Thomas,0.0,1,0.0,3.3,1.0,1.0,0.0,1,2.3,7.07
48,Nicolas Pépé,5,6,1.6,1.3,2.3,1.2,0.1,1.7,2.0,7.06
49,Serge Aurier,1,5,0.4,1.0,1.2,0.7,0.2,0.8,1.6,7.06
50,Dwight McNeil,2,6,1.3,1.4,2,1,0.0,1.7,1.5,7.06
51,Diego Rico,0.0,4,0.4,1.2,0.5,0.8,0.1,0.8,1,7.06
52,Troy Deeney,10,2,1.7,1.1,0.4,1.3,0.4,1,1.9,7.05
53,Çaglar Söyüncü,1,1,0.5,0.1,0.5,0.6,0.0,0.1,0.5,7.04
54,Bernardo Silva,6,7,1.5,1.5,1.2,0.6,0.1,0.6,0.7,7.03
55,Pierre-Emerick Aubameyang,22,3,2.6,0.7,0.5,0.6,0.6,0.9,1.6,7.03
56,Emiliano Martínez,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.02
57,João Moutinho,1,6,0.6,2,0.4,0.7,0.1,0.6,0.5,7.01
58,Declan Rice,1,3,0.8,0.6,1.3,0.2,0.1,0.6,0.7,7.01
59,Nemanja Matic,0.0,2,0.3,0.7,1,0.9,0.0,0.8,0.9,7.0
60,John McGinn,3,3,2,1.3,1.9,2.4,0.0,1.8,1.5,7.0
61,Aymeric Laporte,1,0.0,0.3,0.2,0.1,0.6,0.0,0.1,0.1,7.0
62,Japhet Tanganga,0.0,0.0,0.5,0.2,1,0.7,0.0,0.8,2.2,7.0
63,Jarrod Bowen,1,4,1.8,1.2,1.2,1.5,0.1,1.1,1.5,6.99
64,Matt Doherty,4,3,1,0.6,0.8,0.5,0.1,0.4,1.3,6.99
65,Hugo Lloris,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.98
66,Wilfried Zaha,4,3,1.6,0.9,4.3,3.2,0.4,3.9,3.4,6.98
67,Chris Basham,0.0,1,0.2,0.3,0.6,0.8,0.1,0.2,0.9,6.98
68,Jonjo Shelvey,6,2,1.7,1.7,0.6,0.2,0.0,0.4,0.9,6.97
69,Lucas Moura,4,4,1.6,1,2.1,1.8,0.1,2.1,1.7,6.96
70,Ben Chilwell,3,3,0.6,1.3,0.7,1.1,0.0,0.8,1.9,6.96
71,Nathan Redmond,4,4,1.8,1.2,2.5,1,0.2,1.6,2.3,6.96
72,Felipe Anderson,1,4,0.9,1,2.5,1,0.1,1.2,1.9,6.96
73,Pablo Marí,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.95
74,Mateo Kovacic,1,3,0.7,0.9,2.5,1.2,0.0,0.9,1,6.94
75,Naby Keïta,2,3,0.7,0.8,1.3,0.6,0.1,0.5,0.8,6.94
76,Shkodran Mustafi,0.0,1,0.7,0.2,0.2,0.2,0.0,0.1,0.3,6.94
77,John Egan,2,0.0,0.8,0.0,0.0,0.6,0.0,0.0,0.4,6.93
78,Jack O'Connell,0.0,1,0.4,0.5,0.3,0.5,0.1,0.3,0.6,6.93
79,Jordan Ayew,9,2,1.6,0.8,2,2.8,0.2,2.6,3.1,6.93
80,Alexandre Lacazette,10,4,1.7,0.8,0.8,1.5,0.4,1.2,1.8,6.92
81,Djibril Sidibé,0.0,4,0.5,0.8,0.6,0.8,0.1,0.5,1.1,6.92
82,Scott McTominay,4,1,1.1,0.6,1.1,2.0,0.0,1.1,1.3,6.92
83,Phil Bardsley,0.0,1,0.5,0.5,0.2,0.6,0.0,0.1,0.6,6.92
84,Mason Mount,7,5,2.1,1.4,1.1,1.0,0.1,1.4,2.2,6.91
85,Kurt Zouma,0.0,0.0,0.5,0.0,0.3,0.5,0.0,0.2,0.4,6.91
86,Etienne Capoue,0.0,3,0.6,0.7,0.8,1.3,0.0,0.9,0.6,6.91
87,Tammy Abraham,15,3,2.6,0.6,0.5,0.7,0.7,1.2,2.2,6.91
88,Kyle Walker,1,4,0.5,0.6,0.8,0.5,0.1,0.5,0.8,6.9
89,Reece James,0.0,2,0.8,1,1.3,0.9,0.0,0.9,0.7,6.9
90,Jonny Evans,1,1,0.6,0.2,0.2,0.7,0.1,0.1,0.3,6.9
91,N'Golo Kanté,3,0.0,0.8,1.2,1.1,0.5,0.0,1.3,1.5,6.9
92,Gerard Deulofeu,4,5,2.3,1.6,2.2,0.8,0.6,1.9,2.4,6.9
93,Philip Billing,1,1,1.0,0.4,0.6,0.7,0.1,0.8,1.5,6.9
94,Dan Burn,0.0,0.0,0.4,0.6,0.6,0.4,0.1,0.7,1.1,6.9
95,Olivier Giroud,8,0.0,2.2,0.4,0.2,0.5,0.5,0.4,0.8,6.89
96,Lewis Dunk,3,3,0.9,0.4,0.1,0.5,0.0,0.2,0.4,6.89
97,Ciaran Clark,2,0.0,0.4,0.1,0.4,0.5,0.0,0.1,0.2,6.89
98,Frédéric Guilbert,0.0,2,0.3,0.5,0.9,0.8,0.1,0.6,1.2,6.89
99,Oliver McBurnie,6,0.0,1.4,0.3,0.6,0.8,0.1,0.9,1.2,6.89
100,Fabinho,2,3,0.4,0.7,0.3,0.7,0.0,0.3,0.5,6.89
101,Romain Saïss,2,1,0.7,0.4,0.2,0.7,0.1,0.2,0.4,6.88
102,Charlie Taylor,0.0,1,0.0,0.5,0.8,1.2,0.1,0.5,0.9,6.88
103,Bernd Leno,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,6.88
104,Fikayo Tomori,1,0.0,0.5,0.3,0.6,0.4,0.1,0.3,0.7,6.88
105,Youri Tielemans,3,6,1.5,1.5,0.8,1.3,0.0,0.7,1.3,6.88
106,Ben Mee,1,1,0.5,0.3,0.2,0.7,0.1,0.1,0.4,6.88
107,Fred,0.0,0.0,1.4,1.2,1.4,1.2,0.0,0.9,1.6,6.87
108,Dele Alli,8,4,1.7,0.9,1.2,1.3,0.2,1.6,2,6.87
109,Dominic Calvert-Lewin,13,1,2.4,0.4,0.4,1.2,0.4,0.6,2.7,6.87
110,Kyle Walker-Peters,0.0,0.0,0.2,0.4,1.7,2.1,0.1,0.6,0.9,6.86
111,Calum Chambers,1,1,0.9,0.5,0.8,0.3,0.0,0.7,1.1,6.86
112,John Fleck,5,2,1.0,1.3,1.5,0.7,0.0,0.6,1.5,6.86
113,Phil Foden,5,2,1.5,0.8,1.1,0.6,0.0,0.7,0.8,6.86
114,Matt Targett,1,2,0.3,1.0,0.3,0.6,0.0,0.5,0.6,6.86
115,Fernandinho,0.0,1,0.6,0.3,0.4,0.6,0.0,0.2,0.5,6.86
116,Luke Shaw,0.0,0.0,0.5,0.8,0.9,0.4,0.2,0.1,0.6,6.85
117,Jorginho,4,2,0.4,0.7,0.4,1.0,0.0,0.7,0.6,6.85
118,Ross Barkley,1,4,1.9,1.1,1.3,0.7,0.0,1.6,1.2,6.84
119,Jetro Willems,2,2,0.7,0.8,1.1,0.9,0.1,0.4,1.1,6.84
120,Tariq Lamptey,0.0,1,0.3,0.8,1.9,2.1,0.0,0.9,1.6,6.84
121,Dani Ceballos,0.0,2,0.5,1.2,1.1,1.5,0.0,1.3,1.0,6.84
122,Benjamin Mendy,0.0,2,0.5,1.1,1,0.1,0.1,0.9,0.7,6.83
123,Michael Keane,2,0.0,0.5,0.2,0.0,0.3,0.0,0.1,0.2,6.83
124,Pierre-Emile Højbjerg,0.0,1,1.4,0.9,1.2,1.1,0.0,0.8,1.9,6.83
125,Jan Bednarek,1,1,0.2,0.1,0.1,0.4,0.0,0.0,0.3,6.83
126,Yerry Mina,2,1,1.0,0.2,0.2,0.4,0.1,0.0,0.2,6.83
127,Jannik Vestergaard,1,0.0,0.6,0.3,0.2,0.5,0.0,0.1,0.6,6.82
128,James Tomkins,1,1,0.5,0.1,0.1,0.6,0.1,0.1,0.3,6.82
129,Toby Alderweireld,2,2,0.5,0.3,0.0,0.1,0.0,0.2,0.3,6.82
130,Enda Stevens,2,4,0.6,0.9,1.6,0.5,0.1,1.1,1.4,6.82
131,Rúben Neves,2,2,1.6,0.8,0.6,0.4,0.0,0.3,0.4,6.82
132,Sokratis Papastathopoulos,2,0.0,0.4,0.1,0.3,0.6,0.1,0.3,0.2,6.82
133,Oliver Norwood,1,1,0.4,1.3,0.2,0.4,0.0,0.1,0.5,6.82
134,Christian Benteke,2,1,1.7,0.8,0.8,0.8,0.5,1.0,2.0,6.81
135,Georginio Wijnaldum,4,0.0,1.0,0.5,1.1,0.9,0.0,0.8,1.2,6.81
136,Sander Berge,1,1,0.4,0.1,1.1,0.4,0.1,0.5,1.1,6.81
137,James McArthur,0.0,3,0.8,0.9,0.8,0.9,0.1,1.1,1.5,6.81
138,Jonny,2,2,0.5,0.7,0.9,0.8,0.1,1.0,1.5,6.81
139,Matt Ritchie,2,1,1.4,1.8,0.4,0.9,0.0,0.4,1.1,6.81
140,David McGoldrick,2,2,1.6,0.6,1.1,0.6,0.4,1.0,2.2,6.81
141,Nicolás Otamendi,2,0.0,0.6,0.2,0.1,0.1,0.0,0.1,0.5,6.8
142,Ryan Fredericks,0.0,3,0.1,0.8,0.4,0.8,0.0,0.4,0.7,6.8
143,James Justin,0.0,1,0.5,0.9,0.6,1.5,0.1,0.9,1.4,6.8
144,Adam Webster,3,1,0.5,0.4,0.5,0.6,0.0,0.2,0.6,6.79
145,Robert Snodgrass,5,5,0.9,1.4,0.8,1.3,0.2,1.0,0.7,6.79
146,Jan Vertonghen,1,1,0.2,0.1,0.2,0.7,0.0,0.3,0.4,6.79
147,Ashley Westwood,2,6,0.4,1.5,0.2,0.9,0.0,0.3,0.8,6.79
148,George Baldock,2,3,0.3,0.6,1.1,1.2,0.3,0.6,1.1,6.79
149,Angeliño,0.0,0.0,0.8,1.5,0.7,0.3,0.0,0.5,1.0,6.78
150,Granit Xhaka,1,2,0.4,0.5,0.8,1.0,0.0,0.4,0.9,6.78
151,Pedro,1,1,2,1.5,1.1,1.0,0.0,0.8,1.6,6.78
152,Moussa Djenepo,2,2,1.1,0.6,2.4,1.7,0.2,1.2,2.2,6.78
153,Joe Gomez,0.0,0.0,0.0,0.2,0.3,0.5,0.0,0.1,0.5,6.78
154,Antonio Rüdiger,2,0.0,0.6,0.3,0.2,0.4,0.0,0.2,0.3,6.77
155,Nick Pope,0.0,0.0,0.0,0.1,0.0,0.2,0.0,0.0,0.0,6.77
156,Grant Hanley,0.0,0.0,0.5,0.0,0.1,1.3,0.0,0.1,0.3,6.77
157,Ayoze Pérez,8,4,1.4,0.8,1.1,0.9,0.2,1.8,1.9,6.77
158,Kortney Hause,1,0.0,1.1,0.1,0.5,0.5,0.1,0.4,0.7,6.77
159,Kyle Walker-Peters,0.0,0.0,0.3,0.7,1.7,1.7,0.3,1,1,6.77
160,Ben Davies,0.0,0.0,0.4,0.5,0.5,0.4,0.1,0.5,0.4,6.77
161,Sam Byram,0.0,0.0,0.9,0.4,0.4,0.5,0.1,0.3,0.8,6.77
162,Mason Holgate,0.0,3,0.4,0.1,0.4,0.9,0.0,0.2,0.3,6.77
163,Joshua King,6,4,1,1.2,2.0,1.0,0.3,2.1,3.0,6.76
164,Ben Johnson,0.0,0.0,0.3,0.3,0.3,0.3,0.0,0.3,1.0,6.76
165,Harvey Barnes,6,8,1.7,1,1.2,0.8,0.1,0.6,1.6,6.76
166,Diogo Jota,7,1,2,0.9,1.9,1.8,0.1,1.6,2.4,6.76
167,Jean-Philippe Gbamin,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,6.76
168,Wesley,5,1,1.7,0.5,0.6,0.7,0.7,0.9,2.8,6.76
169,Cédric Soares,0.0,1,0.6,0.7,0.3,0.2,0.0,0.6,1.1,6.76
170,Ashley Young,0.0,0.0,0.3,1.6,0.6,1.3,0.0,0.6,0.8,6.76
171,Patrick van Aanholt,3,2,0.9,1.1,0.6,0.3,0.1,0.5,1.1,6.76
172,Fabian Schär,2,0.0,0.9,0.2,0.7,1.1,0.1,0.2,0.6,6.75
173,Nathan Aké,2,2,0.9,0.2,0.1,0.4,0.1,0.2,0.3,6.75
174,Andreas Christensen,0.0,0.0,0.3,0.2,0.2,0.5,0.0,0.0,0.2,6.75
175,Angelo Ogbonna,2,0.0,0.4,0.1,0.2,0.5,0.0,0.1,0.3,6.74
176,Chris Mepham,1,0.0,0.6,0.1,0.3,0.4,0.1,0.3,0.4,6.73
177,Daryl Janmaat,0.0,1,0.5,0.8,0.6,0.1,0.0,0.3,1.1,6.73
178,Mason Greenwood,10,1,1.3,0.5,0.7,0.3,0.1,0.5,0.8,6.73
179,Moussa Sissoko,2,1,0.5,0.6,1.4,0.6,0.1,0.7,1.3,6.73
180,Federico Fernández,2,2,0.5,0.1,0.3,0.6,0.1,0.1,0.7,6.73
181,Ondrej Duda,0.0,0.0,1,1.6,0.6,1.3,0.2,0.3,2.2,6.72
182,Kasper Schmeichel,0.0,0.0,0.0,0.1,0.0,0.2,0.0,0.0,0.0,6.72
183,Chris Wood,14,1,2,0.7,0.2,0.9,1.1,0.9,2.4,6.72
184,Martin Dúbravka,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,6.72
185,Steve Cook,1,0.0,0.4,0.1,0.1,0.5,0.0,0.1,0.1,6.72
186,Dean Henderson,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,6.72
187,Isaac Hayden,1,2,0.6,0.5,0.9,0.7,0.1,0.6,1,6.72
188,Craig Dawson,2,0.0,0.9,0.2,0.1,0.4,0.0,0.1,0.5,6.72
189,Ismaila Sarr,5,4,1.6,0.9,1.7,1.7,0.5,2,2.7,6.71
190,Yves Bissouma,1,0.0,0.7,0.2,1.5,0.7,0.0,1.1,1.5,6.71
191,Alex McCarthy,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,6.71
192,Mesut Özil,1,2,0.5,2.1,0.9,1.0,0.3,1.2,1.4,6.71
193,Josh Brownhill,0.0,0.0,0.6,0.3,0.7,0.9,0.0,0.4,1,6.71
194,Shane Duffy,1,0.0,0.4,0.1,0.2,0.5,0.0,0.2,0.5,6.71
195,Eric Dier,0.0,2,0.4,0.4,0.2,0.2,0.1,0.2,0.3,6.71
196,Victor Lindelöf,1,0.0,0.2,0.1,0.1,0.2,0.0,0.1,0.4,6.71
197,Emerson,0.0,0.0,0.9,1.3,0.8,1.1,0.1,0.5,1.1,6.71
198,Brandon Williams,1,0.0,0.4,0.8,0.9,0.9,0.1,0.4,1.3,6.71
199,Tanguy Ndombele,2,2,0.4,0.6,1.8,1.4,0.0,1.1,1.1,6.71
200,Jefferson Lerma,1,2,0.9,0.4,0.8,1.1,0.0,0.5,0.9,6.7
201,Ilkay Gündogan,2,1,1.1,1.1,0.6,0.5,0.1,0.4,0.5,6.7
202,Oleksandr Zinchenko,0.0,0.0,0.8,1.1,0.2,0.1,0.1,0.4,0.7,6.7
203,John Lundstram,5,3,1.3,0.6,0.5,0.4,0.2,0.4,1.2,6.7
204,Christian Kabasele,0.0,2,0.3,0.2,0.3,0.5,0.0,0.2,0.4,6.7
205,Miguel Almirón,4,2,1.6,0.9,1.3,1.6,0.7,1,2.2,6.7
206,Jamaal Lascelles,1,0.0,0.4,0.1,0.2,0.8,0.1,0.2,0.3,6.7
207,Conor Hourihane,3,5,1.1,1.4,0.1,0.8,0.1,0.3,0.4,6.69
208,Aaron Ramsdale,0.0,1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,6.69
209,Mattéo Guendouzi,0.0,1,0.5,0.5,1,2.0,0.0,0.9,0.8,6.69
210,Gary Cahill,0.0,1,0.8,0.1,0.2,0.5,0.0,0.2,0.5,6.69
211,Eric García,0.0,0.0,0.2,0.2,0.5,0.2,0.0,0.0,0.1,6.69
212,Vicente Guaita,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,6.69
213,Steven Alzate,0.0,0.0,0.7,0.7,1.8,0.9,0.2,1.5,1.3,6.69
214,Leander Dendoncker,4,0.0,0.5,0.2,0.4,0.2,0.0,0.3,0.8,6.68
215,John Stones,0.0,0.0,0.4,0.1,0.3,0.1,0.1,0.0,0.2,6.68
216,Luka Milivojevic,3,1,1,0.9,0.2,0.9,0.0,0.4,0.8,6.67
217,Scott Dann,0.0,1,0.5,0.3,0.3,0.0,0.0,0.1,0.3,6.67
218,Ashley Barnes,6,0.0,2.1,0.3,0.3,2.1,0.7,1,2,6.67
219,Joelinton,2,2,1.3,0.8,1.1,1.1,0.5,1.6,3.5,6.67
220,Matthew Lowton,0.0,1,0.1,0.6,0.5,0.6,0.0,0.1,0.8,6.67
221,Jeremy Ngakia,0.0,0.0,0.2,0.0,1.8,0.2,0.2,0.4,1.2,6.67
222,Mark Noble,4,3,0.5,1.3,0.8,0.9,0.0,0.9,1.3,6.67
223,Abdoulaye Doucouré,4,2,1.6,1,1.1,0.4,0.2,0.8,1.6,6.67
224,Cheikhou Kouyaté,1,1,0.7,0.3,0.5,0.8,0.1,0.7,1.3,6.67
225,Shane Long,2,2,1.3,0.8,0.2,1.0,0.5,0.8,2.2,6.67
226,Aaron Mooy,2,2,1.1,1.3,1.2,0.4,0.0,1.4,1.4,6.67
227,Mat Ryan,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,6.67
228,Davinson Sánchez,0.0,0.0,0.2,0.0,0.3,0.4,0.0,0.2,0.4,6.66
229,Joel Ward,0.0,0.0,0.2,0.2,0.3,1.0,0.0,0.4,0.7,6.66
230,Stuart Armstrong,5,3,1.5,0.6,1.0,0.7,0.1,0.8,1.8,6.66
231,Neal Maupay,10,3,2.6,0.7,0.6,1.2,0.4,1.5,2.1,6.66
232,Martin Kelly,0.0,1,0.1,0.3,0.3,0.0,0.0,0.2,0.5,6.66
233,Adam Masina,1,0.0,0.6,0.4,0.3,0.5,0.1,0.5,0.6,6.66
234,Kevin Long,0.0,0.0,0.3,0.0,0.1,0.8,0.0,0.0,0.1,6.65
235,Gylfi Sigurdsson,2,3,1.3,1.5,0.5,0.7,0.1,0.7,1.2,6.65
236,Jarrad Branthwaite,0.0,0.0,0.0,0.0,0.3,0.8,0.0,0.0,0.8,6.65
237,Pascal Groß,2,4,1,2,0.2,0.4,0.3,0.7,1.2,6.65
238,Bukayo Saka,1,5,0.5,0.8,1.2,1.1,0.4,0.8,1.6,6.65
239,Davy Pröpper,1,2,0.8,0.8,1.3,0.5,0.0,0.7,1.7,6.65
240,Dale Stephens,0.0,1,0.6,0.6,0.3,0.2,0.0,0.4,0.6,6.65
241,Erik Pieters,0.0,4,0.6,0.8,0.2,0.8,0.0,0.3,1,6.65
242,Paulo Gazzaniga,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,6.65
243,Kieran Tierney,1,1,0.4,0.4,0.8,0.8,0.0,0.3,0.7,6.64
244,Kenny McLean,1,1,0.8,0.6,0.8,1.6,0.0,1,1.4,6.64
245,Neco Williams,0.0,0.0,1.2,0.3,1,0.3,0.0,0.2,0.8,6.64
246,Héctor Bellerín,1,0.0,0.5,0.2,1.2,0.2,0.1,0.8,0.9,6.64
247,Paul Dummett,0.0,0.0,0.1,0.3,0.1,0.4,0.0,0.1,0.2,6.64
248,Erik Lamela,2,1,1.2,0.7,1.2,1.0,0.0,1.7,1,6.64
249,Nacho Monreal,0.0,0.0,0.3,1.0,0.7,0.3,0.7,0.3,1,6.64
250,Craig Cathcart,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.1,0.3,6.63
251,Ainsley Maitland-Niles,0.0,2,0.2,0.6,1,0.7,0.0,0.9,0.9,6.63
252,Kelechi Iheanacho,5,3,1.8,0.8,0.8,0.7,0.5,1.1,2.6,6.63
253,Alex Oxlade Chamberlain,4,1,1.3,0.6,1,0.5,0.1,0.8,1.5,6.63
254,Tyrone Mings,2,2,0.2,0.2,0.4,0.3,0.1,0.2,0.3,6.63
255,Douglas Luiz,3,2,1.1,0.5,0.9,1.0,0.0,0.6,1.1,6.63
256,Rui Patrício,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,6.63
257,Will Hughes,1,1,0.9,0.8,0.8,1.5,0.0,1.1,1.5,6.63
258,Jeffrey Schlupp,3,1,1.1,0.4,0.8,0.7,0.1,0.9,1.5,6.62
259,Issa Diop,3,1,0.5,0.2,0.2,0.3,0.0,0.2,0.3,6.62
260,Jóhann Gudmundsson,1,1,0.8,1.1,0.4,0.3,0.1,0.4,0.8,6.62
261,Giovani Lo Celso,0.0,2,0.6,1,1.1,1.6,0.0,1.1,1.5,6.62
262,Alisson,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.62
263,Lukasz Fabianski,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,6.62
264,Cédric Soares,1,0.0,0.2,0.2,0.4,0.2,0.0,0.2,0.8,6.62
265,Ederson,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,6.62
266,Aaron Cresswell,3,0.0,0.5,0.8,0.4,0.5,0.1,0.3,0.6,6.62
267,Tim Krul,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,6.61
268,Daniel James,3,6,1.3,0.8,0.8,1.7,0.1,0.9,1.4,6.61
269,Steven Bergwijn,3,1,0.6,0.9,0.6,0.7,0.0,0.7,1.2,6.61
270,Björn Engels,1,0.0,0.5,0.1,0.1,0.3,0.1,0.1,0.4,6.61
271,Jack Cork,0.0,0.0,0.6,0.4,0.9,0.8,0.0,1.2,1.5,6.61
272,Jack Robinson,0.0,0.0,0.0,0.3,0.3,0.7,0.2,0.2,0.7,6.61
273,Jack Stephens,1,3,0.2,0.3,0.3,0.5,0.0,0.1,0.6,6.6
274,Christoph Zimmermann,0.0,1,0.4,0.1,0.3,0.5,0.0,0.2,0.4,6.6
275,Andy Carroll,0.0,4,0.8,0.6,0.3,0.7,0.3,0.6,1.3,6.6
276,Ryan Bertrand,1,1,0.6,0.9,0.3,1,0.0,0.7,1.4,6.6
277,Arthur Masuaku,0.0,1,0.3,0.4,1.6,0.5,0.0,1.1,0.9,6.6
278,Sebastian Prödl,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,6.59
279,Tariq Lamptey,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,6.59
280,Trézéguet,6,1,1.5,0.6,0.9,0.9,0.2,0.6,2.1,6.59
281,Séamus Coleman,0.0,1,0.3,0.3,1.4,0.7,0.0,0.5,1.3,6.59
282,Javier Manquillo,0.0,1,0.0,0.2,0.6,0.5,0.0,0.1,0.9,6.59
283,Todd Cantwell,6,2,1.1,0.9,1.3,1.8,0.1,1.3,2.1,6.59
284,Solly March,0.0,1,1.1,0.7,0.8,0.6,0.1,1.6,0.8,6.59
285,Jay Rodriguez,8,1,1.9,0.2,0.5,0.4,0.6,1.2,1.7,6.59
286,Rúben Vinagre,0.0,0.0,0.3,0.3,1.3,0.5,0.0,0.9,0.6,6.58
287,Wayne Hennessey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.58
288,David Luiz,2,1,0.7,0.1,0.2,0.4,0.0,0.2,0.5,6.58
289,Jack Stacey,0.0,2,0.3,0.5,0.8,0.5,0.1,0.6,0.8,6.58
290,Christian Fuchs,0.0,0.0,0.5,0.2,0.2,0.0,0.1,0.2,1,6.58
