,Player,Assists,KeyP,AvgP,PS%,Crosses,LongB,ThrB,Rating
317,Aleix García,1,0.9,34.6,85.0,0.8,2.3,0.0,6.56
318,Chris Ramos,0.0,0.0,10.0,30.0,0.0,0.0,0.0,6.56
319,Martín Aguirregabiria,0.0,0.3,26.7,68.9,0.3,1.3,0.0,6.56
320,Andrés Guardado,4,1.0,51.4,88.9,0.3,3.4,0.1,6.55
321,Héctor Moreno,0.0,0.2,47.7,85.8,0.0,2.8,0.0,6.55
322,José Pozo,0.0,1.0,24.4,83.3,0.1,0.3,0.1,6.55
323,Vitolo,1,0.4,15.4,77.9,0.0,0.6,0.1,6.55
324,Diego Reyes,0.0,0.2,28.0,82.7,0.0,2.3,0.0,6.54
325,Aleix Vidal,0.0,1.3,22.8,76.1,0.5,1.3,0.1,6.54
326,Ibrahim Amadou,0.0,0.2,20.7,85.8,0.0,1.2,0.0,6.53
327,Rubén Blanco,0.0,0.1,28.0,60.1,0.0,7.4,0.0,6.53
328,Carles Planas,1,0.3,26.3,71.2,0.4,1.0,0.0,6.53
329,Malcom,2,0.9,20.3,86.9,0.2,0.2,0.0,6.53
330,Juanpi Añor,2,0.6,15.5,75.6,0.4,0.8,0.0,6.53
331,Álvaro Medrán,0.0,1.4,34.6,83.1,0.7,2.6,0.0,6.53
332,Keko,1,0.5,16.0,71.9,1,0.5,0.0,6.53
333,Wilfrid Kaptoum,0.0,0.2,32.3,86.1,0.0,0.4,0.0,6.52
334,Rúben Semedo,0.0,0.1,32.7,86.7,0.0,2.5,0.0,6.52
