,Player,age,position,Current Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG,Goals,Assists,SpG,KeyP,Drb.1,Fouled,Off,Disp,UnsTch,Assists.1,KeyP.1,AvgP,PS%,Crosses,LongB,ThrB
0,Aarón Martín,23,Defender,Mainz 05,2879,1502,1377,Spain,33,17,16,0,0,0,3,1,2,0,0,7,5,2,50,21,29,3,0,0.09,0.09,0,0,0,0,1.56,58,87,960,960,0.09,329,158,83,25,1.7,1.2,0.9,0.1,1.8,0.5,0.3,0,0,3,0.5,1.9,1.4,0.8,0.2,0.7,0.7,3,1.9,36.2,81.9,1.6,1.8,0
1,Abdou Diallo,24,Defender,Borussia Dortmund,2381,1129,1252,France,28,13,15,1,1,0,1,1,0,0,0,7,2,5,37,19,18,2,1,0.08,0.04,0.04,0.08,0,2381,1.4,64,85,794,2381,0.11,224,207,57,17,1.3,0.9,0.8,0.5,3.1,0.1,0.5,0,1,1,0.4,0.4,1.4,0.4,0,0.6,1,1,0.4,64.9,89,0.3,4.6,0
2,Abdul Rahman Baba,26,Defender,Schalke 04,163,73,90,Ghana,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,1.1,82,82,0,0,0,-1,-1,-1,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,Achraf Hakimi Mouh,22,Defender,Borussia Dortmund,1740,1015,725,Morocco,21,12,9,2,2,0,4,3,1,0,0,6,3,3,22,15,7,4,0,0.31,0.21,0.1,0.18,0,870,1.14,79,83,435,435,0.21,168,55,23,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,Adam Bodzek,35,Defender,Fortuna Düsseldorf,1604,749,855,Germany,21,10,11,0,0,0,1,1,0,0,0,4,2,2,29,8,21,6,1,0.06,0.06,0,0,0,0,1.63,55,76,229,1604,0.39,264,187,89,20,2.1,1.2,1.5,0.2,1.9,1.2,0.3,0,0,1,0.1,0.4,0.1,2,0,0.3,0.3,1,0.4,32.8,84,0,3.2,0
5,Ádám Szalai,33,Forward,Hoffenheim,1619,693,926,Hungary,30,15,15,6,3,3,3,0,3,0,0,4,3,1,28,12,16,3,0,0.5,0.17,0.33,0.39,0.29,270,1.56,58,54,540,540,0.17,60,85,-1,5,0.6,0.1,1.1,0,0.2,0.2,0,0,6,3,2.2,0.9,0.3,0.8,0.3,0.7,1.8,3,0.9,14,71.1,0,0.4,0
6,Adam Zreľák,26,Forward,Nürnberg,940,472,468,Slovakia,14,7,7,2,1,1,1,0,1,0,0,1,1,0,15,5,10,4,0,0.29,0.1,0.19,0.19,0.19,470,1.44,63,67,235,940,0.38,102,143,-1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,Admir Mehmedi,30,Forward,Wolfsburg,1699,914,785,Switzerland,26,15,11,6,3,3,5,4,1,0,0,6,4,2,24,10,14,1,0,0.58,0.26,0.32,0.3,0.34,283,1.27,71,65,1699,340,0.05,62,32,-1,3,1.8,0.5,1.1,0,0.2,1,0,0,6,5,1.4,1.4,0.5,1.5,0.7,1.1,1.7,5,1.4,26,76.4,0.8,1,0.1
8,Ahmed Kutucu,21,Forward,Schalke 04,418,227,191,Germany,13,6,7,2,0,2,0,0,0,0,0,3,2,1,9,3,6,0,0,0.43,0,0.43,0,0.94,209,1.94,46,32,0,0,0,38,255,-1,8,0.6,0,0.8,0,0,0.2,0.1,0,2,0,1,0.2,0.9,0.7,0.2,1.2,1,0,0.2,7.2,68.8,0.1,0.1,0
9,Ahmet Gürleyen,21,Defender,Mainz 05,12,12,0,Germany,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,7.5,12,12,0,0,0,-1,-1,-1,17,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,2,100,0,0,0
10,Alassane Pléa,28,Forward,Borussia M'gladbach,2508,1248,1260,France,34,17,17,12,4,8,4,4,0,0,0,13,6,7,32,16,16,2,0,0.57,0.14,0.43,0.29,0.57,209,1.15,78,74,1254,627,0.07,36,103,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,Aleksandar Dragović,30,Defender,Bayer Leverkusen,1331,548,783,Austria,18,7,11,2,0,2,0,0,0,0,0,4,3,1,19,6,13,4,0,0.14,0,0.14,0,0.23,666,1.28,70,74,333,0,0.27,131,301,34,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,Alessandro Schöpf,27,Midfielder,Schalke 04,1003,587,416,Austria,15,8,7,1,1,0,0,0,0,0,0,2,1,1,16,10,6,3,0,0.09,0,0.09,0.15,0,1003,1.44,63,67,334,0,0.27,171,315,-1,11,1.7,0.6,1.9,0.1,0.7,1.1,0,0,1,0,1.2,0.9,1.1,0.7,0,1.5,1.8,0,0.9,28.7,80.7,0.2,0.9,0.1
13,Alexander Esswein,31,Midfielder,Stuttgart,1258,647,611,Germany,17,9,8,0,0,0,0,0,0,0,0,3,2,1,27,11,16,3,0,0,0,0,0,0,0,1.93,47,74,419,0,0.21,250,254,-1,13,1,0.7,1.1,0,0.8,0.9,0,0,0,0,1.7,1.2,0.5,1,0.6,1,2.4,0,1.2,22.9,71.2,0.8,0.9,0.1
14,Alexander Fuchs,24,Midfielder,Nürnberg,660,235,425,Germany,9,3,6,1,0,1,0,0,0,0,0,1,1,0,14,3,11,3,0,0.14,0,0.14,0,0.21,660,1.91,47,73,220,0,0.41,137,348,-1,10,1.6,0.6,1.6,0,0.9,1.1,0.1,0,1,0,1,1,0.4,1.2,0,0.7,1.8,0,1,25.9,76.8,0,0.7,0
15,Alexander Hack,27,Defender,Mainz 05,1019,428,591,Germany,14,6,8,1,0,1,1,1,0,0,0,2,1,1,26,12,14,1,0,0.18,0.09,0.09,0,0.15,1019,2.3,39,73,1019,1019,0.09,170,155,138,8,2.1,2.9,0.9,0.5,4.1,0.6,1.1,0,1,1,0.9,0.1,0.6,0.6,0,0,0.1,1,0.1,39.5,75.6,0,3.7,0
16,Alexander Nübel,24,Goalkeeper,Schalke 04,1589,869,720,Germany,18,10,8,0,0,0,0,0,0,0,0,4,2,2,27,15,12,2,1,0,0,0,0,0,0,1.53,59,88,530,0,0.17,357,316,82,27,0,0.1,0.1,0,0.6,0.1,0,0,0,0,0,0,0,0.2,0,0,0,0,0,25.7,63.7,0,6.7,0
17,Alexander Schwolow,28,Goalkeeper,Freiburg,2970,1440,1530,Germany,33,16,17,0,0,0,1,1,0,0,0,5,3,2,57,25,32,1,0,0.03,0.03,0,0,0,0,1.73,52,90,2970,2970,0.03,293,227,99,24,0,0,0,0,0.8,0,0,0,0,1,0,0.1,0,0.1,0,0,0.1,1,0.1,34.2,62.8,0,9.6,0
18,Alexander Stolz,37,Goalkeeper,Hoffenheim,0,0,0,Germany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Alexandru Maxim,30,Midfielder,Mainz 05,563,261,302,Romania,22,14,8,1,1,0,0,0,0,0,0,4,4,0,6,0,6,3,0,0.16,0,0.16,0.34,0,563,0.96,94,26,188,0,0.48,123,356,-1,9,0.7,0.2,0.4,0,0.3,0.4,0,0,1,0,0.7,0.7,0.5,0.3,0.1,0.7,0.7,0,0.7,15.1,83.1,0.5,0.8,0
20,Alfons Amade,21,Defender,Hoffenheim,8,0,8,Germany,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,11.25,8,8,0,0,0,-1,-1,-1,13,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,50,0,0,0
21,Alfredo Morales,30,Midfielder,Fortuna Düsseldorf,1527,680,847,USA,23,11,12,1,1,0,1,0,1,0,0,2,1,1,36,14,22,6,0,0.12,0.06,0.06,0.13,0,1527,2.12,42,66,255,1527,0.35,201,189,-1,14,1.4,1,1.9,0,1.2,0.8,0.4,0,1,1,0.8,0.3,0.2,0.7,0,0.7,0.7,1,0.3,29.1,74.2,0,1.8,0
22,Alfreð Finnbogason,32,Forward,Augsburg,1346,705,641,Iceland,18,9,9,10,7,3,1,0,1,4,0,2,2,0,24,13,11,2,0,0.74,0.07,0.67,0.89,0.42,135,1.6,56,75,673,1346,0.13,7,183,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,Allan Rodrigues de Souza,24,Midfielder,Eintracht Frankfurt,175,107,68,Brazil,4,2,2,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,1.03,88,44,175,0,0.51,-1,-1,-1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,Almamy Touré,24,Defender,Eintracht Frankfurt,519,249,270,Mali,7,3,4,0,0,0,0,0,0,0,0,3,1,2,11,5,6,0,0,0,0,0,0,0,0,1.91,47,74,0,0,0,257,264,113,17,2.6,1.3,0.7,0.9,3.4,0.4,0.1,0,0,0,0.3,0.1,1.6,0.1,0,0,0.3,0,0.1,34.7,73.3,0.3,1.3,0.1
25,Alphonso Davies,20,Midfielder,Bayern München,74,36,38,Canada,6,3,3,1,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1.22,0,1.22,2.5,0,74,1.22,74,12,74,0,1.22,-1,-1,-1,16,0.2,0.3,0.2,0,0,0,0,0,1,0,0.3,0,0.5,0,0,0.3,0.2,0,0,5.2,87.1,0,0,0
26,Amine Harit,23,Midfielder,Schalke 04,1083,701,382,France,18,11,7,1,1,0,1,1,0,0,0,2,2,0,19,13,6,1,0,0.17,0.08,0.08,0.13,0,1083,1.58,57,60,1083,1083,0.08,180,172,-1,14,0.8,0.5,0.5,0,0.1,0.9,0.1,0,1,1,0.7,1.2,2,2.8,0.1,2.2,1.4,1,1.2,23.6,80,0.1,1,0
27,Amir Abrashi,31,Midfielder,Freiburg,791,292,499,Albania,10,4,6,0,0,0,0,0,0,0,0,1,0,1,15,4,11,5,0,0,0,0,0,0,0,1.71,53,79,158,0,0.57,256,263,-1,15,2,1.4,1.9,0.1,1.5,1.3,0.3,0,0,0,0.7,0.2,0.3,1.6,0,0.8,0.4,0,0.2,36.8,85.9,0.1,1,0
28,Amos Pieper,23,Midfielder,Borussia Dortmund,0,0,0,Germany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,Anastasios Donis,24,Forward,Stuttgart,959,551,408,Greece,24,14,10,5,4,1,2,2,0,0,0,4,4,0,18,3,15,4,0,0.66,0.19,0.47,0.65,0.22,192,1.69,53,40,240,480,0.38,29,71,-1,3,0.6,0.2,0.9,0,0,0.3,0,0,5,2,1.3,0.3,0.8,0.5,0.6,0.5,1.5,2,0.3,6.7,80.1,0.1,0.2,0
30,André Hahn,30,Forward,Augsburg,2047,1026,1021,Germany,28,15,13,4,3,1,4,3,1,0,0,4,3,1,39,20,19,7,0,0.35,0.18,0.18,0.26,0.09,512,1.71,52,73,292,512,0.31,109,79,-1,5,2.3,1,2.4,0,1,1.1,0.1,0,4,4,1.3,1.1,0.6,0.7,0.8,1,1.6,4,1.1,16.3,57.8,0.7,0.7,0
31,Andre Hoffmann,28,Midfielder,Fortuna Düsseldorf,1047,398,649,Germany,13,5,8,0,0,0,0,0,0,0,0,1,0,1,19,8,11,4,0,0,0,0,0,0,0,1.63,55,81,262,0,0.34,360,310,-1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,Andreas Beck,34,Defender,Stuttgart,1779,939,840,Germany,24,13,11,0,0,0,2,2,0,0,0,4,3,1,32,13,19,2,0,0.1,0.1,0,0,0,0,1.62,56,74,890,890,0.1,343,139,88,19,1.5,0.9,1,0.1,2,0.7,0.3,0,0,2,0.5,0.7,0.4,1.3,0,0.5,1.2,2,0.7,27.1,69.7,0.4,1.4,0
33,Andreas Luthe,34,Goalkeeper,Augsburg,1310,630,680,Germany,15,7,8,0,0,0,0,0,0,0,0,2,2,0,21,10,11,0,0,0,0,0,0,0,0,1.44,62,87,0,0,0,367,320,69,21,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,28.3,64.7,0,6.2,0
34,Andreas Poulsen,21,Defender,Borussia M'gladbach,0,0,0,Denmark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,Andrej Kramarić,29,Forward,Hoffenheim,2404,1199,1205,Croatia,30,15,15,17,8,9,4,1,3,5,1,5,4,1,34,14,20,2,0,0.79,0.15,0.64,0.6,0.67,141,1.27,71,80,1202,601,0.07,11,96,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,Ante Rebić,27,Forward,Eintracht Frankfurt,1985,1043,942,Croatia,28,14,14,9,2,7,4,4,0,0,0,7,4,3,27,12,15,5,1,0.59,0.18,0.41,0.17,0.67,221,1.22,74,71,397,496,0.23,42,81,-1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,Anthony Ujah,30,Forward,Mainz 05,724,407,317,Nigeria,22,11,11,4,2,2,0,0,0,0,0,5,4,1,9,4,5,2,0,0.5,0,0.5,0.44,0.57,181,1.12,80,33,362,0,0.25,27,354,-1,5,0.1,0,0.7,0,0.5,0,0.1,0,4,0,1.2,0.5,0.1,0.2,0.5,0.5,0.9,0,0.5,7.9,66.1,0,0.2,0.1
38,Antonis Aidonis,19,Defender,Stuttgart,80,0,80,Germany,2,0,2,0,0,0,0,0,0,0,0,1,0,1,2,0,2,1,0,0,0,0,0,0,0,2.25,40,40,80,0,1.13,-1,-1,-1,15,1.5,1,0.5,0,1,1.5,0,0,0,0,0,0,0,0,0,0,0.5,0,0,10.5,38.1,0.5,0.5,0
39,Arjen Robben,37,Midfielder,Bayern München,567,380,187,Netherlands,12,8,4,4,4,0,0,0,0,0,0,2,0,2,8,6,2,2,1,0.63,0,0.63,0.95,0,142,1.27,71,47,284,0,0.32,12,249,-1,8,0.3,0.3,0.4,0,0,0.1,0.1,0,4,0,1.8,1.3,0.5,0.4,0.4,0.8,0.9,0,1.3,24.3,79.4,0.4,0.5,0.1
40,Arne Maier,22,Midfielder,Hertha BSC,2068,1058,1010,Germany,24,12,12,0,0,0,0,0,0,0,0,6,3,3,37,17,20,2,0,0,0,0,0,0,0,1.61,56,86,1034,0,0.09,313,248,-1,23,1.3,1.2,0.7,0,1.4,0.8,0.4,0,0,0,0.8,0.8,0.9,0.6,0,0.5,1.8,0,0.8,49,86.7,0.1,1.8,0
41,Aron Jóhannsson,30,Forward,Werder Bremen,3,3,0,USA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,-1,-1,-1,24,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
42,Axel Witsel,32,Midfielder,Borussia Dortmund,2873,1433,1440,Belgium,33,17,16,4,3,1,1,1,0,0,0,10,3,7,39,22,17,2,0,0.16,0.03,0.13,0.19,0.06,718,1.22,74,87,1437,2873,0.06,139,221,-1,5,1.4,1.4,0.8,0,1.4,0.3,0.2,0,4,1,1.1,0.5,0.8,1.5,0,0.8,0.6,1,0.5,72.8,93.1,0,2.4,0.1
43,Aymen Barkok,22,Midfielder,Fortuna Düsseldorf,506,215,291,Germany,12,6,6,0,0,0,0,0,0,0,0,1,0,1,15,5,10,0,0,0,0,0,0,0,0,2.67,34,42,0,0,0,262,284,-1,21,1.1,0.3,0.8,0,0.3,1.3,0.1,0,0,0,0.4,0.3,0.6,0,0,0.8,0.8,0,0.3,18,75.9,0.4,1.3,0
44,Bastian Oczipka,32,Defender,Schalke 04,1876,886,990,Germany,21,10,11,1,1,0,5,0,5,0,0,4,3,1,28,10,18,3,0,0.29,0.24,0.05,0.1,0,1876,1.34,67,89,625,375,0.14,214,44,41,12,2,1.1,0.8,0,1,0.2,0.2,0,1,5,0.6,2.1,1.1,1.1,0,1,1,5,2.1,36.8,77.1,2.4,1,0
45,Benito Raman,26,Forward,Fortuna Düsseldorf,1679,955,724,Belgium,30,16,14,10,5,5,4,3,1,0,0,5,2,3,37,20,17,1,0,0.75,0.21,0.54,0.47,0.62,168,1.98,45,56,1679,420,0.05,20,57,-1,1,1.2,0.5,0.9,0,0.3,1.4,0.1,0,10,4,1.8,0.7,1.2,0.6,0,0.9,1.9,4,0.7,13.6,70.3,0.3,1,0
46,Benjamin Goller,22,Midfielder,Schalke 04,0,0,0,Germany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,Benjamin Hadžić,22,Forward,Hannover 96,22,6,16,Bosnia and Herzegovina,3,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.09,4.09,0,0,0,0,0,0,7,0,22,0,-1,-1,-1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,Benjamin Henrichs,24,Defender,Bayer Leverkusen,64,0,64,Germany,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,2.81,32,64,64,0,1.41,-1,-1,-1,20,0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,33,81.8,1,1,0
49,Benjamin Hübner,31,Defender,Hoffenheim,813,360,453,Germany,10,4,6,0,0,0,0,0,0,0,0,2,1,1,13,5,8,2,0,0,0,0,0,0,0,1.44,63,81,407,0,0.22,249,253,67,16,2.9,2.1,0.8,1,3.5,0.4,0.7,0,0,0,0.9,0,0.1,1,0,0.1,0.4,0,0,50,82.6,0,2.9,0
50,Benjamin Leneis,22,Goalkeeper,Augsburg,0,0,0,Germany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,Benjamin Pavard,25,Defender,Stuttgart,2610,1260,1350,France,29,14,15,0,0,0,0,0,0,0,0,6,4,2,54,19,35,3,0,0,0,0,0,0,0,1.86,48,90,870,0,0.1,327,353,110,20,1,1.7,0.7,0.6,6.4,0.2,0.7,1,0,0,0.4,0.4,0.2,0.5,0,0.1,0.4,0,0.4,49.8,84.6,0.2,3.4,0
52,Benjamin Stambouli,30,Midfielder,Schalke 04,1763,900,863,France,21,10,11,0,0,0,2,0,2,0,0,4,2,2,29,17,12,3,0,0.1,0.1,0,0,0,0,1.48,61,84,588,882,0.15,276,140,-1,23,2.4,1.5,1.1,0.1,2.9,1,0.4,0,0,2,0.1,0.4,0.4,0.7,0,0.4,0.3,2,0.4,46.3,76.7,0.1,2,0
53,Berkay Özcan,23,Midfielder,Stuttgart,49,44,5,Turkey,3,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,-1,-1,-1,17,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.7,0,0.7,0,0,0,10.3,87.1,0,1,0
54,Bobby Wood,28,Forward,Hannover 96,1183,636,547,USA,20,10,10,3,2,1,1,0,1,0,0,2,2,0,26,9,17,1,0,0.3,0.08,0.23,0.28,0.16,394,1.98,46,59,1183,1183,0.08,86,167,-1,5,0.7,0.2,0.9,0,0.3,0.2,0,0,3,1,0.9,0.6,0.3,0.7,0.2,2.9,1.9,1,0.6,14.4,78.7,0.1,0.3,0.1
55,Borna Sosa,23,Defender,Stuttgart,612,246,366,Croatia,12,6,6,0,0,0,1,0,1,0,0,2,1,1,10,3,7,3,0,0.15,0.15,0,0,0,0,1.47,61,51,204,612,0.44,341,97,71,21,1.1,0.5,1.2,0.3,2.3,0.4,0.1,0,0,1,0.4,1.3,0.8,0.5,0,0.9,1.1,1,1.3,23.5,73.8,0.9,0.9,0
56,Bote Baku,23,Midfielder,Mainz 05,937,455,482,Germany,15,7,8,0,0,0,0,0,0,0,0,4,3,1,14,4,10,1,0,0,0,0,0,0,0,1.34,67,62,937,0,0.1,330,309,-1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,Brandon Joel Gaetano Borrello,25,Forward,Freiburg,0,0,0,Australia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,Branimir Hrgota,28,Forward,Eintracht Frankfurt,4,4,0,Sweden,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,-1,-1,-1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,100,0,0,0
59,Breel Embolo,24,Forward,Schalke 04,1350,649,701,Switzerland,20,9,11,5,1,4,1,1,0,0,0,5,2,3,24,12,12,4,0,0.4,0.07,0.33,0.14,0.51,270,1.6,56,68,338,1350,0.27,61,182,-1,2,1.1,0.2,1.5,0,0.3,0.4,0,0,5,1,1.3,1,1.3,1.6,0.4,1.8,2.8,1,1,12.6,64.9,0.1,0.3,0.2
60,Bruma,26,Midfielder,RB Leipzig,548,161,387,Portugal,14,7,7,1,1,0,1,0,1,0,1,6,4,2,4,1,3,1,0,0.33,0.16,0.16,0.56,0,548,0.66,137,39,548,548,0.16,119,89,-1,13,0.4,0.3,0.3,0,0.1,0.3,0,0,1,1,1,0.7,0.9,0.4,0,1.1,1.5,1,0.7,23.5,86.9,0,0.4,0.1
61,Caiuby,32,Midfielder,Augsburg,1005,470,535,Brazil,14,7,7,1,1,0,1,1,0,0,0,1,1,0,17,8,9,3,0,0.18,0.09,0.09,0.19,0,1005,1.52,59,72,335,1005,0.27,169,157,-1,13,0.9,0.4,1.4,0,0.6,0.6,0.1,0,1,1,2.3,1,0.8,1.3,0.2,0.9,2.2,1,1,26.2,69.8,0.4,1,0
62,Carlos Salcedo,27,Defender,Eintracht Frankfurt,461,191,270,Mexico,6,3,3,0,0,0,0,0,0,0,0,1,0,1,7,4,3,3,0,0,0,0,0,0,0,1.37,66,77,154,0,0.59,324,295,47,27,1.2,1.5,1.5,1,3.3,0.5,0.5,0,0,0,0.5,0,0,0.3,0,0.2,0.7,0,0,44.2,80,0,4.2,0
63,Cedric Teuchert,24,Forward,Schalke 04,159,0,159,Germany,5,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,1.7,53,32,0,0,0,-1,-1,-1,30,0,0.2,0.4,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,1.2,0.4,2,0,0.2,3,60,0,0,0
64,Chadrac Akolo,26,Forward,Stuttgart,533,311,222,Congo DR,16,8,8,0,0,0,1,1,0,0,0,5,3,2,12,5,7,0,0,0.17,0.17,0,0,0,0,2.03,44,33,0,533,0,340,86,-1,26,0.6,0.3,0.5,0,0,0.1,0,0,0,1,0.9,0.4,0.4,0.9,0.1,0.7,1,1,0.4,9.6,76.5,0.1,0.1,0
65,Charles Aránguiz,31,Midfielder,Bayer Leverkusen,1896,1027,869,Chile,24,13,11,2,2,0,7,4,3,0,0,7,5,2,26,12,14,3,0,0.43,0.33,0.09,0.18,0,948,1.23,73,79,632,271,0.14,175,15,-1,10,2,1,1.1,0,1,1.9,0.1,0,2,7,1,1.3,0.4,1.3,0,1.1,1.2,7,1.3,67.8,88.6,0.5,3.3,0
66,Chima Okoroji,23,Defender,Freiburg,104,86,18,England,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.87,104,52,0,0,0,-1,-1,-1,18,1.5,0.5,1,0,0.5,0,0,0,0,0,0,0,0.5,0.5,0,2,1,0,0,10,65,0,0.5,0
67,Christian Früchtl,21,Goalkeeper,Bayern München,0,0,0,Germany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,Christian Gentner,35,Midfielder,Stuttgart,2023,921,1102,Germany,29,13,16,0,0,0,5,4,1,0,0,5,3,2,43,18,25,3,0,0.22,0.22,0,0,0,0,1.91,47,70,674,405,0.13,337,50,-1,25,2.1,1.1,1,0,1.2,1.2,0.1,1,0,5,1,0.6,0.4,1.1,0.1,0.6,1.2,5,0.6,33.7,71.6,0.4,2.3,0.1
69,Christian Günter,28,Defender,Freiburg,2880,1440,1440,Germany,32,16,16,0,0,0,5,3,2,0,0,5,3,2,54,25,29,5,1,0.16,0.16,0,0,0,0,1.69,53,90,576,576,0.16,294,90,94,27,1.2,0.4,0.9,0.1,1.2,0.7,0.2,0,0,5,0.9,1.5,1.2,0.8,0.2,0.7,1.4,5,1.5,30.2,76.6,1.6,1.2,0
70,Christian Mathenia,29,Goalkeeper,Nürnberg,1934,990,944,Germany,22,11,11,0,0,0,0,0,0,0,0,2,2,0,39,16,23,2,0,0,0,0,0,0,0,1.81,50,88,967,0,0.09,323,343,108,21,0,0,0,0,1.6,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,36,59.9,0,9,0
71,Christian Pulisic,22,Midfielder,Borussia Dortmund,924,299,625,USA,20,7,13,4,2,2,4,2,2,0,0,6,1,5,12,3,9,2,0,0.78,0.39,0.39,0.6,0.29,231,1.17,77,46,462,231,0.19,46,4,-1,6,0.5,0.3,0.5,0,0.5,0.2,0.1,0,4,4,1.4,1,2.1,1.3,0.4,2.2,2,4,1,24.2,79.5,0.4,0.1,0.1
72,Christoph Baumgartner,21,Midfielder,Hoffenheim,85,44,41,Austria,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,43,28,0,3.18,-1,-1,-1,14,0.5,0,1,0,0,1,0,0,0,0,1,0,2.5,1.5,0,0.5,1.5,0,0,17.5,62.9,0,0,0
