,Player,age,position,Current Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG,Goals,Assists,SpG,KeyP,Drb.1,Fouled,Off,Disp,UnsTch,Assists.1,KeyP.1,AvgP,PS%,Crosses,LongB,ThrB
485,Thomas Delaney,29,Midfielder,Borussia Dortmund,2288,932,1356,Denmark,30,13,17,3,1,2,5,3,2,0,0,10,3,7,25,8,17,7,0,0.31,0.2,0.12,0.1,0.13,763,0.98,92,76,327,458,0.28,144,67,-1,7,2.3,1.9,1.5,0,1.4,0.4,0.3,0,3,5,1.1,0.5,0.3,0.8,0.1,0.5,1.2,5,0.5,53.6,85.5,0.1,2.7,0
486,Thomas Kraft,32,Goalkeeper,Hertha BSC,314,180,134,Germany,4,2,2,0,0,0,0,0,0,0,0,1,1,0,9,5,4,0,0,0,0,0,0,0,0,2.58,35,79,0,0,0,315,245,145,20,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,62.9,0,11.3,0
487,Thomas Müller,31,Forward,Bayern München,2391,1213,1178,Germany,32,16,16,6,4,2,9,4,5,0,0,12,7,5,21,11,10,1,0,0.56,0.34,0.23,0.3,0.15,399,0.79,114,75,2391,266,0.04,87,13,-1,7,1.3,0.3,0.7,0,0.4,0.9,0.2,0,6,9,2,1.9,0.7,0.8,0.5,0.5,1.5,9,1.9,37.5,74.7,0.2,1.2,0.1
488,Thorgan Hazard,28,Forward,Borussia M'gladbach,2878,1425,1453,Belgium,33,16,17,10,6,4,10,7,3,3,2,12,5,7,39,20,19,1,0,0.63,0.31,0.31,0.38,0.25,288,1.22,74,87,2878,288,0.03,64,17,-1,2,1.5,0.8,0.8,0,0.2,0.9,0.1,0,10,10,2.3,2.2,2.2,1.8,0.5,1.5,2.2,10,2.2,34.8,76.9,1.4,1.6,0.2
489,Thorsten Kirschbaum,33,Goalkeeper,Bayer Leverkusen,0,0,0,Germany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
490,Tim Dierßen,25,Midfielder,Hannover 96,15,0,15,Germany,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,-1,-1,-1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,100,0,0,0
491,Tim Kleindienst,25,Forward,Freiburg,199,90,109,Germany,4,1,3,0,0,0,0,0,0,0,0,0,0,0,5,3,2,0,0,0,0,0,0,0,0,2.26,40,50,0,0,0,-1,-1,-1,17,1,0,2,0,1.8,0.5,0,0,0,0,1.3,0.3,0.8,0.3,0.8,0.8,1.8,0,0.3,14.5,72.4,0,0.3,0
492,Tim Leibold,27,Defender,Nürnberg,2768,1356,1412,Germany,32,16,16,0,0,0,2,1,1,0,1,4,4,0,59,15,44,7,1,0.07,0.07,0,0,0,0,1.92,47,87,346,1384,0.26,320,181,114,25,1.9,1.2,1,0.1,1.6,1.2,0.1,0,0,2,0.9,1.2,0.8,1.3,0.1,0.6,1.3,2,1.2,38.8,78,0.7,2.7,0
493,Timo Baumgartl,25,Defender,Stuttgart,1620,810,810,Germany,18,9,9,1,0,1,0,0,0,0,0,4,2,2,40,18,22,2,0,0.06,0,0.06,0,0.11,1620,2.22,41,90,810,0,0.11,198,368,133,11,1.8,1.4,0.7,0.6,5.2,0.4,1.2,0,1,0,0.3,0.3,0.2,0.7,0.1,0.1,0.3,0,0.3,46.7,81.9,0.1,3.3,0
494,Timo Werner,25,Forward,RB Leipzig,2524,1391,1133,Germany,30,16,14,16,11,5,7,3,4,0,1,14,10,4,21,8,13,1,0,0.82,0.25,0.57,0.71,0.4,158,0.75,120,84,2524,361,0.04,16,35,-1,1,0.6,0.1,0.8,0,0.1,0.4,0.1,0,16,7,3.6,1.2,1,1.2,1.2,1.2,2.9,7,1.2,25.5,74.2,0.2,0.4,0.1
495,Timothy Chandler,31,Defender,Eintracht Frankfurt,16,0,16,USA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,-1,-1,-1,29,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,100,1,1,0
496,Timothy Tillmann,22,Midfielder,Nürnberg,202,46,156,Germany,6,2,4,0,0,0,0,0,0,0,0,0,0,0,10,4,6,0,0,0,0,0,0,0,0,4.46,20,34,0,0,0,-1,-1,-1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
497,Tin Jedvaj,25,Defender,Bayer Leverkusen,1121,447,674,Croatia,16,6,10,0,0,0,0,0,0,0,0,3,3,0,22,6,16,3,0,0,0,0,0,0,0,1.77,51,70,374,0,0.24,338,304,103,13,1.4,1.4,0.8,0.3,3.1,0.6,0.1,0,0,0,0.6,0.2,0.4,0.5,0.1,0.5,1.1,0,0.2,38.9,79.6,0,2.2,0.1
498,Tobias Sippel,33,Goalkeeper,Borussia M'gladbach,0,0,0,Germany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,Tobias Strobl,30,Midfielder,Borussia M'gladbach,2295,1180,1115,Germany,29,14,15,0,0,0,4,1,3,0,0,12,6,6,26,10,16,4,0,0.16,0.16,0,0,0,0,1.02,88,79,574,574,0.16,362,91,-1,16,1.1,1,0.9,0.1,1.1,0.7,0.5,0,0,4,0.3,0.6,0.2,0.8,0,0.3,0.7,4,0.6,51.3,89.9,0,5,0.1
500,Tomasz Kucz,21,Goalkeeper,Bayer Leverkusen,0,0,0,Poland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,Tony Jantschke,30,Defender,Borussia M'gladbach,932,599,333,Germany,14,9,5,0,0,0,1,1,0,0,0,5,4,1,9,4,5,0,0,0.1,0.1,0,0,0,0,0.87,104,67,0,932,0,370,145,10,21,1.1,1.9,0.4,0.5,3.4,0.1,0.5,0,0,1,0.3,0.1,0.1,0.9,0,0.1,0.2,1,0.1,57.4,90,0,3,0
502,Torben Müsel,21,Forward,Borussia M'gladbach,0,0,0,Germany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
503,Törless Tim Knöll,23,Forward,Nürnberg,358,173,185,Germany,16,7,9,1,1,0,0,0,0,0,0,2,2,0,6,4,2,0,0,0.25,0,0.25,0.52,0,358,1.51,60,22,0,0,0,79,344,-1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504,Tyler Adams,22,Midfielder,RB Leipzig,721,207,514,USA,10,4,6,0,0,0,2,1,1,0,0,7,3,4,2,0,2,0,0,0.25,0.25,0,0,0,0,0.25,361,72,0,361,0,251,34,-1,16,2.9,1.6,1.3,0.1,0.7,1.5,0.1,0,0,2,0.2,0.5,1.4,1.1,0,0.6,1.8,2,0.5,52.4,80.3,0,1.8,0.4
505,Uffe Manich Bech,28,Forward,Hannover 96,17,3,14,Denmark,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,10.59,9,9,17,0,5.29,-1,-1,-1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506,Valentino Lazaro,25,Midfielder,Hertha BSC,2743,1440,1303,Austria,31,16,15,3,3,0,6,3,3,0,0,7,3,4,50,25,25,6,0,0.3,0.2,0.1,0.19,0,914,1.64,55,88,457,457,0.2,162,68,-1,5,1.5,1.4,0.7,0.2,1.7,1,0.4,0,3,6,0.6,1.8,1.1,0.9,0.2,0.8,1.4,6,1.8,38.9,76.3,1.5,1.6,0
507,Vedad Ibišević,36,Forward,Hertha BSC,1824,943,881,Bosnia and Herzegovina,28,15,13,10,7,3,2,0,2,1,0,8,4,4,27,16,11,6,1,0.59,0.1,0.49,0.67,0.31,182,1.33,68,65,261,912,0.35,28,149,-1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
508,Vincenzo Grifo,28,Midfielder,Freiburg,1764,830,934,Italy,23,12,11,7,4,3,5,3,2,2,0,2,1,1,37,15,22,1,0,0.61,0.26,0.36,0.43,0.29,252,1.89,48,77,1764,353,0.05,52,31,-1,3,1.6,0.1,0.5,0,0.6,0.8,0.1,0,6,3,2.6,2.2,1.9,1.1,0.6,1.6,1.9,3,2.2,43.3,79.2,1.1,2.9,0.1
509,Vincenzo Grifo,28,Midfielder,Freiburg,1764,830,934,Italy,23,12,11,7,4,3,5,3,2,2,0,2,1,1,37,15,22,1,0,0.61,0.26,0.36,0.43,0.29,252,1.89,48,77,1764,353,0.05,52,31,-1,3,0.9,0.3,0.7,0,0.7,0.7,0.1,0,1,2,2.1,1.4,0.4,0.3,0.1,0.4,0.6,2,1.4,22.1,75.5,0.3,0.6,0
510,Virgil Misidjan,27,Forward,Nürnberg,1544,931,613,Netherlands,23,12,11,1,0,1,1,1,0,0,0,2,2,0,39,15,24,5,0,0.12,0.06,0.06,0,0.15,1544,2.27,40,67,309,1544,0.29,200,190,-1,8,0.9,0.4,1.5,0,0.2,0.9,0,0,1,1,1,0.3,1.8,2.3,0.4,2,2.3,1,0.3,14.4,74.4,0.3,0.4,0
511,Vladimír Darida,30,Midfielder,Hertha BSC,371,47,324,Czech Republic,10,4,6,0,0,0,1,0,1,0,0,1,0,1,9,0,9,1,0,0.24,0.24,0,0,0,0,2.18,41,37,371,371,0.24,258,43,-1,14,0.8,0.8,1.4,0,0.5,0.1,0,0,0,1,0.9,0.7,0.4,0.6,0,0.4,0.8,1,0.7,22.9,86.5,0.3,1.2,0
512,Walace,26,Midfielder,Hannover 96,1998,1071,927,Brazil,26,14,12,1,1,0,1,0,1,0,0,4,4,0,41,18,23,5,0,0.09,0.05,0.05,0.08,0,1998,1.85,49,77,400,1998,0.23,219,198,-1,9,2,1.7,1.2,0,1.3,1.3,0.2,0,1,1,0.7,0.6,1,1,0.1,1.2,1.3,1,0.6,41.2,84.9,0,1.9,0
513,Waldemar Anton,24,Defender,Hannover 96,3060,1530,1530,Germany,34,17,17,1,1,0,0,0,0,0,0,5,4,1,66,23,43,4,0,0.03,0,0.03,0.06,0,3060,1.94,46,90,765,0,0.12,234,366,116,13,1.4,2,0.7,0.6,4.9,0.8,1,1,1,0,0.7,0.1,0.5,0.6,0,0.4,0.6,0,0.1,50.4,83.6,0,3.8,0
514,Wendell,27,Defender,Bayer Leverkusen,2277,1177,1100,Brazil,28,15,13,2,0,2,2,0,2,1,1,8,5,3,36,21,15,5,0,0.16,0.08,0.08,0,0.16,1139,1.42,63,81,455,1139,0.2,182,171,65,8,2.7,1,1.3,0.3,2,0.8,0.5,0,2,2,0.4,0.6,0.3,0.5,0,0.2,1,2,0.6,58.9,85.7,0.3,2.4,0
515,Weston McKennie,22,Midfielder,Schalke 04,1746,1064,682,USA,24,14,10,1,0,1,4,2,2,0,0,6,4,2,28,16,12,6,0,0.26,0.21,0.05,0,0.13,1746,1.44,62,73,291,437,0.31,209,63,-1,13,1.2,1.5,1.4,0,1.8,1,0.4,0,1,4,1,0.8,0.7,0.7,0.1,1,1.5,4,0.8,25.8,72,0.1,1.3,0
516,Willi Orban,28,Defender,RB Leipzig,2050,1071,979,Germany,24,12,12,4,2,2,0,0,0,0,0,13,7,6,15,7,8,5,0,0.18,0,0.18,0.17,0.18,513,0.66,137,85,410,0,0.22,107,349,1,4,2,1.5,1.1,1.4,5.7,0.6,0.6,0,4,0,1.1,0,0.1,1.2,0,0.1,0.4,0,0,41.6,78.2,0,2.7,0
517,William de Asevedo Furtado,26,Defender,Wolfsburg,2676,1337,1339,Brazil,31,15,16,2,0,2,1,0,1,0,0,8,3,5,41,19,22,10,0,0.1,0.03,0.07,0,0.13,1338,1.38,65,86,268,2676,0.34,186,219,49,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
518,Woo-Yeong Jeong,21,Midfielder,Bayern München,4,0,4,South Korea,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,-1,-1,-1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
519,Wout Weghorst,28,Forward,Wolfsburg,2931,1501,1430,Netherlands,34,17,17,17,10,7,7,4,3,4,0,9,4,5,46,21,25,4,0,0.74,0.21,0.52,0.6,0.44,172,1.41,64,86,733,419,0.12,22,58,-1,1,0.9,0.3,1.1,0,0.9,0.8,0.1,0,17,7,2.1,1.1,0.4,1.1,0.9,1.4,1.9,7,1.1,23.6,69.5,0.1,0.5,0.1
520,Yann Sommer,32,Goalkeeper,Borussia M'gladbach,3060,1530,1530,Switzerland,34,17,17,0,0,0,0,0,0,0,0,13,6,7,39,20,19,1,0,0,0,0,0,0,0,1.15,78,90,3060,0,0.03,369,307,25,22,0.1,0,0,0,0.5,0,0,0,0,0,0,0,0.1,0.1,0,0,0.1,0,0,41.5,77.4,0,7.3,0
521,Yannick Gerhardt,27,Defender,Wolfsburg,2460,1241,1219,Germany,30,16,14,2,0,2,2,1,1,0,0,8,4,4,37,18,19,2,0,0.15,0.07,0.07,0,0.15,1230,1.35,66,82,1230,1230,0.07,190,179,44,13,1.7,1,0.9,0,1.1,0.9,0.2,0,2,2,1.2,0.9,0.3,1.4,0.2,1.2,1.2,2,0.9,32.1,77.8,0.3,1.2,0
522,Yevhen Konoplyanka,31,Midfielder,Schalke 04,653,284,369,Ukraine,13,6,7,1,0,1,0,0,0,0,0,4,2,2,10,1,9,1,1,0.14,0,0.14,0,0.24,653,1.38,65,50,327,0,0.28,136,230,-1,10,0.2,0.2,0.7,0,0.1,0.2,0,0,1,0,1.3,0.8,1.1,0.7,0,0.3,0.8,0,0.8,13.6,79.1,0.5,0.5,0
523,Yoric Ravet,31,Midfielder,Freiburg,71,15,56,France,4,2,2,0,0,0,0,0,0,0,0,1,1,0,2,1,1,0,0,0,0,0,0,0,0,2.54,36,18,0,0,0,-1,-1,-1,19,0.5,0,0.5,0,0.3,0.3,0.3,0,0,0,0.3,0.3,0.3,0,0,0,1.8,0,0.3,6,75,0,0.3,0
524,Yunus Mallı,29,Midfielder,Wolfsburg,688,284,404,Turkey,21,10,11,1,1,0,1,1,0,1,0,5,1,4,14,8,6,0,0,0.26,0.13,0.13,0.32,0,688,1.83,49,33,0,688,0,142,114,-1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
525,Yussuf Poulsen,26,Forward,RB Leipzig,2453,1218,1235,Denmark,31,15,16,15,9,6,3,3,0,0,0,14,8,6,23,8,15,2,0,0.66,0.11,0.55,0.67,0.44,164,0.84,107,79,1227,818,0.07,19,137,-1,2,0.6,0.2,1.8,0.1,0.9,0.7,0.1,0,15,3,2.1,1.1,0.8,1.6,0.6,2,3.1,3,1.1,24.9,60.8,0.2,0.3,0.1
526,Yuya Kubo,27,Forward,Nürnberg,1362,661,701,Japan,22,11,11,1,1,0,0,0,0,0,0,3,3,0,26,4,22,2,0,0.07,0,0.07,0.14,0,1362,1.72,52,62,681,0,0.13,192,229,-1,11,1,0.5,1,0,0.1,1,0,0,1,0,1.3,0.5,0.5,1,0.2,1.3,2,0,0.5,17.8,73.4,0.1,1,0
527,Yūya Ōsako,30,Forward,Werder Bremen,1350,803,547,Japan,21,10,11,3,2,1,2,0,2,0,0,3,1,2,22,13,9,2,0,0.33,0.13,0.2,0.22,0.16,450,1.47,61,64,675,675,0.13,96,118,-1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
528,Yvon Mvogo,26,Goalkeeper,RB Leipzig,134,0,134,Switzerland,2,0,2,0,0,0,0,0,0,0,0,1,0,1,2,0,2,0,0,0,0,0,0,0,0,1.34,67,67,0,0,0,-1,-1,-1,17,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5,77.8,0,2.5,0
529,Łukasz Piszczek,35,Defender,Borussia Dortmund,1759,880,879,Poland,20,10,10,1,0,1,6,3,3,0,0,5,1,4,21,11,10,3,0,0.36,0.31,0.05,0,0.1,1759,1.07,84,88,586,293,0.15,210,19,21,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
