,Player,age,position,Current Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG,Goals,Assists,SpG,KeyP,Drb.1,Fouled,Off,Disp,UnsTch,Assists.1,KeyP.1,AvgP,PS%,Crosses,LongB,ThrB
564,Pietro Terracciano,31,Goalkeeper,Fiorentina,900,450,450,Italy,10,5,5,0,0,0,0,0,0,0,0,2,1,1,13,5,8,0,0,0,0,0,0,0,0,1.3,69,90,0,0,0,327,325,82,14,0,0.1,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,25.4,76.8,0,4.5,0
565,Pietro Terracciano,31,Goalkeeper,Fiorentina,900,450,450,Italy,10,5,5,0,0,0,0,0,0,0,0,2,1,1,13,5,8,0,0,0,0,0,0,0,0,1.3,69,90,0,0,0,327,325,82,14,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,24,58.3,0,3.5,0
566,Piotr Zieliński,26,Midfielder,Napoli,2882,1587,1295,Poland,36,19,17,6,4,2,2,1,1,0,0,14,8,6,28,15,13,6,0,0.25,0.06,0.19,0.23,0.14,480,0.87,103,80,480,1441,0.19,92,208,-1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
567,Pol Lirola,23,Defender,Sassuolo,2974,1530,1444,Spain,35,17,18,2,1,1,6,6,0,0,0,12,6,6,48,27,21,2,0,0.24,0.18,0.06,0.06,0.06,1487,1.45,62,85,1487,496,0.06,221,56,122,13,1,0.9,0.4,0.3,2.3,0.4,0.1,2,2,6,0.5,1.1,1.2,0.3,0.1,0.8,0.9,6,1.1,39.5,78.8,0.7,1.4,0
568,Prince Emmanuel Doudu Besea,24,Midfielder,Frosinone,0,0,0,Ghana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
569,Rade Krunić,27,Midfielder,Empoli,2784,1323,1461,Bosnia and Herzegovina,33,16,17,5,2,3,7,4,3,0,0,5,3,2,53,21,32,8,1,0.39,0.23,0.16,0.14,0.18,557,1.71,53,84,309,398,0.29,111,28,-1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
570,Radja Nainggolan,32,Midfielder,Inter Milan,1971,957,1014,Belgium,29,16,13,6,4,2,3,0,3,0,0,14,8,6,17,7,10,3,0,0.41,0.14,0.27,0.38,0.18,329,0.78,116,68,657,657,0.14,55,99,-1,3,1.2,0.3,1.1,0,0.2,0.5,0.1,0,6,3,2.4,1.4,0.9,0.9,0.1,1.6,1.9,3,1.4,33.1,84.3,0.3,1.8,0.1
571,Rafael Cabral Barbosa,30,Goalkeeper,Sampdoria,180,90,90,Brazil,2,1,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,-1,-1,-1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
572,Rafael de Andrade Bittencourt Pinheiro,39,Goalkeeper,Cagliari,0,0,0,Brazil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
573,Rafael Tolói,30,Defender,Atalanta,1748,776,972,Brazil,21,9,12,1,1,0,3,1,2,0,0,6,4,2,24,9,15,2,1,0.21,0.15,0.05,0.12,0,1748,1.24,73,83,583,583,0.15,227,89,74,15,1.3,1.6,0.4,0.6,2.6,0.4,0.4,1,1,3,1.2,0.6,0.4,0.7,0,0.4,0.6,3,0.6,56.1,85.1,0,3.2,0.1
574,Raffaele Maiello,29,Midfielder,Frosinone,2044,960,1084,Italy,29,15,14,0,0,0,0,0,0,0,0,9,3,6,32,18,14,4,0,0,0,0,0,0,0,1.41,64,70,511,0,0.18,380,373,-1,30,1.4,1,0.4,0,1.1,0.4,0.3,0,0,0,0.3,0.7,0.7,1.3,0,0.6,0.8,0,0.7,41.5,81.9,0.2,4.1,0
575,Ragnar Klavan,35,Defender,Cagliari,1233,691,542,Estonia,15,8,7,0,0,0,0,0,0,0,0,3,2,1,16,8,8,2,0,0,0,0,0,0,0,1.17,77,82,617,0,0.15,314,299,66,10,0.6,0.7,0.5,0.5,4.5,0.4,0.9,0,0,0,0.1,0.1,0.1,0.3,0,0.3,0.4,0,0.1,41.7,80.6,0.1,3.1,0
576,Rai Vloet,25,Midfielder,Frosinone,119,102,17,Netherlands,5,3,2,0,0,0,0,0,0,0,0,1,0,1,2,2,0,0,0,0,0,0,0,0,0,1.51,60,24,0,0,0,-1,-1,-1,17,0.8,0,0.4,0,0.2,0.6,0,0,0,0,1,0.8,0,0.6,0,0.4,0.2,0,0.8,7.4,86.5,0.2,0.4,0
577,Raman Chibsah,28,Midfielder,Frosinone,2626,1230,1396,Ghana,32,15,17,1,0,1,0,0,0,0,0,8,2,6,53,27,26,5,0,0.03,0,0.03,0,0.06,2626,1.82,50,82,525,0,0.17,253,386,-1,10,1.4,1,1.4,0.1,0.8,1.2,0.3,0,1,0,1,0.6,1.6,0.9,0.2,1.6,1.8,0,0.6,27.6,82.5,0.2,1.1,0
578,Raoul Bellanova,20,Defender,AC Milan,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
579,Raúl Albiol,35,Defender,Napoli,1712,810,902,Spain,20,9,11,1,1,0,0,0,0,0,0,6,3,3,21,8,13,4,0,0.05,0,0.05,0.11,0,1712,1.1,82,86,428,0,0.21,226,364,54,13,0.8,1,0.5,0.6,4.5,0.4,0.8,0,1,0,0.2,0.3,0.1,0.4,0,0.1,0.3,0,0.3,56.4,89.4,0.1,6.6,0.1
580,Redi Kasa,19,Midfielder,Parma,0,0,0,Albania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
581,Remo Freuler,29,Midfielder,Atalanta,3030,1568,1462,Switzerland,35,18,17,2,1,1,6,3,3,0,0,8,6,2,37,16,21,4,0,0.24,0.18,0.06,0.06,0.06,1515,1.1,82,87,758,505,0.12,215,53,-1,11,2.4,1.1,1.2,0.1,1.1,1.2,0.3,0,2,6,0.9,1.3,0.7,2.1,0,1.1,1.5,6,1.3,62.9,88.2,0.1,2.1,0.1
582,Ricardo Farcaş,20,Defender,SPAL,0,0,0,Romania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
583,Ricardo Rodríguez,28,Defender,AC Milan,3052,1571,1481,Switzerland,35,18,17,0,0,0,3,2,1,0,0,12,7,5,29,14,15,5,0,0.09,0.09,0,0,0,0,0.86,105,87,610,1017,0.15,389,159,31,20,1.6,1.1,0.7,0.2,2.1,0.2,0.1,0,0,3,0.8,0.6,0.3,0.5,0,0.5,0.4,3,0.6,52.4,87.1,0.7,3.6,0
584,Riccardo Cargnelutti,22,Defender,Roma,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
585,Riccardo Daga,21,Goalkeeper,Cagliari,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
586,Riccardo Doratiotto,21,Forward,Cagliari,79,0,79,Italy,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1.14,79,79,0,0,0,-1,-1,-1,15,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,10,60,0,0,0
587,Riccardo Gagliolo,30,Defender,Parma,3046,1620,1426,Italy,34,18,16,0,0,0,2,0,2,0,0,10,7,3,47,20,27,7,0,0.06,0.06,0,0,0,0,1.39,65,90,435,1523,0.21,333,212,107,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
588,Riccardo Ladinetti,20,Midfielder,Cagliari,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
589,Riccardo Meggiorini,35,Forward,Chievo,1550,763,787,Italy,24,12,12,3,2,1,1,1,0,1,0,3,1,2,30,17,13,6,0,0.23,0.06,0.17,0.24,0.11,517,1.74,52,65,258,1550,0.35,104,210,-1,3,0.8,0.3,1.4,0,1.1,0.4,0.1,0,3,1,1.4,0.5,0.3,2.3,0.5,0.9,1.5,1,0.5,17,64.7,0.1,0.3,0
590,Riccardo Montolivo,36,Midfielder,AC Milan,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
591,Riccardo Orsolini,24,Forward,Bologna,1956,950,1006,Italy,35,17,18,8,4,4,5,3,2,0,0,9,5,4,30,12,18,2,0,0.6,0.23,0.37,0.38,0.36,245,1.38,65,56,978,391,0.09,40,31,-1,1,1.1,0.4,0.7,0,0.5,0.9,0.1,0,8,5,1.9,0.6,0.9,1.5,0.4,0.7,1.7,5,0.6,17.9,69.4,0.7,0.8,0
592,Riccardo Saponara,29,Midfielder,Sampdoria,904,484,420,Italy,22,11,11,2,0,2,4,2,2,0,0,7,7,0,12,3,9,3,0,0.6,0.4,0.2,0,0.43,452,1.19,75,41,301,226,0.3,88,4,-1,8,0.5,0.2,0.7,0,0.4,0.4,0,0,2,4,1.1,1.1,0.7,0.7,0.3,1.8,1.5,4,1.1,20.3,69.4,0.1,0.7,0.1
593,Riccardo Sottil,21,Forward,Fiorentina,18,0,18,Italy,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,-1,-1,-1,16,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0,4,87.5,0,0,0
594,Rick Karsdorp,26,Defender,Roma,595,218,377,Netherlands,11,5,6,0,0,0,1,0,1,0,0,2,0,2,10,4,6,1,0,0.15,0.15,0,0,0,0,1.51,60,54,595,595,0.15,335,84,137,19,0.8,1.1,0.5,0.3,1,0.5,0.2,0,0,1,0,0.4,0.6,0.2,0,0.5,0.5,1,0.4,28.7,79.1,0.5,2.5,0.1
595,Riza Durmisi,27,Defender,Lazio,318,104,214,Denmark,10,2,8,0,0,0,1,0,1,0,0,3,0,3,7,3,4,4,0,0.28,0.28,0,0,0,0,1.98,45,32,80,318,1.13,392,17,175,21,0.4,0.1,0.7,0,0.6,0.1,0,0,0,1,0.4,1,0.1,0.4,0,0,0.6,1,1,12.5,77.6,0.2,0.3,0
596,Roberto De Angelis Durante,19,Defender,Lazio,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
597,Roberto Gagliardini,27,Midfielder,Inter Milan,1085,569,516,Italy,19,9,10,5,3,2,0,0,0,0,0,10,6,4,8,1,7,4,0,0.41,0,0.41,0.47,0.35,217,0.66,136,57,271,0,0.33,32,377,-1,5,1.2,0.8,1.5,0,0.9,0.9,0.2,0,5,0,1.3,0.7,0.3,1,0.1,0.5,1.2,0,0.7,41.8,87.4,0.1,1.2,0.1
598,Roberto Inglese,29,Forward,Parma,1968,931,1037,Italy,25,12,13,9,4,5,1,1,0,2,0,6,4,2,36,14,22,3,0,0.46,0.05,0.41,0.39,0.43,219,1.65,55,79,656,1968,0.14,33,226,-1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
599,Roberto Piccoli,20,Forward,Atalanta,46,46,0,Italy,2,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,-1,-1,-1,16,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,5.5,45.5,0,0,0
600,Roberto Soriano,30,Midfielder,Bologna,1962,1036,926,Italy,28,16,12,2,2,0,4,2,2,0,0,8,4,4,25,12,13,6,0,0.28,0.18,0.09,0.17,0,981,1.15,78,70,327,491,0.28,172,62,-1,8,0.8,0.5,1.3,0,0.1,0.6,0,0,0,2,0.5,0.8,0.9,0.9,0.2,0.8,0.9,2,0.8,19.5,84.6,0.3,0.1,0
601,Roberto Soriano,30,Midfielder,Bologna,1962,1036,926,Italy,28,16,12,2,2,0,4,2,2,0,0,8,4,4,25,12,13,6,0,0.28,0.18,0.09,0.17,0,981,1.15,78,70,327,491,0.28,172,62,-1,8,1.6,0.2,1.6,0,0.6,0.9,0.1,0,2,2,1.8,1.5,1.1,1,0.1,1.4,1.7,2,1.5,35.2,81.6,0.3,0.7,0.1
602,Robin Gosens,26,Defender,Atalanta,1947,1159,788,Germany,28,17,11,3,1,2,2,1,1,0,0,6,6,0,22,9,13,2,0,0.23,0.09,0.14,0.08,0.23,649,1.02,89,70,974,974,0.09,128,169,45,9,2.3,1.4,0.9,0.3,1.7,0.6,0.1,0,3,2,0.9,0.6,0.7,1.1,0.3,0.3,1.4,2,0.6,34.9,78.9,0.6,1,0
603,Robin Olsen,31,Goalkeeper,Roma,2430,1260,1170,Sweden,27,14,13,0,0,0,0,0,0,0,0,4,1,3,38,22,16,2,0,0,0,0,0,0,0,1.41,64,90,1215,0,0.07,408,318,111,20,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,26.2,71.3,0,7,0
604,Rodrigo Bentancur,23,Midfielder,Juventus,1996,1002,994,Uruguay,31,16,15,2,0,2,3,2,1,0,0,15,8,7,12,4,8,9,1,0.23,0.14,0.09,0,0.18,998,0.54,166,64,222,665,0.41,176,100,-1,8,1.7,1.4,1.3,0,1.2,0.7,0.3,0,2,3,0.6,0.8,0.6,0.5,0.1,0.7,0.9,3,0.8,39,87.2,0.3,2.1,0
605,Rodrigo De Paul,26,Midfielder,Udinese,3194,1593,1601,Argentina,36,18,18,9,6,3,8,3,5,3,3,8,5,3,51,21,30,7,0,0.48,0.23,0.25,0.34,0.17,355,1.44,63,89,456,399,0.2,60,34,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
606,Rodrigo Palacio,39,Forward,Bologna,2335,1249,1086,Argentina,28,15,13,3,0,3,6,1,5,0,0,8,5,3,35,15,20,6,0,0.35,0.23,0.12,0,0.25,778,1.35,67,83,389,389,0.23,142,32,-1,6,0.9,0.2,0.8,0,0.5,1.1,0,0,3,6,1.6,1.4,1.8,2.3,0.9,2,2.6,6,1.4,25.2,77.3,0.4,0.5,0
607,Roger Ibanez da Silva,22,Midfielder,Atalanta,1,1,0,Brazil,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,-1,-1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
608,Rogério Oliveira da Silva,23,Defender,Sassuolo,2670,1372,1298,Brazil,33,17,16,1,0,1,2,2,0,0,0,10,5,5,43,24,19,10,1,0.1,0.07,0.03,0,0.07,2670,1.45,62,81,243,1335,0.37,259,193,121,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
609,Rok Vodišek,22,Goalkeeper,Genoa,0,0,0,Slovenia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
610,Rolando Mandragora,23,Midfielder,Udinese,2921,1587,1334,Italy,35,18,17,3,3,0,2,0,2,0,0,9,6,3,40,19,21,9,1,0.15,0.06,0.09,0.17,0,974,1.23,73,83,292,1461,0.31,179,203,-1,5,1.9,1.2,1.3,0,1.5,1.3,0.3,0,3,2,1.3,0.8,0.1,1.1,0,0.4,0.7,2,0.8,32.3,84.4,0.4,1.6,0
611,Rômulo,33,Midfielder,Lazio,2135,1080,1055,Italy,27,12,15,1,1,0,3,2,1,1,0,6,5,1,35,12,23,3,1,0.17,0.13,0.04,0.08,0,2135,1.48,61,79,712,712,0.13,238,104,-1,10,1,0.5,0.9,0.1,0.7,0.2,0.2,0,0,1,0.4,1.2,1.3,0.8,0.2,0.6,0.6,1,1.2,32.2,88.2,1.4,0.6,0
612,Rômulo,33,Midfielder,Lazio,2135,1080,1055,Italy,27,12,15,1,1,0,3,2,1,1,0,6,5,1,35,12,23,3,1,0.17,0.13,0.04,0.08,0,2135,1.48,61,79,712,712,0.13,238,104,-1,10,1.5,1.1,1.1,0.2,0.9,0.6,0.2,0,1,2,0.8,1.4,1,1.1,0.2,0.3,1.1,2,1.4,30.1,79.3,1.4,1.3,0
613,Ronaldo Vieira Nan,22,Midfielder,Sampdoria,594,276,318,England,14,7,7,0,0,0,0,0,0,0,0,5,4,1,9,3,6,3,0,0,0,0,0,0,0,1.36,66,42,198,0,0.45,266,263,-1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
614,Salih Uçan,27,Midfielder,Empoli,247,42,205,Turkey,14,6,8,1,0,1,1,0,1,0,0,2,2,0,6,1,5,1,0,0.73,0.36,0.36,0,0.44,247,2.19,41,18,247,247,0.36,-1,-1,-1,11,0.7,0.4,0.4,0,0.1,0.5,0,0,1,1,0.9,0.4,0.4,0.1,0,0.5,0.6,1,0.4,11.8,73.9,0.1,0.6,0
615,Salvador Ichazo Fernández,29,Goalkeeper,Torino,250,160,90,Uruguay,3,2,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0.36,250,83,0,0,0,-1,-1,-1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
616,Salvatore Pezzella,21,Midfielder,Roma,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
617,Salvatore Sirigu,34,Goalkeeper,Torino,3170,1550,1620,Italy,36,18,18,0,0,0,0,0,0,0,0,14,6,8,35,18,17,1,0,0,0,0,0,0,0,0.99,91,88,3170,0,0.03,421,327,41,21,0,0.1,0,0,0.9,0.1,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,27.9,60.5,0,9.5,0
618,Sami Khedira,34,Midfielder,Juventus,711,400,311,Germany,10,5,5,2,0,2,1,1,0,0,0,4,2,2,8,3,5,0,0,0.38,0.13,0.25,0,0.58,356,1.01,89,71,0,711,0,62,105,-1,12,1,0.5,0.5,0,0.6,0.4,0.3,0,2,1,1.7,0.6,0,0.5,0,0.4,0.8,1,0.6,35.1,85.8,0.1,0.4,0
619,Samir,26,Defender,Udinese,1800,880,920,Brazil,21,10,11,2,1,1,0,0,0,0,0,3,2,1,28,13,15,7,0,0.1,0,0.1,0.1,0.1,900,1.4,64,86,257,0,0.35,165,423,108,6,2.2,1.6,1.9,0.1,3.9,0.3,0.4,0,2,0,0.4,0.4,0.4,1.2,0.1,0.2,0.8,0,0.4,33.9,81.6,0.2,1.4,0
620,Samir Handanovič,36,Goalkeeper,Inter Milan,3420,1710,1710,Slovenia,38,19,19,0,0,0,0,0,0,0,0,17,10,7,30,10,20,0,0,0,0,0,0,0,0,0.79,114,90,0,0,0,411,374,21,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
621,Samu Castillejo,26,Midfielder,AC Milan,1006,467,539,Spain,31,16,15,4,2,2,2,1,1,0,0,9,4,5,10,5,5,3,0,0.54,0.18,0.36,0.39,0.33,252,0.89,101,32,335,503,0.27,42,59,-1,5,0.5,0.3,0.9,0,0.3,0.7,0,0,4,2,1,0.6,0.6,0.8,0.1,0.9,0.9,2,0.6,13.9,86.7,0.3,0.5,0
622,Samuel Mráz,23,Forward,Empoli,168,9,159,Slovakia,6,1,5,1,0,1,0,0,0,0,0,1,0,1,4,0,4,0,0,0.54,0,0.54,0,0.57,168,2.14,42,28,0,0,0,-1,-1,-1,13,0,0,0.2,0,0.3,0,0,0,1,0,0.3,0.3,0,0,0,0.5,0.7,0,0.3,7,81,0,0.2,0
623,Samuele Perisan,23,Goalkeeper,Udinese,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
624,Samuele Ricci,19,Midfielder,Empoli,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
625,Sandro Ranieri Guimarães Cordeiro,32,Midfielder,Udinese,1308,517,791,Brazil,25,12,13,0,0,0,1,0,1,0,0,3,3,0,28,7,21,8,0,0.07,0.07,0,0,0,0,1.93,47,52,164,1308,0.55,280,197,-1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
626,Saša Lukić,24,Midfielder,Torino,982,543,439,Serbia,24,11,13,2,1,1,0,0,0,0,0,12,6,6,5,2,3,7,0,0.18,0,0.18,0.17,0.21,491,0.46,196,41,140,0,0.64,101,315,-1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
627,Sebastian De Maio,34,Defender,Udinese,1667,783,884,France,22,10,12,1,0,1,1,1,0,0,0,3,3,0,22,7,15,5,1,0.11,0.05,0.05,0,0.1,1667,1.19,76,76,333,1667,0.27,228,219,68,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
628,Sebastiano Luperto,24,Defender,Napoli,723,201,522,Italy,12,5,7,0,0,0,0,0,0,0,0,4,2,2,10,2,8,0,0,0,0,0,0,0,0,1.24,72,60,0,0,0,424,369,73,21,0.7,1.1,0.8,0.3,2.4,0.3,0.3,0,0,0,0.2,0,0.1,0.6,0,0,0.3,0,0,37.6,90.2,0,1.1,0
629,Seko Fofana,25,Midfielder,Udinese,2646,1336,1310,Côte d'Ivoire,31,16,15,2,0,2,4,2,2,0,0,8,5,3,42,17,25,5,0,0.2,0.14,0.07,0,0.14,1323,1.43,63,85,529,662,0.17,207,98,-1,7,0.8,0.9,0.9,0,0.5,1,0.2,0,2,4,1.9,1.2,1.7,0.9,0,1.6,2.3,4,1.2,35.8,85.2,0.4,2,0.1
630,Senad Lulić,35,Midfielder,Lazio,2930,1399,1531,Bosnia and Herzegovina,35,16,19,4,3,1,1,1,0,0,0,10,5,5,30,15,15,5,0,0.15,0.03,0.12,0.19,0.06,733,0.92,98,84,586,2930,0.15,145,244,-1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
631,Sergej Grubac,20,Forward,Chievo,157,106,51,Montenegro,3,2,1,0,0,0,0,0,0,0,0,0,0,0,6,5,1,1,0,0,0,0,0,0,0,3.44,26,52,157,0,0.57,-1,-1,-1,18,0.7,0,0.3,0,0.3,0,0,0,0,0,0.7,0.3,0,1,0,1.3,1.7,0,0.3,8.3,60,0,0,0
632,Sergej Milinković-Savić,26,Midfielder,Lazio,2405,1302,1103,Serbia,31,18,13,5,4,1,3,3,0,0,0,9,5,4,26,13,13,8,1,0.3,0.11,0.19,0.28,0.08,481,0.97,93,78,267,802,0.34,96,145,-1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
633,Sergio Floccari,39,Forward,SPAL,975,570,405,Italy,20,11,9,3,1,2,1,0,1,0,0,5,4,1,16,8,8,3,0,0.37,0.09,0.28,0.16,0.44,325,1.48,61,49,325,975,0.28,52,168,-1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
634,Sergio Kalaj,21,Defender,Lazio,0,0,0,Albania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
635,Sergio Pellissier,42,Forward,Chievo,954,474,480,Italy,19,8,11,4,3,1,1,0,1,1,1,5,2,3,13,6,7,1,0,0.47,0.09,0.38,0.57,0.19,239,1.23,73,50,954,954,0.09,39,172,-1,2,0.2,0.1,0.5,0,0.3,0.1,0.1,0,4,1,1.4,0.6,0.3,1.3,0.7,0.9,1.4,1,0.6,9.7,74.6,0.1,0.3,0
636,Silvio Proto,37,Goalkeeper,Lazio,180,0,180,Belgium,2,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,0,0,0,0,0,0,1.5,60,90,180,0,0.5,-1,-1,-1,24,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0.5,0,0,0,0,0,29.5,67.8,0,9.5,0
637,Šime Vrsaljko,29,Defender,Inter Milan,726,252,474,Croatia,10,3,7,0,0,0,2,0,2,0,0,5,2,3,5,2,3,2,0,0.25,0.25,0,0,0,0,0.62,145,73,363,363,0.25,415,22,7,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
638,Simone Aresti,35,Goalkeeper,Cagliari,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
