,Player,age,position,Current Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG,Goals,Assists,SpG,KeyP,Drb.1,Fouled,Off,Disp,UnsTch,Assists.1,KeyP.1,AvgP,PS%,Crosses,LongB,ThrB
411,Lucas Tolentino Coelho de Lima,23,Midfielder,AC Milan,851,462,389,Brazil,13,7,6,1,1,0,1,0,1,0,0,5,4,1,6,2,4,6,1,0.21,0.11,0.11,0.19,0,851,0.63,142,65,122,851,0.74,153,142,-1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412,Ludovico D'Orazio,21,Forward,Roma,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413,Luigi Sepe,29,Goalkeeper,Parma,3330,1710,1620,Italy,37,19,18,0,0,0,0,0,0,0,0,10,7,3,55,23,32,1,0,0,0,0,0,0,0,1.49,61,90,3330,0,0.03,330,413,133,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414,Luis Alberto,28,Midfielder,Lazio,2003,931,1072,Spain,27,12,15,4,3,1,5,1,4,1,0,7,2,5,21,12,9,6,1,0.4,0.22,0.18,0.29,0.08,501,0.94,95,74,286,401,0.31,103,39,-1,7,2,0.4,0.9,0,0.3,1.3,0.1,0,4,5,2.5,2.9,0.9,0.9,0.1,1.6,1.8,5,2.9,47.4,82,1.6,2.7,0.1
415,Luis Muriel,30,Forward,Fiorentina,1444,792,652,Colombia,19,10,9,6,4,2,0,0,0,0,0,3,3,0,19,5,14,1,0,0.37,0,0.37,0.45,0.28,241,1.18,76,76,1444,0,0.06,41,279,-1,2,1,0.2,1.1,0,0.1,0.6,0,0,6,0,2.4,1,1.6,0.8,0.2,1.6,2.6,0,1,19.1,62.4,0.3,0.4,0.1
416,Luiz Felipe,29,Goalkeeper,Lazio,1292,559,733,Brazil,17,8,9,1,0,1,1,0,1,0,0,5,2,3,14,9,5,4,0,0.14,0.07,0.07,0,0.12,1292,0.98,92,76,323,1292,0.28,209,198,40,13,1.6,1.6,1.2,0.2,3.2,0.4,0.9,0,1,1,0.5,0.2,0.2,0.7,0.1,0.2,0.5,1,0.2,40,84.3,0.1,2.6,0
417,Luka Krajnc,26,Defender,Frosinone,790,435,355,Slovenia,9,5,4,0,0,0,0,0,0,0,0,3,2,1,18,11,7,3,0,0,0,0,0,0,0,2.05,44,88,263,0,0.34,390,384,177,18,1.1,1.2,0.6,0.7,4.6,0.1,0.3,0,0,0,0.3,0.1,0.3,0.4,0,0,0,0,0.1,41.4,81.2,0.1,2.2,0
418,Lukas Lerager,27,Midfielder,Genoa,1124,623,501,Denmark,14,7,7,1,0,1,0,0,0,0,0,3,2,1,14,8,6,4,0,0.08,0,0.08,0,0.18,1124,1.12,80,80,281,0,0.32,192,284,-1,7,2.4,1.3,1.9,0,0.8,2.1,0.1,0,1,0,1.1,1.3,0.3,1.6,0.1,0.8,0.4,0,1.3,28.2,75.2,0.5,0.9,0
419,Lyanco,24,Defender,Bologna,1212,535,677,Brazil,15,6,9,1,1,0,0,0,0,0,0,5,3,2,19,4,15,4,1,0.07,0,0.07,0.17,0,1212,1.41,64,81,303,0,0.3,206,264,110,11,0.5,2,0.5,0,2.5,0,0.5,0,0,0,0,0,0.5,0.5,0,0,1,0,0,12.5,80,0,0.5,0
420,Lyanco,24,Defender,Bologna,1212,535,677,Brazil,15,6,9,1,1,0,0,0,0,0,0,5,3,2,19,4,15,4,1,0.07,0,0.07,0.17,0,1212,1.41,64,81,303,0,0.3,206,264,110,11,2.2,1.7,0.8,0.3,4.3,0.4,1.2,0,1,0,0.6,0.2,0.7,0.2,0.2,0.4,0.6,0,0.2,40.7,80.3,0,3.4,0
421,Mamadou Coulibaly,22,Midfielder,Udinese,0,0,0,Senegal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
422,Manolo Gabbiadini,29,Forward,Sampdoria,806,355,451,Italy,18,10,8,4,1,3,2,1,1,0,0,6,5,1,13,6,7,5,0,0.67,0.22,0.45,0.25,0.6,202,1.45,62,45,161,403,0.56,23,36,-1,4,0.3,0.2,1,0,0.2,0.4,0.1,0,4,2,1.7,0.8,0.3,0.7,0.2,0.7,1.1,2,0.8,15.1,77.2,0.2,0.3,0
423,Manolo Portanova,20,Midfielder,Juventus,32,0,32,Italy,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,2.81,32,32,32,0,2.81,-1,-1,-1,31,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,11,63.6,0,0,0
424,Manuel Gasparini,18,Goalkeeper,Udinese,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425,Manuel Lazzari,27,Midfielder,SPAL,2842,1497,1345,Italy,33,18,15,0,0,0,8,5,3,0,0,10,6,4,42,19,23,7,0,0.25,0.25,0,0,0,0,1.33,68,86,406,355,0.22,349,25,-1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426,Manuel Locatelli,23,Midfielder,Sassuolo,1849,990,859,Italy,29,14,15,2,2,0,4,2,2,0,0,7,4,3,32,16,16,7,0,0.29,0.19,0.1,0.18,0,925,1.56,58,64,264,462,0.34,163,51,-1,8,1.5,0.9,1.2,0,1,0.6,0.1,0,2,4,1.1,1.4,0.7,1,0,0.9,1.4,4,1.4,40.8,87.3,0.3,1.6,0.1
427,Manuel Pasqual,39,Defender,Empoli,1339,709,630,Italy,22,11,11,1,1,0,2,1,1,1,0,4,2,2,25,16,9,2,0,0.2,0.13,0.07,0.13,0,1339,1.68,54,61,670,670,0.13,211,106,152,15,1.2,0.5,0.6,0.2,1.1,1.3,0,0,1,2,0.4,1,0.1,0.5,0,0.3,0.5,2,1,34,73.1,1.4,2.1,0
428,Manuel Pucciarelli,29,Forward,Chievo,298,91,207,Italy,10,4,6,0,0,0,0,0,0,0,0,2,1,1,9,4,5,1,0,0,0,0,0,0,0,2.72,33,30,298,0,0.3,275,309,-1,11,0.4,0.3,0.7,0,0.2,0.3,0,0,0,0,0.1,0.1,0.3,0.5,0.1,0.9,0.7,0,0.1,9.2,77.2,0,0,0
429,Marcello Gazzola,36,Defender,Parma,914,449,465,Italy,20,10,10,1,1,0,0,0,0,0,0,5,3,2,12,6,6,3,0,0.1,0,0.1,0.2,0,914,1.18,76,46,305,0,0.3,170,310,67,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,Marcello Trotta,28,Forward,Frosinone,399,203,196,Italy,13,7,6,0,0,0,0,0,0,0,0,5,2,3,6,5,1,0,0,0,0,0,0,0,0,1.35,67,31,0,0,0,283,273,-1,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,66.7,0,0,0
431,Marcello Trotta,28,Forward,Frosinone,399,203,196,Italy,13,7,6,0,0,0,0,0,0,0,0,5,2,3,6,5,1,0,0,0,0,0,0,0,0,1.35,67,31,0,0,0,283,273,-1,15,0.6,0.3,0.7,0,0.2,0.2,0.1,0,0,0,0.7,0.3,0.1,0.3,0.3,0.5,1.3,0,0.3,9.1,73.4,0.1,0.7,0
432,Marcelo Brozović,28,Midfielder,Inter Milan,2657,1265,1392,Croatia,32,16,16,2,0,2,1,0,1,0,0,14,8,6,27,9,18,12,1,0.1,0.03,0.07,0,0.13,1329,0.91,98,83,221,2657,0.41,200,248,-1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433,Marco Alia,21,Goalkeeper,Lazio,0,0,0,Albania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
434,Marco Andreolli,34,Defender,Chievo,750,374,376,Italy,11,6,5,0,0,0,0,0,0,0,0,2,1,1,19,12,7,3,0,0,0,0,0,0,0,2.28,39,68,250,0,0.36,359,335,181,21,1.3,0.8,0.9,0.5,4.1,0.5,0.3,0,0,0,0.3,0,0,0.4,0.1,0.1,0.1,0,0,31.1,77.9,0,2.5,0
435,Marco Andreolli,34,Defender,Chievo,750,374,376,Italy,11,6,5,0,0,0,0,0,0,0,0,2,1,1,19,12,7,3,0,0,0,0,0,0,0,2.28,39,68,250,0,0.36,359,335,181,21,0.3,0.3,1.3,0,1.7,0,0.3,0,0,0,0.3,0,0,0,0,0,0,0,0,24,90.3,0,1,0
436,Marco Benassi,26,Midfielder,Fiorentina,2296,1073,1223,Italy,32,15,17,7,3,4,1,0,1,0,0,8,5,3,28,10,18,7,1,0.31,0.04,0.27,0.25,0.29,328,1.1,82,72,287,2296,0.31,57,238,-1,1,0.9,0.3,0.8,0,0.8,0.8,0.1,0,7,1,1.8,1,0.5,0.7,0.1,0.5,1,1,1,24.7,76.9,0.3,0.6,0.1
437,Marco Brescianini,21,Midfielder,AC Milan,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
438,Marco Capuano,29,Defender,Frosinone,2313,1090,1223,Italy,27,13,14,0,0,0,0,0,0,0,0,7,1,6,39,21,18,6,1,0,0,0,0,0,0,1.52,59,86,386,0,0.23,385,392,142,25,2,1.3,0.7,0.3,3.7,0.7,1.1,0,0,0,0.3,0.2,0.1,0.4,0,0.2,0.5,0,0.2,43.1,83.6,0,1.9,0
439,Marco Curto,22,Defender,Empoli,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,Marco D'Alessandro,30,Midfielder,Udinese,1494,704,790,Italy,24,12,12,0,0,0,2,1,1,0,0,6,5,1,20,9,11,3,0,0.12,0.12,0,0,0,0,1.2,75,62,498,747,0.18,400,126,-1,21,2.3,0.4,0.9,0,1.2,0.8,0.1,0,0,2,0.5,0.9,1.3,1.2,0.1,0.7,1.3,2,0.9,20.6,73.9,0.5,0.5,0
441,Marco Parolo,36,Midfielder,Lazio,2561,1398,1163,Italy,34,17,17,4,2,2,3,2,1,0,0,9,4,5,33,21,12,7,0,0.25,0.11,0.14,0.13,0.15,640,1.16,78,75,366,854,0.25,134,134,-1,6,2,0.8,1.3,0,1.4,1.1,0.3,0,4,3,1.8,0.9,0.1,0.4,0.1,0.6,1,3,0.9,30.2,78.1,0.3,1.2,0
442,Marco Sau,33,Forward,Sampdoria,603,195,408,Italy,19,9,10,1,1,0,0,0,0,0,0,4,2,2,8,2,6,4,0,0.15,0,0.15,0.46,0,603,1.19,75,32,151,0,0.6,125,333,-1,11,0,0,0.2,0,0,0,0,0,0,0,0,0,0.2,0.6,0,0.6,0.6,0,0,4.6,100,0,0,0
443,Marco Sau,33,Forward,Sampdoria,603,195,408,Italy,19,9,10,1,1,0,0,0,0,0,0,4,2,2,8,2,6,4,0,0.15,0,0.15,0.46,0,603,1.19,75,32,151,0,0.6,125,333,-1,11,0.3,0.1,0.6,0,0.3,0.3,0,0,1,0,0.6,0.5,0.4,0.5,0.3,0.9,1.5,0,0.5,10.1,89.4,0,0.1,0
444,Marco Spina,21,Midfielder,SPAL,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445,Marco Sportiello,28,Goalkeeper,Frosinone,3150,1530,1620,Italy,35,17,18,0,0,0,0,0,0,0,0,8,2,6,60,32,28,5,0,0,0,0,0,0,0,1.71,53,90,630,0,0.14,429,381,155,28,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,28.6,62.1,0,5.9,0
446,Marco Tumminello,22,Forward,Atalanta,7,7,0,Italy,2,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,7,0,12.86,-1,-1,-1,18,0,0,1,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,1,0,0,2.5,40,0,0,0
447,Marek Hamšík,33,Midfielder,Napoli,922,472,450,Slovakia,13,6,7,0,0,0,0,0,0,0,0,5,4,1,9,3,6,1,0,0,0,0,0,0,0,0.88,102,71,922,0,0.1,428,365,-1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
448,Mario Mandžukić,34,Forward,Juventus,2020,1044,976,Croatia,25,13,12,9,7,2,6,3,3,0,0,13,6,7,11,6,5,4,0,0.67,0.27,0.4,0.6,0.18,224,0.49,184,81,505,337,0.18,35,18,-1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
449,Mario Pašalić,26,Midfielder,Atalanta,1615,685,930,Croatia,33,16,17,5,3,2,3,0,3,0,0,8,5,3,20,6,14,1,0,0.45,0.17,0.28,0.39,0.19,323,1.11,81,49,1615,538,0.06,53,68,-1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,Mário Rui Silva Duarte,29,Defender,Napoli,1419,575,844,Portugal,20,9,11,1,0,1,1,0,1,0,0,6,4,2,17,5,12,6,1,0.13,0.06,0.06,0,0.11,1419,1.08,83,71,237,1419,0.38,217,207,49,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
451,Mariusz Stępiński,25,Forward,Chievo,2477,1246,1231,Poland,35,18,17,6,2,4,2,1,1,0,0,6,4,2,53,24,29,5,0,0.29,0.07,0.22,0.14,0.29,413,1.93,47,71,495,1239,0.18,76,201,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
452,Marko Janković,25,Midfielder,SPAL,50,30,20,Montenegro,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13,50,0,1.8,-1,-1,-1,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
453,Marko Pajač,27,Midfielder,Empoli,839,364,475,Croatia,13,5,8,2,1,1,2,2,0,0,0,1,1,0,10,2,8,5,0,0.43,0.21,0.21,0.25,0.19,420,1.07,84,65,168,420,0.54,85,42,-1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
454,Marko Pjaca,25,Midfielder,Fiorentina,746,403,343,Croatia,19,9,10,1,1,0,1,1,0,0,0,5,3,2,9,6,3,1,0,0.24,0.12,0.12,0.22,0,746,1.09,83,39,746,746,0.12,151,125,-1,11,0.5,0.4,0.5,0,0.3,0.2,0,0,1,1,1,0.8,0.6,0.8,0,0.7,1.2,1,0.8,11,76.1,0,0.3,0
455,Marko Rog,25,Midfielder,Napoli,331,242,89,Croatia,9,5,4,1,0,1,0,0,0,0,0,5,4,1,3,1,2,3,0,0.27,0,0.27,0,1.01,331,0.82,110,37,110,0,0.82,58,367,-1,15,1.3,0.6,1.3,0.1,0.1,0.7,0.2,0,1,0,0.7,0,0.9,1,0,0.4,0.9,0,0,20.4,90.8,0,0.3,0
456,Marlon Santos,25,Defender,Sassuolo,1511,655,856,Brazil,18,8,10,1,1,0,0,0,0,0,0,5,1,4,22,11,11,5,1,0.06,0,0.06,0.14,0,1511,1.31,69,84,302,0,0.3,224,286,87,17,1.6,1.4,1.1,1.2,2,0.3,0.7,0,1,0,0.3,0.2,0.2,0.4,0,0.1,0.4,0,0.2,57.7,93.6,0.1,3.3,0.1
457,Marten de Roon,30,Midfielder,Atalanta,2977,1620,1357,Netherlands,35,18,17,2,1,1,3,3,0,1,0,9,6,3,34,17,17,8,0,0.15,0.09,0.06,0.06,0.07,1489,1.03,88,85,372,992,0.24,218,163,-1,10,2.9,1.5,1.8,0.1,1.3,1.7,0.3,0,2,3,0.8,0.9,0.2,0.4,0,0.3,0.6,3,0.9,62.5,87.5,0.2,3.5,0
458,Martín Cáceres,34,Defender,Juventus,933,386,547,Uruguay,13,6,7,0,0,0,0,0,0,0,0,5,2,3,13,6,7,1,0,0,0,0,0,0,0,1.25,72,72,933,0,0.1,398,359,78,26,1,0,0.3,0,2.3,0.5,0,0,0,0,0.8,0,0,0.8,0,0,0.5,0,0,35.5,88,0,2.8,0
459,Martín Cáceres,34,Defender,Juventus,933,386,547,Uruguay,13,6,7,0,0,0,0,0,0,0,0,5,2,3,13,6,7,1,0,0,0,0,0,0,0,1.25,72,72,933,0,0.1,398,359,78,26,0.8,0.4,0.7,0.2,1.3,0,0.3,0,0,0,0.4,0.1,0,0,0,0,0.7,0,0.1,50.3,92.5,0,1.6,0
460,Martin Graiciar,22,Forward,Fiorentina,0,0,0,Czech Republic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
461,Marvin Zeegelaar,30,Defender,Udinese,955,492,463,Netherlands,12,6,6,0,0,0,0,0,0,0,0,3,3,0,19,5,14,7,1,0,0,0,0,0,0,1.79,50,80,136,0,0.66,289,277,164,13,2.5,1.4,1.4,0.1,2.7,0.7,0.2,0,0,0,0.1,0.4,1.3,0.5,0.1,0.5,1,0,0.4,24.3,86.3,0.2,0.8,0
462,Massimo Gobbi,40,Defender,Parma,1183,499,684,Italy,16,7,9,0,0,0,1,0,1,0,0,4,3,1,23,9,14,3,0,0.08,0.08,0,0,0,0,1.75,51,74,394,1183,0.23,331,174,159,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
463,Mateo Musacchio,30,Defender,AC Milan,2610,1260,1350,Argentina,29,14,15,1,1,0,0,0,0,0,0,9,6,3,27,11,16,2,0,0.03,0,0.03,0.07,0,2610,0.93,97,90,1305,0,0.07,257,395,35,13,1.4,1,0.9,0.5,3.8,0.3,0.7,0,1,0,0.4,0.3,0.1,0.6,0.1,0.2,0.2,0,0.3,60,90,0,2.8,0
464,Matheus Pereira da Silva,23,Midfielder,Juventus,91,12,79,Brazil,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,-1,-1,-1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
465,Matias Ezequiel Schelotto,31,Defender,Chievo,143,108,35,Italy,4,2,2,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0.63,143,36,0,0,0,-1,-1,-1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
466,Matías Silvestre,36,Defender,Empoli,3060,1620,1440,Argentina,34,18,16,2,1,1,0,0,0,0,0,4,3,1,57,25,32,6,0,0.06,0,0.06,0.06,0.06,1530,1.68,54,90,510,0,0.18,214,313,153,6,0.9,0.6,0.6,0.9,4.7,0.3,0.7,1,2,0,0.3,0.2,0,0.6,0,0.1,0.1,0,0.2,44,84.4,0,4.6,0
467,Matías Vecino,29,Midfielder,Inter Milan,2017,969,1048,Uruguay,30,14,16,3,0,3,1,1,0,0,0,11,6,5,22,8,14,8,0,0.18,0.04,0.13,0,0.26,672,0.98,92,67,252,2017,0.36,139,231,-1,8,1.7,0.6,1.4,0,0.7,0.9,0.3,0,3,1,1.5,0.7,0.5,1,0.1,0.5,0.9,1,0.7,36.8,82.4,0.1,1.1,0
468,Matteo Brighi,40,Midfielder,Empoli,223,121,102,Italy,10,6,4,1,1,0,0,0,0,0,0,1,1,0,4,2,2,1,0,0.4,0,0.4,0.74,0,223,1.61,56,22,223,0,0.4,-1,-1,-1,14,1.1,0.3,0.6,0,0.3,0.7,0,0,1,0,0.1,0.2,0,0.9,0,0.4,0.5,0,0.2,9.2,80.4,0,0.1,0
469,Matteo Pessina,24,Midfielder,Atalanta,225,48,177,Italy,12,6,6,0,0,0,1,0,1,0,0,3,1,2,6,2,4,0,0,0.4,0.4,0,0,0,0,2.4,38,19,0,225,0,-1,-1,-1,23,0.3,0,0.3,0.1,0.3,0.1,0.1,0,0,1,0.3,0.2,0,0.5,0,0.1,0.3,1,0.2,15.9,86.4,0.2,0.4,0
470,Matteo Politano,27,Forward,Inter Milan,2572,1348,1224,Italy,36,18,18,5,4,1,6,4,2,0,0,16,10,6,20,7,13,5,1,0.38,0.21,0.17,0.27,0.07,514,0.7,129,71,429,429,0.21,108,41,-1,6,0.5,0.4,0.4,0,0.2,0.6,0,0,5,6,2.2,1.8,1.3,1.2,0.1,0.9,1.4,6,1.8,33.8,80.1,1.6,1.6,0
471,Matteo Scozzarella,32,Midfielder,Parma,1467,776,691,Italy,22,11,11,0,0,0,3,1,2,0,0,6,4,2,26,11,15,8,0,0.18,0.18,0,0,0,0,1.6,56,67,183,489,0.49,282,54,-1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
472,Matteo Soncin,20,Goalkeeper,AC Milan,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473,Mattia Bani,27,Defender,Chievo,2612,1273,1339,Italy,30,15,15,0,0,0,0,0,0,0,0,6,4,2,44,18,26,9,1,0,0,0,0,0,0,1.52,59,87,290,0,0.31,293,345,141,32,2.2,1.9,1,0.4,5.4,0.4,1.1,1,0,0,0.4,0.1,0,1.1,0.1,0.2,0.5,0,0.1,41.2,81,0,3.8,0
474,Mattia Caldara,26,Defender,AC Milan,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
475,Mattia De Sciglio,28,Defender,Juventus,1742,728,1014,Italy,22,10,12,0,0,0,1,1,0,0,0,10,5,5,11,3,8,2,0,0.05,0.05,0,0,0,0,0.57,158,79,871,1742,0.1,317,221,5,25,1.8,1.2,0.7,0,2,0.5,0.3,0,0,1,0.3,0.6,0.4,0.6,0.1,0.5,0.6,1,0.6,45.9,82.8,0.5,3,0
476,Mattia Del Favero,22,Goalkeeper,Juventus,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477,Mattia Destro,30,Forward,Bologna,487,210,277,Italy,17,10,7,4,2,2,1,0,1,0,0,5,2,3,12,6,6,3,0,0.92,0.18,0.74,0.86,0.65,122,2.22,41,29,162,487,0.55,2,61,-1,5,0.2,0,0.8,0,0.4,0,0,0,4,1,0.7,0.2,0.1,0.6,0,0.5,0.9,1,0.2,4.4,54.7,0,0.2,0
478,Mattia Perin,28,Goalkeeper,Juventus,810,450,360,Italy,9,5,4,0,0,0,0,0,0,0,0,5,3,2,7,3,4,1,0,0,0,0,0,0,0,0.78,116,90,810,0,0.11,265,343,20,27,0,0,0,0,0.6,0,0,0,0,0,0,0,0.1,0.2,0,0,0,0,0,21.1,75.3,0,5.2,0
479,Mattia Sprocati,28,Midfielder,Parma,638,312,326,Italy,16,8,8,1,0,1,0,0,0,0,0,4,3,1,9,2,7,0,0,0.14,0,0.14,0,0.28,638,1.27,71,40,0,0,0,129,418,-1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480,Mattia Valoti,27,Midfielder,SPAL,1227,634,593,Italy,24,11,13,2,0,2,0,0,0,0,0,5,3,2,22,14,8,6,0,0.15,0,0.15,0,0.3,614,1.61,56,51,205,0,0.44,118,410,-1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
481,Mattia Vitale,23,Midfielder,SPAL,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
482,Mattias Svanberg,22,Midfielder,Bologna,1173,518,655,Sweden,23,11,12,0,0,0,3,2,1,0,0,5,4,1,24,8,16,2,0,0.23,0.23,0,0,0,0,1.84,49,51,587,391,0.15,371,30,-1,21,1,0.5,1.2,0,0.5,0.6,0.3,0,0,3,1,0.7,0.4,1.4,0,0.7,1,3,0.7,13.5,77.2,0.3,0.7,0
483,Mauricio Lemos,25,Defender,Sassuolo,182,136,46,Uruguay,3,2,1,0,0,0,0,0,0,0,0,0,0,0,7,5,2,0,0,0,0,0,0,0,0,3.46,26,61,0,0,0,-1,-1,-1,25,0.7,1,0.7,0,3,0.3,0.3,0,0,0,0,0,0,0.3,0,0.7,1,0,0,21,92.1,0,1,0
484,Mauro Antonio Burruchaga,22,Midfielder,Chievo,57,0,57,Argentina,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,-1,-1,-1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
485,Mauro Icardi,28,Forward,Inter Milan,2268,1045,1223,Argentina,29,14,15,11,3,8,4,2,2,5,1,13,7,6,19,6,13,0,0,0.6,0.16,0.44,0.26,0.59,206,0.75,119,78,0,567,0,24,76,-1,1,0.3,0.1,0.7,0,0.7,0.2,0,0,11,4,2.5,1.2,0.3,0.6,0.7,0.7,1.5,4,1.2,14.1,71.1,0.2,0.4,0
486,Mauro Zitelli,21,Defender,Lazio,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
