,Player,age,position,Current Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG,Goals,Assists,SpG,KeyP,Drb.1,Fouled,Off,Disp,UnsTch,Assists.1,KeyP.1,AvgP,PS%,Crosses,LongB,ThrB
636,Younousse Sankhare,31,Midfielder,Bordeaux,1480,567,913,Senegal,22,10,12,1,0,1,3,2,1,0,0,5,2,3,19,8,11,6,0,0.24,0.18,0.06,0,0.1,1480,1.16,78,67,247,493,0.36,194,59,-1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
637,Youri Tielemans,23,Midfielder,Monaco,1685,851,834,Belgium,20,10,10,5,2,3,1,1,0,1,0,3,1,2,27,17,10,5,0,0.32,0.05,0.27,0.21,0.32,337,1.44,62,84,337,1685,0.27,59,199,-1,2,2.3,0.9,1.1,0.1,1,1.2,0.2,0,5,1,1.8,1,0.9,1.6,0,0.9,1.4,1,1,45.5,79.9,0.5,2.8,0.1
638,Youssef Aït Bennasser,24,Midfielder,Saint-Étienne,2011,1086,925,Morocco,26,14,12,0,0,0,2,1,1,0,0,7,2,5,25,17,8,2,0,0.09,0.09,0,0,0,0,1.12,80,77,1006,1006,0.09,249,142,-1,18,2.5,1.2,0.8,0,1.3,1.2,0.4,0,0,2,0.6,0.9,0.9,0.8,0,0.5,0.8,2,0.9,56.2,86.3,0,4,0.2
639,Youssef Aït Bennasser,24,Midfielder,Saint-Étienne,2011,1086,925,Morocco,26,14,12,0,0,0,2,1,1,0,0,7,2,5,25,17,8,2,0,0.09,0.09,0,0,0,0,1.12,80,77,1006,1006,0.09,249,142,-1,18,1.9,1.5,0.8,0.1,0.3,1.2,0.2,0,0,0,0.5,0.5,0.8,0.8,0,0.5,0.5,0,0.5,49.5,87.6,0.2,4.1,0.1
640,Youssouf Fofana,22,Midfielder,Strasbourg,908,594,314,France,17,9,8,2,0,2,1,0,1,0,0,5,3,2,12,8,4,0,0,0.3,0.1,0.2,0,0.57,454,1.19,76,53,0,908,0,92,127,-1,10,1.6,0.6,1,0,0.4,1.1,0,0,2,1,0.7,0.4,0.9,0.5,0,0.5,1.7,1,0.4,19.9,77.9,0.1,0.8,0
641,Youssouf Koné,25,Defender,Lille,1710,804,906,Mali,20,9,11,0,0,0,1,1,0,0,0,9,6,3,10,2,8,3,0,0.05,0.05,0,0,0,0,0.53,171,86,570,1710,0.16,263,203,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
642,Youssouf Sabaly,28,Defender,Bordeaux,1910,802,1108,France,23,10,13,0,0,0,1,0,1,0,0,7,3,4,21,9,12,3,0,0.05,0.05,0,0,0,0,0.99,91,83,637,1910,0.14,270,201,36,17,2,1.1,1.4,0.3,1.5,0.9,0.1,0,0,1,0.5,0.8,0.9,1.3,0.1,1.3,1.7,1,0.8,43.2,81.6,0.5,0.9,0
643,Yunis Abdelhamid,33,Defender,Reims,3420,1710,1710,Morocco,38,19,19,0,0,0,0,0,0,0,0,14,6,8,40,17,23,2,0,0,0,0,0,0,0,1.05,86,90,1710,0,0.05,400,355,52,24,1.6,1.7,0.9,0.3,4.8,0.3,0.6,1,0,0,0.5,0.1,0.6,0.5,0,0.2,0.4,0,0.1,42.2,82.9,0,2.8,0
644,Zacharie Boucher,29,Goalkeeper,Angers SCO,180,90,90,France,2,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0.5,180,90,0,0,0,-1,-1,-1,16,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5,51.1,0,5,0
645,Zaydou Youssouf,21,Midfielder,Bordeaux,425,98,327,France,11,6,5,0,0,0,0,0,0,0,0,4,2,2,6,2,4,1,0,0,0,0,0,0,0,1.27,71,39,425,0,0.21,371,377,-1,24,0.6,0.5,0.9,0,0,0.4,0.1,0,0,0,0.5,0.3,0.6,1.2,0.1,1.2,1.1,0,0.3,15.9,77.1,0.1,0.7,0
