,Player,Goals,Assists,SpG,KeyP,Drb,Fouled,Off,Disp,UnsTch,Rating
43,Jeison Murillo,1,0.0,0.5,0.1,0.2,1.1,0.2,0.1,0.4,6.97
44,Antoine Griezmann,9,4,1.6,0.9,0.6,0.6,0.5,0.6,1.2,6.97
45,Felipe,1,0.0,0.8,0.2,0.2,0.6,0.0,0.1,0.4,6.97
46,Víctor García,1,0.0,1,1.5,1.5,0.0,0.0,0.0,0.0,6.97
47,Fernando,2,3,0.4,0.3,0.4,0.6,0.1,0.2,0.7,6.96
48,Adrián Embarba,2,4,2.2,1.3,1.6,1.5,0.1,1.4,2.5,6.96
49,Sergio Escudero,1,0.0,0.7,0.5,0.3,0.7,0.0,0.5,1,6.95
50,Yangel Herrera,2,3,1.1,0.6,0.6,1.9,0.1,1.2,1,6.95
51,Munir El Haddadi,5,2,2.1,0.8,0.9,2.1,0.4,1.4,1.6,6.95
52,Joan Jordán,2,2,0.9,1.1,1.2,1.1,0.1,0.6,1.1,6.94
53,Yuri Berchiche,2,1,1.1,0.9,1.3,1.5,0.1,0.7,1.6,6.94
54,Oier Olazábal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.93
55,Rafinha,0.0,0.0,2,1.7,1.3,4,0.0,1.7,2,6.93
56,Ante Budimir,13,2,1.6,0.4,0.6,1.7,0.5,1,2.5,6.92
57,James Rodríguez,1,1,1.1,1.8,0.1,1,0.3,0.4,1,6.91
58,Fabián Orellana,8,7,1.4,1.7,2.4,1.9,0.3,3.2,2.6,6.91
59,Pervis Estupiñán,1,5,0.5,1.2,1.6,1.1,0.1,0.9,1.7,6.91
60,Diego Carlos,2,0.0,0.6,0.3,0.2,0.3,0.1,0.1,0.2,6.9
61,Darwin Machís,7,5,2.0,1.1,1.5,1.2,0.3,0.8,1.7,6.9
62,Íñigo Martínez,1,1,0.8,0.3,0.2,1.1,0.1,0.1,0.5,6.9
63,Marc Bartra,3,1,0.8,0.2,0.5,0.9,0.0,0.3,0.6,6.9
64,Clément Lenglet,2,1,0.4,0.2,0.2,0.9,0.1,0.2,0.1,6.9
65,Rubén García,8,2,1.9,1.6,1.0,0.9,0.2,1.1,2.5,6.9
66,Raúl de Tomás,4,0.0,2.5,0.4,2.1,1.7,0.5,1.6,3.1,6.89
67,Cote,1,1,0.9,1.0,1.0,0.5,0.0,0.4,1.1,6.89
68,Ángel Montoro,2,5,0.9,1.4,0.4,1.2,0.1,0.4,0.7,6.89
69,Joaquín,8,3,1.0,1.8,1.6,0.8,0.2,0.8,0.9,6.89
70,José Antonio Caro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.89
71,Álvaro Morata,12,2,2,0.7,0.6,1.7,1.1,1.4,2.2,6.88
72,Jesús Navas,0.0,7,0.3,1.6,1,0.7,0.1,0.4,0.8,6.88
73,Moussa Wague,0.0,0.0,0.0,0.0,3,0.0,0.0,1,0.0,6.88
74,Sergio Canales,6,6,1.4,2.2,1.4,1.3,0.1,1.4,1,6.88
75,Ander Capa,3,4,0.5,0.7,1.6,0.4,0.2,0.6,1.1,6.88
76,Jordi Alba,2,5,0.3,1.1,0.4,0.7,0.2,0.2,0.6,6.87
77,Jules Koundé,1,1,0.8,0.1,0.6,0.4,0.0,0.2,0.6,6.87
78,Rubén Rochina,4,4,2.1,1,1.8,1.7,0.1,1.4,1.8,6.86
79,Cucho Hernández,5,1,2,0.8,1.4,1.7,0.2,1.5,2.3,6.86
80,Víctor Díaz,1,5,0.4,0.8,0.3,0.3,0.0,0.1,0.4,6.86
81,Luuk de Jong,6,1,1.6,0.7,0.2,1.1,0.4,0.6,1.3,6.86
82,Denis Suárez,1,5,0.7,1.6,2.3,1.2,0.0,1.7,1.5,6.86
83,Yoel Rodríguez,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.86
84,Sergi Roberto,1,2,0.2,0.8,0.6,1.3,0.1,0.7,0.9,6.85
85,Rubén Alcaraz,2,2,1.2,0.6,0.9,2.1,0.0,0.6,0.9,6.85
86,Eder Militão,0.0,0.0,0.1,0.1,0.1,1,0.1,0.4,0.5,6.85
87,Frenkie de Jong,2,2,0.1,0.9,1.6,1.1,0.0,1,1,6.85
88,Thibaut Courtois,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,6.84
89,Damián Suárez,1,4,0.7,1.1,0.8,1.5,0.0,0.2,1,6.84
90,Carlos Fernández,10,3,1.4,0.6,0.9,1.3,0.2,1,2.1,6.84
91,Arthur,3,3,0.4,0.6,1.5,2.1,0.0,0.9,1.1,6.84
92,Sime Vrsaljko,0.0,1,0.0,0.6,0.0,0.6,0.0,0.2,0.8,6.84
93,Joaquín Fernández,2,0.0,0.5,0.2,0.4,0.4,0.3,0.3,0.3,6.84
94,Roberto Torres,7,8,2.2,1.2,0.6,0.9,0.0,0.6,1.4,6.83
95,Arturo Vidal,8,2,0.8,0.7,0.2,0.7,0.2,0.5,0.7,6.83
96,Sergio Asenjo,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,6.83
97,Jason,1,4,1.4,1.3,1.2,1.6,0.1,0.9,2,6.83
98,Raúl García,0.0,0.0,0.0,1,1,1.0,0.0,0.8,0.5,6.83
99,Marc Cucurella,1,5,0.8,1.4,0.6,1.7,0.2,0.9,2.1,6.82
100,Pedro Bigas,3,0.0,0.3,0.1,0.0,0.8,0.1,0.0,0.3,6.82
101,Kévin Rodrigues,1,2,0.9,1.3,1.4,1.1,0.1,1.1,2,6.82
102,Emerson Royal,3,6,0.8,0.9,0.4,2.9,0.0,0.8,1.4,6.82
103,Gareth Bale,2,2,2.1,0.8,1.1,0.6,0.3,0.7,1.5,6.82
104,Okay Yokuslu,0.0,2,0.5,0.4,0.8,0.7,0.0,1.2,0.9,6.82
105,Roberto Jiménez,0.0,0.0,0.1,0.0,0.0,0.2,0.0,0.0,0.0,6.82
106,José Giménez,0.0,0.0,0.5,0.0,0.1,0.7,0.1,0.1,0.2,6.82
107,Joseba Zaldua,0.0,2,0.2,0.6,0.6,2.0,0.0,0.3,0.6,6.81
108,Riqui Puig,0.0,2,0.7,0.9,1.1,1.0,0.0,0.7,0.7,6.81
109,Youssef En-Nesyri,4,2,2.2,0.5,0.9,1.1,0.9,0.8,2.2,6.81
110,Óscar Rodríguez,9,2,2.1,1.0,1.4,1.3,0.0,0.6,1.9,6.81
111,Maxime Gonalons,0.0,0.0,0.3,0.4,0.7,1.3,0.0,0.4,0.8,6.81
112,Iker Muniain,5,2,0.9,1.2,1.8,1.8,0.1,1.5,1.6,6.8
113,Rúben Vezo,1,0.0,0.4,0.1,0.2,0.9,0.0,0.1,0.3,6.8
114,Unai López,1,4,1.1,1.3,0.5,0.7,0.0,0.8,0.7,6.8
115,Nélson Semedo,1,2,0.3,0.4,1.5,0.9,0.1,0.8,1.1,6.79
116,Aridane Hernández,3,0.0,0.4,0.1,0.1,0.4,0.0,0.1,0.5,6.79
117,Jaume Doménech,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,6.79
118,Andrés Fernández,0.0,1,0.0,0.3,0.0,0.3,0.0,0.0,0.3,6.79
119,Marco Asensio,3,1,0.9,0.9,0.6,0.4,0.1,0.6,0.4,6.79
120,Mathías Olivera,0.0,1,0.3,0.4,1,0.7,0.1,0.5,1.2,6.79
121,Mohammed Salisu,1,1,0.2,0.1,0.3,0.4,0.0,0.2,0.4,6.79
122,Manu Sánchez,0.0,0.0,0.0,0.8,0.4,0.6,0.4,0.8,0.2,6.77
123,Enis Bardhi,7,2,1.9,1.1,1.2,1.5,0.1,0.9,1.6,6.77
124,Vicente Iborra,1,2,0.6,0.3,0.2,1.4,0.0,0.3,0.6,6.77
125,Jaime Mata,11,3,1.7,0.9,0.4,1.6,1.1,1.4,3.1,6.77
126,Aarón Escandell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.77
127,Dani Rodríguez,5,2,1.4,1.1,1.3,2,0.2,1.4,1.9,6.77
128,Sidnei,1,0.0,0.4,0.1,0.4,0.3,0.0,0.1,0.4,6.76
129,Antonio Puertas,7,3,1.2,0.5,1.3,1,0.1,1.5,1.9,6.76
130,Renan Lodi,1,2,0.6,0.6,0.5,1.4,0.3,0.7,1.2,6.76
131,Néstor Araújo,1,2,0.4,0.1,0.0,0.3,0.0,0.1,0.3,6.76
132,Rodrigo,4,7,1.5,1.0,0.8,1.0,0.3,0.9,1.6,6.76
133,Stefan Savic,0.0,0.0,0.1,0.1,0.1,0.5,0.0,0.0,0.2,6.76
134,Rubén Peña,2,2,0.2,0.7,1,0.8,0.0,0.7,1.3,6.76
135,Héctor Herrera,0.0,2,0.7,1.0,0.7,0.6,0.1,0.7,0.8,6.75
136,Geoffrey Kondogbia,1,1,0.7,0.2,0.8,1.1,0.1,0.5,1.0,6.75
137,David García,0.0,0.0,0.6,0.2,0.0,0.4,0.0,0.1,0.3,6.75
138,Takefusa Kubo,4,4,1.6,1.0,1.8,1.8,0.1,1.3,2.2,6.75
139,Raúl Albiol,1,0.0,0.4,0.1,0.1,0.7,0.1,0.1,0.3,6.74
140,Oier Sanjurjo,2,1,0.6,0.5,0.3,1.4,0.1,0.4,0.7,6.74
141,Nacho Vidal,0.0,0.0,0.6,0.7,0.9,1.2,0.0,0.2,1.0,6.74
142,Álvaro Tejero,0.0,0.0,0.3,0.9,0.3,1.0,0.1,0.1,0.9,6.73
143,Mauro Arambarri,1,1,1.3,0.5,0.9,1.8,0.0,1.0,1.3,6.73
144,Ansu Fati,7,1,1.4,0.8,1.0,0.8,0.2,1.0,1.5,6.73
145,Martin Braithwaite,6,2,1.8,0.6,1.5,1.3,0.4,1.1,2.0,6.73
146,Federico Valverde,2,5,0.7,0.6,0.6,0.3,0.0,0.6,0.9,6.73
147,Enric Gallego,3,0.0,1.5,0.6,0.4,0.6,0.7,0.6,2.8,6.73
148,Ferran Torres,4,5,1.0,0.7,1.6,1.1,0.5,0.7,1.9,6.72
149,Enes Ünal,6,2,1.7,0.7,0.7,1.6,0.5,1.6,2.3,6.72
150,Leandro Cabrera,0.0,1,0.1,0.4,0.3,0.4,0.1,0.1,0.5,6.72
151,Nolito,3,0.0,2,0.7,0.7,0.6,0.7,0.5,1.4,6.72
152,Paulo Oliveira,1,0.0,0.5,0.1,0.1,0.6,0.0,0.0,0.1,6.72
153,Jasper Cillessen,0.0,1,0.0,0.0,0.0,0.2,0.0,0.0,0.0,6.72
154,Rodrygo,2,0.0,0.8,0.8,1.4,1.0,0.3,0.4,1.8,6.72
155,Nacho Monreal,2,0.0,0.7,0.4,0.3,0.6,0.1,0.2,0.8,6.71
156,Karl Toko Ekambi,6,2,2.2,0.5,1.1,0.4,0.4,0.7,1.6,6.71
157,Nemanja Maksimovic,2,0.0,1,0.4,0.3,0.3,0.0,0.2,0.7,6.71
158,Germán Sánchez,2,0.0,0.4,0.2,0.0,0.8,0.0,0.0,0.1,6.71
159,Moi Gómez,5,4,1,0.8,0.5,0.7,0.2,0.6,1.3,6.71
160,Leandro Cabrera,2,0.0,0.6,0.1,0.2,0.5,0.1,0.2,0.4,6.71
161,Lucas Pérez,11,5,1.4,1.9,0.7,0.6,0.7,1.5,1.5,6.71
162,Guido Rodríguez,1,0.0,0.9,0.2,0.9,1.4,0.1,0.6,0.7,6.71
163,Gabriel Paulista,1,1,0.2,0.0,0.2,0.8,0.0,0.1,0.4,6.71
164,Samuel Umtiti,0.0,0.0,0.0,0.0,0.6,1.2,0.1,0.1,0.2,6.71
165,Rui Silva,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,6.7
166,Unai García,1,0.0,0.3,0.1,0.4,0.4,0.0,0.0,0.8,6.7
167,Isco,1,2,1,1,1.4,1.3,0.3,0.9,1.3,6.7
168,Hugo Mallo,0.0,1,0.2,0.4,0.2,1.0,0.1,0.3,0.9,6.7
169,Maximiliano Gómez,10,2,1.2,0.5,0.2,1.8,1,0.5,1.3,6.7
170,Unai Bustinza,0.0,1,0.2,0.5,0.2,1.7,0.1,0.2,0.5,6.7
171,Ousmane Dembélé,1,0.0,1.0,1.6,2.8,1.0,0.8,1.0,2.2,6.7
172,Míchel,1,2,0.4,1.0,0.7,0.6,0.1,0.8,1.1,6.7
173,Óliver Torres,3,3,0.6,0.8,0.8,0.7,0.0,1.3,1.0,6.69
174,Aleix Vidal,2,4,0.8,1.5,0.8,1.7,0.1,0.8,1.9,6.69
175,Jonathan Calleri,1,3,1.7,0.7,0.7,1.9,0.3,1.1,2.1,6.69
176,Guido Carrillo,1,2,1.5,0.5,0.2,1.0,0.2,0.6,1.1,6.69
177,Iñaki Williams,6,1,1.3,0.7,1.2,1.2,0.8,1.2,2.6,6.69
178,Gonçalo Guedes,2,2,1.1,0.8,1.9,2.0,0.3,1.0,1.7,6.69
179,Lucas Olaza,1,3,0.5,1.0,0.4,0.7,0.0,0.5,0.7,6.68
180,Dimitrios Siovas,0.0,0.0,0.5,0.1,0.3,0.4,0.1,0.1,0.6,6.68
181,Kenneth Omeruo,1,0.0,0.2,0.2,0.2,0.3,0.0,0.0,0.3,6.68
182,Rodrigo Ely,2,0.0,0.2,0.1,0.1,0.5,0.1,0.2,0.3,6.68
183,Domingos Duarte,3,1,0.4,0.0,0.1,0.6,0.1,0.0,0.1,6.68
184,Nacho,0.0,2,0.4,1.1,0.5,0.5,0.1,0.3,0.8,6.68
185,Salva ,5,3,1,1.7,0.3,0.6,0.0,0.5,0.7,6.67
186,Miguel Ángel Moyá,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.0,6.67
187,Ángel Correa,5,6,1.3,0.8,1.1,1.2,0.3,1.7,2.5,6.67
188,Edu Expósito,4,1,1,0.6,0.6,0.5,0.0,0.6,1,6.67
189,Paco Alcácer,4,1,2,0.7,0.2,0.8,1,0.6,1.2,6.67
190,Pau Torres,2,1,0.3,0.3,0.3,0.3,0.0,0.3,0.4,6.67
191,Óscar Plano,4,2,1.1,0.7,0.5,1.7,0.1,0.7,1.3,6.67
192,Robin Le Normand,1,0.0,0.4,0.2,0.1,0.7,0.0,0.1,0.2,6.67
193,Tomás Pina,1,0.0,0.1,0.3,0.5,1,0.0,0.5,0.6,6.67
194,Juan Pérez,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.67
195,Manu Trigueros,2,4,0.9,1.1,0.6,1.1,0.0,0.6,0.8,6.66
196,Javi López,0.0,0.0,0.2,0.6,1,1.4,0.0,0.5,0.8,6.66
197,Kevin Vázquez,0.0,0.0,0.1,0.4,0.9,1.7,0.1,0.4,0.8,6.66
198,Vinícius Júnior,3,1,1.3,0.8,1.7,0.9,0.3,0.4,1.3,6.66
199,Aritz Elustondo,0.0,1,0.4,0.2,0.1,0.4,0.0,0.2,0.2,6.66
200,Marc-André ter Stegen,0.0,2,0.0,0.1,0.0,0.1,0.0,0.0,0.1,6.66
201,Lucas Vázquez,2,1,0.6,0.9,0.9,0.7,0.1,0.9,1.8,6.66
202,Portu,7,8,1.2,1,0.3,0.7,0.6,0.9,1.6,6.66
203,Manolo Reina,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,6.66
204,Sergio Postigo,1,1,0.2,0.4,0.3,0.5,0.1,0.0,0.3,6.66
205,Nemanja Radoja,1,0.0,0.0,0.2,1.1,0.7,0.1,0.9,0.7,6.65
206,Diego Costa,5,4,1.5,0.7,0.4,0.9,0.8,0.9,1.8,6.65
207,Junior Firpo,1,1,0.2,0.6,0.5,0.9,0.1,0.2,0.6,6.65
208,Mubarak Wakaso,0.0,0.0,0.9,0.3,1.6,1.5,0.0,0.8,1.4,6.65
209,Dimitri Foulquier,1,0.0,0.3,0.4,0.9,1.0,0.0,0.4,1.1,6.65
210,Djené Dakonam,0.0,0.0,0.1,0.2,0.4,0.7,0.0,0.2,0.5,6.64
211,João Félix,6,1,2.4,0.6,0.7,1.4,0.2,0.9,1.5,6.64
212,Zouhair Feddal,1,2,0.5,0.3,0.2,0.5,0.0,0.1,0.5,6.64
213,Aïssa Mandi,0.0,0.0,0.4,0.2,0.2,0.6,0.2,0.2,0.3,6.64
214,Unai Simón,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,6.64
215,Rubén Pérez,1,1,0.8,0.3,0.6,1.6,0.0,0.2,0.7,6.64
216,Mario Gaspar,0.0,2,0.6,0.8,0.2,0.4,0.0,0.2,0.6,6.64
217,José Gayà,0.0,1,0.4,0.5,1.2,1.2,0.1,0.6,0.8,6.64
218,Fran Gámez,0.0,1,0.6,0.6,0.7,0.3,0.1,0.5,1.1,6.63
219,Samuel Chukwueze,3,2,1.3,1.1,1.7,1.4,0.3,0.8,2.1,6.63
220,Suso,1,1,0.8,1.1,1.1,0.5,0.2,0.9,0.6,6.63
221,Alberto Moreno,0.0,0.0,0.5,0.6,0.8,0.4,0.0,0.6,1.5,6.63
222,Quini,0.0,0.0,1,0.7,0.6,0.6,0.0,0.5,0.6,6.63
223,Bernardo Espinosa,3,0.0,0.8,0.2,0.1,0.7,0.1,0.1,0.3,6.63
224,Erick Cabaco,0.0,0.0,0.4,0.2,0.4,0.6,0.0,0.0,0.2,6.63
225,Facundo Roncaglia,1,0.0,0.2,0.3,1.1,0.8,0.0,0.3,0.6,6.63
226,Asier Illarramendi,0.0,0.0,0.3,0.3,0.0,1.0,0.0,0.0,0.7,6.62
227,Toni Lato,1,0.0,0.5,0.5,0.4,0.4,0.0,0.1,0.6,6.62
228,Rubén Blanco,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,6.61
229,Igor Zubeldia,0.0,1,0.4,0.2,0.6,0.7,0.0,0.5,0.6,6.61
230,Toño,0.0,2,0.1,0.9,1.1,1.0,0.3,0.6,1.1,6.61
231,Rober Correa,0.0,0.0,0.4,0.4,0.4,0.8,0.0,0.3,1,6.61
232,Roberto Soldado,7,4,1,0.8,0.3,1.3,0.6,0.5,1.6,6.61
233,Álex Remiro,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,6.61
234,Ximo Navarro,0.0,0.0,0.3,0.1,0.3,1.4,0.0,0.5,1.1,6.61
235,Mario Hermoso,0.0,0.0,0.2,0.1,0.4,0.5,0.1,0.1,0.2,6.61
236,Loren Morón,10,3,1.4,0.5,0.4,1.3,0.7,0.7,1.8,6.61
237,Raúl García,0.0,1,0.7,0.7,0.3,0.6,0.1,0.3,0.8,6.61
238,Borja Mayoral,8,2,1.4,0.7,0.8,0.8,0.4,1.2,1.1,6.61
239,Gonzalo Escalante,0.0,1,0.9,0.4,0.7,1.3,0.1,0.7,0.9,6.6
240,Adnan Januzaj,3,3,1,1,1.5,1.6,0.1,1.3,2.1,6.6
241,Dani García,0.0,1,0.4,0.4,0.3,1.0,0.0,0.5,0.7,6.6
242,Ezequiel Garay,0.0,0.0,0.4,0.2,0.0,0.1,0.0,0.0,0.1,6.6
243,Jan Oblak,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.1,6.6
244,Javi Moyano,0.0,0.0,0.2,0.5,0.7,0.9,0.0,0.5,0.8,6.6
245,Kiko Olivas,2,0.0,0.3,0.1,0.3,0.8,0.1,0.2,0.4,6.6
246,Tomás Vaclik,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,6.6
247,Kike García,5,1,2.2,0.4,0.3,1.1,0.5,1.3,2.4,6.6
248,Roberto Rosales,0.0,1,0.4,1,0.4,0.3,0.1,0.4,0.8,6.6
249,Jorge Miramón,0.0,3,0.3,0.8,0.6,0.7,0.0,0.3,0.7,6.6
250,Alejandro Pozo,1,2,0.4,0.9,0.9,0.9,0.1,0.3,1,6.6
251,Joseph Aidoo,0.0,1,0.3,0.1,0.3,0.5,0.0,0.3,0.4,6.59
252,Marcos Llorente,3,3,0.5,0.6,0.9,0.4,0.1,0.9,1,6.59
253,Roque Mesa,1,3,0.9,1,1.4,1.8,0.0,1.1,1.7,6.59
254,Pedro León,1,2,1.2,1.3,0.6,0.6,0.3,1.0,1.5,6.59
255,Alphonse Areola,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,6.59
256,David López,4,2,0.5,0.4,0.1,0.8,0.0,0.4,0.8,6.59
257,Iddrisu Baba,0.0,0.0,0.4,0.2,1.5,1.6,0.0,1.1,1.1,6.59
258,Sergi Guardiola,8,2,1.6,0.5,1.2,1.9,0.6,1.3,2.5,6.59
259,Vitolo,3,2,0.6,0.5,1.2,1.5,0.3,0.7,1.5,6.58
260,Ibrahim Amadou,0.0,0.0,0.5,0.2,0.4,0.6,0.0,0.3,0.5,6.58
261,Álex Moreno,0.0,4,0.8,0.8,1.5,1.0,0.1,0.9,1.3,6.58
262,Xabier Etxeita,0.0,0.0,0.4,0.1,0.0,0.7,0.0,0.0,0.2,6.58
263,Martín Zubimendi,0.0,0.0,0.4,0.6,0.3,0.7,0.0,0.6,0.3,6.58
264,Carles Pérez,1,2,1.4,0.7,0.8,0.4,0.2,1,1.3,6.58
265,Anaitz Arbilla,1,0.0,0.6,0.3,0.4,0.5,0.0,0.3,0.6,6.58
266,Daniel Wass,1,6,0.5,0.6,0.3,0.9,0.1,0.5,0.9,6.58
267,Carlos Clerc,0.0,2,0.2,0.4,0.8,0.9,0.1,0.2,1.1,6.58
268,Jaume Costa,0.0,1,0.2,0.4,0.6,1.0,0.1,0.3,0.7,6.58
269,Ivan Rakitic,1,3,0.8,0.6,0.3,1.2,0.0,0.5,0.4,6.57
270,Rubén Duarte,0.0,1,0.6,0.4,0.1,1.3,0.0,0.4,0.7,6.57
271,Dídac Vilá,0.0,0.0,0.5,0.6,0.3,0.9,0.1,0.4,1.0,6.57
272,Yannick Carrasco,1,2,1.1,0.7,1.1,0.9,0.1,1.9,1.3,6.57
273,Marc Roca,2,1,0.9,0.8,0.4,0.7,0.0,0.7,1.1,6.57
274,Roberto López,0.0,1,0.0,0.3,0.7,1.0,0.3,0.3,0.3,6.57
275,Francis Coquelin,0.0,0.0,0.3,0.2,0.8,1.1,0.1,1,1.3,6.56
276,Esteban Burgos,1,0.0,0.2,0.1,0.3,0.3,0.0,0.0,0.2,6.56
277,Santi Mina,6,3,1.4,0.6,0.4,1.2,0.3,1.1,1.7,6.55
278,Unai Núñez,0.0,0.0,0.4,0.2,0.4,0.5,0.0,0.1,0.5,6.55
279,Sergio Herrera,0.0,0.0,0.0,0.1,0.2,0.4,0.0,0.0,0.1,6.55
280,Jorge Molina,5,3,0.9,0.7,0.7,1.4,0.5,1,1.7,6.55
281,Toni Villa,0.0,1,0.8,0.5,1.8,1.6,0.1,1.4,1.6,6.54
282,Diego López,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,6.54
283,Iñigo Córdoba,1,4,1.2,0.5,0.5,0.6,0.2,0.7,1.5,6.54
284,Xavi Quintillá,0.0,2,0.2,1,0.2,0.6,0.0,0.1,0.4,6.54
285,Erick Cabaco,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.3,0.8,6.54
286,Thierry Correia,0.0,0.0,0.3,0.5,0.5,2.0,0.0,0.5,0.8,6.54
287,Alfonso Pedraza,1,0.0,0.7,0.5,1,1.0,0.1,0.6,1.2,6.54
288,Ángel Rodríguez,10,3,1.7,0.6,0.6,0.8,0.9,0.9,2.2,6.53
289,Kenedy,1,3,0.7,0.5,0.9,0.5,0.1,1.1,0.9,6.53
290,Álvaro Vadillo,3,1,0.8,1,0.9,0.9,0.4,0.9,1.1,6.53
291,Jean-Clair Todibo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.53
