,Player,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG,Rating
0,Lionel Messi,0.6,0.2,0.6,,,0.5,,,8.71
1,Guillermo Maripán,1.0,2,,1,9,1.0,,,7.54
2,Casemiro,2.7,1.9,2.5,0.1,1.9,1.7,0.3,,7.47
3,Karim Benzema,0.5,0.2,0.6,,0.8,0.4,0.1,,7.44
4,Luis Suárez,0.1,,0.5,,0.4,0.4,,,7.33
5,Mikel Merino,2.2,1.4,2.1,0.1,1.4,1.6,0.2,,7.31
6,Gerard Moreno,0.5,0.3,1,0.1,1.4,1.2,0.1,,7.31
7,Eden Hazard,0.4,0.4,0.8,,,0.8,,,7.3
8,Nabil Fekir,1.3,0.3,2.2,,0.1,0.8,0.1,,7.22
9,Saúl Ñíguez,2.7,1.6,1.8,0.1,1.6,1.4,0.4,,7.22
10,Joselu,0.7,0.4,1.4,0.1,1.3,0.8,0.1,,7.22
11,Lucas Ocampos,1.6,0.7,1.3,,0.7,1.3,0.1,,7.21
12,Raúl García,1.6,0.7,2.2,0.1,1.2,1.7,0.2,,7.21
13,Toni Kroos,1.6,0.7,0.8,,0.4,1.5,,,7.2
14,Daniel Carvajal,2.1,1.2,1.4,0.2,1.1,0.6,0.5,,7.18
15,Santi Cazorla,1.4,0.5,0.8,,0.3,1.1,,,7.17
16,Koke Vegas,,,,,1.5,0.5,,,7.16
17,Chimy Avila,0.9,0.2,2.3,,0.3,0.6,,,7.16
18,Marcelo,1.3,1.2,0.5,0.1,1.2,1.3,0.1,,7.15
19,Nacho,1.8,2,1.5,0.2,2.5,0.7,0.5,,7.14
20,Rafinha,2.4,1.1,1.2,,0.7,1.4,0.1,,7.13
21,Martin Ødegaard,0.9,0.5,0.8,,0.1,0.9,,,7.1
22,Éver Banega,1.3,0.5,0.9,,0.1,1.5,,,7.1
23,Sergio Reguilón,1.8,1.1,1.8,0.4,1.4,1.2,0.2,,7.1
24,Thomas Partey,2.0,1.4,1.4,,1.1,0.9,0.2,,7.08
25,Sébastien Corchia,0.7,1.7,1.3,,1.7,0.7,0.7,,7.08
26,Sergio Ramos,1.3,1.4,1.5,0.4,2.8,0.6,0.3,,7.07
27,Sergio Busquets,2.4,1.3,1.4,,0.6,0.9,0.2,,7.07
28,André-Frank Zambo Anguissa,2.1,1.2,1.2,,0.8,1.4,0.2,,7.06
29,Mikel Oyarzabal,1.0,0.4,0.9,,0.4,0.8,0.1,,7.05
30,Gerard Piqué,0.9,1,0.9,0.7,4.3,0.3,0.7,,7.03
31,Yassine Bounou,,,,,1.0,,,,7.03
32,Koke,2.2,0.9,0.7,0.1,0.7,1.9,0.3,,7.02
33,Daniel Parejo,1.9,0.6,0.7,,0.5,2,0.3,,7.01
34,Luka Modric,1.2,0.7,1,,0.3,0.8,0.1,,7.01
35,Ferland Mendy,1.3,0.9,1,0.2,1.0,0.2,0.2,,7.01
36,Santiago Arias,2.6,1.4,0.6,0.1,1.1,0.6,0.5,,7.0
37,José Campaña,1,1.2,0.8,,1.0,1.1,0.1,,7.0
38,Yeray Álvarez,1.1,1.9,0.6,0.5,4.2,0.4,0.7,,6.99
39,Kieran Trippier,2.1,1,0.8,0.2,1.5,0.8,0.3,,6.99
40,Iago Aspas,0.8,0.6,0.7,,0.1,0.9,,,6.99
41,Raphaël Varane,0.9,1,0.7,0.6,3.7,0.3,0.5,,6.98
42,Aitor Fernández,,0.1,,,1,,,,6.97
43,Jeison Murillo,2.1,1.1,1.1,0.5,4,0.5,0.5,,6.97
44,Antoine Griezmann,0.9,0.3,0.3,,0.5,0.7,0.1,,6.97
45,Felipe,1.1,1.6,1.2,0.2,5,0.4,0.5,,6.97
46,Víctor García,,,,,,0.5,,,6.97
47,Fernando,1.8,2,1.1,0.1,2,0.7,0.4,,6.96
48,Adrián Embarba,2.1,0.9,1.3,,0.4,0.9,0.2,,6.96
49,Sergio Escudero,2.6,1.2,1,0.2,2.9,0.8,0.1,,6.95
50,Yangel Herrera,2.9,1.1,3,,0.8,1.5,0.3,,6.95
51,Munir El Haddadi,0.9,0.3,0.7,,0.4,0.8,,,6.95
52,Joan Jordán,1.9,0.8,1.9,,0.6,1.6,0.1,,6.94
53,Yuri Berchiche,1.5,0.9,1,0.4,1.6,0.6,0.1,,6.94
54,Oier Olazábal,,,,,,,,,6.93
55,Rafinha,1,0.3,1,,,0.3,,,6.93
56,Ante Budimir,0.9,0.2,1.9,,0.8,0.6,0.1,,6.92
57,James Rodríguez,2.1,0.4,0.6,,0.1,0.8,,,6.91
58,Fabián Orellana,1,0.7,0.7,,,1.3,,,6.91
59,Pervis Estupiñán,2.3,1.6,1.2,0.3,1.3,1,0.2,,6.91
60,Diego Carlos,1.0,1.1,1.3,0.7,5.0,0.3,0.7,1,6.9
61,Darwin Machís,0.6,0.9,1.2,,0.1,0.4,0.1,,6.9
62,Íñigo Martínez,1.5,1.2,0.9,0.4,4.1,0.6,0.4,1,6.9
63,Marc Bartra,2.1,1.2,1.1,1.2,4.1,0.9,0.8,,6.9
64,Clément Lenglet,1.6,1.3,1.1,0.6,2.6,0.6,0.5,,6.9
65,Rubén García,1.8,0.4,1.5,,0.6,0.9,0.2,,6.9
66,Raúl de Tomás,0.6,0.7,1.6,,0.3,0.6,0.1,,6.89
67,Cote,1.9,1.2,0.8,0.2,1.9,0.6,0.3,,6.89
68,Ángel Montoro,1.3,0.9,1.4,0.2,0.9,0.7,0.1,,6.89
69,Joaquín,0.4,0.4,0.3,,0.4,0.2,0.1,,6.89
70,José Antonio Caro,0.3,,,,1.7,,,,6.89
71,Álvaro Morata,0.5,0.1,1.6,,0.7,0.4,0.1,,6.88
72,Jesús Navas,0.7,0.8,0.5,0.1,1.6,0.4,0.2,,6.88
73,Moussa Wague,2.0,1,1,1,,,,,6.88
74,Sergio Canales,0.7,0.4,0.8,0.1,0.4,0.6,,,6.88
75,Ander Capa,1.8,0.8,1.3,0.1,1.5,1,0.2,,6.88
76,Jordi Alba,0.7,1.4,0.7,0.2,1,0.8,0.1,,6.87
77,Jules Koundé,0.8,0.8,0.7,0.3,3,0.3,0.4,,6.87
78,Rubén Rochina,1.5,0.4,1,,0.6,1.2,,,6.86
79,Cucho Hernández,0.7,0.5,0.7,,0.6,0.7,,,6.86
80,Víctor Díaz,2.1,1.3,0.6,0.2,2.4,0.8,0.6,,6.86
81,Luuk de Jong,0.6,0.2,0.8,,0.6,0.3,,,6.86
82,Denis Suárez,0.8,0.5,0.8,,0.3,1,,,6.86
83,Yoel Rodríguez,,0.3,0.3,,0.8,,,,6.86
84,Sergi Roberto,1.2,1.1,0.6,,1.1,0.3,0.1,,6.85
85,Rubén Alcaraz,2.3,0.6,1.4,,1.5,1.2,0.6,,6.85
86,Eder Militão,1.7,1.3,1.2,0.8,2.7,0.5,0.4,,6.85
87,Frenkie de Jong,0.9,0.7,0.8,,0.3,0.5,0.2,,6.85
88,Thibaut Courtois,,0.1,,,0.6,0.1,,,6.84
89,Damián Suárez,2,0.9,1.8,0.5,1.1,1.1,0.1,,6.84
90,Carlos Fernández,0.7,0.3,1.8,,0.9,0.9,0.1,,6.84
91,Arthur,0.7,0.2,0.5,,0.2,0.4,,,6.84
92,Sime Vrsaljko,1.2,1.6,1.4,,2.0,0.2,0.6,,6.84
93,Joaquín Fernández,1.5,1.6,1.6,0.2,2.7,1.1,0.5,,6.84
94,Roberto Torres,0.9,0.9,0.5,0.1,1.0,0.8,0.1,,6.83
95,Arturo Vidal,1.9,0.5,1.3,,0.4,1.0,0.2,,6.83
96,Sergio Asenjo,,,0.1,,0.7,0.1,,,6.83
97,Jason,1.5,0.9,1.2,,0.5,0.9,0.2,,6.83
98,Raúl García,1.3,1,0.8,0.3,1.5,0.8,0.3,,6.83
99,Marc Cucurella,2,1,2.1,0.1,0.6,1.4,0.2,,6.82
100,Pedro Bigas,0.8,1.6,0.4,0.9,3.3,0.4,0.4,,6.82
101,Kévin Rodrigues,2.2,1.2,1.6,,0.9,0.8,0.1,,6.82
102,Emerson Royal,2.2,0.9,1.4,0.5,1.4,1.3,0.3,,6.82
103,Gareth Bale,0.6,0.4,1,,0.4,0.7,0.1,,6.82
104,Okay Yokuslu,1.6,1.1,1.8,0.1,2.6,0.8,0.2,,6.82
105,Roberto Jiménez,0.1,,,,0.7,,,,6.82
106,José Giménez,1.0,1.1,0.7,0.1,3.4,0.2,0.3,,6.82
107,Joseba Zaldua,2.1,1.2,1.4,0.4,2.1,0.9,0.2,1,6.81
108,Riqui Puig,1.0,0.5,0.8,,0.1,1.1,,,6.81
109,Youssef En-Nesyri,0.4,0.3,1.2,,1.2,0.8,0.1,,6.81
110,Óscar Rodríguez,0.8,0.5,1.1,,0.4,0.9,,,6.81
111,Maxime Gonalons,3.3,1.1,1.9,0.1,1.1,1.7,0.2,,6.81
112,Iker Muniain,0.8,0.4,0.9,,0.2,0.6,,,6.8
113,Rúben Vezo,1.4,1.4,1,0.9,4.8,0.6,1,,6.8
114,Unai López,1.2,0.7,1.4,,0.4,1.2,0.1,,6.8
115,Nélson Semedo,1.6,0.7,0.7,0.1,0.7,0.5,0.1,,6.79
116,Aridane Hernández,1.2,1.2,0.7,1.1,4.7,0.1,0.5,,6.79
117,Jaume Doménech,,0.1,,,0.5,0.1,,,6.79
118,Andrés Fernández,,,0.3,,1.0,,,,6.79
119,Marco Asensio,0.4,0.1,0.2,,0.4,0.3,,,6.79
120,Mathías Olivera,2.7,1,1.3,0.3,1.6,0.8,0.1,,6.79
121,Mohammed Salisu,1.3,1.1,0.7,0.5,5,0.4,0.8,,6.79
122,Manu Sánchez,2.6,1.4,1.6,0.2,0.2,1.4,,,6.77
123,Enis Bardhi,0.8,0.5,1.5,,0.5,0.9,0.1,,6.77
124,Vicente Iborra,1.8,1.2,1.7,0.1,1.9,1.1,0.5,,6.77
125,Jaime Mata,0.6,0.2,2.5,,0.4,0.5,,,6.77
126,Aarón Escandell,0.3,,,,,,,,6.77
127,Dani Rodríguez,1.6,1,1.7,0.1,0.6,1.2,0.1,,6.77
128,Sidnei,1.6,1.5,0.6,0.8,4,0.4,0.9,,6.76
129,Antonio Puertas,1.0,0.3,1.1,,0.5,1,0.1,,6.76
130,Renan Lodi,2.3,1.2,1.3,0.1,1.4,0.8,0.2,,6.76
131,Néstor Araújo,1.3,1.5,0.8,0.4,4.1,0.4,0.5,,6.76
132,Rodrigo,0.4,0.3,0.7,,0.5,0.8,,,6.76
133,Stefan Savic,1.0,1.1,0.7,0.3,4.0,0.3,0.4,1,6.76
134,Rubén Peña,1.6,1.3,1.5,0.3,1.8,1.3,0.3,1,6.76
135,Héctor Herrera,1.5,0.8,0.9,,0.6,0.9,0.3,1,6.75
136,Geoffrey Kondogbia,2.3,2.1,1.3,,1.2,1.2,0.2,1,6.75
137,David García,0.9,1.5,1.6,0.9,3.7,0.5,0.5,,6.75
138,Takefusa Kubo,1.0,0.7,1.0,,0.2,0.8,,,6.75
139,Raúl Albiol,1.2,1.2,0.8,0.8,4.8,0.3,0.6,,6.74
140,Oier Sanjurjo,2.2,1.2,1.4,0.1,1.3,1.2,0.3,,6.74
