,Player,Assists,KeyP,AvgP,PS%,Crosses,LongB,ThrB,Rating
59,Pervis Estupiñán,5,1.2,35.5,74.6,1.1,1.5,0.0,6.91
60,Diego Carlos,0.0,0.3,54.3,84.2,0.1,4.8,0.0,6.9
61,Darwin Machís,5,1.1,12.1,72.4,0.8,0.4,0.0,6.9
62,Íñigo Martínez,1,0.3,45.8,77.9,0.2,5.8,0.0,6.9
63,Marc Bartra,1,0.2,55.7,85.3,0.0,3.5,0.0,6.9
64,Clément Lenglet,1,0.2,76.4,92.3,0.0,3.8,0.0,6.9
65,Rubén García,2,1.6,29.0,75.4,1.3,1.7,0.0,6.9
66,Raúl de Tomás,0.0,0.4,18.9,78.0,0.1,1.2,0.1,6.89
67,Cote,1,1.0,36.6,70.0,1.4,3.2,0.0,6.89
68,Ángel Montoro,5,1.4,35.7,80.7,1.1,4.1,0.0,6.89
69,Joaquín,3,1.8,30.8,84.1,0.7,1.0,0.0,6.89
70,José Antonio Caro,0.0,0.0,29.7,32.6,0.0,6.3,0.0,6.89
71,Álvaro Morata,2,0.7,14.6,64.4,0.0,0.1,0.1,6.88
72,Jesús Navas,7,1.6,53.5,80.2,1.4,3.4,0.1,6.88
73,Moussa Wague,0.0,0.0,59.0,88.1,0.0,3.0,0.0,6.88
74,Sergio Canales,6,2.2,57.4,88.4,1.3,3.5,0.1,6.88
75,Ander Capa,4,0.7,32.7,75.1,0.5,1.0,0.0,6.88
76,Jordi Alba,5,1.1,70.7,88.6,0.5,2.4,0.1,6.87
77,Jules Koundé,1,0.1,49.9,85.9,0.1,3.0,0.0,6.87
78,Rubén Rochina,4,1,31.4,76.1,0.5,3.3,0.1,6.86
79,Cucho Hernández,1,0.8,19.0,68.2,0.3,0.5,0.0,6.86
80,Víctor Díaz,5,0.8,31.0,67.1,0.7,3.1,0.0,6.86
81,Luuk de Jong,1,0.7,15.1,69.3,0.0,0.4,0.0,6.86
82,Denis Suárez,5,1.6,29.3,80.9,1,0.9,0.0,6.86
83,Yoel Rodríguez,0.0,0.0,21.5,45.3,0.0,8.3,0.0,6.86
84,Sergi Roberto,2,0.8,67.1,91.8,0.3,1.1,0.0,6.85
85,Rubén Alcaraz,2,0.6,38.3,79.4,0.3,4.4,0.0,6.85
86,Eder Militão,0.0,0.1,44.7,87.5,0.1,2.5,0.1,6.85
87,Frenkie de Jong,2,0.9,56.4,91.8,0.0,2.1,0.1,6.85
88,Thibaut Courtois,0.0,0.0,25.9,75.1,0.0,2.9,0.0,6.84
89,Damián Suárez,4,1.1,33.7,64.9,1.1,2.6,0.0,6.84
90,Carlos Fernández,3,0.6,17.8,59.7,0.0,0.5,0.1,6.84
91,Arthur,3,0.6,48.4,91.5,0.1,1.9,0.1,6.84
92,Sime Vrsaljko,1,0.6,25.4,69.3,0.6,0.8,0.2,6.84
93,Joaquín Fernández,0.0,0.2,38.8,78.8,0.0,2.7,0.0,6.84
94,Roberto Torres,8,1.2,26.0,70.5,1,1.6,0.0,6.83
95,Arturo Vidal,2,0.7,37.0,88.4,0.1,1.3,0.0,6.83
96,Sergio Asenjo,0.0,0.0,25.7,67.5,0.0,5.1,0.0,6.83
97,Jason,4,1.3,15.3,63.6,1,0.6,0.0,6.83
98,Raúl García,0.0,1,19.5,65.4,2.5,1.5,0.0,6.83
99,Marc Cucurella,5,1.4,30.4,67.9,0.8,1.1,0.0,6.82
100,Pedro Bigas,0.0,0.1,29.8,67.9,0.1,3.4,0.0,6.82
101,Kévin Rodrigues,2,1.3,21.5,73.2,1.4,0.8,0.0,6.82
102,Emerson Royal,6,0.9,38.3,79.1,0.5,2.0,0.1,6.82
103,Gareth Bale,2,0.8,27.3,79.1,0.6,1.4,0.0,6.82
104,Okay Yokuslu,2,0.4,40.7,81.3,0.0,1.1,0.0,6.82
105,Roberto Jiménez,0.0,0.0,25.2,49.3,0.0,9.8,0.0,6.82
106,José Giménez,0.0,0.0,43.5,85.7,0.0,3.6,0.0,6.82
107,Joseba Zaldua,2,0.6,39.3,77.3,0.7,1.0,0.0,6.81
108,Riqui Puig,2,0.9,38.4,90.5,0.1,1.5,0.2,6.81
109,Youssef En-Nesyri,2,0.5,14.2,57.3,0.1,0.3,0.0,6.81
110,Óscar Rodríguez,2,1.0,23.5,73.7,0.9,1.2,0.0,6.81
111,Maxime Gonalons,0.0,0.4,30.7,81.1,0.0,2.5,0.1,6.81
112,Iker Muniain,2,1.2,32.7,86.6,0.4,1.3,0.0,6.8
113,Rúben Vezo,0.0,0.1,41.3,80.7,0.0,4.1,0.0,6.8
114,Unai López,4,1.3,42.8,87.3,1.2,3.8,0.0,6.8
115,Nélson Semedo,2,0.4,46.3,89.5,0.1,1.6,0.0,6.79
116,Aridane Hernández,0.0,0.1,34.0,76.3,0.0,3.2,0.0,6.79
117,Jaume Doménech,0.0,0.1,26.2,60.3,0.0,7.1,0.0,6.79
118,Andrés Fernández,1,0.3,34.8,75.5,0.0,6.3,0.0,6.79
119,Marco Asensio,1,0.9,16.1,87.6,0.3,1.2,0.0,6.79
120,Mathías Olivera,1,0.4,25.1,53.6,0.4,0.9,0.0,6.79
121,Mohammed Salisu,1,0.1,35.6,80.7,0.0,2.2,0.0,6.79
122,Manu Sánchez,0.0,0.8,26.4,75.8,0.6,0.6,0.0,6.77
123,Enis Bardhi,2,1.1,26.3,76.9,0.4,1.2,0.0,6.77
124,Vicente Iborra,2,0.3,42.1,85.6,0.0,3.4,0.0,6.77
125,Jaime Mata,3,0.9,20.7,66.3,0.4,0.3,0.0,6.77
126,Aarón Escandell,0.0,0.0,34.7,49.0,0.0,8.3,0.0,6.77
127,Dani Rodríguez,2,1.1,29.8,82.8,0.4,1.8,0.0,6.77
128,Sidnei,0.0,0.1,60.4,89.7,0.0,3.8,0.0,6.76
129,Antonio Puertas,3,0.5,18.7,72.0,0.3,0.5,0.0,6.76
130,Renan Lodi,2,0.6,26.8,79.0,0.5,1.3,0.1,6.76
131,Néstor Araújo,2,0.1,45.6,84.9,0.0,2.4,0.0,6.76
132,Rodrigo,7,1.0,22.2,76.7,0.3,1.1,0.1,6.76
133,Stefan Savic,0.0,0.1,48.6,81.4,0.0,3.4,0.0,6.76
134,Rubén Peña,2,0.7,39.2,80.6,0.5,2.3,0.0,6.76
135,Héctor Herrera,2,1.0,35.7,87.7,0.6,1.8,0.0,6.75
136,Geoffrey Kondogbia,1,0.2,41.1,84.1,0.0,3.4,0.0,6.75
137,David García,0.0,0.2,39.2,70.5,0.0,4.0,0.0,6.75
138,Takefusa Kubo,4,1.0,19.4,75.3,0.4,0.2,0.0,6.75
139,Raúl Albiol,0.0,0.1,54.0,84.0,0.0,5.4,0.0,6.74
140,Oier Sanjurjo,1,0.5,33.9,70.5,0.1,1.8,0.0,6.74
141,Nacho Vidal,0.0,0.7,32.0,69.9,0.4,2.6,0.1,6.74
142,Álvaro Tejero,0.0,0.9,29.9,73.2,1.1,2.2,0.0,6.73
143,Mauro Arambarri,1,0.5,25.6,67.9,0.4,2.5,0.0,6.73
144,Ansu Fati,1,0.8,20.9,85.7,0.2,0.2,0.0,6.73
145,Martin Braithwaite,2,0.6,15.0,68.1,0.0,0.3,0.0,6.73
146,Federico Valverde,5,0.6,32.7,88.2,0.1,1.5,0.1,6.73
147,Enric Gallego,0.0,0.6,16.8,54.0,0.1,0.1,0.0,6.73
148,Ferran Torres,5,0.7,19.2,78.4,0.3,0.6,0.0,6.72
149,Enes Ünal,2,0.7,17.5,64.3,0.1,0.6,0.1,6.72
150,Leandro Cabrera,1,0.4,45.7,70.1,0.1,4.6,0.0,6.72
151,Nolito,0.0,0.7,21.3,78.7,0.1,0.9,0.0,6.72
152,Paulo Oliveira,0.0,0.1,32.2,66.2,0.0,4.0,0.0,6.72
153,Jasper Cillessen,1,0.0,25.9,56.8,0.0,5.6,0.0,6.72
154,Rodrygo,0.0,0.8,23.9,87.9,0.5,0.3,0.0,6.72
155,Nacho Monreal,0.0,0.4,37.2,83.5,0.5,1.0,0.0,6.71
156,Karl Toko Ekambi,2,0.5,12.3,78.7,0.1,0.2,0.0,6.71
157,Nemanja Maksimovic,0.0,0.4,20.7,70.4,0.1,0.9,0.0,6.71
158,Germán Sánchez,0.0,0.2,33.9,78.3,0.0,3.2,0.0,6.71
159,Moi Gómez,4,0.8,28.4,84.3,0.6,1.6,0.0,6.71
160,Leandro Cabrera,0.0,0.1,30.6,51.0,0.1,6.0,0.1,6.71
161,Lucas Pérez,5,1.9,16.8,71.1,1.3,0.4,0.1,6.71
162,Guido Rodríguez,0.0,0.2,36.6,85.4,0.0,2.7,0.0,6.71
163,Gabriel Paulista,1,0.0,53.2,88.1,0.0,3.7,0.0,6.71
164,Samuel Umtiti,0.0,0.0,61.8,92.2,0.0,2.0,0.0,6.71
165,Rui Silva,0.0,0.1,33.1,52.2,0.0,9.7,0.0,6.7
166,Unai García,0.0,0.1,24.1,72.0,0.0,2.6,0.0,6.7
167,Isco,2,1,35.2,88.0,0.3,1.3,0.1,6.7
168,Hugo Mallo,1,0.4,36.5,79.3,0.3,2.3,0.0,6.7
169,Maximiliano Gómez,2,0.5,11.5,61.7,0.0,0.5,0.1,6.7
170,Unai Bustinza,1,0.5,34.7,69.1,0.2,2.6,0.0,6.7
171,Ousmane Dembélé,0.0,1.6,47.2,78.0,1,2.6,0.2,6.7
172,Míchel,2,1.0,45.4,81.6,0.8,4.6,0.0,6.7
173,Óliver Torres,3,0.8,33.9,82.6,0.3,3.1,0.1,6.69
174,Aleix Vidal,4,1.5,24.7,77.0,1.4,1.2,0.0,6.69
175,Jonathan Calleri,3,0.7,12.6,52.9,0.2,0.4,0.0,6.69
176,Guido Carrillo,2,0.5,14.8,63.4,0.0,0.1,0.0,6.69
177,Iñaki Williams,1,0.7,17.0,74.5,0.3,0.4,0.0,6.69
178,Gonçalo Guedes,2,0.8,20.9,79.7,0.2,0.7,0.1,6.69
179,Lucas Olaza,3,1.0,44.3,77.6,1.3,1.9,0.0,6.68
180,Dimitrios Siovas,0.0,0.1,31.4,69.7,0.1,2.5,0.0,6.68
181,Kenneth Omeruo,0.0,0.2,28.9,70.5,0.1,3.4,0.0,6.68
182,Rodrigo Ely,0.0,0.1,35.6,75.5,0.0,3.6,0.0,6.68
183,Domingos Duarte,1,0.0,34.8,77.8,0.0,2.9,0.0,6.68
184,Nacho,2,1.1,36.6,71.9,0.6,3.0,0.0,6.68
185,Salva ,3,1.7,45.5,87.0,0.9,2.6,0.1,6.67
186,Miguel Ángel Moyá,0.0,0.0,31.1,77.5,0.0,8.5,0.0,6.67
187,Ángel Correa,6,0.8,16.6,76.9,0.3,0.3,0.1,6.67
188,Edu Expósito,1,0.6,25.9,81.5,0.1,1.9,0.0,6.67
189,Paco Alcácer,1,0.7,17.3,79.1,0.0,0.3,0.2,6.67
190,Pau Torres,1,0.3,59.5,85.4,0.0,6.3,0.0,6.67
191,Óscar Plano,2,0.7,19.4,72.7,0.3,0.9,0.1,6.67
192,Robin Le Normand,0.0,0.2,55.7,87.8,0.0,2.7,0.0,6.67
193,Tomás Pina,0.0,0.3,26.3,80.0,0.0,0.8,0.0,6.67
194,Juan Pérez,0.0,0.0,27.0,40.7,0.0,6.5,0.0,6.67
195,Manu Trigueros,4,1.1,30.3,88.0,0.2,1.4,0.1,6.66
196,Javi López,0.0,0.6,31.6,71.0,0.6,1.9,0.0,6.66
197,Kevin Vázquez,0.0,0.4,36.4,78.2,0.2,1.2,0.0,6.66
198,Vinícius Júnior,1,0.8,17.3,80.7,0.2,0.2,0.0,6.66
199,Aritz Elustondo,1,0.2,43.8,82.0,0.2,2.9,0.0,6.66
200,Marc-André ter Stegen,2,0.1,34.8,86.4,0.0,6.2,0.0,6.66
201,Lucas Vázquez,1,0.9,27.3,83.5,0.7,0.8,0.1,6.66
202,Portu,8,1,16.0,72.6,0.7,0.1,0.0,6.66
203,Manolo Reina,0.0,0.0,28.3,56.9,0.0,7.5,0.0,6.66
204,Sergio Postigo,1,0.4,36.6,81.7,0.0,3.0,0.0,6.66
205,Nemanja Radoja,0.0,0.2,37.5,85.5,0.1,2.3,0.0,6.65
206,Diego Costa,4,0.7,15.7,69.0,0.0,0.4,0.0,6.65
207,Junior Firpo,1,0.6,43.5,88.8,0.2,0.7,0.0,6.65
208,Mubarak Wakaso,0.0,0.3,28.5,75.0,0.1,3.6,0.0,6.65
209,Dimitri Foulquier,0.0,0.4,17.5,64.0,0.4,0.5,0.0,6.65
210,Djené Dakonam,0.0,0.2,29.8,69.4,0.1,3.5,0.0,6.64
211,João Félix,1,0.6,18.7,78.9,0.1,0.2,0.1,6.64
212,Zouhair Feddal,2,0.3,56.8,84.6,0.0,4.6,0.1,6.64
213,Aïssa Mandi,0.0,0.2,62.0,89.7,0.0,4.7,0.0,6.64
214,Unai Simón,0.0,0.0,28.3,55.2,0.0,9.9,0.0,6.64
215,Rubén Pérez,1,0.3,43.2,77.8,0.0,3.4,0.0,6.64
216,Mario Gaspar,2,0.8,34.6,75.0,0.4,1.1,0.0,6.64
217,José Gayà,1,0.5,33.0,80.1,0.5,1.9,0.0,6.64
218,Fran Gámez,1,0.6,27.2,75.2,0.5,1.7,0.0,6.63
219,Samuel Chukwueze,2,1.1,19.4,74.1,0.2,0.9,0.1,6.63
220,Suso,1,1.1,20.6,78.6,0.8,0.9,0.2,6.63
221,Alberto Moreno,0.0,0.6,42.2,86.7,0.4,1.4,0.0,6.63
222,Quini,0.0,0.7,21.0,75.2,0.2,1.4,0.0,6.63
223,Bernardo Espinosa,0.0,0.2,42.8,74.2,0.0,2.8,0.0,6.63
224,Erick Cabaco,0.0,0.2,33.9,75.9,0.0,4.5,0.0,6.63
225,Facundo Roncaglia,0.0,0.3,32.1,76.1,0.1,3.1,0.0,6.63
226,Asier Illarramendi,0.0,0.3,60.0,91.7,0.0,3.3,0.0,6.62
227,Toni Lato,0.0,0.5,22.0,67.6,0.1,1.1,0.0,6.62
228,Rubén Blanco,0.0,0.0,26.1,58.5,0.0,6.4,0.0,6.61
229,Igor Zubeldia,1,0.2,51.2,87.4,0.0,2.5,0.0,6.61
230,Toño,2,0.9,35.7,79.4,0.9,1.7,0.0,6.61
231,Rober Correa,0.0,0.4,29.8,73.5,0.7,1.7,0.0,6.61
232,Roberto Soldado,4,0.8,16.2,70.0,0.1,0.4,0.0,6.61
233,Álex Remiro,0.0,0.0,33.5,72.6,0.0,7.2,0.0,6.61
234,Ximo Navarro,0.0,0.1,29.3,75.4,0.1,1.5,0.0,6.61
235,Mario Hermoso,0.0,0.1,36.8,79.4,0.0,3.4,0.0,6.61
236,Loren Morón,3,0.5,7.6,66.2,0.1,0.3,0.0,6.61
237,Raúl García,1,0.7,26.4,70.3,0.9,1.8,0.0,6.61
238,Borja Mayoral,2,0.7,16.2,79.3,0.1,0.7,0.0,6.61
239,Gonzalo Escalante,1,0.4,27.5,68.7,0.1,1.3,0.0,6.6
240,Adnan Januzaj,3,1,17.6,70.4,0.6,1.3,0.1,6.6
241,Dani García,1,0.4,42.1,81.4,0.1,4.2,0.0,6.6
242,Ezequiel Garay,0.0,0.2,51.5,87.6,0.0,2.6,0.0,6.6
243,Jan Oblak,0.0,0.0,22.1,54.9,0.0,6.8,0.0,6.6
244,Javi Moyano,0.0,0.5,31.2,70.5,0.3,1.4,0.0,6.6
245,Kiko Olivas,0.0,0.1,36.3,86.9,0.0,2.3,0.0,6.6
246,Tomás Vaclik,0.0,0.0,23.4,66.5,0.0,5.0,0.0,6.6
247,Kike García,1,0.4,17.9,64.8,0.0,0.2,0.0,6.6
248,Roberto Rosales,1,1,25.7,71.1,0.7,1.5,0.0,6.6
249,Jorge Miramón,3,0.8,29.9,78.4,0.6,1.8,0.0,6.6
250,Alejandro Pozo,2,0.9,34.1,78.4,0.7,1.7,0.0,6.6
251,Joseph Aidoo,1,0.1,38.7,86.3,0.0,2.3,0.0,6.59
252,Marcos Llorente,3,0.6,16.6,78.8,0.1,0.4,0.0,6.59
253,Roque Mesa,3,1,28.3,84.2,0.5,1.7,0.0,6.59
254,Pedro León,2,1.3,16.2,67.1,1.5,0.6,0.0,6.59
255,Alphonse Areola,0.0,0.0,26.8,80.4,0.0,4.8,0.0,6.59
256,David López,2,0.4,43.2,80.0,0.1,2.9,0.0,6.59
257,Iddrisu Baba,0.0,0.2,35.3,80.9,0.0,1.7,0.0,6.59
258,Sergi Guardiola,2,0.5,18.3,71.1,0.1,0.6,0.0,6.59
259,Vitolo,2,0.5,18.3,81.9,0.1,0.4,0.1,6.58
260,Ibrahim Amadou,0.0,0.2,27.4,80.7,0.0,0.8,0.0,6.58
261,Álex Moreno,4,0.8,31.5,78.5,0.6,0.9,0.0,6.58
262,Xabier Etxeita,0.0,0.1,25.8,54.1,0.0,3.2,0.0,6.58
263,Martín Zubimendi,0.0,0.6,46.3,86.6,0.0,2.2,0.0,6.58
264,Carles Pérez,2,0.7,26.7,83.5,0.3,0.2,0.0,6.58
265,Anaitz Arbilla,0.0,0.3,45.3,72.7,0.2,5.9,0.0,6.58
266,Daniel Wass,6,0.6,37.3,80.6,0.2,1.1,0.0,6.58
267,Carlos Clerc,2,0.4,31.3,72.1,0.3,1.4,0.0,6.58
268,Jaume Costa,1,0.4,34.4,83.3,0.2,1.2,0.0,6.58
269,Ivan Rakitic,3,0.6,46.8,90.0,0.3,1.7,0.0,6.57
270,Rubén Duarte,1,0.4,31.7,67.7,0.4,2.0,0.0,6.57
271,Dídac Vilá,0.0,0.6,33.3,69.2,0.3,2.0,0.0,6.57
272,Yannick Carrasco,2,0.7,13.1,80.7,0.3,0.5,0.0,6.57
273,Marc Roca,1,0.8,47.7,81.1,0.5,4.3,0.0,6.57
274,Roberto López,1,0.3,13.3,80.0,0.3,0.7,0.0,6.57
275,Francis Coquelin,0.0,0.2,38.2,89.7,0.0,2.8,0.0,6.56
276,Esteban Burgos,0.0,0.1,26.0,62.6,0.0,3.8,0.0,6.56
277,Santi Mina,3,0.6,19.3,70.9,0.1,0.4,0.1,6.55
278,Unai Núñez,0.0,0.2,36.2,82.4,0.0,4.0,0.0,6.55
279,Sergio Herrera,0.0,0.1,28.2,40.1,0.0,8.5,0.0,6.55
280,Jorge Molina,3,0.7,16.9,65.3,0.1,0.3,0.1,6.55
281,Toni Villa,1,0.5,18.2,74.7,0.3,1.0,0.0,6.54
282,Diego López,0.0,0.0,28.3,54.2,0.0,7.0,0.0,6.54
283,Iñigo Córdoba,4,0.5,17.4,72.7,0.3,0.2,0.0,6.54
284,Xavi Quintillá,2,1,42.6,85.7,0.5,1.3,0.0,6.54
285,Erick Cabaco,0.0,0.0,28.0,62.5,0.0,4.8,0.0,6.54
286,Thierry Correia,0.0,0.5,25.8,75.7,0.3,2.0,0.3,6.54
287,Alfonso Pedraza,0.0,0.5,29.1,76.6,0.4,1.1,0.0,6.54
288,Ángel Rodríguez,3,0.6,8.6,63.8,0.1,0.3,0.0,6.53
289,Kenedy,3,0.5,8.3,71.3,0.6,0.3,0.0,6.53
290,Álvaro Vadillo,1,1,16.1,73.8,1.3,0.2,0.0,6.53
291,Jean-Clair Todibo,0.0,0.0,25.5,96.1,0.0,1.5,0.0,6.53
292,Víctor Camarasa,1,0.8,30.2,81.3,0.5,1.7,0.1,6.53
293,Javier Ontiveros,1,0.3,14.9,80.7,0.2,0.7,0.0,6.53
294,Mouctar Diakhaby,0.0,0.1,38.3,88.8,0.0,1.5,0.0,6.53
295,Deyverson,1,0.4,12.2,50.8,0.0,0.8,0.0,6.53
296,Fernando Pacheco,0.0,0.1,26.8,53.5,0.0,10.6,0.0,6.52
297,Lumor Agbenyenu,0.0,0.7,29.0,74.7,0.6,1.0,0.0,6.52
298,Kike Pérez,0.0,0.7,16.2,88.7,0.0,0.8,0.0,6.52
299,Iván Cuéllar,0.0,0.0,26.5,43.9,0.0,8.5,0.0,6.52
300,David Timor,0.0,0.2,18.3,60.2,0.2,2.1,0.0,6.52
301,Youssef En-Nesyri,0.0,0.2,8.1,63.7,0.1,0.1,0.0,6.51
302,Coke,0.0,0.4,27.3,78.9,0.1,2.6,0.0,6.51
303,Diego Llorente,1,0.2,56.2,87.3,0.0,2.7,0.0,6.51
304,Hugo Guillamón,0.0,0.0,53.2,91.2,0.0,4.0,0.0,6.51
305,Willian José,1,0.5,15.1,72.2,0.0,0.7,0.0,6.51
306,Pablo Hervías,0.0,0.6,12.3,83.4,0.6,0.1,0.0,6.51
307,Jonathan Silva,2,0.9,30.6,72.2,1,1.4,0.0,6.51
308,Raúl Navas,0.0,0.2,30.2,79.0,0.0,2.9,0.0,6.5
309,Edgar González,0.0,0.0,35.4,86.7,0.0,1.5,0.0,6.5
310,Bruno González,0.0,0.0,35.7,84.1,0.0,3.0,0.0,6.5
311,Víctor Sánchez,1,0.9,33.2,80.6,0.7,1.6,0.0,6.49
312,Víctor Laguardia,2,0.3,34.2,72.4,0.1,4.2,0.0,6.49
313,Aleix Febas,3,0.8,23.2,85.0,0.0,0.6,0.1,6.49
314,David Soria,0.0,0.0,28.8,42.0,0.0,9.9,0.0,6.49
315,Álvaro Odriozola,1,1.3,30.8,91.1,0.3,1.3,0.0,6.49
316,Fedor Smolov,0.0,0.3,13.4,69.5,0.0,0.2,0.0,6.49
317,Pape Diop,0.0,0.5,25.8,72.6,0.0,1.7,0.0,6.49
318,Javier Avilés,1,0.6,5.8,78.8,0.7,0.1,0.0,6.49
319,Roger Martí,1,0.7,11.9,65.6,0.0,0.4,0.0,6.48
320,Andrés Guardado,3,0.9,36.5,84.5,0.2,2.9,0.0,6.48
321,Gil Dias,1,0.6,9.8,77.8,0.1,0.2,0.0,6.48
322,Antoñito,0.0,0.6,21.9,74.5,0.3,0.7,0.1,6.48
323,Jon Moncayola,0.0,0.4,23.2,75.4,0.0,2.1,0.0,6.48
324,Jordi Masip,0.0,0.0,26.5,47.3,0.0,7.5,0.0,6.48
325,Sandro Ramírez,1,0.5,13.4,75.8,0.4,0.6,0.0,6.48
326,Mikel Vesga,1,0.3,26.4,81.0,0.1,1.2,0.0,6.48
327,Iker Losada,0.0,0.0,4.5,77.8,0.0,0.0,0.0,6.48
328,Neto,0.0,0.0,28.0,87.5,0.0,2.5,0.0,6.48
329,Fede Vico,1,1.1,16.8,74.3,0.6,0.7,0.0,6.47
330,Pablo De Blasis,3,0.7,24.7,71.0,0.7,2.3,0.0,6.47
331,Marko Dmitrovic,0.0,0.0,27.7,40.9,0.0,8.1,0.0,6.47
332,Sergi Enrich,4,0.4,17.7,69.6,0.0,0.4,0.0,6.46
333,Carlos Neva,1,0.4,22.7,70.4,0.5,0.9,0.0,6.46
334,Ander Guevara,0.0,0.4,48.2,84.3,0.1,1.8,0.0,6.46
335,Peter Etebo,0.0,0.3,20.0,62.5,0.1,1.2,0.0,6.46
336,Franco Vázquez,0.0,0.3,19.9,87.0,0.0,0.8,0.0,6.46
