,Player,Tackles,Inter,Fouls,Clear,Blocks,OwnG,Goals,Assists,SpG,KeyP,Drb,Fouled,Off,Disp,UnsTch,Assists,KeyP,AvgP,PS%,Crosses,LongB,ThrB
35,Ferland Mendy,1.3,0.9,1.0,1.0,0.2,0.0,1.0,2.0,0.3,0.8,2.0,1.2,0.0,0.7,1.5,2.0,0.8,40.4,87.9,0.5,2.0,0.0
36,Santiago Arias,2.6,1.4,0.6,1.1,0.5,0.0,0.0,1.0,0.4,0.8,0.4,1.1,0.1,0.2,0.8,1.0,0.8,36.4,78.2,0.4,1.1,0.0
37,José Campaña,1.0,1.2,0.8,1.0,0.1,0.0,2.0,7.0,1.2,2.0,1.7,1.6,0.1,0.9,1.8,7.0,2.0,52.7,81.4,1.1,2.8,0.1
38,Yeray Álvarez,1.1,1.9,0.6,4.2,0.7,0.0,0.0,0.0,0.4,0.2,0.4,1.0,0.0,0.2,0.4,0.0,0.2,45.9,78.3,0.1,3.6,0.0
39,Kieran Trippier,2.1,1.0,0.8,1.5,0.3,0.0,0.0,4.0,0.1,1.6,0.5,0.5,0.1,0.4,0.9,4.0,1.6,37.6,76.7,1.3,1.8,0.1
40,Iago Aspas,0.8,0.6,0.7,0.1,0.0,0.0,14.0,3.0,2.3,1.5,1.4,1.8,0.5,1.2,2.0,3.0,1.5,34.1,77.0,0.1,1.1,0.0
41,Raphaël Varane,0.9,1.0,0.7,3.7,0.5,0.0,2.0,1.0,0.3,0.2,0.3,0.4,0.0,0.1,0.3,1.0,0.2,52.2,87.3,0.0,5.0,0.0
42,Aitor Fernández,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,25.3,61.5,0.0,5.9,0.0
43,Jeison Murillo,2.1,1.1,1.1,4.0,0.5,0.0,1.0,0.0,0.5,0.1,0.2,1.1,0.2,0.1,0.4,0.0,0.1,39.8,86.6,0.0,2.7,0.0
44,Antoine Griezmann,0.9,0.3,0.3,0.5,0.1,0.0,9.0,4.0,1.6,0.9,0.6,0.6,0.5,0.6,1.2,4.0,0.9,31.9,81.8,0.1,0.9,0.1
45,Felipe,1.1,1.6,1.2,5.0,0.5,0.0,1.0,0.0,0.8,0.2,0.2,0.6,0.0,0.1,0.4,0.0,0.2,36.8,76.8,0.0,2.4,0.0
46,Víctor García,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,1.5,17.0,64.7,1.0,1.0,0.0
47,Fernando,1.8,2.0,1.1,2.0,0.4,0.0,2.0,3.0,0.4,0.3,0.4,0.6,0.1,0.2,0.7,3.0,0.3,46.0,87.6,0.0,3.2,0.0
48,Adrián Embarba,2.1,0.9,1.3,0.4,0.2,0.0,2.0,4.0,2.2,1.3,1.6,1.5,0.1,1.4,2.5,4.0,1.3,17.6,68.4,1.0,0.7,0.1
49,Sergio Escudero,2.6,1.2,1.0,2.9,0.1,0.0,1.0,0.0,0.7,0.5,0.3,0.7,0.0,0.5,1.0,0.0,0.5,43.4,81.3,0.3,2.0,0.0
50,Yangel Herrera,2.9,1.1,3.0,0.8,0.3,0.0,2.0,3.0,1.1,0.6,0.6,1.9,0.1,1.2,1.0,3.0,0.6,30.5,75.2,0.1,1.5,0.1
51,Munir El Haddadi,0.9,0.3,0.7,0.4,0.0,0.0,5.0,2.0,2.1,0.8,0.9,2.1,0.4,1.4,1.6,2.0,0.8,20.4,79.0,0.3,0.6,0.0
52,Joan Jordán,1.9,0.8,1.9,0.6,0.1,0.0,2.0,2.0,0.9,1.1,1.2,1.1,0.1,0.6,1.1,2.0,1.1,48.8,87.3,0.8,4.1,0.0
53,Yuri Berchiche,1.5,0.9,1.0,1.6,0.1,0.0,2.0,1.0,1.1,0.9,1.3,1.5,0.1,0.7,1.6,1.0,0.9,38.9,81.8,0.6,2.6,0.0
54,Oier Olazábal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,77.1,0.0,5.0,0.0
55,Rafinha,1.0,0.3,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.7,1.3,4.0,0.0,1.7,2.0,0.0,1.7,50.0,90.0,1.0,2.3,0.0
56,Ante Budimir,0.9,0.2,1.9,0.8,0.1,0.0,13.0,2.0,1.6,0.4,0.6,1.7,0.5,1.0,2.5,2.0,0.4,16.5,64.0,0.0,0.1,0.0
57,James Rodríguez,2.1,0.4,0.6,0.1,0.0,0.0,1.0,1.0,1.1,1.8,0.1,1.0,0.3,0.4,1.0,1.0,1.8,33.9,82.3,0.8,2.5,0.5
58,Fabián Orellana,1.0,0.7,0.7,0.0,0.0,0.0,8.0,7.0,1.4,1.7,2.4,1.9,0.3,3.2,2.6,7.0,1.7,30.5,76.9,1.3,1.4,0.1
59,Pervis Estupiñán,2.3,1.6,1.2,1.3,0.2,0.0,1.0,5.0,0.5,1.2,1.6,1.1,0.1,0.9,1.7,5.0,1.2,35.5,74.6,1.1,1.5,0.0
60,Diego Carlos,1.0,1.1,1.3,5.0,0.7,1.0,2.0,0.0,0.6,0.3,0.2,0.3,0.1,0.1,0.2,0.0,0.3,54.3,84.2,0.1,4.8,0.0
61,Darwin Machís,0.6,0.9,1.2,0.1,0.1,0.0,7.0,5.0,2.0,1.1,1.5,1.2,0.3,0.8,1.7,5.0,1.1,12.1,72.4,0.8,0.4,0.0
62,Íñigo Martínez,1.5,1.2,0.9,4.1,0.4,1.0,1.0,1.0,0.8,0.3,0.2,1.1,0.1,0.1,0.5,1.0,0.3,45.8,77.9,0.2,5.8,0.0
63,Marc Bartra,2.1,1.2,1.1,4.1,0.8,0.0,3.0,1.0,0.8,0.2,0.5,0.9,0.0,0.3,0.6,1.0,0.2,55.7,85.3,0.0,3.5,0.0
64,Clément Lenglet,1.6,1.3,1.1,2.6,0.5,0.0,2.0,1.0,0.4,0.2,0.2,0.9,0.1,0.2,0.1,1.0,0.2,76.4,92.3,0.0,3.8,0.0
65,Rubén García,1.8,0.4,1.5,0.6,0.2,0.0,8.0,2.0,1.9,1.6,1.0,0.9,0.2,1.1,2.5,2.0,1.6,29.0,75.4,1.3,1.7,0.0
66,Raúl de Tomás,0.6,0.7,1.6,0.3,0.1,0.0,4.0,0.0,2.5,0.4,2.1,1.7,0.5,1.6,3.1,0.0,0.4,18.9,78.0,0.1,1.2,0.1
67,Cote,1.9,1.2,0.8,1.9,0.3,0.0,1.0,1.0,0.9,1.0,1.0,0.5,0.0,0.4,1.1,1.0,1.0,36.6,70.0,1.4,3.2,0.0
68,Ángel Montoro,1.3,0.9,1.4,0.9,0.1,0.0,2.0,5.0,0.9,1.4,0.4,1.2,0.1,0.4,0.7,5.0,1.4,35.7,80.7,1.1,4.1,0.0
69,Joaquín,0.4,0.4,0.3,0.4,0.1,0.0,8.0,3.0,1.0,1.8,1.6,0.8,0.2,0.8,0.9,3.0,1.8,30.8,84.1,0.7,1.0,0.0
70,José Antonio Caro,0.3,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.7,32.6,0.0,6.3,0.0
71,Álvaro Morata,0.5,0.1,1.6,0.7,0.1,0.0,12.0,2.0,2.0,0.7,0.6,1.7,1.1,1.4,2.2,2.0,0.7,14.6,64.4,0.0,0.1,0.1
72,Jesús Navas,0.7,0.8,0.5,1.6,0.2,0.0,0.0,7.0,0.3,1.6,1.0,0.7,0.1,0.4,0.8,7.0,1.6,53.5,80.2,1.4,3.4,0.1
73,Moussa Wague,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,59.0,88.1,0.0,3.0,0.0
74,Sergio Canales,0.7,0.4,0.8,0.4,0.0,0.0,6.0,6.0,1.4,2.2,1.4,1.3,0.1,1.4,1.0,6.0,2.2,57.4,88.4,1.3,3.5,0.1
75,Ander Capa,1.8,0.8,1.3,1.5,0.2,0.0,3.0,4.0,0.5,0.7,1.6,0.4,0.2,0.6,1.1,4.0,0.7,32.7,75.1,0.5,1.0,0.0
76,Jordi Alba,0.7,1.4,0.7,1.0,0.1,0.0,2.0,5.0,0.3,1.1,0.4,0.7,0.2,0.2,0.6,5.0,1.1,70.7,88.6,0.5,2.4,0.1
77,Jules Koundé,0.8,0.8,0.7,3.0,0.4,0.0,1.0,1.0,0.8,0.1,0.6,0.4,0.0,0.2,0.6,1.0,0.1,49.9,85.9,0.1,3.0,0.0
78,Rubén Rochina,1.5,0.4,1.0,0.6,0.0,0.0,4.0,4.0,2.1,1.0,1.8,1.7,0.1,1.4,1.8,4.0,1.0,31.4,76.1,0.5,3.3,0.1
79,Cucho Hernández,0.7,0.5,0.7,0.6,0.0,0.0,5.0,1.0,2.0,0.8,1.4,1.7,0.2,1.5,2.3,1.0,0.8,19.0,68.2,0.3,0.5,0.0
80,Víctor Díaz,2.1,1.3,0.6,2.4,0.6,0.0,1.0,5.0,0.4,0.8,0.3,0.3,0.0,0.1,0.4,5.0,0.8,31.0,67.1,0.7,3.1,0.0
81,Luuk de Jong,0.6,0.2,0.8,0.6,0.0,0.0,6.0,1.0,1.6,0.7,0.2,1.1,0.4,0.6,1.3,1.0,0.7,15.1,69.3,0.0,0.4,0.0
82,Denis Suárez,0.8,0.5,0.8,0.3,0.0,0.0,1.0,5.0,0.7,1.6,2.3,1.2,0.0,1.7,1.5,5.0,1.6,29.3,80.9,1.0,0.9,0.0
83,Yoel Rodríguez,0.0,0.3,0.3,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.5,45.3,0.0,8.3,0.0
84,Sergi Roberto,1.2,1.1,0.6,1.1,0.1,0.0,1.0,2.0,0.2,0.8,0.6,1.3,0.1,0.7,0.9,2.0,0.8,67.1,91.8,0.3,1.1,0.0
85,Rubén Alcaraz,2.3,0.6,1.4,1.5,0.6,0.0,2.0,2.0,1.2,0.6,0.9,2.1,0.0,0.6,0.9,2.0,0.6,38.3,79.4,0.3,4.4,0.0
86,Eder Militão,1.7,1.3,1.2,2.7,0.4,0.0,0.0,0.0,0.1,0.1,0.1,1.0,0.1,0.4,0.5,0.0,0.1,44.7,87.5,0.1,2.5,0.1
87,Frenkie de Jong,0.9,0.7,0.8,0.3,0.2,0.0,2.0,2.0,0.1,0.9,1.6,1.1,0.0,1.0,1.0,2.0,0.9,56.4,91.8,0.0,2.1,0.1
88,Thibaut Courtois,0.0,0.1,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,25.9,75.1,0.0,2.9,0.0
89,Damián Suárez,2.0,0.9,1.8,1.1,0.1,0.0,1.0,4.0,0.7,1.1,0.8,1.5,0.0,0.2,1.0,4.0,1.1,33.7,64.9,1.1,2.6,0.0
90,Carlos Fernández,0.7,0.3,1.8,0.9,0.1,0.0,10.0,3.0,1.4,0.6,0.9,1.3,0.2,1.0,2.1,3.0,0.6,17.8,59.7,0.0,0.5,0.1
91,Arthur,0.7,0.2,0.5,0.2,0.0,0.0,3.0,3.0,0.4,0.6,1.5,2.1,0.0,0.9,1.1,3.0,0.6,48.4,91.5,0.1,1.9,0.1
92,Sime Vrsaljko,1.2,1.6,1.4,2.0,0.6,0.0,0.0,1.0,0.0,0.6,0.0,0.6,0.0,0.2,0.8,1.0,0.6,25.4,69.3,0.6,0.8,0.2
93,Joaquín Fernández,1.5,1.6,1.6,2.7,0.5,0.0,2.0,0.0,0.5,0.2,0.4,0.4,0.3,0.3,0.3,0.0,0.2,38.8,78.8,0.0,2.7,0.0
94,Roberto Torres,0.9,0.9,0.5,1.0,0.1,0.0,7.0,8.0,2.2,1.2,0.6,0.9,0.0,0.6,1.4,8.0,1.2,26.0,70.5,1.0,1.6,0.0
95,Arturo Vidal,1.9,0.5,1.3,0.4,0.2,0.0,8.0,2.0,0.8,0.7,0.2,0.7,0.2,0.5,0.7,2.0,0.7,37.0,88.4,0.1,1.3,0.0
96,Sergio Asenjo,0.0,0.0,0.1,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,25.7,67.5,0.0,5.1,0.0
97,Jason,1.5,0.9,1.2,0.5,0.2,0.0,1.0,4.0,1.4,1.3,1.2,1.6,0.1,0.9,2.0,4.0,1.3,15.3,63.6,1.0,0.6,0.0
98,Raúl García,1.3,1.0,0.8,1.5,0.3,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.8,0.5,0.0,1.0,19.5,65.4,2.5,1.5,0.0
99,Marc Cucurella,2.0,1.0,2.1,0.6,0.2,0.0,1.0,5.0,0.8,1.4,0.6,1.7,0.2,0.9,2.1,5.0,1.4,30.4,67.9,0.8,1.1,0.0
100,Pedro Bigas,0.8,1.6,0.4,3.3,0.4,0.0,3.0,0.0,0.3,0.1,0.0,0.8,0.1,0.0,0.3,0.0,0.1,29.8,67.9,0.1,3.4,0.0
101,Kévin Rodrigues,2.2,1.2,1.6,0.9,0.1,0.0,1.0,2.0,0.9,1.3,1.4,1.1,0.1,1.1,2.0,2.0,1.3,21.5,73.2,1.4,0.8,0.0
102,Emerson Royal,2.2,0.9,1.4,1.4,0.3,0.0,3.0,6.0,0.8,0.9,0.4,2.9,0.0,0.8,1.4,6.0,0.9,38.3,79.1,0.5,2.0,0.1
103,Gareth Bale,0.6,0.4,1.0,0.4,0.1,0.0,2.0,2.0,2.1,0.8,1.1,0.6,0.3,0.7,1.5,2.0,0.8,27.3,79.1,0.6,1.4,0.0
104,Okay Yokuslu,1.6,1.1,1.8,2.6,0.2,0.0,0.0,2.0,0.5,0.4,0.8,0.7,0.0,1.2,0.9,2.0,0.4,40.7,81.3,0.0,1.1,0.0
105,Roberto Jiménez,0.1,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,25.2,49.3,0.0,9.8,0.0
106,José Giménez,1.0,1.1,0.7,3.4,0.3,0.0,0.0,0.0,0.5,0.0,0.1,0.7,0.1,0.1,0.2,0.0,0.0,43.5,85.7,0.0,3.6,0.0
107,Joseba Zaldua,2.1,1.2,1.4,2.1,0.2,1.0,0.0,2.0,0.2,0.6,0.6,2.0,0.0,0.3,0.6,2.0,0.6,39.3,77.3,0.7,1.0,0.0
108,Riqui Puig,1.0,0.5,0.8,0.1,0.0,0.0,0.0,2.0,0.7,0.9,1.1,1.0,0.0,0.7,0.7,2.0,0.9,38.4,90.5,0.1,1.5,0.2
109,Youssef En-Nesyri,0.4,0.3,1.2,1.2,0.1,0.0,4.0,2.0,2.2,0.5,0.9,1.1,0.9,0.8,2.2,2.0,0.5,14.2,57.3,0.1,0.3,0.0
110,Óscar Rodríguez,0.8,0.5,1.1,0.4,0.0,0.0,9.0,2.0,2.1,1.0,1.4,1.3,0.0,0.6,1.9,2.0,1.0,23.5,73.7,0.9,1.2,0.0
111,Maxime Gonalons,3.3,1.1,1.9,1.1,0.2,0.0,0.0,0.0,0.3,0.4,0.7,1.3,0.0,0.4,0.8,0.0,0.4,30.7,81.1,0.0,2.5,0.1
112,Iker Muniain,0.8,0.4,0.9,0.2,0.0,0.0,5.0,2.0,0.9,1.2,1.8,1.8,0.1,1.5,1.6,2.0,1.2,32.7,86.6,0.4,1.3,0.0
113,Rúben Vezo,1.4,1.4,1.0,4.8,1.0,0.0,1.0,0.0,0.4,0.1,0.2,0.9,0.0,0.1,0.3,0.0,0.1,41.3,80.7,0.0,4.1,0.0
114,Unai López,1.2,0.7,1.4,0.4,0.1,0.0,1.0,4.0,1.1,1.3,0.5,0.7,0.0,0.8,0.7,4.0,1.3,42.8,87.3,1.2,3.8,0.0
115,Nélson Semedo,1.6,0.7,0.7,0.7,0.1,0.0,1.0,2.0,0.3,0.4,1.5,0.9,0.1,0.8,1.1,2.0,0.4,46.3,89.5,0.1,1.6,0.0
116,Aridane Hernández,1.2,1.2,0.7,4.7,0.5,0.0,3.0,0.0,0.4,0.1,0.1,0.4,0.0,0.1,0.5,0.0,0.1,34.0,76.3,0.0,3.2,0.0
117,Jaume Doménech,0.0,0.1,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,26.2,60.3,0.0,7.1,0.0
118,Andrés Fernández,0.0,0.0,0.3,1.0,0.0,0.0,0.0,1.0,0.0,0.3,0.0,0.3,0.0,0.0,0.3,1.0,0.3,34.8,75.5,0.0,6.3,0.0
119,Marco Asensio,0.4,0.1,0.2,0.4,0.0,0.0,3.0,1.0,0.9,0.9,0.6,0.4,0.1,0.6,0.4,1.0,0.9,16.1,87.6,0.3,1.2,0.0
120,Mathías Olivera,2.7,1.0,1.3,1.6,0.1,0.0,0.0,1.0,0.3,0.4,1.0,0.7,0.1,0.5,1.2,1.0,0.4,25.1,53.6,0.4,0.9,0.0
121,Mohammed Salisu,1.3,1.1,0.7,5.0,0.8,0.0,1.0,1.0,0.2,0.1,0.3,0.4,0.0,0.2,0.4,1.0,0.1,35.6,80.7,0.0,2.2,0.0
122,Manu Sánchez,2.6,1.4,1.6,0.2,0.0,0.0,0.0,0.0,0.0,0.8,0.4,0.6,0.4,0.8,0.2,0.0,0.8,26.4,75.8,0.6,0.6,0.0
123,Enis Bardhi,0.8,0.5,1.5,0.5,0.1,0.0,7.0,2.0,1.9,1.1,1.2,1.5,0.1,0.9,1.6,2.0,1.1,26.3,76.9,0.4,1.2,0.0
124,Vicente Iborra,1.8,1.2,1.7,1.9,0.5,0.0,1.0,2.0,0.6,0.3,0.2,1.4,0.0,0.3,0.6,2.0,0.3,42.1,85.6,0.0,3.4,0.0
125,Jaime Mata,0.6,0.2,2.5,0.4,0.0,0.0,11.0,3.0,1.7,0.9,0.4,1.6,1.1,1.4,3.1,3.0,0.9,20.7,66.3,0.4,0.3,0.0
126,Aarón Escandell,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.7,49.0,0.0,8.3,0.0
127,Dani Rodríguez,1.6,1.0,1.7,0.6,0.1,0.0,5.0,2.0,1.4,1.1,1.3,2.0,0.2,1.4,1.9,2.0,1.1,29.8,82.8,0.4,1.8,0.0
128,Sidnei,1.6,1.5,0.6,4.0,0.9,0.0,1.0,0.0,0.4,0.1,0.4,0.3,0.0,0.1,0.4,0.0,0.1,60.4,89.7,0.0,3.8,0.0
129,Antonio Puertas,1.0,0.3,1.1,0.5,0.1,0.0,7.0,3.0,1.2,0.5,1.3,1.0,0.1,1.5,1.9,3.0,0.5,18.7,72.0,0.3,0.5,0.0
130,Renan Lodi,2.3,1.2,1.3,1.4,0.2,0.0,1.0,2.0,0.6,0.6,0.5,1.4,0.3,0.7,1.2,2.0,0.6,26.8,79.0,0.5,1.3,0.1
131,Néstor Araújo,1.3,1.5,0.8,4.1,0.5,0.0,1.0,2.0,0.4,0.1,0.0,0.3,0.0,0.1,0.3,2.0,0.1,45.6,84.9,0.0,2.4,0.0
132,Rodrigo,0.4,0.3,0.7,0.5,0.0,0.0,4.0,7.0,1.5,1.0,0.8,1.0,0.3,0.9,1.6,7.0,1.0,22.2,76.7,0.3,1.1,0.1
133,Stefan Savic,1.0,1.1,0.7,4.0,0.4,1.0,0.0,0.0,0.1,0.1,0.1,0.5,0.0,0.0,0.2,0.0,0.1,48.6,81.4,0.0,3.4,0.0
134,Rubén Peña,1.6,1.3,1.5,1.8,0.3,1.0,2.0,2.0,0.2,0.7,1.0,0.8,0.0,0.7,1.3,2.0,0.7,39.2,80.6,0.5,2.3,0.0
135,Héctor Herrera,1.5,0.8,0.9,0.6,0.3,1.0,0.0,2.0,0.7,1.0,0.7,0.6,0.1,0.7,0.8,2.0,1.0,35.7,87.7,0.6,1.8,0.0
136,Geoffrey Kondogbia,2.3,2.1,1.3,1.2,0.2,1.0,1.0,1.0,0.7,0.2,0.8,1.1,0.1,0.5,1.0,1.0,0.2,41.1,84.1,0.0,3.4,0.0
137,David García,0.9,1.5,1.6,3.7,0.5,0.0,0.0,0.0,0.6,0.2,0.0,0.4,0.0,0.1,0.3,0.0,0.2,39.2,70.5,0.0,4.0,0.0
138,Takefusa Kubo,1.0,0.7,1.0,0.2,0.0,0.0,4.0,4.0,1.6,1.0,1.8,1.8,0.1,1.3,2.2,4.0,1.0,19.4,75.3,0.4,0.2,0.0
