,Player,Tackles,Inter,Fouls,Offsides,Clear,Blocks,OwnG,Goals,Assists,SpG,KeyP,Drb,Fouled,Off,Disp,UnsTch,Assists,KeyP,AvgP,PS%,Crosses,LongB,ThrB
398,Federico Di Francesco ,0.6,0.2,1.0,0.0,0.1,0.1,0.0,2.0,0.0,1.3,0.9,0.8,1.5,0.2,0.8,1.2,0.0,0.9,15.3,80.7,0.3,0.5,0.1
399,Nicholas Opoku,1.9,0.6,1.4,0.0,2.4,0.6,0.0,0.0,0.0,0.4,0.6,0.4,0.7,0.0,0.1,0.4,0.0,0.6,26.1,79.8,0.1,0.9,0.0
400,Francesco Vicari ,0.8,1.1,0.9,0.6,4.1,1.1,2.0,0.0,0.0,0.3,0.1,0.0,0.4,0.0,0.0,0.1,0.0,0.1,37.7,87.0,0.0,3.3,0.0
401,Nehuén Paz,1.1,1.5,1.0,0.4,2.8,0.5,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.1,0.0,0.0,34.1,85.6,0.0,2.6,0.0
402,Jony,0.5,0.6,0.5,0.1,0.5,0.1,0.0,0.0,1.0,0.5,0.8,0.4,0.6,0.2,0.3,0.9,1.0,0.8,17.0,79.0,1.3,1.4,0.0
403,Musa Juwara,0.6,0.0,0.9,0.0,0.1,0.1,0.0,1.0,0.0,0.9,0.6,0.6,0.7,0.0,0.3,0.9,0.0,0.6,9.1,76.6,0.1,0.1,0.0
404,Ragnar Klavan,0.9,0.8,0.8,0.6,3.7,0.6,1.0,0.0,0.0,0.1,0.2,0.1,0.2,0.0,0.1,0.3,0.0,0.2,39.2,89.0,0.0,2.4,0.0
405,Yann Karamoh ,0.7,0.1,0.5,0.0,0.2,0.0,0.0,1.0,1.0,0.8,0.8,0.9,1.0,0.1,1.0,1.8,1.0,0.8,9.9,76.8,0.1,0.2,0.0
406,Alessandro Murgia ,1.1,0.7,1.0,0.0,0.5,0.1,0.0,0.0,1.0,1.0,1.2,0.4,0.9,0.1,0.7,0.9,1.0,1.2,30.1,89.2,1.0,0.9,0.0
407,Federico Peluso,0.8,1.0,0.9,0.3,2.1,0.4,0.0,0.0,2.0,0.3,0.2,0.3,0.6,0.0,0.2,0.3,2.0,0.2,41.9,86.9,0.0,1.7,0.0
408,Giacomo Raspadori,0.7,0.1,0.2,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.5,0.5,0.5,0.1,0.4,0.7,0.0,0.5,9.9,81.7,0.1,0.3,0.0
409,Biagio Meccariello,1.6,0.7,0.6,0.1,1.6,0.1,0.0,1.0,0.0,0.4,0.4,0.4,0.2,0.1,0.1,0.4,0.0,0.4,25.2,83.6,0.1,2.2,0.0
410,Ignacio Pussetto,0.7,0.3,0.8,0.0,0.6,0.0,0.0,1.0,0.0,0.8,0.7,0.5,0.8,0.3,0.5,1.3,0.0,0.7,8.8,66.7,0.1,0.3,0.1
411,Musa Barrow,0.1,0.0,0.6,0.0,0.1,0.0,0.0,0.0,2.0,1.7,0.6,0.3,1.0,0.1,0.6,1.9,2.0,0.6,7.1,76.0,0.1,0.3,0.1
412,Alfredo Donnarumma,0.5,0.2,0.6,0.0,0.0,0.0,0.0,7.0,2.0,1.4,0.5,0.4,1.1,0.4,0.9,1.2,2.0,0.5,13.7,68.6,0.1,0.3,0.0
413,Ilija Nestorovski,0.4,0.1,1.3,0.0,0.4,0.1,0.0,3.0,1.0,1.3,0.6,0.2,1.0,0.3,0.5,1.0,1.0,0.6,13.4,73.1,0.0,0.5,0.0
414,Fabio Lucioni,0.8,1.0,0.6,0.6,4.6,1.1,1.0,3.0,0.0,0.4,0.1,0.2,0.4,0.0,0.1,0.3,0.0,0.1,43.9,84.9,0.0,5.0,0.0
415,Bastos,0.6,0.8,0.9,0.3,1.5,0.5,1.0,1.0,0.0,0.4,0.0,0.8,0.4,0.0,0.2,0.3,0.0,0.0,26.1,88.8,0.1,1.2,0.0
416,Matteo Politano,0.0,0.0,0.3,0.0,0.1,0.0,0.0,0.0,0.0,1.4,0.7,0.8,0.5,0.1,0.6,0.5,0.0,0.7,8.7,69.8,0.3,0.1,0.0
417,Lorenzo Tonelli,1.4,0.4,1.3,0.6,2.6,0.8,0.0,0.0,0.0,0.6,0.0,0.7,0.9,0.0,0.1,0.6,0.0,0.0,41.3,81.7,0.0,3.8,0.0
418,Bryan Dabo ,1.1,0.6,1.1,0.1,0.8,0.1,0.0,1.0,4.0,0.5,0.8,0.8,1.4,0.1,0.5,1.5,4.0,0.8,34.9,86.7,0.0,1.2,0.0
419,Artur Ionita,1.1,0.5,1.3,0.0,0.6,0.3,0.0,0.0,2.0,0.5,0.6,0.4,0.4,0.0,0.5,0.3,2.0,0.6,19.2,86.7,0.1,0.6,0.0
420,Diego Demme,1.2,0.5,1.7,0.0,0.6,0.1,0.0,1.0,0.0,0.3,0.6,0.2,0.7,0.0,0.5,0.5,0.0,0.6,51.7,92.4,0.0,2.3,0.0
421,Andrea Papetti,0.8,1.4,1.4,0.9,3.5,1.0,0.0,1.0,0.0,0.2,0.1,0.7,1.2,0.0,0.1,0.8,0.0,0.1,30.2,82.8,0.0,2.1,0.0
422,Adrien Tameze,0.6,0.4,0.7,0.0,0.6,0.1,0.0,0.0,0.0,0.0,0.4,0.7,0.3,0.0,0.4,0.0,0.0,0.4,28.0,90.3,0.0,0.9,0.0
423,Pawel Dawidowicz,1.0,0.8,1.3,0.2,1.7,0.3,0.0,1.0,0.0,0.3,0.0,0.2,0.5,0.1,0.0,0.4,0.0,0.0,28.7,87.0,0.0,1.3,0.0
424,Gianluca Frabotta,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,54.0,90.7,0.0,1.0,0.0
425,Alex Meret,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,23.6,82.9,0.0,2.2,0.0
426,Ervin Zukanovic ,0.3,1.0,1.3,0.0,5.0,0.3,0.0,0.0,0.0,0.7,0.0,0.3,0.7,0.0,0.3,0.0,0.0,0.0,39.0,90.6,0.0,1.3,0.0
427,Andrea Rispoli,0.9,1.1,0.8,0.2,1.7,0.3,0.0,0.0,0.0,0.4,0.6,0.2,0.5,0.0,0.1,0.5,0.0,0.6,31.6,79.0,0.9,1.9,0.0
428,Davide Santon,0.7,0.7,1.1,0.2,0.6,0.1,0.0,0.0,0.0,0.1,0.1,0.7,0.5,0.1,0.2,0.5,0.0,0.1,23.3,90.8,0.1,1.2,0.0
429,Mattias Svanberg,0.5,0.5,0.7,0.0,0.4,0.2,0.0,1.0,2.0,1.5,0.8,0.3,1.1,0.0,0.6,0.8,2.0,0.8,15.5,85.8,0.2,0.4,0.0
430,Léo Duarte,0.7,0.5,0.5,1.2,1.3,1.0,0.0,0.0,0.0,0.5,0.0,0.2,0.3,0.0,0.2,0.7,0.0,0.0,32.3,88.1,0.0,1.2,0.0
431,Marvin Zeegelaar,1.2,0.4,0.6,0.2,0.7,0.2,0.0,0.0,1.0,0.0,0.4,0.2,0.2,0.1,0.5,0.5,1.0,0.4,19.4,82.5,0.2,0.9,0.0
432,Nicola Murru,1.4,1.0,0.9,0.4,1.6,0.1,1.0,0.0,0.0,0.3,0.6,0.6,0.6,0.0,0.4,0.8,0.0,0.6,27.1,70.5,0.6,1.4,0.0
433,Kevin-Prince Boateng,0.2,0.1,0.9,0.0,0.5,0.0,0.0,1.0,0.0,1.3,0.5,0.4,1.5,0.3,0.4,0.9,0.0,0.5,13.4,80.3,0.0,0.6,0.0
434,Emre Can,1.3,0.3,1.3,0.1,0.3,0.0,0.0,0.0,0.0,0.9,0.4,0.8,0.6,0.0,0.4,0.6,0.0,0.4,19.6,89.8,0.0,0.4,0.1
435,Luca Siligardi ,0.5,0.3,0.3,0.0,0.2,0.0,0.0,0.0,1.0,0.9,0.3,0.7,0.6,0.0,0.5,1.0,1.0,0.3,11.1,72.2,0.1,0.7,0.0
436,Federico Santander,0.5,0.3,1.0,0.0,0.5,0.0,0.0,1.0,0.0,1.0,0.5,0.2,0.8,0.3,0.4,1.4,0.0,0.5,10.9,66.8,0.0,0.2,0.0
437,André Silva,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,2.0,3.0,0.0,0.0,12.0,75.0,0.0,0.0,0.0
438,Roberto Inglese ,0.5,0.1,1.1,0.0,0.1,0.1,0.0,4.0,0.0,1.4,0.4,0.4,0.4,0.6,1.1,1.6,0.0,0.4,8.6,65.1,0.0,0.2,0.0
439,Florian Aye,0.8,0.2,0.9,0.0,0.8,0.1,0.0,0.0,0.0,1.0,0.4,0.6,1.0,0.2,1.2,1.8,0.0,0.4,13.6,67.6,0.1,0.2,0.0
440,Mitchell Dijks,1.0,0.8,1.6,0.3,1.3,0.1,0.0,0.0,0.0,0.0,0.8,0.5,1.0,0.2,0.5,1.1,0.0,0.8,32.5,81.1,0.5,0.8,0.0
441,Gonzalo Villar,0.6,0.2,1.0,0.0,0.3,0.0,0.0,0.0,0.0,0.2,0.2,1.0,0.7,0.0,0.4,0.8,0.0,0.2,15.6,92.1,0.0,0.7,0.0
442,Davide Zappacosta,0.8,0.7,0.2,0.3,0.7,0.1,0.0,0.0,1.0,0.4,0.8,0.3,0.2,0.3,0.4,0.8,1.0,0.8,19.4,86.3,0.6,0.3,0.0
443,Sebastiano Luperto,1.3,0.7,0.8,0.4,1.8,0.3,0.0,0.0,0.0,0.1,0.2,0.0,0.1,0.0,0.2,0.0,0.0,0.2,41.0,90.0,0.1,0.9,0.0
444,Jeison Murillo,1.8,1.0,1.0,0.6,2.5,0.4,0.0,0.0,0.0,0.3,0.2,0.3,0.8,0.2,0.4,0.1,0.0,0.2,25.4,82.7,0.1,3.5,0.0
445,Jordan Lukaku,0.3,0.0,0.5,0.0,0.5,0.1,0.0,0.0,2.0,0.2,0.8,0.5,0.1,0.1,0.3,0.3,2.0,0.8,9.4,80.3,0.4,0.2,0.0
446,Sasa Lukic,1.0,1.0,1.5,0.0,0.5,0.2,0.0,1.0,1.0,0.6,0.4,0.6,0.7,0.1,0.3,1.1,1.0,0.4,26.6,86.4,0.2,1.2,0.0
447,Eddie Salcedo,0.2,0.1,1.1,0.0,0.1,0.0,0.0,1.0,0.0,1.2,0.5,0.4,0.8,0.2,1.1,1.5,0.0,0.5,11.1,68.1,0.2,0.2,0.0
448,Nicolò Rovella,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,1.5,0.0,0.0,1.0,0.0,0.0,33.0,89.4,0.0,3.5,0.0
449,Alberto Grassi ,0.6,1.2,0.4,0.1,0.5,0.1,0.0,1.0,1.0,0.5,0.3,0.1,0.6,0.1,0.3,0.7,1.0,0.3,13.9,88.3,0.1,0.3,0.0
450,Antonio Rosati,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,72.4,0.0,10.0,0.0
451,Ebrima Colley,0.4,0.2,0.6,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.4,0.4,0.8,0.0,0.8,0.8,1.0,0.4,9.2,84.8,0.0,0.0,0.0
452,Lucas Biglia,0.9,0.5,1.6,0.0,0.7,0.3,0.0,0.0,1.0,0.4,0.4,0.1,0.5,0.0,0.3,0.6,1.0,0.4,30.6,89.7,0.1,1.6,0.0
453,Claud Adjapong,1.0,0.6,0.6,0.0,1.2,0.6,0.0,0.0,0.0,0.6,0.0,0.2,0.4,0.2,0.4,0.8,0.0,0.0,13.2,66.7,0.0,0.8,0.0
454,Bruno Martella,0.8,0.7,0.3,0.1,1.8,0.3,0.0,0.0,0.0,0.4,0.6,0.5,0.2,0.0,0.2,0.8,0.0,0.6,17.4,73.0,0.9,0.5,0.0
455,rio Benzar,0.7,0.0,0.7,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.7,0.3,0.0,0.0,0.0,0.3,0.0,0.7,17.0,68.6,1.0,0.7,0.0
456,Daniele Ragatzu,0.2,0.1,0.1,0.0,0.3,0.0,0.0,1.0,0.0,0.6,0.6,0.6,0.4,0.2,0.3,0.5,0.0,0.6,12.5,84.0,0.1,0.5,0.0
457,Amin Younes,0.3,0.0,0.4,0.0,0.1,0.0,0.0,1.0,0.0,0.8,0.6,0.6,0.6,0.0,0.4,0.8,0.0,0.6,12.2,82.7,0.0,0.0,0.1
458,Peter Ankersen,0.8,0.5,0.5,0.1,1.2,0.3,0.0,0.0,1.0,0.7,0.3,0.3,0.6,0.1,0.5,0.9,1.0,0.3,27.1,83.3,0.3,0.5,0.0
459,Jacopo Sala ,1.8,0.8,0.7,0.0,0.8,0.0,0.0,0.0,0.0,0.9,0.4,0.3,0.6,0.3,0.4,0.9,0.0,0.4,22.7,84.0,0.1,1.1,0.0
460,Bosko Sutalo,0.4,0.9,1.1,0.0,0.9,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.6,0.0,0.3,0.4,0.0,0.1,22.6,86.1,0.1,0.3,0.0
461,Edoardo Goldaniga,0.3,1.4,1.1,0.1,1.9,0.5,0.0,1.0,0.0,0.5,0.4,0.1,1.6,0.0,0.4,0.4,0.0,0.4,30.5,77.1,0.5,2.7,0.0
462,Alessandro Semprini,0.8,0.8,0.3,0.1,1.2,0.3,0.0,1.0,0.0,0.2,0.5,0.5,0.5,0.0,0.3,0.7,0.0,0.5,21.6,76.4,0.2,1.3,0.0
463,Simone Muratore,0.5,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5,0.0,0.3,1.0,0.0,1.0,33.3,91.7,0.3,2.8,0.0
464,André Anderson,0.7,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.3,0.5,0.7,0.0,0.2,0.3,0.0,0.3,4.0,79.2,0.2,0.0,0.0
465,Diego Laxalt,1.2,0.4,0.8,0.0,1.1,0.3,0.0,0.0,1.0,0.3,0.4,0.3,0.5,0.0,0.3,0.7,1.0,0.4,15.2,73.7,0.1,0.6,0.0
466,Simone Edera,1.0,0.1,1.0,0.0,0.2,0.0,0.0,1.0,1.0,1.2,0.5,0.3,0.4,0.0,0.5,1.1,1.0,0.5,8.8,73.7,0.5,0.4,0.0
467,Nicolò Armini,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,100.0,0.0,0.0,0.0
468,Daniele Dessena,0.9,0.5,1.1,0.0,0.8,0.0,0.0,2.0,0.0,0.8,0.1,0.5,0.8,0.0,0.8,1.3,0.0,0.1,27.5,80.8,0.1,1.7,0.0
469,Andrea Bertolacci,0.6,0.2,0.7,0.0,1.1,0.1,0.0,0.0,0.0,0.3,0.2,0.3,1.1,0.0,0.2,0.8,0.0,0.2,20.9,78.9,0.1,0.8,0.0
470,Hidde ter Avest,0.9,0.5,0.3,0.0,1.2,0.1,0.0,0.0,0.0,0.1,0.4,0.1,0.3,0.0,0.1,0.4,0.0,0.4,14.1,72.0,0.2,0.4,0.0
471,Nenad Tomovic ,1.1,1.3,1.1,0.5,2.7,1.0,1.0,0.0,1.0,0.4,0.4,0.2,0.4,0.0,0.2,0.3,1.0,0.4,38.0,83.0,0.1,2.3,0.0
472,Riccardo Sottil,0.3,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.3,0.9,1.4,0.1,0.4,0.8,0.0,0.3,9.0,87.0,0.2,0.2,0.0
473,Giangiacomo Magnani,0.0,0.3,0.5,0.1,0.8,0.1,0.0,1.0,0.0,0.3,0.3,0.0,0.3,0.0,0.0,0.1,0.0,0.3,9.9,81.0,0.0,0.9,0.0
474,Sebastiano Esposito,0.4,0.4,0.9,0.0,0.1,0.0,0.0,1.0,0.0,1.4,0.5,0.0,0.5,0.1,0.1,1.0,0.0,0.5,7.4,66.1,0.1,0.6,0.0
475,Edgar Barreto,2.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,15.5,87.1,0.0,0.5,0.0
476,Jakub Iskra ,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,21.0,83.3,0.5,1.0,0.0
477,Giuseppe Pezzella ,0.9,0.3,0.8,0.1,1.2,0.4,0.0,0.0,0.0,0.1,0.1,0.5,0.7,0.0,0.3,0.5,0.0,0.1,16.0,75.3,0.1,0.8,0.0
478,Sergio Floccari ,0.3,0.2,0.9,0.0,0.0,0.0,0.0,1.0,0.0,0.8,0.4,0.7,0.8,0.4,0.9,1.0,0.0,0.4,10.0,81.7,0.2,0.1,0.0
479,Daniel Fuzato,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,65.0,0.0,5.0,0.0
480,Leonardo Pavoletti,0.0,0.5,0.0,0.0,1.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,81.3,0.0,0.0,0.0
481,Francesco Cassata,0.8,0.5,1.9,0.1,0.3,0.1,0.0,2.0,0.0,0.5,0.4,0.9,1.1,0.0,0.9,1.1,0.0,0.4,25.1,79.2,0.2,1.3,0.0
482,Mohamed Fares ,0.8,0.6,1.3,0.1,0.8,0.4,0.0,0.0,0.0,0.9,0.4,0.3,1.0,0.0,0.3,2.0,0.0,0.4,21.3,72.9,0.3,0.8,0.0
483,Andrea Favilli,0.4,0.0,1.4,0.0,0.4,0.1,0.0,0.0,0.0,0.7,0.4,0.5,0.9,0.2,0.7,1.3,0.0,0.4,9.6,69.6,0.0,0.3,0.0
484,Valter Birsa,0.8,0.3,0.5,0.1,0.2,0.1,0.0,0.0,0.0,0.2,0.8,0.1,0.2,0.0,0.1,0.5,0.0,0.8,23.2,87.7,0.5,1.3,0.0
485,Gianmarco Cangiano,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3,0.0,0.3,0.3,0.0,0.0,3.7,81.8,0.0,0.3,0.0
486,Jaromir Zmrhal,0.5,0.2,0.5,0.0,0.5,0.0,0.0,2.0,0.0,0.7,0.5,0.3,0.3,0.0,0.5,0.7,0.0,0.5,15.9,76.3,0.1,0.4,0.0
487,Mattia Sprocati ,0.2,0.1,0.2,0.0,0.1,0.1,0.0,1.0,0.0,0.7,0.4,0.3,1.0,0.1,0.2,0.6,0.0,0.4,9.1,71.4,0.3,0.1,0.0
488,Fabio Borini,1.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,1.0,0.0,1.5,0.5,0.0,0.0,12.0,75.0,0.0,1.0,0.0
489,Luca Zanimacchia,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.5,1.0,0.5,3.5,0.0,1.0,25.0,84.0,0.0,0.0,0.0
490,Diego Laxalt,0.8,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.0,0.3,0.3,0.0,0.3,23.3,82.8,0.8,0.8,0.0
491,Andreas Skov Olsen,0.4,0.3,0.5,0.0,0.1,0.0,0.0,1.0,0.0,0.8,0.3,0.5,0.4,0.1,0.4,1.2,0.0,0.3,12.2,79.9,0.5,0.4,0.0
492,Giampaolo Pazzini,0.1,0.1,0.5,0.0,0.2,0.0,0.0,4.0,0.0,0.9,0.3,0.1,0.4,0.3,0.5,0.7,0.0,0.3,4.3,76.6,0.0,0.3,0.0
493,Alberto Cerri,0.3,0.2,0.4,0.0,0.4,0.0,0.0,1.0,0.0,0.6,0.3,0.3,0.4,0.2,0.4,0.4,0.0,0.3,8.7,64.6,0.0,0.2,0.0
494,Samir Ujkani,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,83.3,0.0,9.0,0.0
495,Lukasz Teodorczyk,0.5,0.0,0.8,0.0,0.1,0.0,0.0,0.0,1.0,0.3,0.2,0.4,0.1,0.2,0.8,0.3,1.0,0.2,5.0,71.4,0.0,0.1,0.0
496,Kevin Agudelo,0.7,0.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.7,1.0,0.3,0.0,0.7,0.0,0.0,0.7,12.0,80.6,0.0,0.3,0.0
497,Antonio Barreca,0.6,0.1,0.7,0.1,1.0,0.4,0.0,0.0,1.0,0.3,0.2,0.3,0.2,0.2,0.6,0.6,1.0,0.2,14.4,71.5,0.5,0.6,0.0
498,Daniele Gastaldello,1.0,0.6,0.3,0.4,3.6,0.4,0.0,0.0,0.0,0.1,0.3,0.1,0.5,0.0,0.0,0.3,0.0,0.3,17.8,85.9,0.0,1.6,0.0
499,Guilherme Arana,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,1.0,0.0,0.3,0.3,0.0,0.3,10.5,76.2,0.3,0.0,0.0
500,Emanuele Ndoj,0.5,0.3,1.2,0.0,0.3,0.0,0.0,0.0,0.0,0.5,0.4,0.7,1.4,0.1,0.5,0.6,0.0,0.4,11.4,76.7,0.1,0.8,0.0
501,Nikolas Spalek,1.0,0.2,1.0,0.0,0.4,0.0,0.0,2.0,1.0,1.0,0.7,0.2,0.6,0.2,1.0,1.3,1.0,0.7,15.8,70.4,0.2,0.2,0.0
502,Gianluca Caprari,0.5,0.4,0.6,0.0,0.1,0.0,0.0,3.0,0.0,1.3,0.5,0.6,0.7,0.1,1.4,1.2,0.0,0.5,11.9,79.5,0.1,0.5,0.0
503,Jaume Cuéllar ,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,0.0,0.0,1.5,0.0,0.0,8.0,87.5,0.0,0.5,0.0
504,Denis Vavro,0.3,0.4,0.3,0.2,0.8,0.5,0.0,0.0,0.0,0.3,0.0,0.1,0.0,0.0,0.1,0.2,0.0,0.0,17.6,88.2,0.0,1.1,0.0
505,Giannelli Imbula,0.7,0.7,0.3,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.7,1.0,0.0,0.0,22.7,89.7,0.0,0.3,0.0
506,Lucien Agoume,1.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.3,0.3,0.0,0.3,12.0,94.4,0.3,0.7,0.0
507,Riccardo Saponara,0.8,0.0,0.4,0.0,0.4,0.2,0.0,0.0,0.0,1.0,0.4,0.4,0.0,0.0,0.2,0.6,0.0,0.4,15.0,74.7,0.4,0.8,0.0
508,Mattia Destro,0.6,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6,0.2,0.4,0.2,0.6,1.2,0.0,0.6,4.4,68.2,0.0,0.2,0.2
509,Andrea Ghion,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.0,0.0,0.0,0.0,0.3,0.3,0.0,1.0,16.3,100.0,0.0,0.3,0.0
510,Bartosz Salamon ,0.3,0.9,0.4,0.3,2.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.3,0.0,0.0,21.7,90.8,0.0,2.9,0.0
511,Bobby Adekanye,0.3,0.2,0.2,0.0,0.1,0.0,0.0,1.0,0.0,0.5,0.3,0.3,0.3,0.1,0.5,0.3,0.0,0.3,3.7,87.8,0.1,0.0,0.0
512,Lorenzo Pirola,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,100.0,0.0,2.0,0.0
513,Antonin Barak,0.6,0.0,1.1,0.0,0.5,0.1,0.0,0.0,0.0,0.5,0.5,0.1,0.5,0.0,0.5,1.0,0.0,0.5,11.5,77.2,0.3,0.1,0.0
514,Gennaro Tutino,0.0,0.3,0.7,0.0,0.2,0.0,0.0,0.0,0.0,0.5,0.0,0.3,1.8,0.0,0.3,1.3,0.0,0.0,12.5,69.3,0.0,0.2,0.0
515,Gastón Pereiro,0.2,0.0,0.8,0.0,0.1,0.0,0.0,1.0,0.0,1.4,0.2,0.5,0.4,0.0,0.6,0.3,0.0,0.2,11.0,79.1,0.1,0.3,0.1
516,Asmir Begovic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.5,78.8,0.0,2.0,0.0
517,Luca Mazzitelli,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,27.0,96.3,0.0,0.0,0.0
518,Birkir Bjarnason,0.4,0.4,1.3,0.1,0.2,0.3,0.0,0.0,1.0,0.6,0.5,0.2,1.4,0.0,0.5,0.6,1.0,0.5,19.6,78.4,0.2,1.1,0.0
519,Federico Brancolini,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,100.0,0.0,1.0,0.0
520,Brayan Vera,0.5,0.1,0.8,0.3,0.4,0.0,0.0,0.0,1.0,0.5,0.4,0.1,0.4,0.0,0.6,0.8,1.0,0.4,7.3,82.8,0.3,0.3,0.0
521,Massimiliano Mangraviti,0.6,0.6,0.7,0.3,2.9,0.5,0.0,0.0,0.0,0.2,0.2,0.1,0.4,0.0,0.1,0.4,0.0,0.2,30.5,80.3,0.4,2.4,0.0
522,Mariusz Stepinski,0.2,0.0,1.1,0.0,0.3,0.0,0.0,3.0,1.0,0.8,0.1,0.1,1.0,0.4,0.9,1.6,1.0,0.1,7.7,66.0,0.0,0.0,0.0
523,Iago Falque,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.3,0.5,0.0,0.0,1.0,0.0,0.0,0.3,15.8,87.3,0.3,1.0,0.0
524,Marco Olivieri,0.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.3,0.0,1.0,0.0,0.0,0.0,3.7,81.8,0.0,0.0,0.0
525,Antonino La Gumina,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.8,0.4,0.2,0.6,0.2,0.2,1.0,0.0,0.4,7.0,88.6,0.0,0.0,0.0
526,Federico Marigosu,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.5,0.5,0.0,0.0,6.0,50.0,0.5,1.0,0.0
527,Felipe ,0.9,0.6,1.3,0.4,1.9,0.8,0.0,0.0,0.0,0.4,0.1,0.1,0.6,0.1,0.1,0.2,0.0,0.1,29.1,84.7,0.1,2.7,0.0
528,Liam Henderson,0.8,0.0,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0.8,0.5,0.0,0.5,0.0,0.3,0.8,0.0,0.5,15.3,67.2,0.0,0.5,0.0
529,Daouda Peeters,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,100.0,0.0,0.0,0.0
530,Giacomo Vrioni,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0
531,Pedro,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.3,0.3,0.5,0.3,0.0,0.5,0.0,0.3,4.8,73.7,0.0,0.0,0.0
