,Player,Goals,Assists,SpG,KeyP,Drb,Fouled,Off,Disp,UnsTch,Rating
123,Thomas Strakosha,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,6.81
124,Matteo Politano,2,2,1.3,1.3,1.2,1.1,0.0,0.7,0.9,6.81
125,Antonio Candreva,5,7,1.3,1.5,0.3,0.6,0.4,0.3,0.9,6.81
126,Gianluigi Donnarumma,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,6.81
127,Ken Sema,2,1,0.5,1.2,1.6,0.5,0.1,0.8,1.3,6.8
128,Cristian Romero,1,1,0.5,0.3,0.6,0.8,0.1,0.1,0.3,6.8
129,Rafael Tolói,2,6,0.8,0.5,0.3,0.5,0.1,0.2,0.5,6.8
130,Remo Freuler,2,2,0.6,0.8,0.5,1.1,0.0,0.6,1.1,6.8
131,Darko Lazovic,3,7,0.9,1.4,1,0.4,0.5,0.5,1.1,6.8
132,Nicolò Barella,1,4,0.9,0.9,1.3,1.4,0.1,0.9,1.4,6.8
133,Amir Rrahmani,0.0,1,1.2,0.4,0.3,0.5,0.0,0.4,0.4,6.8
134,Tomás Rincón,1,3,0.5,0.9,0.9,1.5,0.0,0.8,1.3,6.8
135,Piotr Zielinski,2,4,2.1,1.4,1.2,1.5,0.0,1,1,6.79
136,Marash Kumbulla,1,0.0,0.4,0.1,0.1,1.0,0.0,0.2,0.4,6.79
137,Marco Silvestri,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,6.79
138,Nikola Maksimovic,1,1,0.2,0.3,0.4,0.3,0.0,0.1,0.3,6.79
139,Stefano Turati,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.79
140,Matthijs de Ligt,4,0.0,0.6,0.1,0.0,0.6,0.0,0.1,0.3,6.79
141,Cristian Ansaldi,4,4,1.1,1.2,1.3,1.1,0.1,1.1,1.5,6.78
142,Lasse Schöne,2,3,1.1,1.3,0.9,1,0.0,1.1,0.9,6.78
143,Mattia Zaccagni,2,5,0.8,1,1.8,2.4,0.3,0.9,1.5,6.78
144,Simone Verdi,2,6,1.6,1.4,1.5,1.4,0.1,0.9,1.5,6.78
145,Kevin Malcuit,0.0,0.0,0.5,0.5,0.8,1,0.0,0.8,0.8,6.78
146,Gianluca Mancini,1,0.0,0.7,0.4,0.3,0.8,0.1,0.3,0.3,6.78
147,Andrea Petagna ,12,1,3.1,1,1.5,2,0.4,2.1,2.6,6.78
148,Germán Pezzella,3,1,1,0.2,0.0,0.7,0.0,0.1,0.2,6.78
149,Lorenzo Andrenacci,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.77
150,Ola Aina,0.0,2,0.4,0.7,1.5,1.1,0.1,0.7,1.0,6.77
151,Danilo D'Ambrosio,4,0.0,0.3,0.3,0.4,0.9,0.2,0.3,0.8,6.77
152,Sofyan Amrabat,1,1,0.6,0.9,2.2,1.8,0.0,1.6,1.7,6.77
