,Player,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG,Goals,Assists,SpG,KeyP,Drb,Fouled,Off,Disp,UnsTch,Assists,KeyP,AvgP,PS%,Crosses,LongB,ThrB
21,Niclas Füllkrug,0.3,0.4,1.3,0.0,0.8,0.3,0.0,0.0,4.0,1.0,2.1,0.4,0.5,1.3,0.4,0.6,0.9,1.0,0.4,14.8,66.1,0.0,0.4,0.1
22,Alassane Plea,0.6,0.3,0.9,0.0,0.2,0.7,0.1,0.0,10.0,10.0,2.9,1.4,1.7,1.3,0.6,1.4,2.3,10.0,1.4,24.9,75.2,0.4,0.6,0.3
23,Kai Havertz,0.7,0.1,0.9,0.0,0.6,1.1,0.0,0.0,12.0,6.0,2.0,2.0,1.9,1.1,0.4,2.5,3.3,6.0,2.0,45.1,85.4,0.2,1.3,0.1
24,Marcel Sabitzer,1.2,0.7,0.6,0.0,0.8,1.2,0.1,0.0,9.0,7.0,2.2,1.8,0.5,1.3,0.1,0.9,1.1,7.0,1.8,42.0,77.5,0.9,2.4,0.0
25,Philippe Coutinho,0.9,0.3,0.2,0.0,0.0,0.5,0.1,0.0,8.0,6.0,2.5,1.3,1.4,1.0,0.1,0.8,1.4,6.0,1.3,34.8,84.1,0.3,2.0,0.2
26,Thorgan Hazard,1.2,0.4,1.1,0.0,0.0,1.2,0.0,0.0,7.0,13.0,1.5,1.7,1.5,1.2,0.4,1.7,1.8,13.0,1.7,33.1,81.0,1.0,1.0,0.0
27,Andrej Kramaric,0.1,0.2,0.3,0.0,0.2,0.3,0.0,0.0,12.0,2.0,2.3,1.5,1.2,1.0,0.4,1.3,1.7,2.0,1.5,26.9,83.0,0.4,1.1,0.1
28,Benjamin Pavard,1.1,1.6,1.3,0.4,1.8,0.4,0.3,1.0,4.0,4.0,0.7,0.6,0.4,0.7,0.1,0.2,0.7,4.0,0.6,69.6,88.7,0.6,3.1,0.0
29,Leon Goretzka,1.2,1.0,1.0,0.1,0.3,0.9,0.1,0.0,6.0,5.0,1.6,0.9,0.8,1.0,0.0,0.8,0.8,5.0,0.9,37.9,85.9,0.2,1.5,0.0
30,Christopher Trimmel,2.2,1.6,1.1,0.1,2.5,0.7,0.3,0.0,0.0,8.0,0.2,2.1,0.7,0.7,0.0,0.3,0.8,8.0,2.1,30.8,71.3,2.4,2.5,0.0
31,Denis Zakaria,2.1,1.6,1.0,0.2,1.1,0.8,0.5,0.0,2.0,2.0,1.0,0.5,2.0,0.7,0.0,0.8,0.9,2.0,0.5,38.3,86.7,0.0,1.5,0.1
32,Marcel Halstenberg,1.6,1.6,0.8,0.5,2.2,1.0,0.4,0.0,3.0,3.0,1.1,1.2,0.8,0.6,0.0,0.3,0.8,3.0,1.2,58.3,84.9,0.7,1.8,0.0
33,Emre Can,1.6,1.6,1.2,0.0,1.1,0.6,0.5,0.0,2.0,0.0,1.3,0.3,1.2,1.3,0.0,0.8,1.2,0.0,0.3,59.8,88.3,0.0,4.6,0.0
34,Ramy Bensebaini,1.7,2.0,1.4,0.0,2.1,0.7,0.2,0.0,5.0,3.0,1.2,0.6,0.8,1.3,0.1,0.7,1.1,3.0,0.6,40.6,77.5,0.3,2.2,0.0
35,Mark Flekken,0.0,0.0,0.1,0.0,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.5,67.8,0.0,8.3,0.0
36,Robert Skov,1.3,0.6,0.7,0.1,1.1,0.8,0.2,0.0,4.0,7.0,2.0,1.8,1.3,1.2,0.1,0.5,1.9,7.0,1.8,32.2,79.0,1.7,1.1,0.0
37,Kingsley Coman,0.8,0.2,0.5,0.0,0.1,0.6,0.0,0.0,4.0,3.0,1.5,1.4,2.4,1.4,0.2,1.5,1.9,3.0,1.4,29.4,82.3,0.6,1.0,0.1
38,Angeliño,1.2,1.5,0.9,0.2,1.2,0.8,0.1,0.0,1.0,2.0,0.4,1.5,1.5,1.2,0.2,0.5,1.2,2.0,1.5,44.8,80.8,1.2,2.0,0.1
39,Mats Hummels,1.8,1.9,0.9,0.8,3.4,0.6,0.6,1.0,1.0,3.0,0.7,0.3,0.5,0.3,0.1,0.2,0.5,3.0,0.3,73.5,87.5,0.0,6.4,0.1
40,Kevin Kampl,1.5,1.5,1.0,0.0,0.4,1.5,0.2,0.0,2.0,2.0,0.5,0.8,0.6,0.2,0.1,0.5,0.9,2.0,0.8,46.5,88.1,0.4,1.5,0.3
41,Kevin Volland,0.6,0.2,0.8,0.0,0.3,0.4,0.1,0.0,10.0,7.0,2.9,1.3,0.8,0.7,1.1,1.5,2.3,7.0,1.3,20.2,70.8,0.3,0.3,0.2
42,Sebastian Andersson,0.6,0.2,1.9,0.0,1.1,0.5,0.1,0.0,12.0,1.0,2.0,0.7,0.6,1.2,0.6,2.0,2.8,1.0,0.7,23.2,59.9,0.2,0.2,0.0
43,Nordi Mukiele,2.4,1.9,0.6,0.4,2.1,0.5,0.2,0.0,3.0,1.0,0.9,0.6,0.4,1.1,0.1,0.8,1.1,1.0,0.6,44.4,76.9,0.2,1.2,0.0
44,Mark Uth,1.3,0.5,1.4,0.0,0.2,1.5,0.0,0.0,5.0,5.0,2.9,2.0,0.9,2.0,0.2,1.2,2.9,5.0,2.0,26.9,72.0,1.1,1.9,0.2
45,Bas Dost,0.5,0.2,0.7,0.0,0.9,0.2,0.1,0.0,8.0,2.0,1.3,0.8,0.1,0.5,0.4,0.2,0.8,2.0,0.8,19.1,59.2,0.0,0.5,0.0
46,Wout Weghorst,0.5,0.1,1.4,0.0,0.9,0.5,0.1,0.0,16.0,3.0,2.7,1.2,0.6,1.3,0.6,1.3,2.6,3.0,1.2,24.5,63.1,0.1,0.3,0.0
47,Niclas Thiede,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,30.0,70.0,0.0,3.0,0.0
48,Dayot Upamecano,1.9,1.5,1.0,0.9,3.0,0.7,0.6,0.0,0.0,1.0,0.5,0.3,1.0,0.5,0.0,0.5,0.8,1.0,0.3,70.1,89.1,0.0,5.8,0.0
49,Patrik Schick,0.3,0.1,0.7,0.0,0.8,0.3,0.1,0.0,10.0,2.0,2.4,0.9,0.8,1.0,0.4,0.6,2.4,2.0,0.9,13.5,72.0,0.0,0.1,0.0
50,Dedryck Boyata,0.9,2.2,0.8,0.5,5.6,0.3,1.1,0.0,4.0,1.0,0.6,0.1,0.3,0.3,0.1,0.1,0.3,1.0,0.1,48.9,89.4,0.0,3.9,0.0
51,Julian Brandt,1.5,0.5,0.4,0.0,0.3,0.9,0.1,0.0,3.0,7.0,1.0,1.2,2.0,0.6,0.1,1.5,1.9,7.0,1.2,49.1,83.8,0.2,3.0,0.2
52,Florian Niederlechner,0.6,0.2,1.4,0.0,1.2,0.5,0.2,1.0,13.0,6.0,2.4,0.9,0.8,1.9,1.2,1.2,1.9,6.0,0.9,14.4,73.4,0.1,0.5,0.1
53,Jordan Torunarigha,1.8,1.7,0.9,0.7,4.1,0.5,1.0,0.0,1.0,1.0,0.1,0.4,0.8,0.3,0.0,0.3,0.5,1.0,0.4,44.2,85.3,0.1,4.3,0.1
54,William,3.4,1.5,1.9,0.1,1.6,2.0,0.2,0.0,1.0,1.0,1.1,0.9,1.2,0.9,0.1,1.2,1.6,1.0,0.9,39.8,70.4,0.7,2.3,0.0
55,Salif Sané,1.1,1.4,0.7,0.5,3.3,0.5,0.5,0.0,2.0,1.0,0.6,0.1,0.5,1.4,0.0,0.5,0.5,1.0,0.1,45.7,85.0,0.0,2.8,0.0
56,Sebastian Schonlau,2.8,1.7,0.9,1.1,5.7,1.1,0.7,0.0,2.0,0.0,0.5,0.2,0.4,0.9,0.0,0.1,0.9,0.0,0.2,63.7,87.9,0.0,3.9,0.0
57,Dani Olmo,1.7,0.3,0.8,0.1,0.5,1.0,0.1,0.0,3.0,1.0,1.8,0.8,0.5,1.7,0.0,2.1,1.5,1.0,0.8,28.2,75.4,0.4,0.9,0.3
58,Maximilian Arnold,1.3,0.8,1.6,0.1,1.0,1.4,0.2,0.0,4.0,8.0,1.9,2.1,0.6,2.1,0.0,0.9,1.0,8.0,2.1,40.8,81.1,1.4,4.2,0.1
59,David Alaba,1.1,1.0,0.4,0.6,1.2,0.3,0.4,0.0,1.0,1.0,0.7,0.7,0.3,0.3,0.0,0.1,0.6,1.0,0.7,86.7,90.7,0.4,5.0,0.1
60,Milot Rashica,0.8,0.2,1.0,0.0,0.4,0.9,0.1,0.0,8.0,5.0,2.6,1.4,2.0,1.7,0.3,1.9,3.1,5.0,1.4,19.9,75.9,1.0,1.1,0.0
61,Toni Leistner,1.5,2.5,1.2,0.3,4.3,0.6,0.5,0.0,0.0,0.0,0.2,0.2,0.5,0.5,0.0,0.0,0.5,0.0,0.2,49.2,81.1,0.2,5.3,0.0
62,Omar Mascarell,1.8,2.7,1.1,0.0,1.7,1.6,0.6,0.0,0.0,1.0,0.4,0.4,0.5,0.8,0.0,0.5,0.6,1.0,0.4,57.2,85.0,0.0,4.0,0.0
63,Florian Neuhaus,1.4,0.9,0.7,0.0,0.2,1.4,0.1,0.0,4.0,2.0,1.9,1.0,1.6,1.7,0.1,0.8,1.2,2.0,1.0,40.8,83.8,0.1,1.9,0.1
64,Axel Witsel,1.0,1.1,1.4,0.0,0.6,0.7,0.3,0.0,4.0,5.0,1.1,0.5,0.8,1.4,0.1,1.0,0.6,5.0,0.5,63.8,94.1,0.1,1.5,0.0
65,Dan-Axel Zagadou,1.1,1.0,0.4,0.8,2.3,0.1,0.5,0.0,1.0,1.0,0.3,0.4,0.4,0.1,0.0,0.2,0.3,1.0,0.4,55.3,91.1,0.1,4.1,0.0
66,Sven Bender,1.6,2.0,0.8,0.5,2.6,0.8,0.4,0.0,2.0,1.0,0.5,0.1,0.2,0.6,0.0,0.2,0.5,1.0,0.1,77.4,91.3,0.0,3.1,0.0
67,Thomas Delaney,2.0,2.4,1.8,0.1,2.2,0.5,0.6,1.0,0.0,0.0,0.3,0.1,0.4,1.1,0.1,0.6,0.7,0.0,0.1,52.7,84.3,0.0,2.5,0.0
68,Lars Bender,2.3,1.3,1.0,0.4,1.5,1.1,0.3,0.0,2.0,1.0,0.8,1.0,0.8,0.6,0.1,0.4,0.8,1.0,1.0,50.4,86.2,0.1,2.0,0.0
69,Maximilian Mittelstädt,2.3,2.0,0.9,0.2,1.9,1.1,0.2,0.0,1.0,3.0,0.8,0.8,0.7,0.8,0.0,1.0,1.0,3.0,0.8,33.6,72.5,0.8,3.3,0.0
70,Willi Orban,1.7,1.3,0.5,0.8,4.3,0.7,0.3,0.0,1.0,0.0,0.6,0.3,0.2,0.9,0.2,0.1,0.2,0.0,0.3,48.8,87.5,0.0,2.4,0.0
71,Lasse Sobiech,1.0,4.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,41.0,53.7,0.0,1.0,0.0
72,Jhon Córdoba,0.3,0.2,2.0,0.0,0.6,0.3,0.0,0.0,13.0,2.0,2.1,0.9,0.7,2.2,0.9,1.6,3.2,2.0,0.9,14.2,76.4,0.1,0.3,0.0
73,Konrad Laimer,3.1,1.2,2.1,0.0,0.3,2.0,0.3,0.0,2.0,6.0,0.3,0.5,1.2,0.7,0.0,1.1,1.5,6.0,0.5,43.9,81.1,0.1,2.2,0.1
74,Daniel Caligiuri,2.1,0.9,0.9,0.1,1.1,1.7,0.2,0.0,2.0,2.0,1.6,1.4,1.5,1.5,0.0,2.1,2.4,2.0,1.4,30.0,67.6,1.1,1.4,0.0
75,Stefanos Kapino,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,27.0,63.0,0.0,8.0,0.0
76,Christopher Lenz,2.4,1.7,1.3,0.3,2.1,0.9,0.4,0.0,0.0,3.0,0.5,0.9,0.9,0.8,0.0,0.5,1.3,3.0,0.9,30.8,72.5,0.5,1.9,0.0
77,Marko Grujic,1.9,0.8,2.2,0.0,2.3,1.5,0.3,0.0,4.0,1.0,1.2,0.4,1.0,1.0,0.0,0.9,1.2,1.0,0.4,37.6,78.7,0.1,2.0,0.0
78,Pavel Kaderábek,1.1,0.9,1.0,0.0,1.4,0.6,0.2,1.0,2.0,7.0,0.9,1.2,0.3,1.2,0.2,0.4,0.8,7.0,1.2,35.5,69.6,1.3,1.0,0.0
79,Moussa Diaby,0.4,0.3,0.5,0.0,0.1,0.4,0.0,0.0,5.0,5.0,1.5,1.3,2.4,0.7,0.3,1.3,2.7,5.0,1.3,21.1,79.2,0.7,0.5,0.0
80,Nicolas Höfler,2.0,2.2,1.6,0.1,1.6,1.3,0.6,0.0,1.0,0.0,0.8,0.5,1.1,1.0,0.0,0.5,1.2,0.0,0.5,47.0,84.6,0.0,2.0,0.0
81,Martin Hinteregger,2.1,1.2,1.0,1.0,2.9,0.9,0.7,1.0,8.0,1.0,1.4,0.3,0.4,1.0,0.1,0.3,0.7,1.0,0.3,49.7,75.3,0.1,4.1,0.0
82,Frederik Rönnow,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,33.9,66.9,0.0,10.4,0.0
83,Karim Bellarabi,0.7,0.4,0.8,0.0,0.2,0.7,0.0,0.0,4.0,6.0,2.1,1.0,2.0,0.5,0.2,1.3,1.0,6.0,1.0,20.8,76.4,0.6,0.7,0.0
84,Danny da Costa,1.4,0.8,0.4,0.1,1.2,0.5,0.1,0.0,1.0,4.0,0.9,1.2,1.2,0.3,0.2,0.5,1.2,4.0,1.2,23.2,67.5,1.2,1.0,0.1
85,Vincenzo Grifo,0.6,0.5,0.4,0.0,0.6,0.7,0.0,0.0,4.0,8.0,1.9,1.6,1.0,0.6,0.2,1.0,1.7,8.0,1.6,25.1,79.2,1.3,1.5,0.1
86,Philipp Max,1.4,0.8,0.4,0.1,1.3,0.8,0.1,0.0,8.0,6.0,1.2,1.9,0.3,0.5,0.1,0.4,1.0,6.0,1.9,31.2,68.9,2.1,1.9,0.0
87,Amine Harit,0.6,0.3,0.8,0.0,0.1,0.8,0.0,0.0,6.0,4.0,1.2,1.8,2.4,2.8,0.3,2.6,3.0,4.0,1.8,34.9,83.8,0.3,1.4,0.0
88,Kerem Demirbay,1.4,0.9,1.0,0.0,0.3,0.8,0.2,0.0,1.0,5.0,1.2,1.6,1.1,0.7,0.0,0.8,1.3,5.0,1.6,42.9,82.9,1.6,2.6,0.1
89,Almamy Touré,1.7,1.2,0.9,0.2,2.4,0.6,0.4,0.0,1.0,3.0,0.8,1.2,1.3,0.3,0.0,0.4,1.1,3.0,1.2,29.4,71.7,1.0,1.0,0.0
90,Jonathan Tah,1.4,1.1,1.2,0.8,3.8,0.4,0.5,0.0,0.0,1.0,0.2,0.2,0.6,0.4,0.0,0.2,0.3,1.0,0.2,82.4,90.0,0.0,3.8,0.0
91,Lukas Klostermann,1.5,0.8,0.4,0.7,2.9,0.4,0.5,0.0,3.0,1.0,0.4,0.5,0.5,0.5,0.0,0.4,0.4,1.0,0.5,54.8,85.5,0.2,1.5,0.0
92,Jonas Hofmann,1.8,0.8,0.5,0.0,0.5,2.3,0.1,0.0,5.0,3.0,1.0,1.4,0.5,0.9,0.5,0.7,1.0,3.0,1.4,32.8,82.3,1.2,2.4,0.0
93,Ihlas Bebou,0.8,0.3,0.8,0.1,0.8,0.5,0.1,0.0,6.0,1.0,1.1,1.0,1.6,0.9,0.2,1.8,2.1,1.0,1.0,18.2,70.1,0.3,0.3,0.1
94,Nico Elvedi,1.4,1.9,0.7,0.5,3.3,0.6,0.5,0.0,1.0,0.0,0.3,0.0,0.3,0.6,0.0,0.1,0.4,0.0,0.0,54.3,92.0,0.0,1.7,0.0
95,André Silva,0.3,0.3,0.6,0.0,0.2,0.5,0.0,0.0,12.0,3.0,2.2,1.2,0.7,0.8,0.5,1.3,2.1,3.0,1.2,18.8,68.7,0.0,0.2,0.0
96,Yussuf Poulsen,0.6,0.2,1.3,0.0,0.7,0.8,0.0,0.0,5.0,6.0,1.5,0.8,0.7,1.3,0.0,1.1,2.5,6.0,0.8,14.6,68.2,0.1,0.1,0.0
97,Jérôme Gondorf,4.5,0.0,2.0,0.0,1.0,1.5,1.0,0.0,0.0,0.0,1.0,0.5,0.5,1.0,0.0,1.0,1.5,0.0,0.5,21.0,73.8,0.0,0.0,0.0
98,Niklas Süle,1.3,1.0,0.8,0.3,2.6,0.1,0.8,0.0,0.0,1.0,0.8,0.3,0.3,0.5,0.0,0.0,0.3,1.0,0.3,76.9,91.7,0.0,6.1,0.1
99,Jonas Hector,2.6,1.6,0.8,0.1,1.2,1.8,0.3,0.0,4.0,2.0,1.0,0.9,0.2,1.3,0.1,0.6,1.0,2.0,0.9,41.5,79.9,0.3,2.9,0.1
100,Manuel Gulde,1.6,1.3,0.4,0.3,4.4,0.5,0.8,0.0,1.0,0.0,0.8,0.4,0.3,0.7,0.1,0.1,0.3,0.0,0.4,46.9,86.4,0.2,3.6,0.0
101,Robin Quaison,0.8,0.3,0.8,0.0,0.2,0.7,0.2,0.0,13.0,2.0,2.2,0.9,1.4,1.1,0.5,1.6,1.7,2.0,0.9,16.9,70.8,0.1,0.3,0.1
102,Jean-Clair Todibo,1.9,1.9,0.8,0.4,2.6,0.1,0.0,0.0,0.0,0.0,0.4,0.1,1.4,0.6,0.1,0.3,0.5,0.0,0.1,33.0,84.8,0.0,1.6,0.0
103,Nuri Sahin,1.7,2.3,1.4,0.2,2.2,1.5,0.4,0.0,0.0,3.0,0.8,1.8,0.6,0.9,0.0,0.3,0.5,3.0,1.8,44.4,79.2,1.4,2.3,0.1
104,Lars Stindl,1.1,0.4,0.8,0.0,0.2,0.7,0.1,0.0,9.0,3.0,1.3,1.1,0.4,0.9,0.1,1.3,1.0,3.0,1.1,29.1,82.5,0.2,1.2,0.1
105,Jonathan Schmid,1.3,1.1,0.4,0.1,2.0,0.5,0.2,0.0,5.0,1.0,1.3,0.8,0.4,1.1,0.1,0.7,0.9,1.0,0.8,33.9,75.0,0.8,1.9,0.0
106,Jérôme Boateng,0.9,1.3,0.8,0.7,2.3,0.5,0.5,0.0,0.0,2.0,0.3,0.2,0.0,0.3,0.0,0.0,0.0,2.0,0.2,70.9,89.7,0.0,4.9,0.1
107,Ozan Kabak,1.4,1.4,0.8,0.3,3.6,0.3,0.7,0.0,3.0,1.0,0.4,0.1,0.8,0.5,0.0,0.2,0.8,1.0,0.1,39.8,81.5,0.0,3.3,0.0
108,Erik Thommy,1.2,0.5,0.5,0.0,0.5,0.7,0.1,1.0,6.0,4.0,1.8,1.1,1.3,1.7,0.2,1.3,1.3,4.0,1.1,21.1,77.7,1.1,0.8,0.0
109,Keven Schlotterbeck,2.3,1.7,0.9,0.5,4.7,0.5,0.9,0.0,0.0,0.0,0.5,0.0,0.4,1.4,0.0,0.1,0.3,0.0,0.0,36.5,79.0,0.0,3.1,0.0
110,Breel Embolo,0.8,0.3,1.5,0.0,0.1,0.4,0.0,0.0,8.0,5.0,1.6,0.8,1.5,1.7,0.5,1.7,2.6,5.0,0.8,13.4,76.7,0.0,0.2,0.1
111,Louis Schaub,1.7,0.3,0.8,0.0,0.2,1.0,0.1,0.0,1.0,1.0,1.0,1.2,2.2,1.2,0.1,1.6,2.6,1.0,1.2,27.2,79.6,0.4,0.3,0.1
112,Wendell,2.7,1.5,1.3,0.4,1.5,1.0,0.2,0.0,0.0,2.0,0.4,0.6,0.6,1.0,0.0,0.3,1.2,2.0,0.6,69.1,86.3,0.1,2.4,0.0
113,Exequiel Palacios,2.7,0.3,0.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.7,1.0,0.7,1.7,0.0,0.7,0.3,0.0,1.0,48.7,87.0,0.0,1.7,0.3
114,Matthias Ginter,1.1,1.1,0.4,0.5,4.0,0.5,0.7,0.0,1.0,1.0,0.6,0.3,0.2,0.6,0.1,0.0,0.5,1.0,0.3,70.5,85.1,0.0,4.8,0.1
115,Sebastian Rudy,2.3,0.8,0.8,0.0,1.2,1.5,0.2,0.0,1.0,3.0,0.8,1.7,0.6,1.1,0.0,0.6,1.1,3.0,1.7,43.1,81.0,0.9,2.2,0.1
116,Nils Petersen,0.6,0.3,0.3,0.0,1.9,0.5,0.2,0.0,11.0,2.0,1.6,1.0,0.2,0.5,0.4,0.6,1.4,2.0,1.0,15.3,62.5,0.1,0.5,0.0
117,Mitchell Weiser,2.3,1.3,1.0,0.2,1.1,0.7,0.1,0.0,1.0,0.0,0.4,0.3,1.0,1.4,0.0,0.7,1.6,0.0,0.3,47.6,78.9,0.3,1.3,0.0
118,Peter Pekarík,1.6,0.8,0.8,0.2,2.8,1.3,0.4,0.0,0.0,0.0,0.3,0.8,0.4,0.7,0.0,0.1,0.7,0.0,0.8,35.9,77.4,0.9,2.3,0.0
119,Munas Dabbur,0.6,0.3,1.6,0.0,0.1,0.5,0.1,0.0,4.0,0.0,1.7,0.6,0.7,1.6,0.3,1.2,1.3,0.0,0.6,17.6,71.5,0.1,0.7,0.1
120,Christian Gentner,1.7,1.7,1.0,0.0,1.4,1.6,0.3,0.0,3.0,2.0,1.1,0.9,0.5,1.3,0.1,0.4,1.1,2.0,0.9,32.7,72.1,0.3,1.2,0.1
121,Kenan Karaman,0.6,0.1,0.6,0.0,0.4,0.3,0.2,0.0,6.0,1.0,1.6,1.1,1.1,1.2,0.4,1.6,2.5,1.0,1.1,16.0,66.6,0.1,0.3,0.0
122,Lukasz Piszczek,1.6,0.9,0.6,0.3,1.4,0.8,0.4,0.0,1.0,3.0,0.2,0.5,0.4,0.2,0.0,0.3,0.6,3.0,0.5,64.2,88.6,0.2,2.3,0.1
123,Dodi Lukébakio,0.8,0.3,0.9,0.0,0.4,0.6,0.1,0.0,7.0,6.0,1.3,1.2,1.5,0.9,0.3,1.5,2.3,6.0,1.2,18.4,79.7,0.5,0.7,0.0
124,Kevin Stöger,1.2,1.5,1.7,0.1,0.3,1.1,0.1,0.0,0.0,4.0,1.3,1.5,1.2,1.4,0.0,1.1,1.4,4.0,1.5,53.1,83.8,0.6,4.2,0.1
125,Gonçalo Paciência,0.4,0.0,1.2,0.0,0.5,0.4,0.0,0.0,7.0,3.0,2.2,1.0,1.2,1.0,0.4,2.2,2.7,3.0,1.0,12.0,66.9,0.2,0.7,0.0
126,Marvin Plattenhardt,1.1,0.6,0.6,0.4,2.2,0.3,0.4,0.0,0.0,5.0,0.2,1.5,0.2,0.9,0.1,0.8,0.6,5.0,1.5,30.1,77.0,1.5,2.5,0.0
127,Lucas Höler,1.0,0.4,1.1,0.0,1.0,1.0,0.3,0.0,8.0,2.0,1.5,0.9,0.9,2.3,0.3,1.5,2.9,2.0,0.9,18.2,66.8,0.2,0.4,0.0
