,Player,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG,Rating
0,Robert Lewandowski,0.4,0.2,0.8,0.0,0.5,0.2,0.0,0.0,7.65
1,Thiago,2.9,1.5,1.7,0.0,0.6,0.8,0.1,0.0,7.59
2,Kerem Demirbay,2.2,0.8,1.8,0.0,0.8,1.5,0.4,0.0,7.59
3,Marcel Halstenberg,2.4,1.4,0.9,0.5,1.9,0.8,0.1,0.0,7.56
4,Sébastien Haller,0.8,0.5,1.4,0.0,0.8,0.4,0.0,0.0,7.55
5,Jadon Sancho,0.6,0.4,0.1,0.0,0.1,0.6,0.0,0.0,7.52
6,Joshua Kimmich,1.4,1,0.8,0.1,1,0.9,0.3,0.0,7.49
7,Gregor Kobel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.48
8,Frederik Rönnow,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,7.47
9,Thorgan Hazard,1.5,0.8,0.8,0.0,0.2,0.9,0.1,0.0,7.44
10,Willi Orban,2.0,1.5,1.1,1.4,5.7,0.6,0.6,0.0,7.41
11,Lukasz Piszczek,2.9,2.0,0.8,0.2,3.0,0.8,0.2,0.0,7.41
12,Marco Reus,1.2,0.3,1.3,0.0,1.2,0.9,0.0,0.0,7.39
13,Ihlas Bebou,1.3,0.8,0.8,0.0,0.7,0.4,0.2,0.0,7.34
14,Kingsley Coman,0.5,0.2,0.8,0.0,0.1,0.6,0.0,0.0,7.34
15,Ignacio Camacho,2.5,3.0,2.3,0.0,2.0,0.7,0.3,0.0,7.34
16,Tyler Adams,2.9,1.6,1.3,0.1,0.7,1.5,0.1,0.0,7.3
17,George Timotheou,3.0,1.0,0.0,0.0,4.0,0.0,1,0.0,7.3
18,Ishak Belfodil,0.5,0.1,0.9,0.0,0.5,0.4,0.0,0.0,7.29
19,Kevin Volland,1.0,0.2,1.2,0.1,0.9,0.4,0.0,0.0,7.28
20,Daniel Caligiuri,3.0,1.6,1.0,0.1,2.0,1.9,0.3,0.0,7.28
21,Yussuf Poulsen,0.6,0.2,1.8,0.1,0.9,0.7,0.1,0.0,7.27
22,Marko Grujic,2.0,1.3,2.0,0.1,2.3,1.1,0.3,0.0,7.26
23,Filip Kostic,1.9,0.7,0.8,0.1,1.1,1.2,0.2,0.0,7.26
24,Julian Brandt,0.8,0.5,0.4,0.0,0.2,1.1,0.0,0.0,7.26
25,Kai Havertz,0.8,0.5,0.7,0.0,0.8,0.7,0.1,0.0,7.25
26,Vincenzo Grifo,1.6,0.1,0.5,0.0,0.6,0.8,0.1,0.0,7.25
27,Wout Weghorst,0.9,0.3,1.1,0.0,0.9,0.8,0.1,0.0,7.24
28,James Rodríguez,0.6,0.2,0.4,0.0,0.1,0.7,0.0,0.0,7.24
29,Max Kruse,0.5,0.3,0.7,0.0,0.2,1.0,0.0,0.0,7.23
30,Joelinton,1.3,0.5,2,0.0,0.3,0.7,0.1,0.0,7.21
31,Thomas Müller,1.3,0.3,0.7,0.0,0.4,0.9,0.2,0.0,7.19
32,Ibrahima Konaté,1.6,2.1,1.3,1,4.3,0.4,0.6,0.0,7.19
33,Mark Flekken,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.18
34,Kevin Stöger,2.5,1.2,1.9,0.1,0.6,1.5,0.2,0.0,7.17
35,Timo Werner,0.6,0.1,0.8,0.0,0.1,0.4,0.1,0.0,7.17
36,Mats Hummels,1.2,1.6,0.4,0.2,2.3,0.7,0.4,0.0,7.17
37,Serge Gnabry,1.2,0.4,0.8,0.0,0.1,0.8,0.0,0.0,7.15
38,Kevin Kampl,1.5,1.2,1.1,0.0,0.7,0.7,0.1,0.0,7.13
39,Thomas Delaney,2.3,1.9,1.5,0.0,1.4,0.4,0.3,0.0,7.13
40,Louis Jordan Beyer,3.6,1.2,0.8,0.8,3.0,0.8,0.7,0.0,7.12
41,Maximilian Arnold,1.6,1.1,1.4,0.0,1.3,1.2,0.3,0.0,7.11
42,Axel Witsel,1.4,1.4,0.8,0.0,1.4,0.3,0.2,0.0,7.11
43,Achraf Hakimi,1.6,1.4,0.7,0.3,1.8,0.9,0.2,0.0,7.11
44,Nils Petersen,1.2,0.5,1.0,0.0,1.4,0.8,0.1,0.0,7.11
45,Sebastian Rode,2.6,1.6,1.3,0.1,1.1,1.6,0.0,0.0,7.1
46,Benjamin Hübner,2.9,2.1,0.8,1,3.5,0.4,0.7,0.0,7.1
47,Jordan Torunarigha,2.4,2.1,1.9,0.3,3.9,0.7,0.5,0.0,7.09
