,Player,Goals,Assists,SpG,KeyP,Drb,Fouled,Off,Disp,UnsTch,Rating
42,Axel Witsel,4,1,1.1,0.5,0.8,1.5,0.0,0.8,0.6,7.11
43,Achraf Hakimi,2,4,1.0,0.5,1.8,1.7,0.0,1.3,1.4,7.11
44,Nils Petersen,10,3,2.0,0.9,0.3,0.8,0.1,1.2,2.0,7.11
45,Sebastian Rode,0.0,0.0,0.3,1.5,0.9,0.8,0.0,0.4,1.3,7.1
46,Benjamin Hübner,0.0,0.0,0.9,0.0,0.1,1.0,0.0,0.1,0.4,7.1
47,Jordan Torunarigha,2,2,0.5,0.4,0.1,0.4,0.0,0.4,0.7,7.09
48,William,2,1,0.8,1.3,0.9,0.6,0.0,0.6,0.9,7.09
49,Andrej Kramaric,17,4,3.7,1.6,0.9,0.6,0.3,1.7,1.5,7.09
50,Florian Grillitsch,0.0,3,1.1,0.9,0.8,1.6,0.0,0.4,0.9,7.06
51,Salif Sané,2,0.0,0.6,0.2,0.5,1.1,0.0,0.2,0.4,7.06
52,Theodor Gebre Selassie,3,2,0.9,0.7,0.4,1.0,0.1,0.7,1.0,7.03
53,Almamy Touré,0.0,0.0,0.3,0.1,1.6,0.1,0.0,0.0,0.3,7.03
54,Jérôme Roussillon,3,4,0.7,1.1,1.8,1.4,0.0,1.3,1.6,7.03
55,Emil Forsberg,4,7,1.5,2.0,1.1,1.2,0.2,1.1,1.5,7.02
56,Raphael Guerreiro,2,6,1.5,1.7,1.3,0.9,0.1,1,1.9,7.02
57,Ondrej Duda,11,5,1.7,1.3,1.2,1.4,0.2,1.3,2.3,7.02
58,Marc Oliver Kempf,2,0.0,0.6,0.3,0.1,1.3,0.0,0.2,0.5,7.01
59,David Alaba,3,3,1.5,0.9,0.9,0.4,0.2,0.6,0.8,7.01
60,Samuel Sahin-Radlinger,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.01
61,Lukas Klostermann,5,1,0.5,0.8,0.3,0.4,0.0,0.3,0.4,7.01
62,Charles Aránguiz,2,7,1,1.3,0.4,1.3,0.0,1.1,1.2,7.0
63,Mario Götze,7,7,1.1,1.6,1,1,0.5,1.6,1.7,7.0
64,Luka Jovic,17,5,3,0.8,0.8,1.3,0.5,1.4,2.3,7.0
65,Nadiem Amiri,3,1,1.4,1.2,1.5,1.1,0.0,1,0.8,7.0
66,Bastian Oczipka,1,5,0.6,2.1,1.1,1.1,0.0,1,1,7.0
67,Valentino Lazaro,3,6,0.6,1.8,1.1,0.9,0.2,0.8,1.4,7.0
68,Nordi Mukiele,1,1,0.4,0.6,0.9,1.1,0.0,0.7,1.1,6.99
69,Lukas Kübler,0.0,2,0.4,0.4,0.4,1.3,0.0,0.3,0.8,6.98
70,Milot Rashica,9,5,2.3,1.2,1.3,1.3,0.3,1.3,1.8,6.98
71,Michael Esser,0.0,0.0,0.0,0.1,0.0,0.2,0.0,0.0,0.0,6.98
72,Maximilian Eggestein,5,4,1.3,1.4,0.4,1.2,0.0,1.1,1.3,6.98
73,Aarón Martín,0.0,3,0.5,1.9,1.4,0.8,0.2,0.7,0.7,6.98
74,Josuha Guilavogui,2,1,0.4,0.4,0.4,0.4,0.0,0.4,0.5,6.97
75,Lucas Torró,0.0,0.0,0.6,0.3,0.3,0.9,0.0,0.6,0.6,6.97
76,Leon Goretzka,8,4,1.8,0.6,0.5,0.7,0.0,0.6,0.8,6.96
77,Niklas Süle,2,0.0,0.6,0.2,0.1,0.2,0.0,0.2,0.2,6.96
78,Julian Baumgartlinger,0.0,1,0.5,0.5,0.7,0.9,0.0,0.7,0.7,6.96
79,Maximilian Mittelstädt,1,1,0.9,0.8,1,0.9,0.0,1,1.3,6.96
80,Admir Mehmedi,6,5,1.4,1.4,0.5,1.5,0.7,1.1,1.7,6.96
81,Lars Bender,1,4,0.8,0.7,0.5,1.4,0.1,0.2,1,6.95
82,Jonathan Tah,3,1,0.4,0.2,0.5,0.4,0.1,0.4,0.5,6.95
83,Ozan Kabak,3,0.0,0.7,0.1,0.9,0.9,0.0,0.3,0.7,6.95
84,Marcel Sabitzer,4,3,2.1,1.2,0.5,1.0,0.2,1.5,1.5,6.94
85,Lars Stindl,3,1,1.6,1,0.8,1.4,0.3,0.7,1.9,6.93
86,Jean-Philippe Mateta,14,2,2.9,0.9,1,0.9,1.1,1.8,2.9,6.93
87,Péter Gulácsi,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,6.93
88,Jonathan Schmid,3,7,0.6,1.6,0.6,0.8,0.1,0.7,0.6,6.93
89,Paco Alcácer,18,0.0,2,0.6,0.2,0.3,0.3,0.5,0.7,6.93
90,Dan-Axel Zagadou,2,0.0,0.6,0.1,0.8,0.2,0.0,0.2,0.4,6.92
91,Diego Demme,0.0,2,0.4,1.0,0.3,2.0,0.0,0.7,1.3,6.92
92,Pavel Kaderábek,3,4,1.0,1.5,0.3,0.6,0.0,0.4,1.0,6.92
93,Niklas Stark,1,0.0,0.5,0.1,0.0,1.0,0.0,0.1,0.1,6.92
94,Martin Hinteregger,1,0.0,0.8,0.2,0.4,0.7,0.0,0.4,0.3,6.91
95,Alexander Hack,1,1,0.9,0.1,0.6,0.6,0.0,0.0,0.1,6.91
96,Nuri Sahin,1,1,0.6,0.8,0.5,0.5,0.0,0.7,0.5,6.91
97,Nico Elvedi,2,1,0.5,0.1,0.3,0.5,0.0,0.1,0.3,6.91
98,Marcel Tisserand,1,0.0,1.0,0.2,0.4,0.6,0.0,0.7,0.6,6.9
99,Wendell,2,2,0.4,0.6,0.3,0.5,0.0,0.2,1.0,6.9
100,Jean-Paul Boëtius,4,7,1.5,1.0,1.1,1.6,0.1,1.3,1.9,6.9
101,Leon Bailey,5,1,1.9,1.6,1.8,1.2,0.2,1.5,2.2,6.9
102,Nico Schulz,1,5,1.0,2.0,1.7,0.7,0.3,0.7,1.6,6.9
103,Karim Bellarabi,5,4,2.2,1.4,1.1,0.7,0.2,1.5,1.1,6.9
104,Markus Suttner,1,1,0.7,1.5,0.0,0.2,0.0,0.7,0.5,6.89
105,Ante Rebic,9,4,2.2,1.2,1.7,0.8,0.6,2.7,2.7,6.89
106,Janik Haberer,1,3,1.0,1.7,0.9,1.7,0.1,1.5,1.6,6.89
107,Davy Klaassen,5,4,1.0,1.2,0.5,0.7,0.0,0.5,1.3,6.89
108,Rani Khedira,4,1,0.5,0.3,0.1,0.8,0.0,0.3,0.7,6.89
109,Abdou Diallo,1,1,0.4,0.4,1.4,0.4,0.0,0.6,1.0,6.88
110,Javi Martínez,3,0.0,0.9,0.3,0.2,0.6,0.0,0.1,0.9,6.88
111,Yann Sommer,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.1,6.88
112,Tony Jantschke,0.0,1,0.3,0.1,0.1,0.9,0.0,0.1,0.2,6.87
113,André Hahn,4,4,1.3,1.1,0.6,0.7,0.8,1,1.6,6.87
114,Edgar Prib,0.0,1,1.5,1.5,1,0.8,0.0,0.3,0.8,6.87
115,Sven Bender,0.0,0.0,0.5,0.1,0.2,0.4,0.1,0.1,0.5,6.87
116,Robin Zentner,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,6.87
117,Jérôme Boateng,0.0,2,0.7,0.6,0.1,0.5,0.0,0.0,0.3,6.87
118,Martin Hinteregger,2,0.0,0.9,0.4,0.1,0.8,0.1,0.2,0.7,6.87
119,Stefan Bell,0.0,0.0,0.7,0.8,0.6,0.6,0.2,0.4,0.4,6.87
120,Makoto Hasebe,0.0,0.0,0.1,0.3,0.2,1.1,0.0,0.2,0.3,6.87
121,Christian Pulisic,4,4,1.4,1,2.1,1.3,0.4,2.2,2.0,6.86
122,Dayot Upamecano,0.0,0.0,0.7,0.2,0.5,0.3,0.0,0.6,0.6,6.86
123,Robin Knoche,3,0.0,0.5,0.0,0.3,0.5,0.0,0.2,0.4,6.86
124,Philipp Bargfrede,0.0,0.0,0.5,0.3,0.3,1.1,0.0,0.4,1.0,6.85
125,Giulio Donati,0.0,0.0,0.2,0.8,0.6,0.7,0.0,0.2,0.6,6.85
126,Alfred Finnbogason,10,1,2.2,1.1,0.7,0.5,1.2,1.3,2.3,6.85
127,Enrico Valentini,0.0,2,0.5,1.6,0.6,0.8,0.0,0.6,1.0,6.85
128,Danny da Costa,2,4,0.6,1,0.8,0.6,0.4,0.7,1.3,6.85
129,Ewerton,0.0,0.0,0.4,0.1,0.6,0.1,0.1,0.2,0.2,6.85
130,Matthias Zimmermann,1,3,0.4,0.6,0.6,0.9,0.0,0.4,1.2,6.84
131,Kevin Trapp,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,6.84
132,Salomon Kalou,8,2,1.6,1,1.8,0.8,0.5,2,2.5,6.83
133,Koen Casteels,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,6.83
134,Naldo,0.0,0.0,1.3,0.3,0.1,0.4,0.1,0.1,0.3,6.83
135,Weston McKennie,1,4,1,0.8,0.7,0.7,0.1,1,1.5,6.82
136,Stefan Posch,0.0,0.0,0.3,0.1,0.1,0.6,0.0,0.2,0.3,6.82
137,Dennis Geiger,0.0,1,1,1.8,0.3,1.5,0.0,1,0.5,6.82
138,Dodi Lukébakio,10,3,1.8,0.6,1.6,1.6,0.5,1.5,2.4,6.82
139,Kaan Ayhan,4,1,0.8,0.2,0.4,0.6,0.1,0.2,0.3,6.81
140,Karim Onisiwo,7,3,1.5,0.8,0.6,1.3,0.1,0.7,1.6,6.81
141,Pirmin Schwegler,0.0,1,0.4,1.5,0.6,1.3,0.0,0.6,0.5,6.8
142,Manuel Akanji,1,0.0,0.3,0.2,0.3,0.7,0.0,0.2,0.4,6.79
143,Caiuby,1,1,2.3,1,0.8,1.3,0.2,0.9,2.2,6.79
144,Jonathan de Guzmán,3,6,0.8,1.3,0.5,0.6,0.1,0.6,1,6.79
145,Philipp Max,4,2,0.8,2,0.4,0.7,0.0,0.5,0.9,6.78
146,John Brooks,3,2,0.7,0.1,0.1,0.4,0.0,0.3,0.2,6.78
147,Timo Baumgartl,1,0.0,0.3,0.3,0.2,0.7,0.1,0.1,0.3,6.78
148,Marcelo Saracchi,0.0,1,0.1,1.1,0.8,0.4,0.1,0.9,1.1,6.77
149,Andreas Luthe,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,6.77
150,Matheus Pereira,3,2,1.5,0.7,2.1,2.5,0.1,1.2,1.8,6.77
151,Ji Dong-Won,4,1,1.6,0.7,1.4,0.6,0.1,1.4,1.7,6.77
152,Franck Ribéry,6,3,1,0.8,1.4,0.8,0.4,1.8,1.4,6.77
153,Alassane Plea,12,4,2.4,1,0.7,0.9,0.6,1.6,2.3,6.77
154,Ludwig Augustinsson,1,4,0.6,0.8,0.4,0.8,0.1,0.4,1.1,6.76
155,Mitchell Weiser,1,3,0.4,1,1,1.3,0.1,1,1.4,6.76
156,Ermin Bicakcic,1,2,0.4,0.2,0.0,0.6,0.1,0.3,0.2,6.76
157,Stefanos Kapino,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.76
158,Gian-Luca Waldschmidt,9,1,2.1,0.8,0.7,0.9,0.1,0.7,1.2,6.75
159,Leandro Barreiro Martins,0.0,0.0,1,1,3,0.0,0.0,0.0,0.0,6.75
160,Jonas Hofmann,5,5,1.3,1.3,0.4,0.9,0.2,1.0,1.4,6.75
161,David Abraham,0.0,0.0,0.3,0.3,0.4,0.5,0.0,0.1,0.3,6.75
162,Niko Gießelmann,0.0,3,0.9,0.9,0.4,1.1,0.1,0.3,1.1,6.75
163,Obite Evan Ndicka,1,1,0.5,0.1,0.2,0.3,0.0,0.4,1.1,6.74
164,Breel Embolo,5,1,1.3,1.0,1.3,1.6,0.4,1.8,2.8,6.74
165,Nicolás González,2,3,2.0,1.0,1.5,1.6,0.3,1.4,2.5,6.74
166,Oliver Fink,3,0.0,0.7,0.3,0.5,1.1,0.2,1.3,1.6,6.74
167,Niclas Füllkrug,2,1,2.6,0.9,0.4,1.0,0.4,1.3,2.1,6.74
168,Benito Raman,10,4,1.8,0.7,1.2,0.6,0.0,0.9,1.9,6.74
169,Benjamin Pavard,0.0,0.0,0.4,0.4,0.2,0.5,0.0,0.1,0.4,6.73
170,Dawid Kownacki,4,0.0,1.3,0.5,0.5,0.9,0.2,0.8,0.4,6.73
171,Oliver Baumann,0.0,1,0.0,0.1,0.0,0.2,0.0,0.0,0.0,6.73
172,Hendrik Weydandt,6,1,2.2,1.0,0.4,1.0,0.3,1.3,3.4,6.73
173,Walace,1,1,0.7,0.6,1,1.0,0.1,1.2,1.3,6.73
174,Corentin Tolisso,1,0.0,0.5,1.0,0.0,0.5,0.0,0.0,0.5,6.73
175,Joshua Brenet,2,1,0.7,0.6,1,0.4,0.0,0.6,1.5,6.73
176,Matthias Ginter,2,0.0,0.9,0.3,0.0,0.6,0.1,0.2,0.3,6.73
177,Nabil Bentaleb,3,0.0,0.8,0.7,0.8,0.6,0.0,0.5,0.4,6.73
178,Steven Zuber,0.0,1,1.8,1.1,0.4,0.8,0.0,1.4,1.2,6.72
179,Amadou Haidara,1,0.0,1.3,0.7,1.1,0.4,0.1,0.8,0.9,6.72
180,Konrad Laimer,1,1,0.5,0.7,1.1,0.5,0.0,1.4,1.5,6.72
181,Jeffrey Gouweleeuw,0.0,2,0.3,0.3,0.4,0.4,0.0,0.5,0.4,6.72
182,Emiliano Insúa,2,2,0.3,1,1.2,0.4,0.0,0.7,1,6.72
183,Lucas Alario,9,3,1.6,0.6,0.2,0.9,0.5,0.9,1.5,6.72
184,Rune Jarstein,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,6.72
185,Waldemar Anton,1,0.0,0.7,0.1,0.5,0.6,0.0,0.4,0.6,6.72
186,Michael Rensing,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,6.71
187,Christoph Kramer,2,1,0.4,0.5,0.5,0.8,0.0,0.9,1.3,6.71
188,Oscar Wendt,1,1,0.3,0.9,0.2,0.6,0.0,0.2,0.6,6.71
189,Christian Mathenia,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,6.71
190,Julian Weigl,1,0.0,0.2,0.1,0.3,0.9,0.0,0.2,0.5,6.71
191,Ralf Fährmann,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.71
192,Jean-Philippe Gbamin,2,1,1.2,0.7,1.1,0.9,0.0,1.6,1.5,6.7
193,Jirí Pavlenka,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,6.7
194,Michael Gregoritsch,6,2,2.7,0.9,0.4,0.9,0.5,0.8,2.2,6.7
195,Aleksandar Dragovic,2,0.0,0.2,0.2,0.0,0.3,0.1,0.1,0.4,6.7
196,Marco Richter,4,6,2.2,0.6,1.4,1,0.3,1.7,2.2,6.7
197,Genki Haraguchi,0.0,3,1.1,1,1.6,1.3,0.0,1,0.9,6.7
198,Pavao Pervan,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,6.7
199,Dominique Heintz,1,1,0.3,0.2,0.6,0.3,0.1,0.3,0.6,6.69
200,Pierre Kunde Malong,0.0,0.0,1.0,0.5,0.8,0.9,0.0,0.8,0.6,6.69
201,Ádám Szalai,6,3,2.2,0.9,0.3,0.8,0.3,0.7,1.8,6.69
202,Tobias Strobl,0.0,4,0.3,0.6,0.2,0.8,0.0,0.3,0.7,6.69
203,Davie Selke,3,5,1.5,0.6,0.7,0.9,0.4,1.0,1.4,6.69
204,Yannick Gerhardt,2,2,1.2,0.9,0.3,1.4,0.2,1.2,1.2,6.69
205,Danny Latza,0.0,3,1.6,1.0,0.7,1.7,0.1,1.0,1.6,6.69
206,Mathew Leckie,2,0.0,1.2,0.7,0.6,1.0,0.2,1.0,1.9,6.68
207,Vedad Ibisevic,10,2,1.8,0.6,0.5,0.5,0.9,0.9,2.4,6.68
208,Kevin Danso,1,1,0.6,0.1,0.1,0.8,0.0,0.3,0.2,6.68
209,Daniel Ginczek,6,2,1.5,0.5,0.6,0.6,0.2,1.0,1.8,6.68
210,Amine Harit,1,1,0.7,1.2,2,2.8,0.1,2.2,1.4,6.68
211,Benjamin Stambouli,0.0,2,0.1,0.4,0.4,0.7,0.0,0.4,0.3,6.68
212,Rouwen Hennings,7,4,2,1.0,0.1,0.8,0.2,0.4,1.2,6.68
213,Nicolas Höfler,0.0,0.0,0.7,0.7,0.6,1.3,0.0,0.7,1.3,6.67
214,Rafinha,1,1,0.3,0.3,0.3,0.4,0.1,0.4,0.5,6.67
215,Gonçalo Paciência,3,1,1.7,0.4,0.5,1.0,0.2,1.1,1.4,6.67
216,Niklas Moisander,0.0,0.0,0.3,0.4,0.4,0.4,0.0,0.2,0.5,6.67
217,Alexander Schwolow,0.0,1,0.0,0.1,0.0,0.1,0.0,0.0,0.1,6.66
218,Moussa Niakhaté,1,1,0.3,0.3,0.2,0.6,0.0,0.2,0.6,6.66
219,Yuya Osako,3,2,1.3,0.8,0.9,1.0,0.1,2.1,2.0,6.65
220,Florian Neuhaus,3,8,1.6,0.9,0.9,1.3,0.0,1.1,1.2,6.65
221,Robin Quaison,7,3,1.8,0.8,0.8,0.8,0.4,2.1,1.4,6.65
222,Arne Maier,0.0,0.0,0.8,0.8,0.9,0.6,0.0,0.5,1.8,6.65
223,Marcel Schmelzer,0.0,1,0.4,0.3,0.4,1.2,0.1,0.4,0.8,6.65
224,Fabian Lustenberger,0.0,1,0.1,0.1,0.1,1.2,0.0,0.2,0.3,6.65
225,Marvin Plattenhardt,1,2,0.5,1.5,0.5,1.0,0.1,0.6,0.6,6.64
226,Raphael Framberger,0.0,0.0,0.0,1.0,1.4,1.1,0.0,0.9,1.1,6.64
227,Gelson Fernandes,1,0.0,0.1,0.1,0.2,0.2,0.0,0.5,0.5,6.64
228,Michael Lang,1,0.0,0.6,0.2,0.1,0.4,0.1,0.1,0.2,6.64
229,Vincenzo Grifo,1,2,2.1,1.4,0.4,0.3,0.1,0.4,0.6,6.64
230,Denis Zakaria,4,0.0,1.2,0.5,0.9,0.6,0.0,0.7,1.2,6.63
231,Georg Margreitter,2,0.0,0.6,0.1,0.2,0.5,0.0,0.3,0.3,6.63
232,Daniel Brosinski,3,5,0.7,1.5,0.2,0.5,0.0,0.4,1,6.63
233,Gian-Luca Itter,0.0,0.0,0.0,0.0,1.5,1.5,0.0,0.5,1.5,6.63
234,Roland Sallai,2,0.0,1.4,0.5,0.5,1.9,0.1,0.9,1.4,6.62
235,Karim Rekik,0.0,0.0,0.3,0.1,0.2,1,0.0,0.3,0.5,6.62
236,Eduard Löwen,3,2,1.7,0.7,1.3,1.2,0.0,1.6,1.6,6.62
237,Ibrahima Traoré,0.0,2,0.9,0.9,1.3,0.4,0.2,0.2,0.8,6.62
238,Roman Bürki,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,6.62
239,Josip Drmic,2,0.0,1.4,0.2,0.4,0.0,0.0,0.8,1,6.62
240,Sebastian Langkamp,0.0,0.0,0.5,0.2,0.1,0.7,0.0,0.0,0.2,6.62
241,Arjen Robben,4,0.0,1.8,1.3,0.5,0.4,0.4,0.8,0.9,6.61
242,Marco Russ,0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.6,0.0,6.61
243,Konstantinos Stafylidis,0.0,0.0,0.8,0.8,0.3,0.8,0.0,0.2,0.4,6.61
244,Lukás Hrádecky,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,6.61
245,Daniel Baier,0.0,1,0.8,0.7,0.5,1.5,0.0,0.8,1,6.61
246,Reiss Nelson,7,0.0,0.9,0.7,0.7,0.2,0.1,0.5,0.6,6.61
247,Robin Koch,1,0.0,0.5,0.2,0.3,0.8,0.1,0.6,0.5,6.61
248,Niko Bungert,0.0,0.0,0.1,0.1,0.0,0.3,0.0,0.0,0.3,6.61
249,Koo Ja-Cheol,2,1,1,0.9,0.5,1.4,0.1,1.6,1.5,6.61
250,Omar Mascarell,0.0,2,0.4,0.4,0.4,0.3,0.0,0.6,0.7,6.6
251,Manuel Gulde,1,0.0,0.3,0.1,0.0,1.0,0.0,0.0,0.2,6.6
252,Hanno Behrens,4,1,1.3,0.7,0.3,0.8,0.1,0.5,1.4,6.6
253,Simon Falette,0.0,0.0,0.4,0.0,0.0,0.6,0.1,0.6,0.6,6.6
254,Kasim Adams,0.0,1,0.2,0.1,0.5,0.2,0.0,0.3,0.8,6.6
255,Mario Gomez,7,2,1.7,0.8,0.3,0.7,0.4,0.7,1.3,6.6
256,Milos Veljkovic,1,0.0,0.4,0.2,0.0,0.3,0.0,0.1,0.2,6.6
257,Felipe,2,0.0,0.6,0.0,0.1,1.0,0.0,0.2,0.2,6.6
258,Leonardo Bittencourt,1,3,1.1,1,0.5,1.4,0.1,0.7,0.9,6.6
259,Kenan Karaman,3,1,1.0,0.7,0.9,0.7,0.3,0.8,1.8,6.59
260,Jacob Bruun Larsen,2,2,1.1,0.8,0.7,0.4,0.2,0.9,1.3,6.59
261,Christian Günter,0.0,5,0.9,1.5,1.2,0.8,0.2,0.7,1.4,6.59
262,Josip Brekalo,3,3,1.0,0.8,1.2,0.8,0.1,1.0,1.4,6.59
263,Javairô Dilrosun,2,3,0.6,0.7,0.5,1.2,0.0,0.8,1.6,6.59
264,Pascal Stenzel,0.0,2,1.2,0.8,0.3,0.5,0.0,0.3,0.6,6.59
265,Marcel Sobottka,0.0,0.0,0.4,0.1,0.1,0.9,0.0,0.6,0.7,6.59
266,Carlos Salcedo,0.0,0.0,0.5,0.0,0.0,0.3,0.0,0.2,0.7,6.58
267,Martin Harnik,4,2,1.6,0.7,0.3,0.3,0.4,0.5,1.5,6.58
268,Keven Schlotterbeck,0.0,0.0,0.2,0.0,0.7,0.6,0.0,0.1,0.4,6.58
269,Alfredo Morales,1,1,0.8,0.3,0.2,0.7,0.0,0.7,0.7,6.58
270,Suat Serdar,2,1,1.2,0.6,1.4,1.1,0.1,1.4,1.7,6.58
271,Mahmoud Dahoud,1,0.0,0.8,0.6,0.5,0.5,0.0,0.8,0.9,6.57
272,Adam Bodzek,0.0,1,0.1,0.4,0.1,2,0.0,0.3,0.3,6.57
273,Jaroslav Drobny,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.57
274,Jérôme Gondorf,2,2,0.9,0.8,0.2,1,0.1,0.7,0.9,6.57
275,Daniel Didavi,2,2,1.2,1.4,0.6,1.5,0.3,1.1,1.6,6.57
276,Renato Steffen,5,1,0.9,0.5,0.6,0.9,0.1,0.5,1.4,6.57
277,Matija Nastasic,1,0.0,0.8,0.2,0.0,0.2,0.0,0.1,0.2,6.57
278,Patrick Herrmann,3,2,0.8,1,0.5,0.4,0.1,0.3,0.5,6.56
279,Borna Sosa,0.0,1,0.4,1.3,0.8,0.5,0.0,0.9,1.1,6.56
280,Per Ciljan Skjelbred,0.0,1,0.3,0.5,0.6,0.6,0.1,0.7,1,6.56
281,Ramazan Özcan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.56
282,Tim Leibold,0.0,2,0.9,1.2,0.8,1.3,0.1,0.6,1.3,6.55
283,Christian Gentner,0.0,5,1,0.6,0.4,1.1,0.1,0.6,1.2,6.55
284,Gaëtan Bussmann,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1,6.55
285,André Hoffmann,0.0,0.0,0.4,0.1,0.0,0.2,0.0,0.2,0.2,6.55
286,Alexander Nübel,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,6.55
287,Gonzalo Castro,2,4,0.5,1.2,0.2,0.6,0.0,0.8,0.8,6.55
288,Mike Frantz,2,1,0.6,0.5,0.2,1.1,0.2,0.5,0.9,6.54
